,0
34,"{'vehicle_id': 7, 'time_send': 35.3864482439314, 'time_enter': 44.43144980094917, 'time_start': 44.43144980094917, 'SOC_end': 100.0, 'SOC_send': 65.32271035121371, 'lat': 52.5447226797058, 'long': 13.30612607654367, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 3.5225007785088858}"
35,
36,"{'vehicle_id': 218, 'time_send': 93.78920986352028, 'time_enter': 99.7821935220354, 'time_start': None, 'SOC_end': 96.44356129559291, 'SOC_send': 97.24215802729594, 'lat': 52.555165254292376, 'long': 13.388553951649492, 'v_hex': '871f1d4abffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 60, 'CS_position': 88, 'distance': 1.9964918292575597}"
37,
38,
39,
40,"{'vehicle_id': 6, 'time_send': 66.83743409884927, 'time_enter': 72.13594739536056, 'time_start': 72.13594739536056, 'SOC_end': 100.0, 'SOC_send': 96.63251318023013, 'lat': 52.55041785926226, 'long': 13.403071485797227, 'v_hex': '871f1d4f6ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 88, 'CS_position': 88, 'distance': 1.6492566482556452}"
41,
42,
43,"{'vehicle_id': 144, 'time_send': 77.70997359913719, 'time_enter': 80.1807950997556, 'time_start': None, 'SOC_end': 96.76384098004888, 'SOC_send': 96.85800528017256, 'lat': 52.526051153336574, 'long': 13.411320636901712, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 0.23541075030920688}"
44,"{'vehicle_id': 239, 'time_send': 54.99063555568933, 'time_enter': 62.03460386409629, 'time_start': 64.66426172568833, 'SOC_end': 100.0, 'SOC_send': 69.80187288886214, 'lat': 52.547666260372324, 'long': 13.356585736257324, 'v_hex': '871f1d48cffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 43, 'CS_position': 59, 'distance': 2.5219841542034787}"
45,
46,
47,"{'vehicle_id': 207, 'time_send': 111.34750259988533, 'time_enter': 118.44642557914058, 'time_start': 118.44642557914058, 'SOC_end': 100.0, 'SOC_send': 94.13049948002293, 'lat': 52.47760501702633, 'long': 13.337419097045832, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 2.549461489627626}"
48,
49,
50,"{'vehicle_id': 34, 'time_send': 134.77386463628054, 'time_enter': 141.69758354364683, 'time_start': None, 'SOC_end': 95.26048329127063, 'SOC_send': 96.24522707274389, 'lat': 52.50085543453373, 'long': 13.468038424998726, 'v_hex': '871f1d4d3ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 74, 'CS_position': 73, 'distance': 2.4618594536831426}"
51,"{'vehicle_id': 262, 'time_send': 122.67638667828402, 'time_enter': 130.3038402099759, 'time_start': 130.3038402099759, 'SOC_end': 100.0, 'SOC_send': 98.2647226643432, 'lat': 52.53370423258394, 'long': 13.35722195822327, 'v_hex': '871f1d48cffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 43, 'CS_position': 45, 'distance': 2.813726765845941}"
52,
53,
54,
55,"{'vehicle_id': 76, 'time_send': 115.05560125290125, 'time_enter': 131.53630013679197, 'time_start': 131.53630013679197, 'SOC_end': 100.0, 'SOC_send': 64.98887974941975, 'lat': 52.56228977021975, 'long': 13.406003138780868, 'v_hex': '871f1d4f6ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 88, 'CS_position': 59, 'distance': 7.240349441945352}"
56,"{'vehicle_id': 55, 'time_send': 76.89984018786664, 'time_enter': 81.65692917810937, 'time_start': 81.65692917810937, 'SOC_end': 100.0, 'SOC_send': 65.22003196242666, 'lat': 52.501220704969455, 'long': 13.442071967254371, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.3785444951213635}"
57,"{'vehicle_id': 102, 'time_send': 112.46001739937272, 'time_enter': 118.44253524264403, 'time_start': 134.91421109037256, 'SOC_end': 100.0, 'SOC_send': 64.40901386641359, 'lat': 52.500845169677945, 'long': 13.462508099053473, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 1.9912589216356573}"
58,"{'vehicle_id': 143, 'time_send': 103.56055221652905, 'time_enter': 120.79305735914168, 'time_start': 134.9835666861184, 'SOC_end': 100.0, 'SOC_send': 67.6295720251429, 'lat': 52.52462576759685, 'long': 13.501799110812724, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 7.616252571306321}"
59,"{'vehicle_id': 153, 'time_send': 96.0827770144584, 'time_enter': 101.26883220494241, 'time_start': 141.56522212366858, 'SOC_end': 100.0, 'SOC_send': 96.38344459710832, 'lat': 52.484531098475614, 'long': 13.441898639415681, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.5930275952420085}"
60,"{'vehicle_id': 156, 'time_send': 92.53332168675921, 'time_enter': 108.4772380763079, 'time_start': 111.93093215068095, 'SOC_end': 100.0, 'SOC_send': 57.502003064143565, 'lat': 52.532620127832566, 'long': 13.422877417460933, 'v_hex': '871f1d489ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 40, 'CS_position': 73, 'distance': 6.971958194774343}"
61,"{'vehicle_id': 185, 'time_send': 128.51686232624635, 'time_enter': 133.31092393054408, 'time_start': 144.11748198826166, 'SOC_end': 100.0, 'SOC_send': 94.3436469978903, 'lat': 52.48740407153962, 'long': 13.456375353649772, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.397030802148857}"
62,"{'vehicle_id': 259, 'time_send': 24.414756105199753, 'time_enter': 36.28501690693167, 'time_start': 40.557400327269164, 'SOC_end': 100.0, 'SOC_send': 72.31704877896004, 'lat': 52.52750919432978, 'long': 13.457453250012314, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 4.935130400865961}"
63,"{'vehicle_id': 99, 'time_send': 20.148151093608888, 'time_enter': 31.505704407143917, 'time_start': 31.505704407143917, 'SOC_end': 100.0, 'SOC_send': 70.57036978127822, 'lat': 52.553493876035674, 'long': 13.415593845093289, 'v_hex': '871f1d4f6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 88, 'CS_position': 40, 'distance': 4.678776656767514}"
64,"{'vehicle_id': 235, 'time_send': 40.44034644388773, 'time_enter': 45.241691457834484, 'time_start': 45.241691457834484, 'SOC_end': 100.0, 'SOC_send': 68.11193071122246, 'lat': 52.47871532350937, 'long': 13.354658278945669, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 1.4006725069733788}"
65,
66,"{'vehicle_id': 224, 'time_send': 29.648500107633158, 'time_enter': 38.080774259814085, 'time_start': 38.080774259814085, 'SOC_end': 100.0, 'SOC_send': 71.47029997847338, 'lat': 52.50305156605946, 'long': 13.328749977824467, 'v_hex': '871f1d49dffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 53, 'CS_position': 45, 'distance': 3.2161370760904644}"
67,"{'vehicle_id': 134, 'time_send': 18.131751741521594, 'time_enter': 24.400357535177903, 'time_start': 24.400357535177903, 'SOC_end': 100.0, 'SOC_send': 67.97364965169568, 'lat': 52.48337054264127, 'long': 13.434358124720973, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.1343028968281557}"
68,"{'vehicle_id': 173, 'time_send': 100.17759893918861, 'time_enter': 107.54699088781445, 'time_start': 107.54699088781445, 'SOC_end': 100.0, 'SOC_send': 95.16448021216227, 'lat': 52.4834150763317, 'long': 13.34326063211228, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 2.684695974312919}"
69,"{'vehicle_id': 279, 'time_send': 86.23656162642183, 'time_enter': 96.79644198403757, 'time_start': 96.79644198403757, 'SOC_end': 100.0, 'SOC_send': 68.55268767471563, 'lat': 52.48084320536667, 'long': 13.39870500528427, 'v_hex': '871f18b20ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 12, 'CS_position': 18, 'distance': 4.2799401788078715}"
70,"{'vehicle_id': 197, 'time_send': 91.47025781873612, 'time_enter': 102.25680484127068, 'time_start': 112.95587461811168, 'SOC_end': 100.0, 'SOC_send': 65.16008195073877, 'lat': 52.50795277580974, 'long': 13.410963059126546, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 4.393273511267283}"
71,"{'vehicle_id': 208, 'time_send': 78.41130736835103, 'time_enter': 89.97404656310799, 'time_start': 89.97404656310799, 'SOC_end': 100.0, 'SOC_send': 65.31773852632979, 'lat': 52.4892655318422, 'long': 13.400649554542046, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 4.781369597378477}"
72,"{'vehicle_id': 237, 'time_send': 102.40366582848827, 'time_enter': 107.6427098529997, 'time_start': 113.08371360049367, 'SOC_end': 100.0, 'SOC_send': 64.14805366219441, 'lat': 52.494724210266675, 'long': 13.431274739602927, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.619522012255713}"
73,"{'vehicle_id': 264, 'time_send': 113.8161056924753, 'time_enter': 125.27195375499004, 'time_start': 132.96985749492026, 'SOC_end': 100.0, 'SOC_send': 60.85253158349323, 'lat': 52.52111788373068, 'long': 13.45765680647371, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 4.727924031257369}"
74,"{'vehicle_id': 266, 'time_send': 95.711860686222, 'time_enter': 107.1025110445506, 'time_start': 107.2414908633192, 'SOC_end': 100.0, 'SOC_send': 58.99751901899729, 'lat': 52.50223808119279, 'long': 13.403219440739283, 'v_hex': '871f1d48bffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 42, 'CS_position': 73, 'distance': 4.695325179164296}"
75,"{'vehicle_id': 104, 'time_send': 136.04818533175185, 'time_enter': 143.16534206126025, 'time_start': 144.01543593587746, 'SOC_end': 100.0, 'SOC_send': 95.81278793252575, 'lat': 52.47050801457331, 'long': 13.426220855413371, 'v_hex': '871f18b21ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 13, 'CS_position': 15, 'distance': 2.5585783647542004}"
76,"{'vehicle_id': 229, 'time_send': 91.69138946604362, 'time_enter': 97.27690525365215, 'time_start': 97.27690525365215, 'SOC_end': 100.0, 'SOC_send': 66.26172210679128, 'lat': 52.511591284341065, 'long': 13.2839434861103, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 1.7927578938042674}"
77,
78,"{'vehicle_id': 92, 'time_send': 59.76712256577174, 'time_enter': 67.05059255781076, 'time_start': 67.3066657248096, 'SOC_end': 100.0, 'SOC_send': 69.07774293932606, 'lat': 52.4983767405919, 'long': 13.422361298905626, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 2.641734996019511}"
79,"{'vehicle_id': 252, 'time_send': 34.24435837495822, 'time_enter': 49.134211899213014, 'time_start': 49.134211899213014, 'SOC_end': 100.0, 'SOC_send': 70.95112832500837, 'lat': 52.566485732638746, 'long': 13.396502221372062, 'v_hex': '871f1d4f6ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 88, 'CS_position': 59, 'distance': 6.444926762127399}"
80,
81,"{'vehicle_id': 41, 'time_send': 69.83863716166798, 'time_enter': 76.93767937233879, 'time_start': 76.93767937233879, 'SOC_end': 100.0, 'SOC_send': 63.43227256766641, 'lat': 52.44906262028513, 'long': 13.29790258571404, 'v_hex': '871f18b34ffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 26, 'CS_position': 3, 'distance': 2.5495211053354097}"
82,"{'vehicle_id': 9, 'time_send': 49.033690709062675, 'time_enter': 55.67826263340666, 'time_start': 55.67826263340666, 'SOC_end': 100.0, 'SOC_send': 66.19326185818747, 'lat': 52.507932649557915, 'long': 13.343908994746004, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 2.3222859621719936}"
83,
84,"{'vehicle_id': 109, 'time_send': 57.47097385496312, 'time_enter': 65.71573171261848, 'time_start': 65.71573171261848, 'SOC_end': 100.0, 'SOC_send': 61.995953160878244, 'lat': 52.48439481379071, 'long': 13.338613162585094, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 3.1223789288276764}"
85,"{'vehicle_id': 148, 'time_send': 53.29587230778442, 'time_enter': 61.45108996587581, 'time_start': 61.45108996587581, 'SOC_end': 100.0, 'SOC_send': 66.14082553844312, 'lat': 52.49280368453307, 'long': 13.416869103013427, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 3.077608829045694}"
86,
87,"{'vehicle_id': 255, 'time_send': 65.60572725332986, 'time_enter': 72.00810455713764, 'time_start': 77.07864127777964, 'SOC_end': 100.0, 'SOC_send': 68.27885454933403, 'lat': 52.4809130070895, 'long': 13.440830079537388, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.2011886519038906}"
88,"{'vehicle_id': 120, 'time_send': 63.76198752750892, 'time_enter': 72.35297185129099, 'time_start': 72.35297185129099, 'SOC_end': 100.0, 'SOC_send': 69.84760249449822, 'lat': 52.522820814843655, 'long': 13.44107415943496, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 3.295492161891034}"
89,"{'vehicle_id': 215, 'time_send': 20.95117314483918, 'time_enter': 27.24265878417538, 'time_start': 27.24265878417538, 'SOC_end': 100.0, 'SOC_send': 72.60976537103215, 'lat': 52.45130738636505, 'long': 13.433141071870036, 'v_hex': '871f18b05ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 8, 'CS_position': 15, 'distance': 2.1457428196680994}"
90,"{'vehicle_id': 193, 'time_send': 53.002915763369096, 'time_enter': 57.60114221090594, 'time_start': 57.60114221090594, 'SOC_end': 100.0, 'SOC_send': 67.59941684732618, 'lat': 52.5062897585692, 'long': 13.277268521188645, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 1.2991132237684235}"
91,"{'vehicle_id': 298, 'time_send': 58.66080783186826, 'time_enter': 65.19986431241846, 'time_start': 65.19986431241846, 'SOC_end': 100.0, 'SOC_send': 73.66783843362634, 'lat': 52.50425199959556, 'long': 13.460777616177383, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 2.2695282402750965}"
92,"{'vehicle_id': 147, 'time_send': 60.0419999999999, 'time_enter': 80.41077721626512, 'time_start': 83.0787485726338, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.59771966702182, 'long': 13.277237171060131, 'v_hex': '871f1d4a1ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 55, 'CS_position': 59, 'distance': 9.184388608132606}"
93,"{'vehicle_id': 59, 'time_send': 215.69989121251172, 'time_enter': 220.68403144403868, 'time_start': 220.68403144403868, 'SOC_end': 100.0, 'SOC_send': 95.52865684607609, 'lat': 52.51724411215382, 'long': 13.404543488065997, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 1.492070115763484}"
94,"{'vehicle_id': 72, 'time_send': 183.26047878703542, 'time_enter': 195.32528011272805, 'time_start': 215.0309664586176, 'SOC_end': 100.0, 'SOC_send': 97.3479042425929, 'lat': 52.49683676138767, 'long': 13.39504424445505, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 5.032400662846319}"
95,"{'vehicle_id': 93, 'time_send': 154.95487631734167, 'time_enter': 157.56612213206148, 'time_start': 157.56612213206148, 'SOC_end': 100.0, 'SOC_send': 59.309478918984325, 'lat': 52.52755161030494, 'long': 13.408549485330697, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 0.30562290735990527}"
96,"{'vehicle_id': 97, 'time_send': 169.06178466416378, 'time_enter': 175.5177348817404, 'time_start': 182.05378427843726, 'SOC_end': 100.0, 'SOC_send': 46.18764306716724, 'lat': 52.51606088047972, 'long': 13.394007496871252, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 2.2279751087883075}"
97,"{'vehicle_id': 209, 'time_send': 158.1084106421663, 'time_enter': 170.6197953794622, 'time_start': 170.6197953794622, 'SOC_end': 100.0, 'SOC_send': 46.646952960145185, 'lat': 52.53825849307814, 'long': 13.45644378575802, 'v_hex': '871f1d4f3ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 86, 'CS_position': 40, 'distance': 5.255692368647955}"
98,"{'vehicle_id': 94, 'time_send': 124.36297927850529, 'time_enter': 134.13701308156885, 'time_start': 138.61295177148742, 'SOC_end': 100.0, 'SOC_send': 91.22638752921986, 'lat': 52.49834323190949, 'long': 13.343444323081393, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 3.887016901531778}"
99,"{'vehicle_id': 112, 'time_send': 80.38153935960574, 'time_enter': 90.35345948045685, 'time_start': 90.35345948045685, 'SOC_end': 100.0, 'SOC_send': 63.92369212807885, 'lat': 52.4696628989264, 'long': 13.44750193073075, 'v_hex': '871f18b2effffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 23, 'CS_position': 73, 'distance': 3.9859600604255547}"
100,"{'vehicle_id': 77, 'time_send': 191.06642141875312, 'time_enter': 198.00309290917525, 'time_start': 198.00309290917525, 'SOC_end': 100.0, 'SOC_send': 96.34876823417453, 'lat': 52.50270589575511, 'long': 13.415609757192595, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 77, 'CS_position': 42, 'distance': 2.468335745211063}"
101,"{'vehicle_id': 2, 'time_send': 101.69421809362791, 'time_enter': 108.08739883823606, 'time_start': 108.08739883823606, 'SOC_end': 100.0, 'SOC_send': 69.46115638127442, 'lat': 52.56414728936722, 'long': 13.352268493365049, 'v_hex': '871f1d4a8ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 57, 'CS_position': 59, 'distance': 2.196590372304069}"
102,"{'vehicle_id': 136, 'time_send': 145.4173718912175, 'time_enter': 148.64764389513164, 'time_start': None, 'SOC_end': 89.51968622307092, 'SOC_send': 89.76574062385374, 'lat': 52.50840226038856, 'long': 13.398535556604141, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 0.6151360019570673}"
103,"{'vehicle_id': 159, 'time_send': 87.48517486820205, 'time_enter': 98.07853889306323, 'time_start': 98.07853889306323, 'SOC_end': 100.0, 'SOC_send': 97.70296502635959, 'lat': 52.495747546320786, 'long': 13.341436040500032, 'v_hex': '871f1d499ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 49, 'CS_position': 45, 'distance': 4.296682012430589}"
104,"{'vehicle_id': 58, 'time_send': 39.05822320909909, 'time_enter': 44.20981762239671, 'time_start': 44.20981762239671, 'SOC_end': 100.0, 'SOC_send': 72.78835535818018, 'lat': 52.510483980062325, 'long': 13.297130275939077, 'v_hex': '871f1d483ffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 36, 'CS_position': 36, 'distance': 1.5757972066488115}"
105,"{'vehicle_id': 274, 'time_send': 80.2507292668534, 'time_enter': 90.69194586267471, 'time_start': 90.69194586267471, 'SOC_end': 100.0, 'SOC_send': 65.74985414662932, 'lat': 52.45238326948582, 'long': 13.331883350676922, 'v_hex': '871f18b35ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 27, 'CS_position': 18, 'distance': 4.220608297910659}"
106,"{'vehicle_id': 67, 'time_send': 180.13600000000005, 'time_enter': 189.0601693951846, 'time_start': 189.0601693951846, 'SOC_end': 100.0, 'SOC_send': 98.6151661209631, 'lat': 52.48816165457357, 'long': 13.259855119442065, 'v_hex': '871f1d49effffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 54, 'CS_position': 52, 'distance': 3.46208469759227}"
107,"{'vehicle_id': 35, 'time_send': 60.005999999999986, 'time_enter': 73.52223219965555, 'time_start': 73.52223219965555, 'SOC_end': 100.0, 'SOC_send': 70, 'lat': 52.41971816407187, 'long': 13.360151447904055, 'v_hex': '871f18b06ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 9, 'CS_position': 27, 'distance': 5.758116099827781}"
108,"{'vehicle_id': 233, 'time_send': 41.9328868109248, 'time_enter': 48.17262373054882, 'time_start': 48.17262373054882, 'SOC_end': 100.0, 'SOC_send': 67.21342263781504, 'lat': 52.45673676620074, 'long': 13.363308881049866, 'v_hex': '871f18b22ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 14, 'CS_position': 27, 'distance': 2.119868459812012}"
109,"{'vehicle_id': 39, 'time_send': 120.09199999999984, 'time_enter': 131.62337572916442, 'time_start': 131.62337572916442, 'SOC_end': 100.0, 'SOC_send': 95.60609322591132, 'lat': 52.43518011799814, 'long': 13.384196955828928, 'v_hex': '871f18b04ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 7, 'CS_position': 15, 'distance': 4.765687864582286}"
110,"{'vehicle_id': 135, 'time_send': 60.03799999999991, 'time_enter': 73.9090652049636, 'time_start': 73.9090652049636, 'SOC_end': 100.0, 'SOC_send': 75, 'lat': 52.56086730811387, 'long': 13.51395735784631, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 5.935532602481841}"
111,"{'vehicle_id': 154, 'time_send': 54.998058078814836, 'time_enter': 60.72035771289313, 'time_start': 60.72035771289313, 'SOC_end': 100.0, 'SOC_send': 69.26591057109484, 'lat': 52.54585057029105, 'long': 13.442573955336828, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 85, 'CS_position': 86, 'distance': 1.861149817039148}"
112,"{'vehicle_id': 171, 'time_send': 47.997743790052766, 'time_enter': 56.37896838454802, 'time_start': 56.37896838454802, 'SOC_end': 100.0, 'SOC_send': 70.40045124198946, 'lat': 52.543830632902605, 'long': 13.42973314715041, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 85, 'CS_position': 86, 'distance': 3.1906122972476263}"
113,"{'vehicle_id': 231, 'time_send': 37.38791461248927, 'time_enter': 44.571146355509995, 'time_start': 44.571146355509995, 'SOC_end': 100.0, 'SOC_send': 67.72241707750214, 'lat': 52.5308360147227, 'long': 13.456549575455485, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 2.5916158715103625}"
114,"{'vehicle_id': 282, 'time_send': 39.95482083372252, 'time_enter': 50.069278991325774, 'time_start': 50.069278991325774, 'SOC_end': 100.0, 'SOC_send': 70.0090358332555, 'lat': 52.521908250231014, 'long': 13.457695658732172, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 4.057229078801628}"
115,"{'vehicle_id': 100, 'time_send': 60.02899999999993, 'time_enter': 63.24140336458206, 'time_start': 63.24140336458206, 'SOC_end': 100.0, 'SOC_send': 74, 'lat': 52.42774784175876, 'long': 13.5173807051887, 'v_hex': '871f18b0dffffff', 'CS_location': [52.42903204694833, 13.522938242689461], 'v_position': 11, 'CS_position': 11, 'distance': 0.606201682291064}"
