,id,origin,destination,origin_zone,mode,destination_zone,arrival_time,pickup_time,waiting_time
33,"(2, 43)","[52.530412306250774, 13.366942314998502]","[52.52373901786409, 13.336825572336187]",43,finished,45,[14.20939603],20.898371039258144,[6.68897501]
34,"(1, 7)","[52.44192592081115, 13.386476347110591]","[52.48991300917205, 13.348348598892398]",7,finished,49,[4.91931641],9.623930232602266,[4.70461382]
35,"(4, 71)","[52.50230935337363, 13.479274310016098]","[52.524423620976464, 13.514103973267765]",71,finished,72,[11.13345197],17.206720016439093,[6.07326805]
36,"(1, 51)","[52.46047601783978, 13.332885377523644]","[52.45114792134832, 13.357232621023305]",51,finished,27,[14.54965169],22.679779157546346,[8.13012746]
37,"(1, 73)","[52.48824284374585, 13.457895108928236]","[52.501412078992814, 13.384268032137609]",73,finished,42,[7.16593604],13.20408163535189,[6.0381456]
38,"(3, 73)","[52.49185171790754, 13.43089726501966]","[52.47786755787386, 13.417669576687896]",73,finished,13,[13.71932271],23.951541089904225,[10.23221838]
39,"(2, 3)","[52.44053517960916, 13.25645372336427]","[52.49584375384395, 13.307846275685245]",3,finished,53,[5.07956809],9.450128414141052,[4.37056032]
40,"(1, 59)","[52.56342104256331, 13.346210408656418]","[52.55323150978435, 13.387418961123917]",59,finished,60,[17.10514708],21.759982603223047,[4.65483552]
41,"(1, 44)","[52.54057405819236, 13.3901032042274]","[52.52638057842118, 13.37552452279866]",44,finished,39,[21.84933673],25.407263705128045,[3.55792697]
42,"(4, 17)","[52.49697382607895, 13.398105228799206]","[52.49507042326285, 13.394690017066763]",17,finished,17,[21.72192858],30.80300455363224,[9.08107597]
43,"(1, 21)","[52.47590393345464, 13.45259889134998]","[52.48991052790507, 13.396466973134082]",21,finished,17,[13.29925971],19.4393370103362,[6.1400773]
44,"(1, 14)","[52.45098765892152, 13.36796225185639]","[52.477612870625435, 13.292816282920832]",14,finished,48,[8.31622135],14.64989493142451,[6.33367358]
45,"(3, 14)","[52.46465548373285, 13.385981512000523]","[52.481088395336215, 13.367849742477297]",14,finished,18,[18.09536943],26.12486874817425,[8.02949931]
46,"(5, 77)","[52.50460530690226, 13.44350327795987]","[52.4924363545133, 13.449060853433155]",77,finished,73,[20.41857271],28.952400425155226,[8.53382771]
47,"(6, 71)","[52.515346388009284, 13.472696509445965]","[52.50609000923991, 13.504027966338201]",71,finished,72,[21.78125282],26.08977656677424,[4.30852375]
48,"(1, 69)","[52.551879072107866, 13.492100998755257]","[52.50623259701146, 13.462301885665074]",69,finished,71,[8.17515121],18.25663387340325,[10.08148267]
49,"(1, 53)","[52.49241078632941, 13.307255720593373]","[52.56280742811064, 13.289746702955673]",53,finished,37,[1.74157105],11.044079462013375,[9.30250841]
50,"(2, 57)","[52.56989236518346, 13.356812493706672]","[52.56336502983968, 13.35459194265969]",57,finished,57,[28.5211227],32.64950702435302,[4.12838433]
51,"(4, 77)","[52.505701400456495, 13.430597385619786]","[52.485023775269525, 13.448310734020188]",77,finished,73,[16.9320362],27.097940363419593,[10.16590416]
52,"(5, 71)","[52.52224092642589, 13.474935010156235]","[52.50600843883085, 13.424293830249916]",71,finished,77,[18.60407754],23.717799485154252,[5.11372194]
53,"(3, 85)","[52.53581890341007, 13.432598216734071]","[52.524574415665626, 13.358256193542156]",85,finished,39,[13.68804924],19.77923280424762,[6.09118357]
54,"(5, 53)","[52.50646889508295, 13.3398820713972]","[52.49272593755461, 13.35490420864514]",53,finished,49,[20.85742007],30.01358336575547,[9.15616329]
55,"(1, 88)","[52.570300246938025, 13.391113739952882]","[52.507715997964404, 13.48586784957621]",88,finished,72,[0.90321477],7.392025592396827,[6.48881082]
56,"(3, 17)","[52.48765440668013, 13.410462062778576]","[52.50226984804524, 13.438188086603397]",17,finished,73,[19.93066664],28.84741315846223,[8.91674652]
57,"(2, 15)","[52.46801978290279, 13.426929343867185]","[52.47457273958347, 13.376225528530705]",15,finished,18,[21.70338036],26.4350806108242,[4.73170025]
58,"(2, 59)","[52.56092154973446, 13.319965004708209]","[52.565278777529485, 13.339435527787737]",59,finished,59,[26.41419204],32.91445981954101,[6.50026778]
59,"(3, 16)","[52.48495273780332, 13.36150612285213]","[52.512584420915424, 13.336813275350682]",16,finished,45,[23.32603021],26.642340637450257,[3.31631043]
60,"(2, 17)","[52.48045547087943, 13.403897887889672]","[52.529240640182365, 13.408857760853149]",17,finished,40,[13.26140667],21.029310392470638,[7.76790373]
61,"(6, 53)","[52.50294368251063, 13.31574306389271]","[52.51167674152945, 13.264985038774737]",53,finished,35,[21.45210671],26.918484874384458,[5.46637817]
62,"(2, 39)","[52.528010900771505, 13.389059454629093]","[52.53484028976992, 13.414158044218262]",39,finished,40,[24.54756366],32.72618939739799,[8.17862574]
63,"(1, 60)","[52.56269506103198, 13.37698489042107]","[52.55916234988928, 13.367230922465989]",60,finished,60,[31.45755671],36.264167259919326,[4.80661055]
64,"(3, 59)","[52.553059819393916, 13.318585839380704]","[52.53194830339393, 13.34200571534669]",59,finished,43,[27.69887359],30.30867197589144,[2.60979838]
65,"(1, 48)","[52.48662497428255, 13.322389419341166]","[52.493649036035, 13.303975351333358]",48,finished,48,[27.34827726],34.667767080732446,[7.31948983]
66,"(3, 13)","[52.47729204487382, 13.43372225660202]","[52.53102004708715, 13.38178629549635]",13,finished,39,[11.86754231],19.2270373105017,[7.359495]
67,"(7, 53)","[52.49686651240637, 13.331696946731212]","[52.48431129155936, 13.29181093936866]",53,finished,48,[22.00060893],31.351014672549166,[9.35040574]
68,"(1, 75)","[52.52028575290474, 13.452490131449895]","[52.51334738858321, 13.411593454073158]",75,finished,77,[22.00665198],32.275995529922874,[10.26934355]
69,"(7, 71)","[52.516843104256154, 13.474318247198191]","[52.53460365904163, 13.419510574087859]",71,finished,85,[22.19635703],28.371228850148356,[6.17487182]
70,"(4, 73)","[52.48929763060704, 13.43172467543962]","[52.52453012663922, 13.424994541605809]",73,finished,40,[19.27040087],30.488788985549025,[11.21838812]
71,"(6, 85)","[52.54292809949501, 13.43922248348214]","[52.51994595812402, 13.410103110466206]",85,finished,40,[28.26809532],33.085644190121286,[4.81754887]
72,"(6, 73)","[52.501827268613035, 13.461752588941522]","[52.53663422050326, 13.439629858414857]",73,finished,75,[20.2967117],30.32956085718584,[10.03284915]
73,"(1, 57)","[52.57928691188219, 13.369287281739197]","[52.52019704878685, 13.400492266401105]",57,finished,40,[16.71196654],22.340199542703367,[5.628233]
74,"(8, 71)","[52.50555637679443, 13.460618323325685]","[52.48984591065067, 13.430326062081079]",71,finished,73,[24.38312956],35.015491639128385,[10.63236207]
75,"(3, 7)","[52.442313333148824, 13.403989578109373]","[52.45075814768686, 13.304353389352022]",7,finished,26,[19.6318523],22.755745321601996,[3.12389302]
76,"(1, 35)","[52.522752683618045, 13.26638644876013]","[52.49752076482666, 13.401225072473675]",35,finished,17,[7.26430456],14.92381483096759,[7.65951027]
77,"(4, 43)","[52.54060972210521, 13.359472569034105]","[52.515018953124496, 13.3935017722699]",43,finished,40,[24.48304934],32.89429207766148,[8.41124273]
78,"(2, 16)","[52.49111331660061, 13.368794262638033]","[52.518034452637636, 13.481099634731745]",16,finished,71,[14.46488003],20.024882521845726,[5.56000249]
79,"(2, 51)","[52.472992475588754, 13.34244757886565]","[52.42376326066482, 13.276359275770306]",51,finished,28,[19.35831892],23.721720500576758,[4.36340158]
80,"(1, 79)","[52.47144784242478, 13.522040420826544]","[52.458333586318666, 13.455675313727964]",79,finished,23,[27.7398464],30.765961630032162,[3.02611523]
81,"(2, 75)","[52.522382488568766, 13.442970932302826]","[52.514358204611824, 13.398193866897241]",75,finished,42,[24.76593399],35.503894561416274,[10.73796057]
82,"(1, 45)","[52.524513360489784, 13.339384269958558]","[52.539034188887385, 13.43974541480989]",45,finished,85,[19.62395561],24.31059450554087,[4.68663889]
83,"(1, 18)","[52.46528915242922, 13.35768848617037]","[52.50953395554909, 13.356791150461175]",18,finished,41,[24.66853543],30.5809479240639,[5.91241249]
84,"(7, 73)","[52.49059491381157, 13.437793470661292]","[52.49227008242326, 13.399700443983802]",73,finished,17,[24.04780596],37.95956446376228,[13.9117585]
85,"(3, 52)","[52.49813505322447, 13.298265657061789]","[52.502710228594, 13.373930366733973]",52,finished,41,[23.18124937],31.369325530048886,[8.18807616]
86,"(3, 49)","[52.48165985981526, 13.341597180978201]","[52.451436954862295, 13.330754596549212]",49,finished,27,[30.89031831],36.71743797614728,[5.82711966]
87,"(4, 16)","[52.4811228542467, 13.38830314142004]","[52.53139558292528, 13.381008897427384]",16,finished,44,[25.56262852],30.573341831618194,[5.01071331]
88,"(7, 85)","[52.55119258477999, 13.425093914463123]","[52.54526063890731, 13.430122270472163]",85,finished,85,[37.31311854],45.54074513751279,[8.2276266]
89,"(1, 42)","[52.51658046890902, 13.398076952372584]","[52.52910568722767, 13.296985579485638]",42,finished,36,[20.33484488],27.074911273687206,[6.74006639]
90,"(10, 71)","[52.50476414125439, 13.470831457461854]","[52.48524842575961, 13.448603567370416]",71,finished,73,[31.43629499],40.176768199623936,[8.74047321]
91,"(1, 15)","[52.45696591781221, 13.422360824655154]","[52.50489840985432, 13.321976047731635]",15,finished,53,[16.02424284],22.174734718826297,[6.15049188]
92,"(3, 40)","[52.521159142416906, 13.392711927363989]","[52.51487430833456, 13.414039569027166]",40,finished,40,[28.1469805],43.41250906927159,[15.26552857]
93,"(3, 26)","[52.44029974995904, 13.302048449616942]","[52.447138841831986, 13.298272906517267]",26,finished,26,[37.10504595],45.83399944028124,[8.72895349]
94,"(2, 44)","[52.53963638515013, 13.390725448379191]","[52.54222007954298, 13.316647722353075]",44,finished,37,[26.52049198],33.18855645945761,[6.66806448]
95,"(8, 73)","[52.49042372003, 13.451826518685168]","[52.49618445221315, 13.405039130204587]",73,finished,17,[35.91594367],38.876937954190915,[2.96099429]
96,"(2, 73)","[52.49502147175353, 13.463196691876359]","[52.44303656264923, 13.29593207986222]",73,finished,26,[7.94371843],11.013358065746234,[3.06963963]
97,"(1, 84)","[52.56737045900916, 13.486474098381247]","[52.54722421589293, 13.467130765516021]",84,finished,86,[36.44002311],41.77791358806533,[5.33789048]
98,"(2, 37)","[52.54347705346211, 13.299027574815588]","[52.49442001052601, 13.310131605683098]",37,finished,53,[27.46272968],33.04940192582856,[5.58667225]
99,"(1, 23)","[52.453026075850204, 13.448005446098973]","[52.553413421845896, 13.312279186385988]",23,finished,37,[1.13459132],6.191239472907052,[5.05664815]
100,"(5, 85)","[52.54690094819018, 13.424989912468607]","[52.49377031001714, 13.447093705346216]",85,finished,73,[27.70352008],31.589383134290447,[3.88586305]
101,"(1, 68)","[52.53491794574169, 13.510471301113745]","[52.47649756235185, 13.4142690823922]",68,finished,13,[16.33916228],24.44995082560399,[8.11078855]
102,"(5, 73)","[52.499040472249796, 13.440066556885155]","[52.55058684051412, 13.376512166399726]",73,finished,44,[20.04700544],30.705782010168804,[10.65877657]
103,"(2, 52)","[52.49347052923631, 13.285491165861115]","[52.56310893462072, 13.284904570566738]",52,finished,37,[22.36401927],29.588732933301614,[7.22471367]
104,"(6, 77)","[52.50022858956105, 13.445581287597188]","[52.51984641070288, 13.393244089897768]",77,finished,40,[27.59176002],40.43152356789133,[12.83976355]
105,"(1, 81)","[52.529287431022276, 13.563458069011817]","[52.512558161580856, 13.455991817933805]",81,finished,71,[18.75242839],30.39591435807704,[11.64348597]
106,"(1, 33)","[52.54381212167175, 13.266349814968446]","[52.50568940703803, 13.304256957290022]",33,finished,53,[35.75293059],38.15481414631993,[2.40188355]
107,"(2, 36)","[52.52846601657303, 13.31471586940666]","[52.420955433184844, 13.249686219936258]",36,finished,4,[6.1114431],15.09431297343924,[8.98286988]
108,"(6, 17)","[52.48323209085395, 13.40751515770325]","[52.504593281141325, 13.402984335054143]",17,finished,42,[35.9995661],46.76723895274717,[10.76767285]
109,"(2, 14)","[52.461074785070906, 13.389580325479578]","[52.553934655156795, 13.41268918156505]",14,finished,85,[16.96420881],23.11633866330547,[6.15212985]
110,"(9, 17)","[52.50192919528789, 13.410725377130602]","[52.51774398896005, 13.418619179060022]",17,finished,77,[42.32474003],49.81584524074191,[7.49110521]
111,"(11, 71)","[52.51870749542065, 13.470524790028293]","[52.51026531153537, 13.393782247537066]",71,finished,42,[31.5066325],40.11395448577948,[8.60732199]
112,"(4, 53)","[52.51146127122096, 13.333484774170394]","[52.53847388437552, 13.190102913155886]",53,finished,62,[19.62950772],25.634251315939327,[6.00474359]
113,"(8, 40)","[52.524362839812, 13.404532082715134]","[52.49684622373762, 13.380777160843307]",40,finished,42,[41.2621181],45.85128984519104,[4.58917174]
114,"(1, 3)","[52.452200502126836, 13.282919819491612]","[52.573291997764485, 13.401242546448975]",3,finished,58,[1.07784075],9.389625945621464,[8.3117852]
115,"(7, 77)","[52.5076861324933, 13.44354461504985]","[52.515583005826194, 13.406261641143361]",77,finished,42,[32.08772439],48.504577996384654,[16.41685361]
116,"(2, 21)","[52.4876821550506, 13.448357749933834]","[52.46841138827466, 13.442900048905603]",21,finished,13,[38.05448206],50.065404972362714,[12.01092292]
117,"(7, 43)","[52.53376218064352, 13.351222546416487]","[52.53468547662857, 13.409655929516257]",43,finished,85,[37.0946937],44.88943296414647,[7.79473926]
118,"(1, 26)","[52.45032315057862, 13.323550855789073]","[52.53353740793639, 13.356497746726465]",26,finished,39,[19.48435146],28.525173665231975,[9.0408222]
119,"(1, 76)","[52.540004960486726, 13.479121129710885]","[52.53444025083554, 13.497172503233296]",76,finished,76,[47.94098237],52.993272189099955,[5.05228982]
120,"(7, 40)","[52.52717701375037, 13.421918408094815]","[52.550598098721544, 13.393235522672759]",40,finished,88,[37.56734937],47.39004122130318,[9.82269185]
121,"(1, 22)","[52.47311074696908, 13.489396654513886]","[52.512610537843244, 13.254634475890253]",22,finished,35,[3.32594949],7.6930100132758055,[4.36706052]
122,"(1, 56)","[52.575037133087214, 13.293805755517885]","[52.492072734255565, 13.388564499590899]",56,finished,16,[16.59292037],23.85291390859195,[7.25999354]
123,"(2, 26)","[52.45934398205032, 13.316753228586185]","[52.524115936440786, 13.391593912845039]",26,finished,40,[25.59037628],31.290151959745636,[5.69977568]
124,"(6, 40)","[52.518893316017504, 13.416143025023006]","[52.52113551251161, 13.387718477918432]",40,finished,39,[36.79754008],51.93910282715141,[15.14156274]
125,"(2, 62)","[52.545473360411385, 13.203269195480566]","[52.51845520080761, 13.283199722938908]",62,finished,35,[25.92639548],39.34235855405042,[13.41596307]
126,"(4, 52)","[52.493126494584466, 13.288661224200705]","[52.49272543929789, 13.359574512023567]",52,finished,16,[36.20500749],44.01950327108074,[7.81449578]
127,"(5, 40)","[52.52766226582411, 13.39707615330489]","[52.50883987349245, 13.327658779354666]",40,finished,53,[29.14992846],43.042434828877575,[13.89250637]
128,"(9, 71)","[52.509729984009745, 13.468020304748894]","[52.48204844036103, 13.382538425552806]",71,finished,16,[30.64953239],38.979386702486806,[8.32985432]
129,"(1, 82)","[52.504822884785284, 13.52630567396935]","[52.44597658799847, 13.39507251836941]",82,finished,14,[18.31520899],25.61437566845225,[7.29916668]
130,"(3, 44)","[52.54252685157906, 13.374157284639018]","[52.56017174402023, 13.38705509449541]",44,finished,60,[41.53611107],52.83182194287253,[11.29571088]
131,"(9, 85)","[52.54846033373006, 13.423269203710648]","[52.544444088649335, 13.429803079654988]",85,finished,85,[48.01741597],57.98179291128992,[9.96437695]
132,"(9, 77)","[52.5181458485814, 13.435896442133037]","[52.51795693589331, 13.392475676827411]",77,finished,40,[41.90365952],51.11690809482073,[9.21324858]
133,"(11, 77)","[52.51716087318153, 13.433999304208259]","[52.48993759007483, 13.430562389510436]",77,finished,73,[44.94644814],51.068293021174235,[6.12184488]
134,"(8, 77)","[52.51062869210259, 13.417686089382284]","[52.536473519948025, 13.39659622032066]",77,finished,40,[34.31389398],50.63285373965831,[16.31895976]
135,"(2, 22)","[52.474992914345876, 13.497797348363491]","[52.51634420656692, 13.45829158915378]",22,finished,71,[38.66594555],44.367428906948334,[5.70148336]
136,"(3, 45)","[52.52691587240834, 13.349296077232037]","[52.471547917219915, 13.31426020859772]",45,finished,51,[27.14469311],40.69497921069454,[13.5502861]
137,"(1, 74)","[52.497068126694764, 13.486158566067907]","[52.481595371145154, 13.545674962047878]",74,finished,79,[39.56622867],47.388120033318756,[7.82189136]
138,"(2, 12)","[52.47239711248395, 13.388997317749764]","[52.477872060813205, 13.307180879466312]",12,finished,51,[34.45045807],43.92089818932331,[9.47044012]
139,"(6, 13)","[52.466587804462335, 13.448130550665942]","[52.48652903020229, 13.434846640101739]",13,finished,73,[48.71090024],54.48577286173865,[5.77487262]
140,"(1, 41)","[52.512361791234184, 13.371225384803777]","[52.54847442941688, 13.409763245703976]",41,finished,85,[37.15637107],47.350092042108486,[10.19372098]
141,"(5, 17)","[52.49860291908845, 13.428657154727619]","[52.51354264477918, 13.343958157676775]",17,finished,41,[31.49688984],43.9016333753703,[12.40474354]
142,"(5, 52)","[52.51011432680522, 13.291845952271785]","[52.461528757868386, 13.355948948783555]",52,finished,18,[37.51433907],42.3190173667932,[4.8046783]
143,"(1, 11)","[52.43667864883357, 13.535768130123188]","[52.467166789916135, 13.424056161587174]",11,finished,13,[30.43861442],38.656591188614854,[8.21797677]
144,"(4, 59)","[52.547764503663544, 13.339752701276563]","[52.50844911786636, 13.341922849801948]",59,finished,41,[41.64563636],50.78557509001735,[9.13993873]
145,"(5, 43)","[52.54997575102227, 13.347358197047795]","[52.49095975331153, 13.410598541684925]",43,finished,17,[33.89916555],40.53446989002926,[6.63530434]
146,"(4, 40)","[52.52789283376667, 13.395840483764136]","[52.492645571705374, 13.481644092057223]",40,finished,74,[28.96900333],43.217029998529654,[14.24802667]
147,"(5, 49)","[52.49153757832374, 13.347471871432916]","[52.52005944093756, 13.368253507079068]",49,finished,39,[40.53126123],54.01136247199181,[13.48010124]
148,"(6, 43)","[52.52838419167159, 13.34779914406517]","[52.50683948559323, 13.421135939748648]",43,finished,77,[35.99004517],48.08967254551969,[12.09962737]
149,"(3, 37)","[52.55626256487876, 13.287561560159583]","[52.543851676625685, 13.184066022766983]",37,finished,62,[38.35851924],43.28546941605376,[4.92695018]
150,"(8, 53)","[52.49871992779359, 13.329095476688543]","[52.502343567636494, 13.482240841369808]",53,finished,74,[25.25315303],33.91161436212902,[8.65846133]
151,"(12, 71)","[52.503860022628714, 13.44553206068911]","[52.53511809572204, 13.405257698044014]",71,finished,40,[36.53870135],51.93929741294873,[15.40059606]
152,"(3, 12)","[52.464607281478486, 13.395239562891462]","[52.47481860223909, 13.306699419373118]",12,finished,51,[36.46285777],47.16713027494631,[10.7042725]
153,"(3, 75)","[52.53265789775602, 13.458729102469157]","[52.52279407583604, 13.463739454615585]",75,finished,76,[52.88163224],62.12179812997745,[9.24016589]
154,"(10, 85)","[52.5413512504719, 13.41900045719397]","[52.551479343732325, 13.407625991543727]",85,finished,85,[52.54481352],61.58810882147062,[9.0432953]
155,"(1, 12)","[52.476535095426605, 13.377383616257903]","[52.39157089865529, 13.525298137724068]",12,finished,10,[21.40065992],24.282488650159337,[2.88182874]
156,"(2, 27)","[52.46110373000448, 13.334171583544098]","[52.49319197201143, 13.337583091211261]",27,finished,53,[45.03133637],54.993258419553214,[9.96192205]
157,"(6, 49)","[52.48205000343994, 13.331412771520482]","[52.48655190539358, 13.327221941961508]",49,finished,49,[49.77640054],64.07456488206466,[14.29816435]
158,"(13, 71)","[52.51155506836489, 13.478247155459828]","[52.539635237795174, 13.518562259148098]",71,finished,68,[43.88027389],53.552551961676386,[9.67227807]
159,"(9, 53)","[52.49921511608435, 13.338938889020069]","[52.535828881431335, 13.439383125182765]",53,finished,75,[30.23487377],42.21240553257634,[11.97753177]
160,"(1, 50)","[52.459074232350346, 13.300445508484081]","[52.4733960266972, 13.345192804145071]",50,finished,18,[43.8408958],55.95075869962633,[12.1098629]
161,"(14, 53)","[52.50235306581979, 13.307685442898398]","[52.49868937899856, 13.314030902856533]",53,finished,53,[58.47886482],64.69478128293318,[6.21591647]
162,"(2, 7)","[52.439739873137746, 13.395851475022118]","[52.56788306107051, 13.354730355259896]",7,finished,60,[18.09558678],23.447259985781056,[5.35167321]
163,"(3, 81)","[52.52096830927041, 13.564733543692723]","[52.498960847365794, 13.430337269963253]",81,finished,77,[29.54870763],39.55786666195633,[10.00915903]
164,"(2, 72)","[52.5133243946376, 13.49975863990051]","[52.52418293431054, 13.421523723455065]",72,finished,40,[42.0110204],51.92939967977891,[9.91837928]
165,"(2, 42)","[52.51194294881416, 13.39353061452875]","[52.49904289184854, 13.419687686419277]",42,finished,77,[53.81482838],61.589436686697205,[7.7746083]
166,"(4, 45)","[52.515715857889155, 13.325432516157074]","[52.55705227152076, 13.330191846280437]",45,finished,59,[41.0602871],54.61579013715693,[13.55550303]
167,"(10, 17)","[52.49109819286605, 13.402205089692455]","[52.47382502783612, 13.394048892481008]",17,finished,12,[51.85661422],63.17476556787767,[11.31815135]
168,"(2, 18)","[52.47027834209961, 13.359969349133967]","[52.444778427182825, 13.32580549208701]",18,finished,26,[54.26198276],58.23117686004792,[3.9691941]
169,"(3, 41)","[52.50213688291693, 13.345732850366462]","[52.50531881675474, 13.30615259365661]",41,finished,53,[42.76806024],61.115780019735176,[18.34771978]
170,"(3, 11)","[52.434352318343436, 13.537713737620768]","[52.430040360997445, 13.524604955197658]",11,finished,11,[58.87365075],66.2206657589471,[7.34701501]
171,"(5, 13)","[52.46625002828714, 13.415186014660256]","[52.48987641155007, 13.497105057788547]",13,finished,74,[41.28651004],51.1650882888523,[9.87857825]
172,"(7, 17)","[52.489123712244826, 13.395224206202048]","[52.45498545125113, 13.444718439320509]",17,finished,23,[38.22946297],54.42989649680631,[16.20043353]
173,"(7, 16)","[52.479281107767775, 13.371260477868818]","[52.501744215221414, 13.32212704437905]",16,finished,53,[46.72361169],57.23843956871377,[10.51482788]
174,"(4, 26)","[52.45050756135765, 13.29110660192263]","[52.499541359174096, 13.349416122108586]",26,finished,41,[40.75616039],49.70332515510264,[8.94716476]
175,"(8, 17)","[52.48564968425441, 13.429392687763647]","[52.54459830718328, 13.414281110769899]",17,finished,85,[38.29796509],50.20477383585781,[11.90680874]
176,"(2, 84)","[52.56337235405422, 13.475983234331503]","[52.532405253611465, 13.420942403564272]",84,finished,40,[48.04955093],55.32218004959887,[7.27262912]
177,"(6, 16)","[52.48364829871657, 13.384051593313163]","[52.469744040430584, 13.437428306649636]",16,finished,13,[40.54286708],58.919738917495934,[18.37687184]
