,id,origin,destination,origin_zone,mode,destination_zone,arrival_time,pickup_time,waiting_time
71,"(2, 43)","[52.54416427681057, 13.349428068058524]","[52.500115079097284, 13.370924369811064]",43,finished,41,[22.65775434],26.888586610812986,[4.23083227]
72,"(1, 40)","[52.51550054035497, 13.413389813630555]","[52.56285721971674, 13.286000933753455]",40,finished,37,[2.54637686],12.59251231511427,[10.04613546]
73,"(4, 44)","[52.533191520031274, 13.388702963272387]","[52.495895523286464, 13.320046953788847]",44,finished,53,[14.39507904],24.23976067336777,[9.84468163]
74,"(1, 65)","[52.53353145390744, 13.220805232487207]","[52.50200754118504, 13.336682699459972]",65,finished,53,[4.59553298],17.504045146283215,[12.90851216]
75,"(5, 71)","[52.50997369838321, 13.466883090338987]","[52.52963929268579, 13.420842047556576]",71,finished,40,[25.65602073],31.971084465184283,[6.31506374]
76,"(4, 77)","[52.517711804305364, 13.434798482963453]","[52.50169902091958, 13.405648356683708]",77,finished,42,[27.77630182],35.459957587030665,[7.68365577]
77,"(4, 48)","[52.48757011377646, 13.28984746778365]","[52.48302941631272, 13.295272040940173]",48,finished,48,[35.39393981],42.15020987751769,[6.75627007]
78,"(3, 48)","[52.48688056143563, 13.31593385252986]","[52.53006665964189, 13.332041591190533]",48,finished,34,[24.02974548],29.570872034948728,[5.54112655]
79,"(1, 79)","[52.48883167340092, 13.519445327817667]","[52.53847058292751, 13.478056305826094]",79,finished,86,[18.26205403],26.237435940174805,[7.97538191]
80,"(1, 85)","[52.549008829335136, 13.426680063745016]","[52.48029741982557, 13.3166797770837]",85,finished,48,[6.61828634],12.810206314784796,[6.19191998]
81,"(1, 54)","[52.47943478515398, 13.286867794012155]","[52.443310707617684, 13.318519614048117]",54,finished,26,[24.49216913],31.212939222533727,[6.7207701]
82,"(4, 39)","[52.52134839483688, 13.359930133460004]","[52.528971631395514, 13.362594177933744]",39,finished,39,[31.80340263],42.45753742040374,[10.65413479]
83,"(5, 16)","[52.49139842467787, 13.390719590340806]","[52.51356819779773, 13.327380853878513]",16,finished,45,[26.34459012],31.284004296926298,[4.93941417]
84,"(4, 71)","[52.5133342014894, 13.468278785357288]","[52.51277048164604, 13.390401129282555]",71,finished,42,[24.3454923],30.88179798474735,[6.53630568]
85,"(3, 39)","[52.520448230767045, 13.365270031892827]","[52.52165953912012, 13.40100736197622]",39,finished,40,[28.85492289],39.740393465282374,[10.88547057]
86,"(6, 85)","[52.54382903543535, 13.427405419358836]","[52.5339191571133, 13.418838854998063]",85,finished,40,[35.56846754],43.540307661577636,[7.97184012]
87,"(3, 17)","[52.49644272314493, 13.415225519805608]","[52.485410525711195, 13.427214623395162]",17,finished,13,[36.39068461],43.09529790063174,[6.70461329]
88,"(3, 85)","[52.54718306554014, 13.427347362274887]","[52.50981630368757, 13.480624250835621]",85,finished,71,[22.30844905],31.16604570184999,[8.85759665]
89,"(7, 40)","[52.53268117557451, 13.41184969967958]","[52.50385004461714, 13.434076509189856]",40,finished,77,[24.74336336],38.201380223531096,[13.45801686]
90,"(4, 88)","[52.56433408101822, 13.406906325801321]","[52.570151091400255, 13.392405755352058]",88,finished,58,[38.59489584],45.57127354253025,[6.9763777]
91,"(3, 77)","[52.51915877266868, 13.431435877399686]","[52.477065543482084, 13.428487013440932]",77,finished,13,[23.67963571],35.264774130755356,[11.58513842]
92,"(1, 35)","[52.5101010742711, 13.280348097928231]","[52.50704150840614, 13.261402738286044]",35,finished,35,[40.73980803],45.79685186583234,[5.05704384]
93,"(1, 28)","[52.4416884037838, 13.299791923225165]","[52.45015546073978, 13.320684871140182]",28,finished,26,[41.79635141],44.9805767016482,[3.18422529]
94,"(8, 71)","[52.5134909583202, 13.466685403358326]","[52.50762096992929, 13.479797251506108]",71,finished,71,[40.59552404],47.05175799587905,[6.45623396]
95,"(3, 75)","[52.534293987165334, 13.454137359660333]","[52.546171096994044, 13.370037861579371]",75,finished,43,[25.25861384],33.602071212324816,[8.34345738]
96,"(1, 72)","[52.50965459273485, 13.510435942616958]","[52.48025743602942, 13.445086514009931]",72,finished,13,[27.49014825],34.84763712199543,[7.35748887]
97,"(8, 40)","[52.52958094455118, 13.403127313582791]","[52.50070196686718, 13.40836122237585]",40,finished,42,[36.93200358],41.76009658129878,[4.82809301]
98,"(2, 14)","[52.447563691160994, 13.361153562784699]","[52.46927763881332, 13.446489341966126]",14,finished,13,[26.43166166],32.76917543636782,[6.33751378]
99,"(1, 39)","[52.52992761083979, 13.368114030747606]","[52.51826190933015, 13.47766290340427]",39,finished,71,[20.11784187],29.049569068290793,[8.9317272]
100,"(1, 33)","[52.535010984845925, 13.300406203243767]","[52.54564403346102, 13.282587692845723]",33,finished,33,[38.27489416],47.558872162429395,[9.283978]
101,"(1, 25)","[52.43754660605259, 13.355490694939107]","[52.52738514601015, 13.298872294345706]",25,finished,36,[16.29125136],20.601258284004235,[4.31000692]
102,"(5, 85)","[52.54384892040059, 13.439504082231563]","[52.48708105933653, 13.459188477936793]",85,finished,73,[27.74942632],33.48397537585306,[5.73454906]
103,"(9, 40)","[52.53605434854535, 13.392712733499202]","[52.52908403036118, 13.336663734258085]",40,finished,45,[37.84846237],41.21766277215852,[3.36920041]
104,"(2, 26)","[52.45920458825092, 13.316257970320414]","[52.50637715892336, 13.302420516773793]",26,finished,52,[30.61006362],37.30019648032497,[6.69013286]
105,"(2, 73)","[52.48678050984461, 13.45964798869918]","[52.50301355243845, 13.436973512384414]",73,finished,73,[37.84878743],46.288478693120084,[8.43969127]
106,"(1, 29)","[52.441087884423084, 13.542729697464697]","[52.51625103927723, 13.355219335221902]",29,finished,41,[2.25334106],8.87673670588924,[6.62339565]
107,"(2, 60)","[52.54802208938467, 13.36554852081571]","[52.548833848666284, 13.316436575269954]",60,finished,37,[34.05735583],45.05929073065933,[11.0019349]
108,"(3, 45)","[52.51551148769324, 13.349926724154484]","[52.46212177496834, 13.30879801362647]",45,finished,51,[25.12009065],35.46801937026108,[10.34792872]
109,"(1, 68)","[52.52848947932867, 13.521106112904022]","[52.52702936399234, 13.408353260153978]",68,finished,40,[28.92464661],32.62812482478031,[3.70347822]
110,"(2, 33)","[52.5248151888474, 13.275003610479397]","[52.513659847396106, 13.27742575496393]",33,finished,35,[47.83247144],52.09977491940708,[4.26730348]
111,"(4, 42)","[52.51879280452782, 13.4024215516394]","[52.4961339041065, 13.337044005890329]",42,finished,49,[33.62301789],40.583479664439174,[6.96046178]
112,"(1, 36)","[52.51025780728333, 13.289546744959951]","[52.54483695340966, 13.20593159028449]",36,finished,62,[28.29884615],35.5786136795599,[7.27976753]
113,"(1, 59)","[52.566801705569915, 13.337555309241631]","[52.53258475121116, 13.32620932446063]",59,finished,45,[38.57833411],44.84523477556648,[6.26690066]
114,"(2, 88)","[52.55626348736864, 13.407041243316227]","[52.52494050368454, 13.359158857494503]",88,finished,39,[34.87397694],42.29738956830989,[7.42341263]
115,"(6, 71)","[52.52240834672355, 13.452514679210058]","[52.508958643804526, 13.388006987415665]",71,finished,42,[35.26176085],43.02129903687567,[7.75953818]
116,"(9, 71)","[52.506261073444406, 13.454304156864826]","[52.519061889707224, 13.44758810870584]",71,finished,75,[43.39087739],52.53979668315319,[9.14891929]
117,"(4, 51)","[52.46214639157742, 13.30952352318677]","[52.48354534351881, 13.357747788091377]",51,finished,49,[37.36306018],44.94094116156266,[7.57788098]
118,"(2, 79)","[52.47220922923744, 13.539831250047047]","[52.471326717654655, 13.519344577929532]",79,finished,79,[43.78361664],53.289141924403516,[9.50552528]
119,"(7, 71)","[52.50501950401073, 13.448248270751387]","[52.530258343419824, 13.488977738000678]",71,finished,76,[39.86298825],45.83942697510963,[5.97643873]
120,"(12, 40)","[52.532556019115766, 13.408134915709585]","[52.54034050137014, 13.398773331407027]",40,finished,44,[43.7517976],54.769617597732264,[11.01782]
121,"(2, 39)","[52.51918943919556, 13.377265779156504]","[52.46473249090845, 13.450271613761599]",39,finished,23,[27.64892369],34.642009693874435,[6.99308601]
122,"(2, 87)","[52.56922922441506, 13.424721704931509]","[52.529114103175296, 13.322148565612565]",87,finished,45,[22.72058106],33.442572075745794,[10.72199101]
123,"(6, 53)","[52.50067200837679, 13.312560480768783]","[52.514467599585565, 13.30982398519131]",53,finished,36,[49.75235658],53.647550341826644,[3.89519376]
124,"(4, 43)","[52.53752668052763, 13.355092705662626]","[52.53125174470009, 13.406552706109926]",43,finished,44,[36.92466369],48.17258021922069,[11.24791653]
125,"(1, 18)","[52.467198340744126, 13.350399387276685]","[52.489707390336484, 13.496596908963012]",18,finished,22,[20.28874715],28.19387304280764,[7.90512589]
126,"(1, 37)","[52.55838769668466, 13.283559894638344]","[52.49892022813803, 13.41656577774315]",37,finished,77,[19.0303735],25.453372507340664,[6.42299901]
127,"(6, 44)","[52.548665513143696, 13.37552417772592]","[52.549027965325905, 13.358080638051002]",44,finished,43,[47.94381246],55.66375402193172,[7.71994156]
128,"(1, 58)","[52.57771984040142, 13.37342321855806]","[52.55072797134905, 13.392725329946632]",58,finished,88,[47.06561998],50.97404240595511,[3.90842243]
129,"(5, 77)","[52.498733005818856, 13.427730530066237]","[52.53597160693279, 13.39457516668735]",77,finished,40,[39.95603402],47.68651082340563,[7.73047681]
130,"(10, 71)","[52.51882195078099, 13.45076409441746]","[52.51393054304243, 13.448222526609023]",71,finished,71,[46.86762861],60.440240280457445,[13.57261167]
131,"(4, 79)","[52.47548416628982, 13.550131990758478]","[52.47971917943719, 13.543070270323907]",79,finished,79,[51.65687407],60.353771460794874,[8.69689739]
132,"(3, 13)","[52.48651555725623, 13.42057122677784]","[52.4498336080641, 13.454595172436495]",13,finished,23,[40.42080713],49.374043247235235,[8.95323612]
133,"(1, 47)","[52.51528825761368, 13.192941878990288]","[52.52943599483151, 13.343150052580913]",47,finished,45,[17.90444237],32.96897434351968,[15.06453197]
134,"(13, 40)","[52.517652049268115, 13.418038997682666]","[52.51552419333672, 13.417991391028476]",40,finished,40,[56.66172096],63.26264658317282,[6.60092563]
135,"(4, 45)","[52.511336855351715, 13.326474255867327]","[52.546934286413126, 13.334837523413281]",45,finished,59,[40.14028169],52.55033112864943,[12.41004943]
136,"(5, 88)","[52.56679850402155, 13.395499911557634]","[52.526869161449504, 13.398398241751266]",88,finished,40,[42.24522015],52.06474316987652,[9.81952302]
137,"(11, 40)","[52.525461502913124, 13.412926542986746]","[52.49930559099448, 13.410729320562547]",40,finished,77,[43.51041251],56.754677818645966,[13.24426531]
138,"(8, 85)","[52.5373609161575, 13.432951355215023]","[52.548224572718006, 13.375573374043931]",85,finished,44,[46.92436341],53.5667501323382,[6.64238672]
139,"(5, 13)","[52.476679630748826, 13.444321735817658]","[52.48225477773559, 13.43554814133558]",13,finished,13,[50.15050036],63.30746532500133,[13.15696497]
140,"(2, 18)","[52.46908778849051, 13.348719903276246]","[52.44022150751636, 13.527864286989203]",18,finished,11,[20.32230705],28.888830997335774,[8.56652395]
141,"(3, 73)","[52.49674350179392, 13.436186902839856]","[52.51163290224718, 13.43728562263431]",73,finished,77,[46.48813823],61.738104346748756,[15.24996611]
142,"(11, 71)","[52.51377203964098, 13.469087145744844]","[52.49861998509477, 13.404071882303818]",71,finished,17,[47.26204458],52.665909247949834,[5.40386466]
143,"(1, 76)","[52.53376597119402, 13.483932258526881]","[52.44847041474953, 13.299977563117913]",76,finished,26,[15.97636136],20.098535080997337,[4.12217372]
144,"(3, 49)","[52.47968935046238, 13.333117203981624]","[52.481481479528846, 13.36810442924585]",49,finished,16,[50.89840603],60.19581162012389,[9.29740559]
145,"(8, 88)","[52.55666265102831, 13.41346995291141]","[52.53688604116472, 13.427377514721552]",88,finished,85,[51.68412038],60.2160649748966,[8.53194459]
146,"(2, 10)","[52.40261549033603, 13.525764537192387]","[52.479630734809106, 13.435465916896574]",10,finished,13,[26.69343434],36.02127700438129,[9.32784266]
147,"(6, 88)","[52.557605464304594, 13.405489097963075]","[52.53993488156766, 13.489771921132519]",88,finished,76,[43.09764116],49.79206605967275,[6.6944249]
148,"(1, 32)","[52.59911054985845, 13.447742515446599]","[52.54532504256281, 13.434205352420491]",32,finished,85,[43.59917438],49.86824580784297,[6.26907142]
149,"(5, 45)","[52.520565656240976, 13.320943833045032]","[52.543005162220446, 13.38288085959819]",45,finished,44,[46.84836492],53.54534030211834,[6.69697538]
150,"(5, 44)","[52.54281424817245, 13.403238568351414]","[52.50806698592381, 13.32514264059895]",44,finished,53,[43.49662507],48.630138177017294,[5.13351311]
151,"(1, 83)","[52.57337745082719, 13.449950077932485]","[52.530584167870025, 13.428708718055855]",83,finished,75,[45.67011745],53.60618195812167,[7.93606451]
152,"(1, 81)","[52.52581523218415, 13.56067539262097]","[52.521299503210706, 13.449913208201517]",81,finished,71,[34.6368808],46.04285977753197,[11.40597897]
153,"(6, 77)","[52.49985213812529, 13.42962895336537]","[52.49849987881305, 13.422424373423967]",77,finished,17,[56.63546282],67.37927949351077,[10.74381667]
154,"(1, 10)","[52.39920640104564, 13.508013074487945]","[52.537697253714484, 13.422502877535715]",10,finished,85,[11.7646844],20.373606867782705,[8.60892247]
155,"(1, 86)","[52.53808277253292, 13.465802753083556]","[52.53956111920799, 13.371245024358023]",86,finished,43,[42.85530444],51.01303975193573,[8.15773531]
156,"(5, 75)","[52.52629407891055, 13.457907872222444]","[52.51613412551233, 13.473637277455715]",75,finished,71,[52.36155753],65.94710028181987,[13.58554275]
157,"(1, 27)","[52.44211608836931, 13.333115384282841]","[52.484776240873714, 13.34269671590907]",27,finished,49,[48.25872041],56.25485030099211,[7.99612989]
158,"(4, 60)","[52.56043430535985, 13.363610941835585]","[52.563048870295205, 13.37311654024184]",60,finished,60,[58.59508054],69.07219088892757,[10.47711035]
159,"(5, 39)","[52.51606482659188, 13.359210201678106]","[52.50120367333267, 13.356709328642696]",39,finished,41,[52.63388259],66.65381911984912,[14.01993653]
160,"(3, 52)","[52.507397095398154, 13.278383432877845]","[52.460358755267016, 13.3268804761804]",52,finished,51,[47.6137929],53.34372278687392,[5.72992989]
161,"(3, 41)","[52.50549815221881, 13.358432385091957]","[52.471052778625776, 13.360728751074765]",41,finished,18,[50.47806702],60.71267219854704,[10.23460518]
162,"(2, 32)","[52.59531991717246, 13.425061507906946]","[52.557238187592745, 13.360615062822527]",32,finished,60,[50.23053174],54.922439426034785,[4.69190769]
163,"(5, 73)","[52.48604930780848, 13.44176009995545]","[52.46875003905962, 13.465921832793677]",73,finished,21,[57.05094197],65.68125341412397,[8.63031144]
164,"(10, 40)","[52.53579708791904, 13.425956892444129]","[52.558953486440494, 13.292837017150177]",40,finished,37,[40.62470074],45.180823937719374,[4.5561232]
165,"(5, 42)","[52.501385521841534, 13.376288964941619]","[52.54500497332859, 13.429509505779754]",42,finished,85,[46.15094544],55.26978797599706,[9.11884253]
166,"(3, 14)","[52.44550524749574, 13.38382604230437]","[52.451309906106324, 13.398542538653787]",14,finished,15,[66.73556153],70.12941144166881,[3.39384992]
167,"(2, 55)","[52.57746961617025, 13.291161602951705]","[52.58458363243479, 13.373896794154865]",55,finished,58,[53.80030514],56.72637226162715,[2.92606713]
168,"(7, 77)","[52.513612255871145, 13.428043952139028]","[52.51632648164376, 13.440368982672645]",77,finished,77,[62.75443452],71.5993671080658,[8.84493259]
169,"(2, 37)","[52.54417042421246, 13.286371439811433]","[52.51312540732424, 13.442795290457111]",37,finished,77,[35.60367559],41.14565383458235,[5.54197824]
170,"(2, 3)","[52.43786035899024, 13.273778593834813]","[52.531106984423516, 13.334254788206286]",3,finished,45,[32.27905963],41.87031014619769,[9.59125052]
171,"(2, 23)","[52.462387971120364, 13.435996755750079]","[52.501542779023296, 13.477042553395126]",23,finished,71,[49.18274796],59.97916872407204,[10.79642077]
172,"(12, 71)","[52.51566197110777, 13.467583099751314]","[52.49262929977621, 13.425882318713791]",71,finished,17,[52.0495779],64.4865516349905,[12.43697373]
173,"(2, 50)","[52.45630587856755, 13.299732543699497]","[52.49269961900808, 13.363939717501532]",50,finished,16,[50.1598727],58.21987043146136,[8.05999773]
174,"(3, 27)","[52.44220586771805, 13.344803308696045]","[52.45353030732814, 13.334450784465737]",27,finished,27,[67.69494079],72.07840520217911,[4.38346441]
175,"(4, 73)","[52.502695739923155, 13.452809383323022]","[52.525515152170605, 13.389693589930847]",73,finished,39,[49.80593434],62.19816834301058,[12.39223401]
176,"(6, 13)","[52.47751901614281, 13.412796498567037]","[52.458753226081626, 13.448531827271161]",13,finished,23,[56.61554413],67.87304968804932,[11.25750555]
177,"(2, 59)","[52.56188123897491, 13.328820993292322]","[52.50899019551261, 13.29224719368282]",59,finished,36,[54.04961097],58.61576641423206,[4.56615544]
