,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,"(6, 0, 42, 3, 0, 0)","(6, 1, 77, 3, 0, 1)","(6, 1, 40, 3, 0, 1)","(9, 2, 15, 3, 0, 0)","(9, 3, 44, 3, 1, 0)","(9, 4, 20, 1, 0, 0)","(9, 6, 7, 3, 0, 0)","(4, 8, 13, 3, 0, 2)",,,,,,,,
1,2,2,2,2,0,1,2,0,,,,,,,,
2,2.6451337287194416,3.381199996291449,10.049476082596588,17.82458648091585,27.96479780729927,-5.6026039305750475,15.928065488517293,7.464602267390449,,,,,,,,
0,"(6, 1, 58, 2, 0, 0)","(6, 1, 44, 3, 1, 0)","(5, 2, 51, 3, 0, 0)","(9, 4, 27, 3, 1, 0)","(9, 4, 45, 3, 0, 0)","(9, 5, 39, 3, 0, 0)","(8, 5, 45, 3, 0, 0)","(8, 6, 53, 3, 1, 1)","(4, 7, 53, 3, 0, 0)","(9, 8, 53, 3, 0, 1)","(9, 8, 73, 3, 1, 1)","(9, 9, 13, 3, 0, 1)","(9, 9, 17, 3, 1, 1)","(9, 10, 45, 3, 0, 2)","(8, 10, 73, 3, 0, 2)","(8, 11, 42, 3, 1, 0)"
1,1,0,2,3,4,4,4,2,1,0,1,0,4,4,4,2
2,1.9839646162843316,30.17191938863529,-9.552557883749662,21.860962114951583,8.267646962608952,8.990746973450301,-0.0,12.278469556208448,-2.4749498661345037,6.729137753685021,7.4827065489963855,5.687350917802204,6.255645288059753,20.70273383615418,16.27715136673215,6.165469174661806
0,"(7, 1, 4, 2, 0, 0)","(9, 3, 49, 3, 0, 0)","(9, 4, 27, 3, 1, 0)","(9, 4, 25, 3, 0, 0)","(9, 5, 14, 3, 0, 0)","(9, 6, 12, 3, 0, 0)","(9, 7, 14, 3, 1, 0)","(8, 7, 54, 1, 0, 0)","(9, 8, 26, 2, 0, 1)","(9, 9, 51, 3, 0, 1)","(8, 9, 13, 3, 0, 0)","(8, 9, 73, 3, 0, 1)",,,,
1,0,2,3,4,4,0,4,0,4,4,4,4,,,,
2,13.587313339158463,-4.658845227322679,5.714563582798945,-0.0,5.3175982248094735,7.182681633742494,28.345828201355033,2.1938104090503394,12.32729713436997,24.65207942648108,5.0,60.16817237063932,,,,
0,"(7, 0, 23, 3, 0, 0)","(6, 1, 21, 3, 0, 1)","(9, 2, 42, 3, 1, 1)","(9, 3, 17, 3, 1, 0)","(9, 3, 45, 3, 0, 0)","(4, 5, 62, 1, 0, 0)","(9, 7, 43, 3, 0, 1)","(9, 8, 57, 3, 0, 1)","(9, 8, 16, 3, 0, 3)","(8, 9, 39, 3, 0, 1)","(9, 10, 59, 3, 0, 1)","(9, 11, 50, 3, 0, 1)",,,,
1,4,1,4,0,3,2,0,4,0,1,2,4,,,,
2,9.185251270124908,3.3191718221643693,-0.0,5.433021501446629,37.06727748957649,-13.699561195397429,4.345910383270784,18.995174598519213,8.802188531006847,4.344078276823325,23.78424222566923,25.94540110044828,,,,
0,"(6, 0, 77, 3, 0, 1)","(6, 1, 13, 3, 0, 1)","(6, 1, 77, 3, 0, 0)","(5, 1, 71, 3, 1, 1)","(5, 2, 77, 3, 0, 0)","(9, 3, 18, 3, 0, 0)","(9, 4, 18, 3, 0, 0)","(9, 5, 14, 3, 0, 0)","(9, 6, 14, 3, 1, 0)","(9, 7, 43, 3, 0, 0)","(9, 7, 42, 3, 0, 0)","(9, 8, 16, 3, 1, 1)","(9, 8, 27, 3, 1, 1)","(9, 9, 17, 3, 0, 1)","(8, 10, 42, 3, 1, 2)","(9, 10, 73, 3, 0, 0)"
1,4,3,3,3,0,2,2,4,0,1,1,1,2,4,2,2
2,5.0,10.799983425609227,15.031842699697616,11.805349544650522,6.007496295669201,6.378271118442973,-1.8385654284293418,-0.0,20.85480498089082,5.469209844732382,3.4179404430160822,7.54406649134548,21.448560156384993,12.673727969322442,3.6004375618015567,14.993647085467597
0,"(7, 0, 34, 3, 0, 1)","(9, 2, 77, 3, 0, 1)","(9, 2, 86, 3, 0, 0)","(9, 3, 13, 3, 0, 0)","(9, 4, 75, 3, 0, 0)","(4, 5, 44, 3, 0, 0)","(9, 8, 58, 1, 0, 1)","(9, 9, 71, 3, 0, 0)","(8, 10, 40, 3, 0, 3)","(4, 11, 60, 3, 0, 1)",,,,,,
1,0,2,0,1,3,1,1,1,3,0,,,,,,
2,13.47913109141295,14.320671929753878,22.25352335049591,13.220614539470583,13.787435488853738,-0.47010564862474347,11.143575448988354,12.656885926968346,15.927368927301144,21.00848753919771,,,,,,
0,"(7, 1, 84, 3, 0, 0)","(4, 3, 40, 3, 0, 0)","(9, 5, 75, 3, 0, 0)","(9, 6, 75, 3, 1, 0)","(9, 6, 42, 3, 1, 0)","(8, 7, 49, 3, 0, 1)","(4, 8, 16, 3, 0, 2)","(9, 9, 41, 3, 0, 1)","(9, 10, 51, 3, 1, 1)","(9, 11, 18, 3, 0, 0)",,,,,,
1,2,2,1,1,2,3,1,1,1,0,,,,,,
2,9.501373818057749,-8.956638286398348,-0.0,15.525943028391831,23.29711874275654,11.824003971511967,-2.868900561061386,6.138617685892258,9.456203725778305,14.587487996791504,,,,,,
0,"(7, 1, 9, 2, 0, 0)","(6, 2, 43, 3, 0, 0)","(6, 2, 44, 3, 0, 1)","(5, 3, 73, 3, 0, 0)","(9, 4, 71, 3, 0, 1)","(9, 4, 79, 2, 0, 0)","(9, 6, 73, 3, 0, 0)","(8, 6, 52, 3, 0, 0)","(9, 8, 86, 3, 0, 1)","(8, 8, 40, 3, 0, 1)","(9, 9, 40, 3, 1, 1)","(8, 10, 39, 3, 0, 2)","(8, 10, 40, 3, 0, 1)",,,
1,3,3,4,1,4,0,4,2,2,1,0,1,1,,,
2,29.205877789015798,12.174300652844305,21.964754898842372,-2.6150160869741956,14.840330535466174,5.241180285094562,32.74051205236756,21.01830814525809,0.4359419602845458,16.023427785196013,17.74237168833593,11.496918785840478,7.416028266110769,,,
0,"(6, 0, 76, 3, 0, 0)","(6, 1, 77, 3, 0, 0)","(5, 1, 44, 3, 1, 0)","(9, 2, 39, 3, 1, 1)","(9, 3, 42, 3, 1, 1)","(9, 4, 75, 3, 0, 0)","(4, 5, 39, 3, 0, 0)","(9, 6, 53, 3, 1, 1)","(9, 6, 56, 1, 0, 0)","(4, 7, 88, 3, 0, 0)","(9, 10, 57, 3, 0, 0)",,,,,
1,2,3,0,0,2,2,0,0,3,0,0,,,,,
2,-0.8861761271039453,9.051833345448975,-1.3453694317544074,4.421398749223444,-3.5020716985758327,13.729947484014346,-10.367451098117787,3.73415779815734,15.75292768908901,4.082947824402523,0.6987137027634827,,,,,
0,"(7, 1, 3, 3, 0, 0)","(6, 2, 51, 3, 0, 0)","(9, 2, 77, 3, 1, 1)","(9, 3, 16, 3, 1, 0)","(4, 5, 14, 3, 0, 0)","(4, 6, 14, 3, 1, 0)","(4, 6, 42, 3, 0, 0)","(9, 8, 13, 3, 0, 0)","(7, 9, 53, 3, 0, 1)","(7, 9, 53, 3, 0, 1)","(7, 10, 52, 3, 0, 1)","(7, 10, 42, 3, 0, 1)",,,,
1,4,0,4,3,2,2,2,4,4,4,1,0,,,,
2,14.960802058435275,5.579179598937287,5.0,3.396021488069504,-0.0,18.310404485083865,0.849196178760494,48.18103311179699,5.0,8.519094041237617,14.387393866304432,21.499965719117906,,,,
0,"(7, 1, 11, 3, 0, 0)","(7, 2, 11, 3, 0, 0)","(6, 3, 25, 3, 0, 0)","(9, 5, 27, 3, 0, 0)","(4, 8, 15, 3, 0, 1)",,,,,,,,,,,
1,3,1,2,2,0,,,,,,,,,,,
2,-0.0,34.33152363876745,-9.264914671117785,25.98083959909977,22.26687296388774,,,,,,,,,,,
0,"(7, 0, 48, 3, 0, 0)","(8, 3, 41, 3, 0, 0)","(9, 4, 52, 3, 0, 0)","(9, 5, 47, 1, 0, 0)","(4, 7, 35, 3, 1, 1)","(3, 8, 60, 3, 0, 1)","(9, 9, 73, 3, 1, 1)","(9, 10, 42, 3, 1, 2)","(9, 11, 16, 3, 0, 0)",,,,,,,
1,1,0,0,3,0,2,2,1,0,,,,,,,
2,24.126125798325436,2.5600169155446544,10.536859375131941,22.240384532672095,24.61848029248844,-7.2463780730805585,7.589905516893346,6.861418724169311,8.142883748022308,,,,,,,
0,"(7, 1, 84, 3, 0, 0)","(4, 3, 86, 3, 0, 0)","(9, 5, 77, 3, 1, 0)","(4, 8, 77, 3, 0, 1)","(4, 9, 77, 3, 0, 2)","(9, 10, 73, 3, 1, 2)","(9, 10, 18, 3, 0, 1)","(9, 11, 41, 3, 0, 1)",,,,,,,,
1,2,0,3,1,0,0,1,2,,,,,,,,
2,-0.6355555855182087,6.377804235345064,14.592559391846736,16.142333113587675,-0.7303138350525984,18.551925539737105,9.086021952211382,1.768212864546275,,,,,,,,
0,"(6, 0, 26, 3, 0, 0)","(9, 3, 27, 3, 0, 0)","(9, 4, 85, 3, 0, 0)","(9, 5, 76, 3, 0, 0)","(9, 5, 42, 3, 0, 0)","(9, 7, 17, 3, 1, 0)","(9, 7, 43, 3, 0, 1)","(9, 8, 42, 3, 0, 2)","(9, 8, 43, 3, 0, 2)","(8, 9, 85, 3, 1, 1)",,,,,,
1,1,3,1,2,0,0,0,4,4,4,,,,,,
2,-7.533705323181209,31.898444276908936,12.571827277205315,-0.6166542131927472,2.009894544377361,14.188817000687289,11.784102208085725,14.189822372250944,15.60691994572457,18.21083745722086,,,,,,
0,"(7, 1, 32, 1, 0, 0)","(9, 3, 41, 3, 0, 0)","(4, 5, 44, 3, 1, 0)","(4, 5, 44, 3, 1, 0)","(4, 5, 39, 3, 0, 0)","(9, 7, 73, 3, 0, 0)","(9, 8, 83, 3, 1, 1)","(8, 8, 71, 3, 0, 1)","(7, 9, 43, 3, 0, 1)","(9, 10, 53, 3, 0, 2)",,,,,,
1,0,3,3,3,0,2,2,0,1,4,,,,,,
2,11.006942162231216,20.387418362779933,5.654985203703244,8.562399618910101,10.322314092736809,17.5181584377612,9.215924360840578,12.795473407693786,7.293317037045663,18.882191058653977,,,,,,
0,"(7, 1, 11, 3, 0, 0)","(7, 2, 11, 3, 0, 0)","(7, 3, 11, 3, 0, 0)","(4, 5, 15, 3, 0, 0)","(9, 6, 10, 1, 0, 0)","(9, 7, 74, 3, 1, 0)","(9, 9, 48, 3, 0, 1)","(8, 9, 48, 3, 0, 1)","(7, 10, 11, 2, 0, 0)",,,,,,,
1,4,1,2,2,2,0,1,4,4,,,,,,,
2,-0.0,-0.0,28.076525791788107,23.71421633503958,-9.277293758919361,34.103890191323806,4.347661932083645,41.23781000427708,29.056379124039868,,,,,,,
0,"(7, 1, 79, 1, 0, 0)","(9, 3, 74, 3, 0, 0)","(9, 4, 44, 3, 0, 0)","(9, 5, 16, 3, 0, 0)","(4, 7, 40, 3, 1, 0)","(9, 8, 42, 3, 0, 2)","(9, 9, 17, 3, 1, 1)","(8, 9, 16, 3, 0, 1)","(7, 10, 40, 3, 1, 3)","(7, 10, 16, 3, 0, 1)",,,,,,
1,1,1,1,3,0,4,4,1,4,4,,,,,,
2,-9.872640629938637,23.24501868130995,16.568785253475603,19.33366997084226,-0.45674367368597757,14.738771254039904,14.131840022493433,15.18261928375976,9.829168962152533,13.7950431383874,,,,,,
0,"(7, 1, 20, 2, 0, 0)","(6, 2, 20, 2, 0, 0)","(6, 3, 20, 1, 0, 0)","(6, 4, 73, 3, 0, 1)","(9, 5, 86, 3, 0, 0)","(9, 5, 83, 3, 0, 0)","(9, 6, 85, 3, 1, 1)","(9, 7, 21, 3, 0, 1)","(8, 8, 48, 3, 0, 1)","(7, 8, 62, 3, 0, 0)",,,,,,
1,4,2,0,1,1,0,4,4,1,0,,,,,,
2,-0.0,-0.0,22.29257366162125,10.79137940296394,8.449707250352473,2.1843310037279284,22.066020151387093,32.610523763213436,3.525790692371098,18.940663246465,,,,,,
0,"(6, 0, 77, 3, 0, 0)","(9, 3, 17, 3, 1, 0)","(9, 3, 82, 3, 0, 0)","(4, 6, 71, 3, 0, 0)","(9, 9, 12, 3, 1, 1)","(9, 9, 43, 3, 0, 1)","(8, 11, 22, 2, 0, 0)",,,,,,,,,
1,1,0,3,0,4,1,2,,,,,,,,,
2,-7.009868460331811,17.862105258420797,18.784146119935407,2.1746130296828454,10.292134089392697,38.19558280459788,8.988535939460055,,,,,,,,,
0,"(6, 0, 13, 3, 0, 0)","(9, 2, 59, 3, 0, 0)","(9, 3, 77, 3, 0, 0)","(9, 4, 74, 3, 0, 1)","(9, 4, 74, 3, 0, 1)","(8, 5, 57, 1, 0, 0)","(9, 6, 44, 3, 1, 0)","(4, 9, 77, 3, 1, 1)","(9, 10, 16, 3, 0, 3)","(9, 10, 14, 3, 0, 0)",,,,,,
1,0,1,0,4,4,1,3,2,2,2,,,,,,
2,27.184132853435337,24.887518454999004,10.95665063583722,7.479247463387027,39.020955132170144,14.767713380414586,17.9242019665518,1.7767051595636119,4.700143243920854,8.177484205069295,,,,,,
0,"(6, 0, 56, 3, 0, 0)","(5, 1, 53, 3, 0, 0)","(9, 2, 48, 3, 0, 1)","(4, 5, 62, 1, 0, 0)","(9, 9, 62, 1, 0, 1)","(9, 10, 51, 3, 1, 2)","(8, 11, 53, 3, 1, 3)",,,,,,,,,
1,3,0,3,0,0,2,0,,,,,,,,,
2,21.570266995548128,-2.978423727068762,17.769194250442006,-7.5771952660798885,4.1753690887003945,23.18309630589657,7.279200656199229,,,,,,,,,
0,"(7, 0, 85, 3, 0, 0)","(6, 1, 37, 3, 1, 1)","(9, 2, 34, 3, 0, 1)","(4, 2, 53, 3, 0, 0)","(9, 4, 53, 3, 0, 0)","(9, 4, 49, 3, 0, 0)","(9, 5, 34, 3, 0, 0)","(9, 6, 42, 3, 1, 0)","(9, 6, 85, 3, 1, 0)","(9, 7, 77, 3, 0, 1)","(9, 7, 73, 3, 0, 0)","(9, 8, 77, 3, 0, 1)","(8, 8, 77, 3, 1, 1)","(9, 9, 75, 3, 0, 1)","(9, 10, 85, 3, 1, 1)",
1,4,0,3,2,1,2,1,1,4,0,1,2,1,0,2,
2,26.989443011706094,-2.4338906962758444,13.384684035466131,-10.389784979731708,5.980836263980807,18.44239257468771,12.357562311497919,14.943184964616425,13.85621710136753,1.5517827801612274,11.500567792544889,12.235386460223435,6.198437740536189,6.79512267336592,12.361769370828837,
0,"(6, 0, 85, 3, 0, 0)","(6, 0, 42, 3, 0, 0)","(9, 1, 34, 3, 0, 0)","(9, 3, 59, 3, 0, 0)","(9, 4, 77, 3, 1, 0)","(9, 5, 44, 3, 1, 0)","(9, 6, 57, 3, 0, 0)","(9, 6, 40, 3, 1, 1)","(9, 7, 88, 3, 1, 1)","(4, 8, 40, 3, 0, 0)","(8, 10, 53, 3, 0, 1)","(9, 10, 51, 3, 1, 1)",,,,
1,3,2,2,4,1,4,0,0,3,2,0,1,,,,
2,9.530726369478185,0.8922640921314322,-2.959268709866942,30.121677999123524,7.074106166986692,12.472631838674731,9.045371875416404,15.547261334752053,24.509432763949395,8.430837589795567,11.11392017776937,17.716131172278562,,,,
