,0
40,"{'vehicle_id': 55, 'time_send': 39.38667922891102, 'time_enter': 49.138916610873665, 'time_start': 49.138916610873665, 'SOC_end': 100.0, 'SOC_send': 69.5226641542178, 'lat': 52.45100834204796, 'long': 13.379373848819432, 'v_hex': '871f18b22ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 14, 'CS_position': 18, 'distance': 3.876118690981324}"
41,
42,"{'vehicle_id': 41, 'time_send': 75.35359042524087, 'time_enter': 86.12874599633128, 'time_start': 88.55777371773196, 'SOC_end': 100.0, 'SOC_send': 65.11870391956774, 'lat': 52.558953486440494, 'long': 13.292837017150177, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 4.387577785545205}"
43,
44,
45,"{'vehicle_id': 211, 'time_send': 85.03415040054745, 'time_enter': 92.72887982224732, 'time_start': 92.72887982224732, 'SOC_end': 100.0, 'SOC_send': 69.10141727891589, 'lat': 52.536851695830734, 'long': 13.350212107508483, 'v_hex': '871f1d48cffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 43, 'CS_position': 45, 'distance': 2.8473647108499405}"
46,
47,
48,"{'vehicle_id': 140, 'time_send': 81.38800106209618, 'time_enter': 89.68935147766685, 'time_start': 89.68935147766685, 'SOC_end': 100.0, 'SOC_send': 65.52239978758075, 'lat': 52.51117448580989, 'long': 13.436014039446817, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 3.1506752077853326}"
49,
50,
51,
52,"{'vehicle_id': 197, 'time_send': 15.252498876491762, 'time_enter': 19.13310909140694, 'time_start': 19.13310909140694, 'SOC_end': 100.0, 'SOC_send': 73.54950022470165, 'lat': 52.47655892701682, 'long': 13.361116690916562, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 0.9403051074575892}"
53,
54,
55,"{'vehicle_id': 137, 'time_send': 86.5089144224629, 'time_enter': 92.18190839308193, 'time_start': 92.18190839308193, 'SOC_end': 100.0, 'SOC_send': 98.29821711550743, 'lat': 52.531996833362186, 'long': 13.333340737431532, 'v_hex': '871f1d481ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 34, 'CS_position': 45, 'distance': 1.8364969853095123}"
56,"{'vehicle_id': 277, 'time_send': 62.80326525450989, 'time_enter': 68.9918007070392, 'time_start': 68.9918007070392, 'SOC_end': 100.0, 'SOC_send': 69.83934694909803, 'lat': 52.55072797134905, 'long': 13.392725329946632, 'v_hex': '871f1d48dffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 44, 'CS_position': 88, 'distance': 2.0942677262646585}"
57,"{'vehicle_id': 43, 'time_send': 91.5672735095698, 'time_enter': 101.6939661438396, 'time_start': 101.6939661438396, 'SOC_end': 100.0, 'SOC_send': 67.48654529808604, 'lat': 52.511526490619396, 'long': 13.37475980333894, 'v_hex': '871f1d48bffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 42, 'CS_position': 45, 'distance': 4.063346317134901}"
58,"{'vehicle_id': 279, 'time_send': 16.141010975241272, 'time_enter': 35.54543564473211, 'time_start': 35.54543564473211, 'SOC_end': 100.0, 'SOC_send': 73.17179780495175, 'lat': 52.53065251995644, 'long': 13.254170589874793, 'v_hex': '871f1d486ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 38, 'CS_position': 45, 'distance': 8.702212334745418}"
59,"{'vehicle_id': 208, 'time_send': 90.39328097821473, 'time_enter': 100.0225663049299, 'time_start': 100.0225663049299, 'SOC_end': 100.0, 'SOC_send': 61.265350073268536, 'lat': 52.53162842567623, 'long': 13.304775333627154, 'v_hex': '871f1d481ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 34, 'CS_position': 45, 'distance': 3.8146426633575805}"
60,"{'vehicle_id': 1, 'time_send': 79.14038294461947, 'time_enter': 85.08489102247037, 'time_start': 85.08489102247037, 'SOC_end': 100.0, 'SOC_send': 67.9719234110761, 'lat': 52.525515152170605, 'long': 13.389693589930847, 'v_hex': '871f1d488ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 39, 'CS_position': 40, 'distance': 1.972254038925446}"
61,"{'vehicle_id': 272, 'time_send': 90.30816103241494, 'time_enter': 98.50861571120237, 'time_start': 98.50861571120237, 'SOC_end': 100.0, 'SOC_send': 96.33836779351701, 'lat': 52.48355521889025, 'long': 13.459382055744873, 'v_hex': '871f18b2cffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 21, 'CS_position': 74, 'distance': 3.100227339393711}"
62,"{'vehicle_id': 150, 'time_send': 111.99501807318325, 'time_enter': 117.20711591243064, 'time_start': 117.20711591243064, 'SOC_end': 100.0, 'SOC_send': 95.67897802621403, 'lat': 52.514156896267764, 'long': 13.381302644819645, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.6060489196236984}"
63,"{'vehicle_id': 198, 'time_send': 60.04799999999989, 'time_enter': 78.51358386906132, 'time_start': 78.51358386906132, 'SOC_end': 100.0, 'SOC_send': 75, 'lat': 52.57370253038158, 'long': 13.527970787058464, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 8.232791934530717}"
64,"{'vehicle_id': 96, 'time_send': 53.388575567550575, 'time_enter': 59.841271728056775, 'time_start': 59.841271728056775, 'SOC_end': 100.0, 'SOC_send': 68.72228488648989, 'lat': 52.48025743602942, 'long': 13.445086514009931, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.2263480802530986}"
65,"{'vehicle_id': 34, 'time_send': 60.00999999999998, 'time_enter': 74.9873547142354, 'time_start': 74.9873547142354, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.59638957248988, 'long': 13.429245332178274, 'v_hex': '871f1d41bffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 32, 'CS_position': 88, 'distance': 6.48867735711771}"
66,"{'vehicle_id': 65, 'time_send': 60.014999999999965, 'time_enter': 73.32671043511317, 'time_start': 73.32671043511317, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.41485363933734, 'long': 13.264400244597754, 'v_hex': '871f1886bffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 4, 'CS_position': 3, 'distance': 5.655855217556602}"
67,"{'vehicle_id': 286, 'time_send': 28.38794144773163, 'time_enter': 41.30749420529163, 'time_start': 41.30749420529163, 'SOC_end': 100.0, 'SOC_send': 70.32241171045366, 'lat': 52.43903345144326, 'long': 13.348379331976139, 'v_hex': '871f18b31ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 25, 'CS_position': 18, 'distance': 5.459776378780003}"
68,"{'vehicle_id': 73, 'time_send': 163.15907541673928, 'time_enter': 170.45820437634833, 'time_start': 170.45820437634833, 'SOC_end': 100.0, 'SOC_send': 96.56818491665214, 'lat': 52.48304568807899, 'long': 13.427544823637842, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.64956447980453}"
69,"{'vehicle_id': 124, 'time_send': 58.14759248438841, 'time_enter': 65.02570584643153, 'time_start': 65.02570584643153, 'SOC_end': 100.0, 'SOC_send': 67.17048150312232, 'lat': 52.54483695340966, 'long': 13.20593159028449, 'v_hex': '871f1d4b0ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 62, 'CS_position': 65, 'distance': 2.4390566810215626}"
70,
71,
72,
73,"{'vehicle_id': 212, 'time_send': 59.09313403905604, 'time_enter': 65.314828176015, 'time_start': 65.314828176015, 'SOC_end': 100.0, 'SOC_send': 70.58137319218879, 'lat': 52.48354534351881, 'long': 13.357747788091377, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 2.1108470684794787}"
74,
75,
76,
77,"{'vehicle_id': 23, 'time_send': 180.10899999999998, 'time_enter': 186.03740855658802, 'time_start': 195.002, 'SOC_end': 100.0, 'SOC_send': 96.79596963925135, 'lat': 52.49661686552072, 'long': 13.400036310253451, 'v_hex': '871f18b25ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 17, 'CS_position': 42, 'distance': 1.9642042782940259}"
78,"{'vehicle_id': 161, 'time_send': 72.61219031307971, 'time_enter': 81.67201031566326, 'time_start': 81.67201031566326, 'SOC_end': 100.0, 'SOC_send': 97.07756193738406, 'lat': 52.51613412551233, 'long': 13.473637277455715, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 71, 'CS_position': 74, 'distance': 3.5299100012917757}"
79,"{'vehicle_id': 289, 'time_send': 57.89897548194672, 'time_enter': 68.34342189530346, 'time_start': 68.41919024158511, 'SOC_end': 100.0, 'SOC_send': 65.75332387926498, 'lat': 52.4961339041065, 'long': 13.337044005890329, 'v_hex': '871f1d499ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 49, 'CS_position': 45, 'distance': 4.22222320667837}"
80,"{'vehicle_id': 88, 'time_send': 60.855766485961595, 'time_enter': 64.76297379453098, 'time_start': 64.86092089836993, 'SOC_end': 100.0, 'SOC_send': 71.22884670280767, 'lat': 52.53125174470009, 'long': 13.406552706109926, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 0.9536036542846914}"
81,"{'vehicle_id': 221, 'time_send': 61.215660233649615, 'time_enter': 68.30285697923843, 'time_start': 68.30285697923843, 'SOC_end': 100.0, 'SOC_send': 67.25924478496188, 'lat': 52.549027965325905, 'long': 13.358080638051002, 'v_hex': '871f1d48cffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 43, 'CS_position': 59, 'distance': 2.5435983727944076}"
82,"{'vehicle_id': 71, 'time_send': 125.39023920183432, 'time_enter': 134.66480142896438, 'time_start': 134.66480142896438, 'SOC_end': 100.0, 'SOC_send': 98.12195215963314, 'lat': 52.542799120347325, 'long': 13.386812505650743, 'v_hex': '871f1d48dffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 44, 'CS_position': 40, 'distance': 3.637281113565029}"
83,"{'vehicle_id': 29, 'time_send': 123.51415635515211, 'time_enter': 130.37139394236826, 'time_start': 130.37139394236826, 'SOC_end': 100.0, 'SOC_send': 69.49716872896958, 'lat': 52.46860533618761, 'long': 13.336441380357554, 'v_hex': '871f1d49bffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 51, 'CS_position': 18, 'distance': 2.428618793608074}"
84,"{'vehicle_id': 207, 'time_send': 123.6437647797212, 'time_enter': 141.08022431698632, 'time_start': 143.8962588728227, 'SOC_end': 100.0, 'SOC_send': 95.45150803946144, 'lat': 52.499460414544814, 'long': 13.522192442604368, 'v_hex': '871f1d4deffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 82, 'CS_position': 73, 'distance': 7.7182297686325665}"
85,"{'vehicle_id': 28, 'time_send': 190.57508916729608, 'time_enter': 199.12396196654947, 'time_start': 199.12396196654947, 'SOC_end': 100.0, 'SOC_send': 95.43021041012067, 'lat': 52.51444649412467, 'long': 13.382775507889829, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 3.2744363996266967}"
86,"{'vehicle_id': 104, 'time_send': 90.64661006290301, 'time_enter': 100.90724573885866, 'time_start': 106.67931879508515, 'SOC_end': 100.0, 'SOC_send': 69.6706779874194, 'lat': 52.514035478408125, 'long': 13.469778131257714, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 4.130317837977827}"
87,"{'vehicle_id': 40, 'time_send': 84.80903801075422, 'time_enter': 94.72649261269966, 'time_start': 94.72649261269966, 'SOC_end': 100.0, 'SOC_send': 59.64583463716144, 'lat': 52.49872559639281, 'long': 13.326995987520906, 'v_hex': '871f1d49dffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 53, 'CS_position': 45, 'distance': 3.9587273009727157}"
88,"{'vehicle_id': 17, 'time_send': 60.00499999999999, 'time_enter': 67.07839375663542, 'time_start': 67.07839375663542, 'SOC_end': 100.0, 'SOC_send': 74, 'lat': 52.43867932055263, 'long': 13.353199359591374, 'v_hex': '871f18b31ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 25, 'CS_position': 27, 'distance': 2.536696878317713}"
89,"{'vehicle_id': 288, 'time_send': 37.55196348658029, 'time_enter': 44.68362068818071, 'time_start': 44.68362068818071, 'SOC_end': 100.0, 'SOC_send': 70.48960730268395, 'lat': 52.551785601943685, 'long': 13.385212503160956, 'v_hex': '871f1d48dffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 44, 'CS_position': 88, 'distance': 2.565828600800209}"
90,"{'vehicle_id': 25, 'time_send': 236.2244601522761, 'time_enter': 242.5635176711866, 'time_start': 242.5635176711866, 'SOC_end': 100.0, 'SOC_send': 93.73275189009595, 'lat': 52.48372734118761, 'long': 13.433092324856187, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.1695287594552504}"
91,"{'vehicle_id': 101, 'time_send': 133.77619712312114, 'time_enter': 142.34786180204415, 'time_start': 142.34786180204415, 'SOC_end': 100.0, 'SOC_send': 98.44476057537578, 'lat': 52.546849379757056, 'long': 13.364449166372626, 'v_hex': '871f1d48cffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 43, 'CS_position': 59, 'distance': 3.2858323394615043}"
92,"{'vehicle_id': 115, 'time_send': 138.01768953765452, 'time_enter': 149.77900613516198, 'time_start': 149.77900613516198, 'SOC_end': 100.0, 'SOC_send': 93.9964620924691, 'lat': 52.47930014378413, 'long': 13.314047673984467, 'v_hex': '871f1d498ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 48, 'CS_position': 18, 'distance': 4.880658298753733}"
93,"{'vehicle_id': 105, 'time_send': 87.0761659285763, 'time_enter': 95.56174380171583, 'time_start': 95.56174380171583, 'SOC_end': 100.0, 'SOC_send': 69.58476681428473, 'lat': 52.5671163920879, 'long': 13.309791671245442, 'v_hex': '871f1d4aeffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 61, 'CS_position': 59, 'distance': 3.2427889365697706}"
94,"{'vehicle_id': 290, 'time_send': 92.34520548622054, 'time_enter': 104.77455436284647, 'time_start': 104.77455436284647, 'SOC_end': 100.0, 'SOC_send': 65.42640603168552, 'lat': 52.475559871398644, 'long': 13.30934372207952, 'v_hex': '871f1d498ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 48, 'CS_position': 18, 'distance': 5.214674438312969}"
95,"{'vehicle_id': 46, 'time_send': 145.75034704328544, 'time_enter': 160.7188954083882, 'time_start': 160.7188954083882, 'SOC_end': 100.0, 'SOC_send': 95.64993059134292, 'lat': 52.45367041459813, 'long': 13.416895633047423, 'v_hex': '871f18b23ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 15, 'CS_position': 18, 'distance': 6.484274182551374}"
96,"{'vehicle_id': 14, 'time_send': 144.79453665576654, 'time_enter': 152.0980030165381, 'time_start': 152.0980030165381, 'SOC_end': 100.0, 'SOC_send': 60.70151574854653, 'lat': 52.502098017418334, 'long': 13.4251203669256, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 2.6517331803857815}"
97,"{'vehicle_id': 168, 'time_send': 125.79109222927917, 'time_enter': 132.62164983049934, 'time_start': 132.62164983049934, 'SOC_end': 100.0, 'SOC_send': 67.23425482272833, 'lat': 52.50849970132711, 'long': 13.471440411960321, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 71, 'CS_position': 74, 'distance': 2.41527880061008}"
98,"{'vehicle_id': 145, 'time_send': 253.63528576742667, 'time_enter': 262.669309228693, 'time_start': 262.669309228693, 'SOC_end': 100.0, 'SOC_send': 92.88229063647755, 'lat': 52.54153194604816, 'long': 13.361153817385372, 'v_hex': '871f1d48cffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 43, 'CS_position': 59, 'distance': 3.5170117306331843}"
99,"{'vehicle_id': 260, 'time_send': 54.63372839108169, 'time_enter': 67.94521627950081, 'time_start': 67.94521627950081, 'SOC_end': 100.0, 'SOC_send': 72.87325432178366, 'lat': 52.54564403346102, 'long': 13.282587692845723, 'v_hex': '871f1d480ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 33, 'CS_position': 59, 'distance': 5.655743944209561}"
100,"{'vehicle_id': 141, 'time_send': 70.91495034292885, 'time_enter': 78.1989107835093, 'time_start': 78.1989107835093, 'SOC_end': 100.0, 'SOC_send': 65.64615914449692, 'lat': 52.49849987881305, 'long': 13.422424373423967, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 2.6419802202902267}"
101,"{'vehicle_id': 78, 'time_send': 190.13713975215774, 'time_enter': 200.54421762164952, 'time_start': 201.8909588973682, 'SOC_end': 100.0, 'SOC_send': 43.972572049568456, 'lat': 52.519766460835044, 'long': 13.449168140679339, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 4.203538934745893}"
102,"{'vehicle_id': 283, 'time_send': 180.14700000000016, 'time_enter': 184.0232707769831, 'time_start': 184.0232707769831, 'SOC_end': 100.0, 'SOC_send': 98.58026099540568, 'lat': 52.50103769465238, 'long': 13.479657436574676, 'v_hex': '871f1d4d3ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 74, 'CS_position': 74, 'distance': 0.9381353884914735}"
103,"{'vehicle_id': 97, 'time_send': 240.1550000000002, 'time_enter': 247.9162610988107, 'time_start': 247.9162610988107, 'SOC_end': 100.0, 'SOC_send': 92.69013445295849, 'lat': 52.529136526271664, 'long': 13.43680797498592, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 2.8806305494052595}"
104,"{'vehicle_id': 123, 'time_send': 95.21953707617136, 'time_enter': 101.34616235014622, 'time_start': 108.82159569760259, 'SOC_end': 100.0, 'SOC_send': 69.55609258476572, 'lat': 52.51487161522774, 'long': 13.399430951178218, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 2.063312636987428}"
105,"{'vehicle_id': 143, 'time_send': 229.2400732912479, 'time_enter': 233.14823589935673, 'time_start': 233.14823589935673, 'SOC_end': 100.0, 'SOC_send': 93.93905557843738, 'lat': 52.52910830230745, 'long': 13.401481648233231, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 0.9540813040544067}"
106,"{'vehicle_id': 265, 'time_send': 240.19000000000037, 'time_enter': 247.95126109881087, 'time_start': 256.4376808849113, 'SOC_end': 100.0, 'SOC_send': 98.8477477802379, 'lat': 52.529136526271664, 'long': 13.43680797498592, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 2.8806305494052595}"
107,"{'vehicle_id': 89, 'time_send': 114.65417704260952, 'time_enter': 120.08019995673328, 'time_start': 120.08019995673328, 'SOC_end': 100.0, 'SOC_send': 93.9016841096711, 'lat': 52.51649805869045, 'long': 13.416351840765348, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 77, 'CS_position': 40, 'distance': 1.7130114570618833}"
108,"{'vehicle_id': 102, 'time_send': 133.70237544440934, 'time_enter': 137.9869516236903, 'time_start': 137.9869516236903, 'SOC_end': 100.0, 'SOC_send': 64.85952491111813, 'lat': 52.52166043482579, 'long': 13.34951021015976, 'v_hex': '871f1d48effffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 45, 'CS_position': 45, 'distance': 1.1422880896404675}"
109,"{'vehicle_id': 47, 'time_send': 275.11487953588374, 'time_enter': 286.11164625248966, 'time_start': 286.11164625248966, 'SOC_end': 100.0, 'SOC_send': 98.17702409282326, 'lat': 52.494475640622724, 'long': 13.337235027524253, 'v_hex': '871f1d499ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 49, 'CS_position': 45, 'distance': 4.4983833583029575}"
110,"{'vehicle_id': 152, 'time_send': 245.32879556094943, 'time_enter': 254.51843726047778, 'time_start': 254.51843726047778, 'SOC_end': 100.0, 'SOC_send': 96.53424088781011, 'lat': 52.51620199376354, 'long': 13.493133621544006, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 72, 'CS_position': 74, 'distance': 3.5948208497641816}"
111,"{'vehicle_id': 176, 'time_send': 60.03899999999991, 'time_enter': 71.26076277163877, 'time_start': 71.26076277163877, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.58032208378369, 'long': 13.375589518514003, 'v_hex': '871f1d4a9ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 58, 'CS_position': 88, 'distance': 4.6108813858194315}"
112,"{'vehicle_id': 61, 'time_send': 280.603305005061, 'time_enter': 289.11762065803697, 'time_start': 289.11762065803697, 'SOC_end': 100.0, 'SOC_send': 98.67933899898782, 'lat': 52.46425105109494, 'long': 13.389947069637934, 'v_hex': '871f18b20ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 12, 'CS_position': 18, 'distance': 3.257157826487989}"
113,"{'vehicle_id': 90, 'time_send': 55.29833420975308, 'time_enter': 60.995176215407916, 'time_start': 60.995176215407916, 'SOC_end': 100.0, 'SOC_send': 63.7509957150579, 'lat': 52.50637715892336, 'long': 13.302420516773793, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 1.8484210028274193}"
114,"{'vehicle_id': 38, 'time_send': 180.113, 'time_enter': 186.04140855658804, 'time_start': None, 'SOC_end': 98.42863657736478, 'SOC_send': 99.21431828868239, 'lat': 52.49661686552072, 'long': 13.400036310253451, 'v_hex': '871f18b25ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 17, 'CS_position': 42, 'distance': 1.9642042782940259}"
115,"{'vehicle_id': 58, 'time_send': 46.873363487924095, 'time_enter': 58.106534325514176, 'time_start': 58.106534325514176, 'SOC_end': 100.0, 'SOC_send': 66.02532730241519, 'lat': 52.48029741982557, 'long': 13.3166797770837, 'v_hex': '871f1d498ffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 48, 'CS_position': 52, 'distance': 4.616585418795041}"
116,"{'vehicle_id': 184, 'time_send': 169.26178809573037, 'time_enter': 175.32164294494225, 'time_start': 175.32164294494225, 'SOC_end': 100.0, 'SOC_send': 64.34764238085393, 'lat': 52.565002515698886, 'long': 13.388194143760046, 'v_hex': '871f1d4a9ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 58, 'CS_position': 88, 'distance': 2.029927424605937}"
117,"{'vehicle_id': 156, 'time_send': 240.15900000000022, 'time_enter': 247.92026109881073, 'time_start': 247.92026109881073, 'SOC_end': 100.0, 'SOC_send': 98.8477477802379, 'lat': 52.529136526271664, 'long': 13.43680797498592, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 2.8806305494052595}"
118,"{'vehicle_id': 96, 'time_send': 255.81334571069453, 'time_enter': 264.0574747335636, 'time_start': 264.0574747335636, 'SOC_end': 100.0, 'SOC_send': 48.43733085786109, 'lat': 52.51353610980438, 'long': 13.36610404066186, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 3.122064511434532}"
119,"{'vehicle_id': 191, 'time_send': 240.16400000000024, 'time_enter': 247.92526109881075, 'time_start': 247.92526109881075, 'SOC_end': 100.0, 'SOC_send': 98.8477477802379, 'lat': 52.529136526271664, 'long': 13.43680797498592, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 2.8806305494052595}"
