,0
26,"{'vehicle_id': 87, 'time_send': 92.2395339390128, 'time_enter': 102.43998947661711, 'time_start': 102.43998947661711, 'SOC_end': 100.0, 'SOC_send': 93.95209321219744, 'lat': 52.54753495899939, 'long': 13.297665102285633, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 4.100227768802153}"
27,"{'vehicle_id': 105, 'time_send': 71.93256423884652, 'time_enter': 81.57867565493271, 'time_start': 81.57867565493271, 'SOC_end': 100.0, 'SOC_send': 65.81348715223069, 'lat': 52.499541359174096, 'long': 13.349416122108586, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 3.8230557080430936}"
28,"{'vehicle_id': 166, 'time_send': 37.82617147657286, 'time_enter': 49.041512983425, 'time_start': 49.041512983425, 'SOC_end': 100.0, 'SOC_send': 65.63476570468544, 'lat': 52.507715997964404, 'long': 13.48586784957621, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 4.60767075342607}"
29,"{'vehicle_id': 77, 'time_send': 68.25096525832049, 'time_enter': 73.36631298868343, 'time_start': 73.36631298868343, 'SOC_end': 100.0, 'SOC_send': 67.9498069483359, 'lat': 52.4733960266972, 'long': 13.345192804145071, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 1.557673865181468}"
30,"{'vehicle_id': 64, 'time_send': 90.83157107740433, 'time_enter': 95.14280701447697, 'time_start': 95.14280701447697, 'SOC_end': 100.0, 'SOC_send': 65.03368578451914, 'lat': 52.46632959401417, 'long': 13.351537419050274, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 1.15561796853632}"
31,
32,"{'vehicle_id': 150, 'time_send': 33.79822386264193, 'time_enter': 41.71890126189818, 'time_start': 41.71890126189818, 'SOC_end': 100.0, 'SOC_send': 67.84035522747162, 'lat': 52.48991052790507, 'long': 13.396466973134082, 'v_hex': '871f18b25ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 17, 'CS_position': 42, 'distance': 2.9603386996281245}"
33,"{'vehicle_id': 164, 'time_send': 108.18037048183615, 'time_enter': 114.16418948200092, 'time_start': 114.16418948200092, 'SOC_end': 100.0, 'SOC_send': 98.00077499491613, 'lat': 52.50950895216411, 'long': 13.339555395068045, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 1.9919095000823859}"
34,"{'vehicle_id': 174, 'time_send': 83.36010658569765, 'time_enter': 91.47328939795271, 'time_start': 91.67947673107392, 'SOC_end': 100.0, 'SOC_send': 61.55789671088664, 'lat': 52.511076869304155, 'long': 13.438404954519362, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 3.0565914061275294}"
35,
36,
37,"{'vehicle_id': 193, 'time_send': 44.792005886848386, 'time_enter': 52.1525587220426, 'time_start': 52.1525587220426, 'SOC_end': 100.0, 'SOC_send': 71.24159882263032, 'lat': 52.53663422050326, 'long': 13.439629858414857, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 2.6802764175971077}"
38,"{'vehicle_id': 33, 'time_send': 133.53099936587802, 'time_enter': 140.47787449338446, 'time_start': 140.47787449338446, 'SOC_end': 100.0, 'SOC_send': 97.69380012682439, 'lat': 52.50027698494849, 'long': 13.371473587727657, 'v_hex': '871f1d48affffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 41, 'CS_position': 42, 'distance': 2.4734375637532273}"
39,"{'vehicle_id': 26, 'time_send': 136.69505009499963, 'time_enter': 151.03359199079466, 'time_start': 151.03359199079466, 'SOC_end': 100.0, 'SOC_send': 90.50421678472664, 'lat': 52.486893624821285, 'long': 13.30532094797871, 'v_hex': '871f1d498ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 48, 'CS_position': 18, 'distance': 6.169270947897511}"
40,"{'vehicle_id': 86, 'time_send': 107.53555101274515, 'time_enter': 116.74818966092545, 'time_start': 116.74818966092545, 'SOC_end': 100.0, 'SOC_send': 68.09288979745098, 'lat': 52.48141242404583, 'long': 13.390926746410624, 'v_hex': '871f18b20ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 12, 'CS_position': 18, 'distance': 3.606319324090154}"
41,"{'vehicle_id': 57, 'time_send': 88.39717470236994, 'time_enter': 103.13856521844646, 'time_start': 105.54436522071568, 'SOC_end': 100.0, 'SOC_send': 67.520565059526, 'lat': 52.58553662196319, 'long': 13.374807905457967, 'v_hex': '871f1d4a9ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 58, 'CS_position': 59, 'distance': 6.370695258038259}"
42,"{'vehicle_id': 25, 'time_send': 107.93315506518148, 'time_enter': 117.2780292305066, 'time_start': 117.2780292305066, 'SOC_end': 100.0, 'SOC_send': 63.03282866654518, 'lat': 52.49829278974129, 'long': 13.411854776690637, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 3.6724370826625625}"
43,"{'vehicle_id': 71, 'time_send': 124.51535518858333, 'time_enter': 135.75771602667268, 'time_start': 135.75771602667268, 'SOC_end': 100.0, 'SOC_send': 64.89692896228334, 'lat': 52.54631394222005, 'long': 13.378343062259141, 'v_hex': '871f1d48dffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 44, 'CS_position': 59, 'distance': 4.62118041904468}"
44,"{'vehicle_id': 154, 'time_send': 80.40426126068158, 'time_enter': 86.87212871049078, 'time_start': 91.94793497164032, 'SOC_end': 100.0, 'SOC_send': 68.3191477478637, 'lat': 52.53344463519796, 'long': 13.427015099609385, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 85, 'CS_position': 40, 'distance': 2.233933724904604}"
45,"{'vehicle_id': 186, 'time_send': 38.31198507319109, 'time_enter': 43.74010913359561, 'time_start': 43.74010913359561, 'SOC_end': 100.0, 'SOC_send': 67.13760298536178, 'lat': 52.50226984804524, 'long': 13.438188086603397, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 1.71406203020226}"
46,"{'vehicle_id': 180, 'time_send': 25.772235464624426, 'time_enter': 33.305086535434306, 'time_start': 33.305086535434306, 'SOC_end': 100.0, 'SOC_send': 70.84555290707512, 'lat': 52.48685203424335, 'long': 13.35218455127675, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 2.7664255354049403}"
47,"{'vehicle_id': 19, 'time_send': 138.87108200354635, 'time_enter': 144.68924642823401, 'time_start': 144.68924642823401, 'SOC_end': 100.0, 'SOC_send': 93.99708777328888, 'lat': 52.49875381297415, 'long': 13.404768814075045, 'v_hex': '871f18b25ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 17, 'CS_position': 42, 'distance': 1.90908221234384}"
48,"{'vehicle_id': 88, 'time_send': 150.01994390361293, 'time_enter': 154.2476823409997, 'time_start': 154.2476823409997, 'SOC_end': 100.0, 'SOC_send': 95.7928691936299, 'lat': 52.552713127442395, 'long': 13.4627335331168, 'v_hex': '871f1d4f3ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 86, 'CS_position': 86, 'distance': 1.1138692186933863}"
49,
50,"{'vehicle_id': 121, 'time_send': 158.1224065624022, 'time_enter': 165.8356684386393, 'time_start': 165.8356684386393, 'SOC_end': 100.0, 'SOC_send': 89.88498310733402, 'lat': 52.536528308130784, 'long': 13.351473801234409, 'v_hex': '871f1d48cffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 43, 'CS_position': 45, 'distance': 2.8566309381185366}"
51,"{'vehicle_id': 209, 'time_send': 50.291094190644046, 'time_enter': 58.23610381126819, 'time_start': 58.23610381126819, 'SOC_end': 100.0, 'SOC_send': 70.3417811618712, 'lat': 52.54222007954298, 'long': 13.316647722353075, 'v_hex': '871f1d481ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 34, 'CS_position': 59, 'distance': 2.9725048103120715}"
52,"{'vehicle_id': 38, 'time_send': 54.981069829368465, 'time_enter': 63.58542310704132, 'time_start': 63.58542310704132, 'SOC_end': 100.0, 'SOC_send': 63.803786034126304, 'lat': 52.512558161580856, 'long': 13.455991817933805, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 3.302176638836427}"
53,"{'vehicle_id': 101, 'time_send': 152.16533907740953, 'time_enter': 159.03822145913128, 'time_start': 159.03822145913128, 'SOC_end': 100.0, 'SOC_send': 60.629769353019974, 'lat': 52.48251337112849, 'long': 13.431387383745985, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.4364411908608727}"
54,
55,"{'vehicle_id': 24, 'time_send': 70.44919838327243, 'time_enter': 73.64075309289863, 'time_start': 73.64075309289863, 'SOC_end': 100.0, 'SOC_send': 70.11016032334551, 'lat': 52.55705227152076, 'long': 13.330191846280437, 'v_hex': '871f1d4aaffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 59, 'CS_position': 59, 'distance': 0.5957773548131011}"
56,"{'vehicle_id': 223, 'time_send': 50.14904512827895, 'time_enter': 58.31092095889831, 'time_start': 58.31092095889831, 'SOC_end': 100.0, 'SOC_send': 67.37019097434421, 'lat': 52.50489840985432, 'long': 13.321976047731635, 'v_hex': '871f1d49dffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 53, 'CS_position': 36, 'distance': 3.08093791530968}"
57,
58,"{'vehicle_id': 259, 'time_send': 37.368560668656585, 'time_enter': 45.59912575228481, 'time_start': 45.59912575228481, 'SOC_end': 100.0, 'SOC_send': 67.32628786626867, 'lat': 52.50600843883085, 'long': 13.424293830249916, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 3.115282541814115}"
59,"{'vehicle_id': 123, 'time_send': 72.87438014440154, 'time_enter': 76.74972051885698, 'time_start': 85.74985735348878, 'SOC_end': 100.0, 'SOC_send': 66.7378405829938, 'lat': 52.52119581956873, 'long': 13.40366482217305, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 0.9376701872277167}"
60,"{'vehicle_id': 290, 'time_send': 209.28153129840777, 'time_enter': 217.33582376606503, 'time_start': None, 'SOC_end': 94.5106993304083, 'SOC_send': 95.72155782393975, 'lat': 52.49705146398818, 'long': 13.416978251235077, 'v_hex': '871f18b25ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 17, 'CS_position': 42, 'distance': 3.027146233828626}"
61,"{'vehicle_id': 210, 'time_send': 62.18319095375228, 'time_enter': 67.75230220244809, 'time_start': 67.75230220244809, 'SOC_end': 100.0, 'SOC_send': 64.49733964443712, 'lat': 52.48993759007483, 'long': 13.430562389510436, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.7845556243479077}"
62,"{'vehicle_id': 50, 'time_send': 30.540717811139707, 'time_enter': 35.369263279524255, 'time_start': 35.369263279524255, 'SOC_end': 100.0, 'SOC_send': 69.89185643777205, 'lat': 52.45114792134832, 'long': 13.357232621023305, 'v_hex': '871f18b35ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 27, 'CS_position': 27, 'distance': 1.4142727341922747}"
63,"{'vehicle_id': 246, 'time_send': 36.65824846788388, 'time_enter': 43.91191799561326, 'time_start': 43.91191799561326, 'SOC_end': 100.0, 'SOC_send': 65.46835030642322, 'lat': 52.50623259701146, 'long': 13.462301885665074, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 2.6268347638646894}"
64,"{'vehicle_id': 94, 'time_send': 157.78324691453432, 'time_enter': 173.63245118546985, 'time_start': 174.38620130725286, 'SOC_end': 100.0, 'SOC_send': 42.44335061709314, 'lat': 52.525202339760376, 'long': 13.490988975346516, 'v_hex': '871f1d4d5ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 76, 'CS_position': 73, 'distance': 6.924602135467762}"
65,"{'vehicle_id': 98, 'time_send': 154.12753205657197, 'time_enter': 166.84900374744035, 'time_start': 173.27511686305644, 'SOC_end': 100.0, 'SOC_send': 57.87095295860854, 'lat': 52.508591049751665, 'long': 13.493544220029802, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 5.360735845434199}"
66,"{'vehicle_id': 112, 'time_send': 201.27526959539966, 'time_enter': 210.49909960698457, 'time_start': 212.2899619331633, 'SOC_end': 100.0, 'SOC_send': 94.84337506809631, 'lat': 52.486457805502866, 'long': 13.413556287455407, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 3.611915005792459}"
67,"{'vehicle_id': 120, 'time_send': 132.59323233064725, 'time_enter': 143.34148035228375, 'time_start': 149.7497729028048, 'SOC_end': 100.0, 'SOC_send': 62.54074300390793, 'lat': 52.51964315289667, 'long': 13.443230042402547, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 75, 'CS_position': 73, 'distance': 4.374124010818244}"
68,"{'vehicle_id': 65, 'time_send': 178.17698459584648, 'time_enter': 181.85571454228185, 'time_start': 181.85571454228185, 'SOC_end': 100.0, 'SOC_send': 99.19208005625212, 'lat': 52.46861010432553, 'long': 13.36722020637668, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 0.8393649732176847}"
69,"{'vehicle_id': 79, 'time_send': 157.535940178088, 'time_enter': 168.6327230761954, 'time_start': 168.6327230761954, 'SOC_end': 100.0, 'SOC_send': 94.8928119643824, 'lat': 52.49795051251004, 'long': 13.366217408792938, 'v_hex': '871f1d48affffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 41, 'CS_position': 18, 'distance': 4.5483914490536925}"
70,"{'vehicle_id': 280, 'time_send': 58.594028052851286, 'time_enter': 69.02580167868643, 'time_start': 69.02580167868643, 'SOC_end': 100.0, 'SOC_send': 72.08119438942974, 'lat': 52.46841138827466, 'long': 13.442900048905603, 'v_hex': '871f18b2effffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 23, 'CS_position': 73, 'distance': 4.215886812917577}"
71,"{'vehicle_id': 192, 'time_send': 151.85010428473277, 'time_enter': 162.2908302684331, 'time_start': 162.2908302684331, 'SOC_end': 100.0, 'SOC_send': 60.91170229903463, 'lat': 52.48268147616849, 'long': 13.323249740163238, 'v_hex': '871f1d498ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 48, 'CS_position': 18, 'distance': 4.220362991850165}"
72,"{'vehicle_id': 261, 'time_send': 171.10212170944146, 'time_enter': 177.84427618185927, 'time_start': 177.84427618185927, 'SOC_end': 100.0, 'SOC_send': 97.3795756581117, 'lat': 52.47767858315216, 'long': 13.339443478911566, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 2.3710772362089}"
73,"{'vehicle_id': 10, 'time_send': 201.65751016400557, 'time_enter': 210.53148728053426, 'time_start': 210.53148728053426, 'SOC_end': 100.0, 'SOC_send': 96.06849796719888, 'lat': 52.48757532898576, 'long': 13.340005300234658, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 3.4369885582643507}"
74,"{'vehicle_id': 67, 'time_send': 209.95753624153042, 'time_enter': 219.50698187869042, 'time_start': 219.50698187869042, 'SOC_end': 100.0, 'SOC_send': 97.37979692569208, 'lat': 52.53965316065887, 'long': 13.379818201439745, 'v_hex': '871f1d48dffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 44, 'CS_position': 40, 'distance': 3.7747228185800075}"
75,"{'vehicle_id': 104, 'time_send': 212.01326402994948, 'time_enter': 220.7493386132414, 'time_start': None, 'SOC_end': 91.05013227735171, 'SOC_send': 92.3973471940101, 'lat': 52.50231787213589, 'long': 13.320945802324747, 'v_hex': '871f1d49dffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 53, 'CS_position': 36, 'distance': 3.3680372916459564}"
76,"{'vehicle_id': 85, 'time_send': 156.45641088222234, 'time_enter': 162.31596614108253, 'time_start': 162.31596614108253, 'SOC_end': 100.0, 'SOC_send': 46.70871782355553, 'lat': 52.51671539729467, 'long': 13.420894004785012, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 77, 'CS_position': 40, 'distance': 1.9297776294300975}"
77,"{'vehicle_id': 68, 'time_send': 28.975261376827937, 'time_enter': 39.6641751958241, 'time_start': 39.6641751958241, 'SOC_end': 100.0, 'SOC_send': 71.60494772463441, 'lat': 52.522105453326795, 'long': 13.253327828013662, 'v_hex': '871f1d482ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 35, 'CS_position': 65, 'distance': 4.344456909498081}"
78,"{'vehicle_id': 23, 'time_send': 73.4779317928182, 'time_enter': 83.84318323278185, 'time_start': 83.84318323278185, 'SOC_end': 100.0, 'SOC_send': 65.50441364143636, 'lat': 52.57709932892085, 'long': 13.357171679693513, 'v_hex': '871f1d4a8ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 57, 'CS_position': 59, 'distance': 4.182625719981832}"
79,"{'vehicle_id': 133, 'time_send': 201.9604805051086, 'time_enter': 211.72392007023325, 'time_start': 211.72392007023325, 'SOC_end': 100.0, 'SOC_send': 84.65917047074063, 'lat': 52.533035545353, 'long': 13.372851563394653, 'v_hex': '871f1d488ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 39, 'CS_position': 40, 'distance': 3.8817197825623304}"
80,"{'vehicle_id': 135, 'time_send': 164.90318800607668, 'time_enter': 175.5864424401853, 'time_start': 175.5864424401853, 'SOC_end': 100.0, 'SOC_send': 65.0222641379291, 'lat': 52.50006658878038, 'long': 13.402293304820912, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 4.341627217054309}"
81,"{'vehicle_id': 233, 'time_send': 63.73394127508776, 'time_enter': 73.32225743284896, 'time_start': 84.26172704369891, 'SOC_end': 100.0, 'SOC_send': 63.3475041339426, 'lat': 52.54847442941688, 'long': 13.409763245703976, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 85, 'CS_position': 40, 'distance': 3.794158078880601}"
82,"{'vehicle_id': 161, 'time_send': 181.7151415752847, 'time_enter': 189.5225132630235, 'time_start': 202.36570708246268, 'SOC_end': 100.0, 'SOC_send': 92.8844486603645, 'lat': 52.50845242452502, 'long': 13.405994128861126, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 2.9036858438694146}"
83,"{'vehicle_id': 181, 'time_send': 160.40320854514707, 'time_enter': 173.34163772793755, 'time_start': 173.34163772793755, 'SOC_end': 100.0, 'SOC_send': 46.31935829097059, 'lat': 52.54053731672433, 'long': 13.457008619843771, 'v_hex': '871f1d4f3ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 86, 'CS_position': 40, 'distance': 5.469214591395237}"
84,"{'vehicle_id': 122, 'time_send': 163.92577777429133, 'time_enter': 173.88564903205292, 'time_start': 193.57441118825682, 'SOC_end': 100.0, 'SOC_send': 57.83156937696575, 'lat': 52.513717430216914, 'long': 13.467876240615535, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 3.9799356288807917}"
85,"{'vehicle_id': 42, 'time_send': 68.01268618197324, 'time_enter': 81.95642374878294, 'time_start': 81.95642374878294, 'SOC_end': 100.0, 'SOC_send': 69.99746276360536, 'lat': 52.539635237795174, 'long': 13.518562259148098, 'v_hex': '871f1d4c2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 68, 'CS_position': 86, 'distance': 5.971868783404852}"
86,"{'vehicle_id': 127, 'time_send': 180.10100000000008, 'time_enter': 182.8819110606217, 'time_start': 183.2451057331259, 'SOC_end': 100.0, 'SOC_send': 49.84381778787568, 'lat': 52.49583084660118, 'long': 13.447840464317045, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 0.39045553031079777}"
87,"{'vehicle_id': 137, 'time_send': 87.41623754096312, 'time_enter': 93.4179458991324, 'time_start': 107.08746559457504, 'SOC_end': 100.0, 'SOC_send': 63.900747237107936, 'lat': 52.49524910330199, 'long': 13.427613375399465, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 2.0008541790846426}"
88,"{'vehicle_id': 160, 'time_send': 100.44832618890544, 'time_enter': 106.98844808482028, 'time_start': 106.98844808482028, 'SOC_end': 100.0, 'SOC_send': 95.13781173764033, 'lat': 52.49117183635855, 'long': 13.302031521748411, 'v_hex': '871f1d498ffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 48, 'CS_position': 52, 'distance': 2.2700609479574174}"
89,"{'vehicle_id': 108, 'time_send': 233.84598360579815, 'time_enter': 246.27766151814387, 'time_start': 246.27766151814387, 'SOC_end': 100.0, 'SOC_send': 97.84740708918899, 'lat': 52.5754161533301, 'long': 13.375493197412148, 'v_hex': '871f1d4a9ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 58, 'CS_position': 59, 'distance': 5.215838956172863}"
90,"{'vehicle_id': 129, 'time_send': 101.89443522988111, 'time_enter': 110.48580848745492, 'time_start': 113.9272382770823, 'SOC_end': 100.0, 'SOC_send': 64.62111295402377, 'lat': 52.47646822528163, 'long': 13.430807703222499, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 3.295686628786904}"
91,"{'vehicle_id': 140, 'time_send': 149.19818820066556, 'time_enter': 165.26410878208503, 'time_start': 165.26410878208503, 'SOC_end': 100.0, 'SOC_send': 94.80418014774257, 'lat': 52.52418285260073, 'long': 13.494452830750184, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 7.0329602907097435}"
92,"{'vehicle_id': 165, 'time_send': 123.7287052366608, 'time_enter': 134.8247750399346, 'time_start': 134.8247750399346, 'SOC_end': 100.0, 'SOC_send': 66.40574653214277, 'lat': 52.520541814600136, 'long': 13.453054960239239, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 75, 'CS_position': 73, 'distance': 4.548034901636901}"
93,"{'vehicle_id': 170, 'time_send': 188.9315777616639, 'time_enter': 205.9158880564401, 'time_start': 207.9800553663905, 'SOC_end': 100.0, 'SOC_send': 95.81368444766721, 'lat': 52.51750977484221, 'long': 13.509246477683758, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 7.492155147388106}"
94,"{'vehicle_id': 194, 'time_send': 203.09358871314905, 'time_enter': 209.06717698754002, 'time_start': 209.06717698754002, 'SOC_end': 100.0, 'SOC_send': 98.07971124454643, 'lat': 52.53576086748967, 'long': 13.419614772975867, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 85, 'CS_position': 40, 'distance': 1.9867941371954934}"
95,"{'vehicle_id': 219, 'time_send': 79.81348939391745, 'time_enter': 85.46337747161134, 'time_start': 111.82332843085578, 'SOC_end': 100.0, 'SOC_send': 99.13573110839275, 'lat': 52.53606277158657, 'long': 13.403120111892134, 'v_hex': '871f1d48dffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 44, 'CS_position': 40, 'distance': 1.8249440388469407}"
