,0
113,"{'vehicle_id': 173, 'time_send': 214.7716025774733, 'time_enter': 222.2405601936956, 'time_start': 222.2405601936956, 'SOC_end': 100.0, 'SOC_send': 96.64567948450534, 'lat': 52.538633234030236, 'long': 13.436973511140955, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 85, 'CS_position': 86, 'distance': 2.7344788081111453}"
114,"{'vehicle_id': 52, 'time_send': 124.53990806085673, 'time_enter': 135.41380135145153, 'time_start': 135.41380135145153, 'SOC_end': 100.0, 'SOC_send': 66.59370886283504, 'lat': 52.50743510223361, 'long': 13.484187078481115, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 4.4369466452973985}"
115,"{'vehicle_id': 90, 'time_send': 157.41279948787457, 'time_enter': 168.15491121439106, 'time_start': 168.15491121439106, 'SOC_end': 100.0, 'SOC_send': 93.6369400324374, 'lat': 52.49554942818129, 'long': 13.374751636607153, 'v_hex': '871f18b24ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 16, 'CS_position': 18, 'distance': 4.371055863258255}"
116,"{'vehicle_id': 103, 'time_send': 147.02357535290443, 'time_enter': 157.7386984626283, 'time_start': 157.7386984626283, 'SOC_end': 100.0, 'SOC_send': 92.16112870980743, 'lat': 52.49693354118591, 'long': 13.355469043306611, 'v_hex': '871f1d48affffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 41, 'CS_position': 18, 'distance': 4.357561554861936}"
117,"{'vehicle_id': 5, 'time_send': 66.52268717049287, 'time_enter': 74.10110427695537, 'time_start': 74.10110427695537, 'SOC_end': 100.0, 'SOC_send': 66.69546256590144, 'lat': 52.46556780901277, 'long': 13.326147509302773, 'v_hex': '871f1d49bffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 51, 'CS_position': 27, 'distance': 2.789208553231249}"
118,"{'vehicle_id': 128, 'time_send': 180.13200000000006, 'time_enter': 184.43438727931945, 'time_start': 184.43438727931945, 'SOC_end': 100.0, 'SOC_send': 99.53952254413612, 'lat': 52.528154091860664, 'long': 13.34072445594838, 'v_hex': '871f1d48effffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 45, 'CS_position': 45, 'distance': 1.151193639659694}"
119,"{'vehicle_id': 298, 'time_send': 96.22649970476198, 'time_enter': 103.22499275455239, 'time_start': 103.22499275455239, 'SOC_end': 100.0, 'SOC_send': 65.5547000590476, 'lat': 52.50663819671046, 'long': 13.342230019432765, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 2.499246524895207}"
120,"{'vehicle_id': 183, 'time_send': 170.5566829354457, 'time_enter': 177.01701962211493, 'time_start': 210.19481655996373, 'SOC_end': 100.0, 'SOC_send': 97.08866341291086, 'lat': 52.50193243750031, 'long': 13.430016139964716, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 2.2301683433346127}"
121,"{'vehicle_id': 236, 'time_send': 211.3987979704143, 'time_enter': 221.10337461544535, 'time_start': 221.10337461544535, 'SOC_end': 100.0, 'SOC_send': 55.15216211264754, 'lat': 52.475067899910506, 'long': 13.32275555669936, 'v_hex': '871f1d49bffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 51, 'CS_position': 18, 'distance': 3.852288322515519}"
122,"{'vehicle_id': 232, 'time_send': 160.60251906792664, 'time_enter': 170.2225062863164, 'time_start': 175.50447921718217, 'SOC_end': 100.0, 'SOC_send': 97.69418803310776, 'lat': 52.48110018421642, 'long': 13.41570365025465, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 3.809993609194877}"
123,"{'vehicle_id': 16, 'time_send': 113.04500224556665, 'time_enter': 117.33684117458476, 'time_start': 117.33684117458476, 'SOC_end': 100.0, 'SOC_send': 46.35748811401551, 'lat': 52.47074508359377, 'long': 13.348713720772526, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 1.1459194645090538}"
124,"{'vehicle_id': 75, 'time_send': 150.52889949225644, 'time_enter': 156.8818331178306, 'time_start': 156.8818331178306, 'SOC_end': 100.0, 'SOC_send': 89.16407720289492, 'lat': 52.53519616960277, 'long': 13.423796942188394, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 85, 'CS_position': 40, 'distance': 2.1764668127870865}"
125,"{'vehicle_id': 285, 'time_send': 132.1280339412632, 'time_enter': 137.06023700808655, 'time_start': 137.58875262961976, 'SOC_end': 100.0, 'SOC_send': 63.37439321174735, 'lat': 52.51059234352454, 'long': 13.305470510985337, 'v_hex': '871f1d483ffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 36, 'CS_position': 36, 'distance': 1.4661015334116685}"
126,"{'vehicle_id': 278, 'time_send': 195.27179834289353, 'time_enter': 204.67894254268666, 'time_start': 211.7951015841621, 'SOC_end': 100.0, 'SOC_send': 98.5456403314213, 'lat': 52.47376794218344, 'long': 13.430564438904279, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 3.703572099896565}"
127,"{'vehicle_id': 9, 'time_send': 157.4976637412276, 'time_enter': 163.08255435780924, 'time_start': 163.08255435780924, 'SOC_end': 100.0, 'SOC_send': 93.66607759419969, 'lat': 52.51401648078958, 'long': 13.3510523468496, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 1.792445308290823}"
128,"{'vehicle_id': 292, 'time_send': 156.76966529766764, 'time_enter': 169.3749066894048, 'time_start': 171.14830552246946, 'SOC_end': 100.0, 'SOC_send': 94.86075878715957, 'lat': 52.516572951291764, 'long': 13.482910885882145, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 5.3026206958685815}"
129,"{'vehicle_id': 53, 'time_send': 60.01599999999996, 'time_enter': 69.4357564017153, 'time_start': 69.4357564017153, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.41087926964063, 'long': 13.50196109444716, 'v_hex': '871f18b0bffffff', 'CS_location': [52.42903204694833, 13.522938242689461], 'v_position': 10, 'CS_position': 11, 'distance': 3.7098782008576685}"
130,"{'vehicle_id': 83, 'time_send': 56.97922673648998, 'time_enter': 65.53837114539505, 'time_start': 65.53837114539505, 'SOC_end': 100.0, 'SOC_send': 66.91327447102432, 'lat': 52.47377008171596, 'long': 13.397470818242166, 'v_hex': '871f18b20ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 12, 'CS_position': 15, 'distance': 3.2795722044525357}"
131,"{'vehicle_id': 107, 'time_send': 79.9580051539687, 'time_enter': 90.88959036928944, 'time_start': 90.88959036928944, 'SOC_end': 100.0, 'SOC_send': 63.80839896920626, 'lat': 52.556155263395006, 'long': 13.198652414592965, 'v_hex': '871f1d4b0ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 62, 'CS_position': 65, 'distance': 4.465792607660367}"
132,"{'vehicle_id': 146, 'time_send': 95.00483364209424, 'time_enter': 103.4078162002729, 'time_start': 113.49295861064512, 'SOC_end': 100.0, 'SOC_send': 44.13855581571727, 'lat': 52.526971979443786, 'long': 13.462040620472068, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 3.201491279089333}"
133,"{'vehicle_id': 84, 'time_send': 65.57939687199185, 'time_enter': 68.26864713330187, 'time_start': 68.26864713330187, 'SOC_end': 100.0, 'SOC_send': 61.084120625601635, 'lat': 52.448315321763175, 'long': 13.276310743112326, 'v_hex': '871f18869ffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 3, 'CS_position': 3, 'distance': 0.3446251306550108}"
134,"{'vehicle_id': 27, 'time_send': 272.8002991144411, 'time_enter': 281.85089448566725, 'time_start': 281.85089448566725, 'SOC_end': 100.0, 'SOC_send': 95.3947173320406, 'lat': 52.511699012449256, 'long': 13.383210416517045, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 3.525297685613096}"
135,"{'vehicle_id': 76, 'time_send': 300.1890000000002, 'time_enter': 304.2810896598892, 'time_start': 304.2810896598892, 'SOC_end': 100.0, 'SOC_send': 99.5815820680222, 'lat': 52.55227183336484, 'long': 13.344197254323468, 'v_hex': '871f1d4aaffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 59, 'CS_position': 59, 'distance': 1.0460448299445027}"
136,"{'vehicle_id': 208, 'time_send': 80.63052021629866, 'time_enter': 90.28899265499516, 'time_start': 90.28899265499516, 'SOC_end': 100.0, 'SOC_send': 63.673895956740274, 'lat': 52.471263853155676, 'long': 13.274169569593159, 'v_hex': '871f1d49affffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 50, 'CS_position': 3, 'distance': 3.8292362193482425}"
137,"{'vehicle_id': 225, 'time_send': 147.24926346982713, 'time_enter': 153.99337191790644, 'time_start': 153.99337191790644, 'SOC_end': 100.0, 'SOC_send': 97.24929817528489, 'lat': 52.50951648518893, 'long': 13.477130615695257, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 71, 'CS_position': 74, 'distance': 2.3720542240396547}"
138,"{'vehicle_id': 248, 'time_send': 189.12953177043502, 'time_enter': 192.06994104519123, 'time_start': 192.06994104519123, 'SOC_end': 100.0, 'SOC_send': 96.574093645913, 'lat': 52.49866339493995, 'long': 13.289226630947624, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 0.47020463737810236}"
139,"{'vehicle_id': 126, 'time_send': 308.8796060836783, 'time_enter': 313.6798192489596, 'time_start': None, 'SOC_end': 93.47872799690117, 'SOC_send': 94.03877062995743, 'lat': 52.49935310518307, 'long': 13.395987633308977, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.4001065826406454}"
140,"{'vehicle_id': 10, 'time_send': 175.64344682552468, 'time_enter': 181.61672140679622, 'time_start': None, 'SOC_end': 94.87665571864076, 'SOC_send': 95.67131063489506, 'lat': 52.49754554598593, 'long': 13.501693402495368, 'v_hex': '871f1d4deffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 82, 'CS_position': 74, 'distance': 1.9866372906357705}"
141,"{'vehicle_id': 22, 'time_send': 91.81527744361304, 'time_enter': 97.28794794209549, 'time_start': 104.32057605386396, 'SOC_end': 100.0, 'SOC_send': 61.826925876466476, 'lat': 52.50312999174837, 'long': 13.453662648862897, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.736335249241221}"
142,"{'vehicle_id': 130, 'time_send': 155.1223857249366, 'time_enter': 161.59810584004137, 'time_start': 161.59810584004137, 'SOC_end': 100.0, 'SOC_send': 45.375522855012676, 'lat': 52.53367178942095, 'long': 13.452768265382513, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 2.2378600575523815}"
143,"{'vehicle_id': 119, 'time_send': 132.35448683042097, 'time_enter': 141.57269532221346, 'time_start': 141.57269532221346, 'SOC_end': 100.0, 'SOC_send': 61.929102633915804, 'lat': 52.524990493698276, 'long': 13.453472927147125, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 3.609104245896251}"
144,"{'vehicle_id': 288, 'time_send': 120.119, 'time_enter': 134.1266450576069, 'time_start': 134.1266450576069, 'SOC_end': 100.0, 'SOC_send': 73.00793079628508, 'lat': 52.55004168169063, 'long': 13.519512438477296, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 6.003822528803448}"
145,"{'vehicle_id': 109, 'time_send': 285.11334914513327, 'time_enter': 292.11381456556506, 'time_start': 292.11381456556506, 'SOC_end': 100.0, 'SOC_send': 90.17733017097335, 'lat': 52.51689723374481, 'long': 13.389250832861187, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 2.5002327102158914}"
146,"{'vehicle_id': 172, 'time_send': 313.4813271765979, 'time_enter': 323.8055810479997, 'time_start': 323.8055810479997, 'SOC_end': 100.0, 'SOC_send': 95.7037345646804, 'lat': 52.49590635952157, 'long': 13.359899266176248, 'v_hex': '871f1d48affffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 41, 'CS_position': 18, 'distance': 4.162126935700877}"
147,"{'vehicle_id': 199, 'time_send': 104.43071007042488, 'time_enter': 108.40848669713908, 'time_start': 121.76530712365417, 'SOC_end': 100.0, 'SOC_send': 67.46578802911081, 'lat': 52.564475968612456, 'long': 13.399922333021676, 'v_hex': '871f1d4f6ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 88, 'CS_position': 88, 'distance': 0.9888883133571046}"
148,"{'vehicle_id': 266, 'time_send': 49.02055398773871, 'time_enter': 57.63567974983492, 'time_start': 57.63567974983492, 'SOC_end': 100.0, 'SOC_send': 67.79588920245226, 'lat': 52.4389037161449, 'long': 13.366879183165857, 'v_hex': '871f18b31ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 25, 'CS_position': 27, 'distance': 3.3075628810481086}"
149,"{'vehicle_id': 77, 'time_send': 206.46792434140184, 'time_enter': 215.8656708742866, 'time_start': 215.8656708742866, 'SOC_end': 100.0, 'SOC_send': 91.22059505495366, 'lat': 52.53823207036004, 'long': 13.361966273466326, 'v_hex': '871f1d48cffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 43, 'CS_position': 45, 'distance': 3.6988732664423827}"
150,"{'vehicle_id': 101, 'time_send': 184.05690258192894, 'time_enter': 194.53874035753495, 'time_start': 194.53874035753495, 'SOC_end': 100.0, 'SOC_send': 57.76256076366201, 'lat': 52.4819751803656, 'long': 13.397454638543504, 'v_hex': '871f18b20ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 12, 'CS_position': 18, 'distance': 4.240918887803003}"
151,"{'vehicle_id': 67, 'time_send': 186.50271545889564, 'time_enter': 196.6431735114638, 'time_start': 196.6431735114638, 'SOC_end': 100.0, 'SOC_send': 96.58922114848903, 'lat': 52.55148561086942, 'long': 13.3750332222578, 'v_hex': '871f1d4abffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 60, 'CS_position': 59, 'distance': 4.070229026284087}"
152,"{'vehicle_id': 268, 'time_send': 183.2618282194185, 'time_enter': 193.35507911153283, 'time_start': 193.35507911153283, 'SOC_end': 100.0, 'SOC_send': 96.84678522536662, 'lat': 52.52956253292474, 'long': 13.489871250584045, 'v_hex': '871f1d4d5ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 76, 'CS_position': 86, 'distance': 4.046625446057163}"
153,"{'vehicle_id': 24, 'time_send': 186.40227792495222, 'time_enter': 194.66242640396194, 'time_start': 194.66242640396194, 'SOC_end': 100.0, 'SOC_send': 44.4860329781384, 'lat': 52.488241667658244, 'long': 13.371914966298323, 'v_hex': '871f18b24ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 16, 'CS_position': 18, 'distance': 3.1300742395048706}"
154,"{'vehicle_id': 179, 'time_send': 119.53214441067584, 'time_enter': 123.95192591474247, 'time_start': 240.20284276704996, 'SOC_end': 100.0, 'SOC_send': 93.296931346001, 'lat': 52.508828386175175, 'long': 13.381004799644613, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.2098907520333184}"
155,"{'vehicle_id': 294, 'time_send': 316.0685779420862, 'time_enter': 323.77026846123744, 'time_start': 323.9871841763959, 'SOC_end': 100.0, 'SOC_send': 92.78628441158274, 'lat': 52.482795038866406, 'long': 13.425306329021792, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.850845259575615}"
156,"{'vehicle_id': 55, 'time_send': 301.52081763768933, 'time_enter': 311.46626457871116, 'time_start': 311.46626457871116, 'SOC_end': 100.0, 'SOC_send': 91.51052831915521, 'lat': 52.51282308104897, 'long': 13.374680300010366, 'v_hex': '871f1d488ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 39, 'CS_position': 45, 'distance': 3.9727234705109082}"
157,"{'vehicle_id': 99, 'time_send': 185.77088539197683, 'time_enter': 199.00554402551066, 'time_start': 217.05585190625746, 'SOC_end': 100.0, 'SOC_send': 89.24582292160463, 'lat': 52.52722508941869, 'long': 13.394507657628335, 'v_hex': '871f1d489ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 40, 'CS_position': 88, 'distance': 5.617329316766911}"
158,"{'vehicle_id': 286, 'time_send': 113.11672308081623, 'time_enter': 128.47832039129202, 'time_start': 128.47832039129202, 'SOC_end': 100.0, 'SOC_send': 61.49791840670524, 'lat': 52.53567387964063, 'long': 13.48496698131983, 'v_hex': '871f1d4d5ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 76, 'CS_position': 74, 'distance': 6.680798655237898}"
159,"{'vehicle_id': 38, 'time_send': 164.30403985965813, 'time_enter': 180.29409210058748, 'time_start': 184.61527617455815, 'SOC_end': 100.0, 'SOC_send': 53.11310124200107, 'lat': 52.50814453401674, 'long': 13.511419463235972, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 6.995026120464675}"
160,"{'vehicle_id': 154, 'time_send': 338.82062464601773, 'time_enter': 347.39007428540015, 'time_start': 347.39007428540015, 'SOC_end': 100.0, 'SOC_send': 98.23587507079645, 'lat': 52.51166270617737, 'long': 13.45962755693521, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 3.2847248196912036}"
161,"{'vehicle_id': 0, 'time_send': 47.073278132497954, 'time_enter': 52.03470482229591, 'time_start': 52.03470482229591, 'SOC_end': 100.0, 'SOC_send': 72.78534437350041, 'lat': 52.551987271912935, 'long': 13.400491352932685, 'v_hex': '871f1d4f6ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 88, 'CS_position': 88, 'distance': 1.4807133448989782}"
162,"{'vehicle_id': 218, 'time_send': 129.42861558534943, 'time_enter': 136.32985444820844, 'time_start': 136.32985444820844, 'SOC_end': 100.0, 'SOC_send': 63.90924594168571, 'lat': 52.54202367241441, 'long': 13.437741312113156, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 85, 'CS_position': 86, 'distance': 2.4506194314294967}"
163,"{'vehicle_id': 15, 'time_send': 234.08203224415388, 'time_enter': 242.46123063701828, 'time_start': 242.46123063701828, 'SOC_end': 100.0, 'SOC_send': 90.65349611760848, 'lat': 52.48669832251293, 'long': 13.342173406731996, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 3.189599196432196}"
164,"{'vehicle_id': 1, 'time_send': 293.9241785505108, 'time_enter': 298.7189953972843, 'time_start': 298.7189953972843, 'SOC_end': 100.0, 'SOC_send': 97.56994144482665, 'lat': 52.5387015315125, 'long': 13.454552361924542, 'v_hex': '871f1d4f3ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 86, 'CS_position': 86, 'distance': 1.3974084233867412}"
165,"{'vehicle_id': 220, 'time_send': 120.10199999999992, 'time_enter': 136.6670332827678, 'time_start': 152.39009490294637, 'SOC_end': 100.0, 'SOC_send': 73, 'lat': 52.41049976075629, 'long': 13.325465236134665, 'v_hex': '871f18b30ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 24, 'CS_position': 27, 'distance': 7.282516641383939}"
166,"{'vehicle_id': 19, 'time_send': 106.83277972479624, 'time_enter': 118.52943190809279, 'time_start': 118.52943190809279, 'SOC_end': 100.0, 'SOC_send': 61.298820445462525, 'lat': 52.52322646205981, 'long': 13.467338758486953, 'v_hex': '871f1d4d5ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 76, 'CS_position': 74, 'distance': 4.8483260916482775}"
167,"{'vehicle_id': 152, 'time_send': 190.03087246361707, 'time_enter': 200.3568088108408, 'time_start': 200.3568088108408, 'SOC_end': 100.0, 'SOC_send': 46.39382550727658, 'lat': 52.58060577962776, 'long': 13.338996948485518, 'v_hex': '871f1d4a8ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 57, 'CS_position': 59, 'distance': 4.1629681736118584}"
168,"{'vehicle_id': 36, 'time_send': 300.3321144562588, 'time_enter': 306.13646269203196, 'time_start': 317.09196737387845, 'SOC_end': 100.0, 'SOC_send': 87.79033956410859, 'lat': 52.50967769598964, 'long': 13.313093534681581, 'v_hex': '871f1d49dffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 53, 'CS_position': 36, 'distance': 1.9021741178865743}"
169,"{'vehicle_id': 95, 'time_send': 321.52673744342496, 'time_enter': 325.82843882984434, 'time_start': 325.82843882984434, 'SOC_end': 100.0, 'SOC_send': 44.6192785322273, 'lat': 52.53121272856857, 'long': 13.402170119692212, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 1.150850693209683}"
170,"{'vehicle_id': 12, 'time_send': 337.48261568193755, 'time_enter': 342.0596018509107, 'time_start': 342.0596018509107, 'SOC_end': 100.0, 'SOC_send': 50.764523669054114, 'lat': 52.471408125794206, 'long': 13.347329155016524, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 1.2884930844865778}"
171,"{'vehicle_id': 287, 'time_send': 331.75542443407113, 'time_enter': 341.1146351297154, 'time_start': 341.1146351297154, 'SOC_end': 99.99999999999999, 'SOC_send': 44.44891511318578, 'lat': 52.47149780213148, 'long': 13.44740983115406, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 3.6796053478221413}"
172,"{'vehicle_id': 223, 'time_send': 180.14300000000011, 'time_enter': 193.978145234804, 'time_start': 193.978145234804, 'SOC_end': 100.0, 'SOC_send': 74.00399071766091, 'lat': 52.59286343744548, 'long': 13.428603867577554, 'v_hex': '871f1d41bffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 32, 'CS_position': 88, 'distance': 5.91757261740195}"
173,"{'vehicle_id': 169, 'time_send': 217.39998738237384, 'time_enter': 232.36014572389536, 'time_start': 232.36014572389536, 'SOC_end': 100.0, 'SOC_send': 38.01915339277554, 'lat': 52.53084116812238, 'long': 13.400046435644462, 'v_hex': '871f1d489ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 40, 'CS_position': 45, 'distance': 6.480079170760762}"
174,"{'vehicle_id': 233, 'time_send': 141.56596494978686, 'time_enter': 149.26078409695037, 'time_start': 149.26078409695037, 'SOC_end': 100.0, 'SOC_send': 56.51164267609167, 'lat': 52.44201145764149, 'long': 13.298860814263438, 'v_hex': '871f18b34ffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 26, 'CS_position': 3, 'distance': 2.8474095735817593}"
175,"{'vehicle_id': 138, 'time_send': 240.1630000000002, 'time_enter': 247.03512223408444, 'time_start': 249.27651773104054, 'SOC_end': 100.0, 'SOC_send': 93.54394385897353, 'lat': 52.4694995972953, 'long': 13.401897639376525, 'v_hex': '871f18b20ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 12, 'CS_position': 15, 'distance': 2.436061117042117}"
176,"{'vehicle_id': 197, 'time_send': 180.1380000000001, 'time_enter': 194.06880876790677, 'time_start': 194.06880876790677, 'SOC_end': 100.0, 'SOC_send': 70.6319217067304, 'lat': 52.426329647567385, 'long': 13.444256492703127, 'v_hex': '871f18b01ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 5, 'CS_position': 15, 'distance': 5.965404383953335}"
177,"{'vehicle_id': 212, 'time_send': 60.05499999999987, 'time_enter': 68.98521251726682, 'time_start': 68.98521251726682, 'SOC_end': 100.0, 'SOC_send': 72, 'lat': 52.44917499648842, 'long': 13.382832065219782, 'v_hex': '871f18b22ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 14, 'CS_position': 15, 'distance': 3.4651062586334724}"
178,"{'vehicle_id': 235, 'time_send': 180.14500000000012, 'time_enter': 194.0758087679068, 'time_start': 194.6273382584791, 'SOC_end': 100.0, 'SOC_send': 69.99109809047557, 'lat': 52.426329647567385, 'long': 13.444256492703127, 'v_hex': '871f18b01ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 5, 'CS_position': 15, 'distance': 5.965404383953335}"
179,"{'vehicle_id': 270, 'time_send': 240.17800000000028, 'time_enter': 244.2700896598893, 'time_start': 244.2700896598893, 'SOC_end': 100.0, 'SOC_send': 99.5815820680222, 'lat': 52.55227183336484, 'long': 13.344197254323468, 'v_hex': '871f1d4aaffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 59, 'CS_position': 59, 'distance': 1.0460448299445027}"
180,"{'vehicle_id': 3, 'time_send': 361.65536085550184, 'time_enter': 370.11497569558225, 'time_start': 370.11497569558225, 'SOC_end': 100.0, 'SOC_send': 94.2425041774764, 'lat': 52.476800224689605, 'long': 13.46294689493573, 'v_hex': '871f18b2cffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 21, 'CS_position': 73, 'distance': 3.2298074200402054}"
181,"{'vehicle_id': 37, 'time_send': 212.95716466302008, 'time_enter': 221.6006498205944, 'time_start': 221.6006498205944, 'SOC_end': 100.0, 'SOC_send': 54.16658983663798, 'lat': 52.54492667039626, 'long': 13.30824719093283, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 3.321742578787161}"
182,"{'vehicle_id': 194, 'time_send': 263.5369754982597, 'time_enter': 269.85511548529956, 'time_start': 269.85511548529956, 'SOC_end': 100.0, 'SOC_send': 94.49260490034806, 'lat': 52.53074143589417, 'long': 13.389497940806622, 'v_hex': '871f1d48dffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 44, 'CS_position': 40, 'distance': 2.1590699935199185}"
183,"{'vehicle_id': 243, 'time_send': 275.6756344175405, 'time_enter': 282.89668309877646, 'time_start': 282.89668309877646, 'SOC_end': 100.0, 'SOC_send': 93.2648731164919, 'lat': 52.51630356984095, 'long': 13.362526699515314, 'v_hex': '871f1d488ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 39, 'CS_position': 45, 'distance': 2.610524340617979}"
