,0
40,"{'vehicle_id': 255, 'time_send': 59.718078497802786, 'time_enter': 69.39532589143597, 'time_start': 76.06432842398644, 'SOC_end': 100.0, 'SOC_send': 67.05638430043945, 'lat': 52.515709549780645, 'long': 13.375142421255651, 'v_hex': '871f1d488ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 39, 'CS_position': 40, 'distance': 3.838623696816594}"
41,"{'vehicle_id': 251, 'time_send': 54.930846195798225, 'time_enter': 60.62594619636266, 'time_start': 60.62594619636266, 'SOC_end': 100.0, 'SOC_send': 68.81383076084035, 'lat': 52.549535217316766, 'long': 13.350671026261827, 'v_hex': '871f1d48cffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 43, 'CS_position': 59, 'distance': 1.8475500002822196}"
42,"{'vehicle_id': 272, 'time_send': 60.070999999999835, 'time_enter': 71.12703735303975, 'time_start': 71.12703735303975, 'SOC_end': 100.0, 'SOC_send': 73, 'lat': 52.55336428232113, 'long': 13.29131007695, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 4.528018676519956}"
43,"{'vehicle_id': 129, 'time_send': 23.663592888745526, 'time_enter': 41.72115990860462, 'time_start': 41.72115990860462, 'SOC_end': 100.0, 'SOC_send': 67.2672814222509, 'lat': 52.51763213384394, 'long': 13.515281441282013, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 72, 'CS_position': 73, 'distance': 8.028783509929546}"
44,"{'vehicle_id': 214, 'time_send': 98.29641739090287, 'time_enter': 103.76652861241722, 'time_start': 103.76652861241722, 'SOC_end': 100.0, 'SOC_send': 97.83048076208759, 'lat': 52.53207730461474, 'long': 13.395542856333318, 'v_hex': '871f1d48dffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 44, 'CS_position': 40, 'distance': 1.7350556107571737}"
45,"{'vehicle_id': 152, 'time_send': 28.62841159493296, 'time_enter': 34.511048868032056, 'time_start': 34.511048868032056, 'SOC_end': 100.0, 'SOC_send': 70.27431768101341, 'lat': 52.56555948616709, 'long': 13.325393100744003, 'v_hex': '871f1d4aeffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 61, 'CS_position': 59, 'distance': 1.9413186365495472}"
46,
47,"{'vehicle_id': 241, 'time_send': 56.91998124689496, 'time_enter': 64.8847787930146, 'time_start': 64.8847787930146, 'SOC_end': 100.0, 'SOC_send': 66.616003750621, 'lat': 52.5336189886361, 'long': 13.35970038286478, 'v_hex': '871f1d48cffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 43, 'CS_position': 45, 'distance': 2.982398773059819}"
48,
49,
50,"{'vehicle_id': 258, 'time_send': 42.339018504974064, 'time_enter': 47.733898760342186, 'time_start': 47.733898760342186, 'SOC_end': 100.0, 'SOC_send': 67.73219629900518, 'lat': 52.510319744659526, 'long': 13.310937616792987, 'v_hex': '871f1d49dffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 53, 'CS_position': 36, 'distance': 1.6974401276840623}"
51,"{'vehicle_id': 210, 'time_send': 75.91017628455137, 'time_enter': 83.48603578370466, 'time_start': 115.24478020226786, 'SOC_end': 100.0, 'SOC_send': 97.21796474308972, 'lat': 52.4995631620561, 'long': 13.42152645912574, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 2.7879297495766475}"
52,"{'vehicle_id': 66, 'time_send': 105.83407416380741, 'time_enter': 119.04535831013463, 'time_start': 128.74363747989509, 'SOC_end': 100.0, 'SOC_send': 61.23318516723852, 'lat': 52.53765608823122, 'long': 13.460553631253813, 'v_hex': '871f1d4f3ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 86, 'CS_position': 40, 'distance': 5.60564207316361}"
53,"{'vehicle_id': 265, 'time_send': 135.5455347805324, 'time_enter': 142.20862043910518, 'time_start': 142.20862043910518, 'SOC_end': 100.0, 'SOC_send': 92.29216162751374, 'lat': 52.48302073466638, 'long': 13.432000467834918, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 2.3315428292863842}"
54,"{'vehicle_id': 244, 'time_send': 104.75579849760325, 'time_enter': 113.62727841280339, 'time_start': 113.62727841280339, 'SOC_end': 100.0, 'SOC_send': 68.84884030047935, 'lat': 52.512614858919385, 'long': 13.307798163615642, 'v_hex': '871f1d483ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 36, 'CS_position': 45, 'distance': 3.4357399576000676}"
55,"{'vehicle_id': 113, 'time_send': 115.30075248990883, 'time_enter': 126.29460409211904, 'time_start': 126.29460409211904, 'SOC_end': 100.0, 'SOC_send': 45.73984950201823, 'lat': 52.493467333929395, 'long': 13.335669347087695, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 4.496925801105104}"
56,"{'vehicle_id': 253, 'time_send': 48.16561450844253, 'time_enter': 56.24184152029642, 'time_start': 56.24184152029642, 'SOC_end': 100.0, 'SOC_send': 66.7668770983115, 'lat': 52.47859650332293, 'long': 13.387015130272573, 'v_hex': '871f18b20ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 12, 'CS_position': 18, 'distance': 3.038113505926943}"
57,"{'vehicle_id': 158, 'time_send': 27.48992001065252, 'time_enter': 33.181864813435105, 'time_start': 33.181864813435105, 'SOC_end': 100.0, 'SOC_send': 71.1020159978695, 'lat': 52.510378173866215, 'long': 13.339376372885209, 'v_hex': '871f1d48effffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 45, 'CS_position': 45, 'distance': 1.8459724013912941}"
58,"{'vehicle_id': 81, 'time_send': 60.02499999999994, 'time_enter': 65.45410038382977, 'time_start': 65.45410038382977, 'SOC_end': 100.0, 'SOC_send': 70, 'lat': 52.45647077565056, 'long': 13.262667511866978, 'v_hex': '871f18869ffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 3, 'CS_position': 3, 'distance': 1.714550191914912}"
59,"{'vehicle_id': 217, 'time_send': 144.08094142825038, 'time_enter': 152.04989477075372, 'time_start': 152.04989477075372, 'SOC_end': 100.0, 'SOC_send': 68.38381171434992, 'lat': 52.51632387596909, 'long': 13.384151889647432, 'v_hex': '871f1d488ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 39, 'CS_position': 40, 'distance': 2.9844766712516773}"
60,"{'vehicle_id': 153, 'time_send': 30.136263827377256, 'time_enter': 37.325402608237106, 'time_start': 37.325402608237106, 'SOC_end': 100.0, 'SOC_send': 67.97274723452455, 'lat': 52.515969738166774, 'long': 13.362163031011978, 'v_hex': '871f1d488ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 39, 'CS_position': 45, 'distance': 2.5945693904299234}"
61,"{'vehicle_id': 231, 'time_send': 46.92278226425114, 'time_enter': 58.70197764267311, 'time_start': 58.70197764267311, 'SOC_end': 100.0, 'SOC_send': 70.01544354714977, 'lat': 52.441875631198506, 'long': 13.354369555207262, 'v_hex': '871f18b31ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 25, 'CS_position': 18, 'distance': 4.889597689210984}"
62,"{'vehicle_id': 189, 'time_send': 26.31369185482227, 'time_enter': 32.680525819532505, 'time_start': 32.680525819532505, 'SOC_end': 100.0, 'SOC_send': 70.33726162903555, 'lat': 52.443943377858105, 'long': 13.413851955437472, 'v_hex': '871f18b04ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 7, 'CS_position': 15, 'distance': 2.1834169823551166}"
63,
64,"{'vehicle_id': 216, 'time_send': 47.82382482517842, 'time_enter': 63.499021237655654, 'time_start': 63.499021237655654, 'SOC_end': 100.0, 'SOC_send': 71.03523503496432, 'lat': 52.452610612721756, 'long': 13.449775217952158, 'v_hex': '871f18b2effffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 23, 'CS_position': 73, 'distance': 6.837598206238615}"
65,
66,
67,
68,"{'vehicle_id': 13, 'time_send': 67.6531276112153, 'time_enter': 73.30304628420163, 'time_start': 73.30304628420163, 'SOC_end': 100.0, 'SOC_send': 71.46937447775694, 'lat': 52.52810397883318, 'long': 13.313414107227269, 'v_hex': '871f1d481ffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 34, 'CS_position': 36, 'distance': 1.8249593364931658}"
69,"{'vehicle_id': 149, 'time_send': 74.96616177671767, 'time_enter': 83.98747527571908, 'time_start': 83.98747527571908, 'SOC_end': 100.0, 'SOC_send': 97.00676764465646, 'lat': 52.4935684169112, 'long': 13.366855031691763, 'v_hex': '871f18b24ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 16, 'CS_position': 42, 'distance': 3.5106567495007064}"
70,"{'vehicle_id': 230, 'time_send': 51.01293209212111, 'time_enter': 58.42285860368163, 'time_start': 58.42285860368163, 'SOC_end': 100.0, 'SOC_send': 68.19741358157579, 'lat': 52.53900282870578, 'long': 13.424350179310748, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 85, 'CS_position': 40, 'distance': 2.704963255780262}"
71,"{'vehicle_id': 71, 'time_send': 21.275182310014255, 'time_enter': 25.52533245496911, 'time_start': 25.52533245496911, 'SOC_end': 100.0, 'SOC_send': 68.94496353799715, 'lat': 52.50749521726753, 'long': 13.381635025108674, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.1250750724774266}"
72,"{'vehicle_id': 249, 'time_send': 19.163106102279933, 'time_enter': 27.262092093032948, 'time_start': 27.262092093032948, 'SOC_end': 100.0, 'SOC_send': 68.56737877954401, 'lat': 52.50366388414428, 'long': 13.509359204000758, 'v_hex': '871f1d4deffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 82, 'CS_position': 74, 'distance': 3.0494929953765073}"
73,"{'vehicle_id': 65, 'time_send': 171.90333541504654, 'time_enter': 176.5972968703771, 'time_start': None, 'SOC_end': 98.17030486619274, 'SOC_send': 98.70909715725885, 'lat': 52.515564810736215, 'long': 13.392645964923489, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.3469807276652859}"
74,"{'vehicle_id': 198, 'time_send': 60.05199999999988, 'time_enter': 79.79689894148, 'time_start': 79.79689894148, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.576467204817895, 'long': 13.532487907975945, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 8.87244947074006}"
75,"{'vehicle_id': 242, 'time_send': 28.348975864155882, 'time_enter': 36.74209667234054, 'time_start': 36.74209667234054, 'SOC_end': 100.0, 'SOC_send': 68.13020482716881, 'lat': 52.51052877523092, 'long': 13.428118921434141, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 77, 'CS_position': 40, 'distance': 3.1965604040923283}"
76,"{'vehicle_id': 33, 'time_send': 87.13715401640059, 'time_enter': 94.7849654046946, 'time_start': 94.7849654046946, 'SOC_end': 100.0, 'SOC_send': 68.77256919671989, 'lat': 52.48674350930591, 'long': 13.349927215793352, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 2.823905694147006}"
77,"{'vehicle_id': 86, 'time_send': 106.54971201290465, 'time_enter': 117.10260316029692, 'time_start': 117.10260316029692, 'SOC_end': 100.0, 'SOC_send': 69.3877280422015, 'lat': 52.49310624806093, 'long': 13.338819123221327, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 4.276445573696133}"
78,"{'vehicle_id': 95, 'time_send': 77.7418473328742, 'time_enter': 83.2156000327147, 'time_start': 83.2156000327147, 'SOC_end': 100.0, 'SOC_send': 67.65163053342516, 'lat': 52.46722927270293, 'long': 13.344050297428975, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 1.7368763499202546}"
79,"{'vehicle_id': 108, 'time_send': 116.75392543417311, 'time_enter': 132.26776494679552, 'time_start': 132.26776494679552, 'SOC_end': 100.0, 'SOC_send': 65.44337473452606, 'lat': 52.44189046323776, 'long': 13.313849969874136, 'v_hex': '871f18b34ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 26, 'CS_position': 18, 'distance': 6.7569197563112}"
80,"{'vehicle_id': 127, 'time_send': 104.0744452790083, 'time_enter': 114.332255960159, 'time_start': 114.332255960159, 'SOC_end': 100.0, 'SOC_send': 61.697730672937396, 'lat': 52.486521824859764, 'long': 13.328443277947526, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 4.128905340575352}"
81,"{'vehicle_id': 192, 'time_send': 79.22205491211855, 'time_enter': 84.73552161549392, 'time_start': 84.73552161549392, 'SOC_end': 100.0, 'SOC_send': 70.15558901757629, 'lat': 52.4809939462357, 'long': 13.354692217297185, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 1.7567333516876833}"
82,"{'vehicle_id': 280, 'time_send': 28.08387233042027, 'time_enter': 36.32665928285794, 'time_start': 36.32665928285794, 'SOC_end': 100.0, 'SOC_send': 74.58322553391595, 'lat': 52.521157595885974, 'long': 13.379341674236997, 'v_hex': '871f1d488ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 39, 'CS_position': 40, 'distance': 3.1213934762188345}"
83,"{'vehicle_id': 159, 'time_send': 24.934532376470198, 'time_enter': 35.52982295017665, 'time_start': 35.52982295017665, 'SOC_end': 100.0, 'SOC_send': 68.41309352470597, 'lat': 52.58472108725155, 'long': 13.418709925899103, 'v_hex': '871f1d4f4ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 87, 'CS_position': 88, 'distance': 4.297645286853226}"
84,"{'vehicle_id': 221, 'time_send': 170.02157561250277, 'time_enter': 187.49151989848687, 'time_start': 187.49151989848687, 'SOC_end': 100.0, 'SOC_send': 54.146649830768915, 'lat': 52.46516296731795, 'long': 13.284669493333976, 'v_hex': '871f1d49affffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 50, 'CS_position': 18, 'distance': 7.734972142992051}"
85,"{'vehicle_id': 14, 'time_send': 177.62487579598775, 'time_enter': 186.04750069903443, 'time_start': 194.6835336469157, 'SOC_end': 100.0, 'SOC_send': 60.27502484080246, 'lat': 52.47545606823666, 'long': 13.457801817045102, 'v_hex': '871f18b2cffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 21, 'CS_position': 73, 'distance': 3.211312451523339}"
86,"{'vehicle_id': 256, 'time_send': 190.14948532726626, 'time_enter': 195.07751890131033, 'time_start': 195.07751890131033, 'SOC_end': 100.0, 'SOC_send': 97.97010293454674, 'lat': 52.51951546349305, 'long': 13.288554673819903, 'v_hex': '871f1d483ffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 36, 'CS_position': 36, 'distance': 1.4640167870220395}"
87,"{'vehicle_id': 48, 'time_send': 180.93596916881773, 'time_enter': 188.41789417121228, 'time_start': None, 'SOC_end': 94.31642116575755, 'SOC_send': 95.41280616623645, 'lat': 52.49963535241377, 'long': 13.42206829182945, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 2.7409625011972745}"
88,"{'vehicle_id': 50, 'time_send': 94.43900224841944, 'time_enter': 100.31454891839937, 'time_start': 100.31454891839937, 'SOC_end': 100.0, 'SOC_send': 94.7121995503161, 'lat': 52.51494505849989, 'long': 13.35409621945501, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 1.9377733349899664}"
89,"{'vehicle_id': 290, 'time_send': 46.273736136989655, 'time_enter': 58.60672038439228, 'time_start': 61.10289103947872, 'SOC_end': 100.0, 'SOC_send': 67.74525277260207, 'lat': 52.49693764139967, 'long': 13.390514782112955, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 5.166492123701313}"
90,"{'vehicle_id': 121, 'time_send': 120.08999999999986, 'time_enter': 124.18208965988887, 'time_start': 124.18208965988887, 'SOC_end': 100.0, 'SOC_send': 99.5815820680222, 'lat': 52.55227183336484, 'long': 13.344197254323468, 'v_hex': '871f1d4aaffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 59, 'CS_position': 59, 'distance': 1.0460448299445027}"
91,"{'vehicle_id': 287, 'time_send': 87.62975376332214, 'time_enter': 97.64685758594311, 'time_start': 97.64685758594311, 'SOC_end': 100.0, 'SOC_send': 71.27404924733557, 'lat': 52.45055771666037, 'long': 13.339237576113527, 'v_hex': '871f18b35ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 27, 'CS_position': 18, 'distance': 4.0085519113104855}"
92,
93,"{'vehicle_id': 82, 'time_send': 82.0359259353977, 'time_enter': 92.3892053605085, 'time_start': 104.28953747829391, 'SOC_end': 100.0, 'SOC_send': 65.39281481292046, 'lat': 52.51840086448985, 'long': 13.451728151779259, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 4.176639712555403}"
94,"{'vehicle_id': 124, 'time_send': 210.04928542328452, 'time_enter': 221.05964387630473, 'time_start': 221.05964387630473, 'SOC_end': 100.0, 'SOC_send': 94.00222892141574, 'lat': 52.54682044682015, 'long': 13.377429178123517, 'v_hex': '871f1d48dffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 44, 'CS_position': 59, 'distance': 4.505179226510116}"
95,
96,"{'vehicle_id': 247, 'time_send': 180.14800000000014, 'time_enter': 184.45038727931953, 'time_start': None, 'SOC_end': 99.07904508827224, 'SOC_send': 99.53952254413612, 'lat': 52.528154091860664, 'long': 13.34072445594838, 'v_hex': '871f1d48effffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 45, 'CS_position': 45, 'distance': 1.151193639659694}"
97,"{'vehicle_id': 56, 'time_send': 133.29220994033082, 'time_enter': 140.8004171916597, 'time_start': 140.8004171916597, 'SOC_end': 100.0, 'SOC_send': 94.92314007995603, 'lat': 52.50265681263999, 'long': 13.424517199017863, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 2.7541036256644373}"
98,"{'vehicle_id': 289, 'time_send': 119.25432691825961, 'time_enter': 129.26865407136816, 'time_start': 129.26865407136816, 'SOC_end': 100.0, 'SOC_send': 63.14913461634807, 'lat': 52.479055598585305, 'long': 13.322930508236489, 'v_hex': '871f1d49bffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 51, 'CS_position': 18, 'distance': 4.007163576554272}"
99,"{'vehicle_id': 156, 'time_send': 45.8378875497103, 'time_enter': 53.1486449699235, 'time_start': 53.1486449699235, 'SOC_end': 100.0, 'SOC_send': 68.43242249005793, 'lat': 52.47268385684484, 'long': 13.418859096375488, 'v_hex': '871f18b21ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 13, 'CS_position': 15, 'distance': 2.655378710106599}"
100,"{'vehicle_id': 162, 'time_send': 171.59981260781888, 'time_enter': 180.7820502203143, 'time_start': 180.7820502203143, 'SOC_end': 100.0, 'SOC_send': 94.37918834768654, 'lat': 52.46742294372563, 'long': 13.445125288251845, 'v_hex': '871f18b2effffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 23, 'CS_position': 15, 'distance': 3.5911188062477013}"
101,"{'vehicle_id': 165, 'time_send': 58.306218248236235, 'time_enter': 64.44938126299837, 'time_start': 64.44938126299837, 'SOC_end': 100.0, 'SOC_send': 68.13875635035276, 'lat': 52.4654873203084, 'long': 13.429149770784175, 'v_hex': '871f18b21ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 13, 'CS_position': 15, 'distance': 2.07158150738107}"
102,"{'vehicle_id': 186, 'time_send': 142.0027073040649, 'time_enter': 150.98514514798293, 'time_start': 150.98514514798293, 'SOC_end': 100.0, 'SOC_send': 93.92892950458565, 'lat': 52.47261668132429, 'long': 13.43711299862241, 'v_hex': '871f18b21ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 13, 'CS_position': 15, 'distance': 3.4912189219590237}"
103,"{'vehicle_id': 238, 'time_send': 42.66495032386807, 'time_enter': 50.75755603278057, 'time_start': 50.75755603278057, 'SOC_end': 100.0, 'SOC_send': 70.06700993522638, 'lat': 52.443576246635374, 'long': 13.394092179339031, 'v_hex': '871f18b04ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 7, 'CS_position': 15, 'distance': 3.046302854456251}"
104,"{'vehicle_id': 123, 'time_send': 60.03499999999992, 'time_enter': 69.10649180968986, 'time_start': 69.10649180968986, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.43166663246465, 'long': 13.347725966334949, 'v_hex': '871f18b31ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 25, 'CS_position': 27, 'distance': 3.5357459048449664}"
105,"{'vehicle_id': 269, 'time_send': 60.06899999999984, 'time_enter': 65.23655718435565, 'time_start': 65.23655718435565, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.44983567058091, 'long': 13.404149248745147, 'v_hex': '871f18b23ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 15, 'CS_position': 15, 'distance': 1.5837785921779064}"
106,"{'vehicle_id': 275, 'time_send': 59.569701657753555, 'time_enter': 64.4096155279697, 'time_start': 64.4096155279697, 'SOC_end': 100.0, 'SOC_send': 67.2860596684493, 'lat': 52.522399590130696, 'long': 13.213266949035301, 'v_hex': '871f1d4b3ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 65, 'CS_position': 65, 'distance': 1.4199569351080736}"
107,"{'vehicle_id': 190, 'time_send': 34.727451007828506, 'time_enter': 42.025467921932695, 'time_start': 42.025467921932695, 'SOC_end': 100.0, 'SOC_send': 69.0545097984343, 'lat': 52.51154624286925, 'long': 13.481939314268622, 'v_hex': '871f1d4d1ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 72, 'CS_position': 74, 'distance': 2.649008457052094}"
108,"{'vehicle_id': 60, 'time_send': 55.07600721863021, 'time_enter': 63.603974806519, 'time_start': 63.603974806519, 'SOC_end': 100.0, 'SOC_send': 71.38479855627396, 'lat': 52.46647178766119, 'long': 13.284899553639264, 'v_hex': '871f1d49affffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 50, 'CS_position': 3, 'distance': 3.2639837939443948}"
109,"{'vehicle_id': 213, 'time_send': 54.270038237058564, 'time_enter': 57.764304681813385, 'time_start': 57.764304681813385, 'SOC_end': 100.0, 'SOC_send': 66.3459923525883, 'lat': 52.44481962281938, 'long': 13.277466703225615, 'v_hex': '871f18869ffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 3, 'CS_position': 3, 'distance': 0.747133222377409}"
110,"{'vehicle_id': 93, 'time_send': 32.68062995442675, 'time_enter': 43.7474637727252, 'time_start': 43.7474637727252, 'SOC_end': 100.0, 'SOC_send': 66.46387400911465, 'lat': 52.430241669391144, 'long': 13.406880678698604, 'v_hex': '871f18b04ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 7, 'CS_position': 15, 'distance': 4.533416909149224}"
111,"{'vehicle_id': 104, 'time_send': 60.02999999999993, 'time_enter': 79.77489894148005, 'time_start': 79.77489894148005, 'SOC_end': 100.0, 'SOC_send': 74, 'lat': 52.576467204817895, 'long': 13.532487907975945, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 8.87244947074006}"
112,"{'vehicle_id': 271, 'time_send': 112.4943811531594, 'time_enter': 116.58046897323186, 'time_start': 117.58310449631242, 'SOC_end': 100.0, 'SOC_send': 44.77068677403601, 'lat': 52.4892300459433, 'long': 13.454463137106814, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.0430439100362316}"
