,id,origin,destination,origin_zone,mode,destination_zone,arrival_time,pickup_time,waiting_time
630,"(4, 33)","[52.54567986414642, 13.289306933819867]","[52.53230093180368, 13.270559363036698]",33,finished,33,[224.60330524],238.01065058294674,[13.40734534]
631,"(3, 32)","[52.60689058875727, 13.45063200451274]","[52.53370709822952, 13.416934775357772]",32,finished,85,[202.90345221],222.36661336563958,[19.46316116]
632,"(19, 40)","[52.515167948903255, 13.424099989353781]","[52.48636522440524, 13.432479163459075]",40,finished,73,[235.80418109],238.36119637329193,[2.55701529]
633,"(4, 19)","[52.46811458944746, 13.51855778711308]","[52.475139396157594, 13.401465975387103]",19,finished,12,[204.81066087],224.86580053675655,[20.05513967]
634,"(17, 41)","[52.49647512824123, 13.341107645053173]","[52.48123221562494, 13.322901113386216]",41,finished,49,[235.23133487],242.74920705384727,[7.51787218]
635,"(13, 36)","[52.51482950422998, 13.28629410663326]","[52.53241920281258, 13.373238883489112]",36,finished,39,[224.02884306],231.69294030134208,[7.66409724]
636,"(28, 13)","[52.47428767884523, 13.424532736119982]","[52.49806542329061, 13.400021423537874]",13,finished,17,[234.04786647],241.0488755971529,[7.00100912]
637,"(4, 34)","[52.53562649897454, 13.331467928433032]","[52.553271132971986, 13.353283496578324]",34,finished,59,[237.0555439],243.12632800888153,[6.07078411]
638,"(13, 76)","[52.53892832959157, 13.488037912955607]","[52.51800031925304, 13.412343176338709]",76,finished,40,[226.22610429],233.7126592261192,[7.48655494]
639,"(8, 10)","[52.400249908876646, 13.541498511728216]","[52.48020510440813, 13.332103439984051]",10,finished,49,[189.71923666],201.38882597198995,[11.66958931]
640,"(5, 29)","[52.4253486674027, 13.56416781553161]","[52.50233587394881, 13.278772548069785]",29,finished,52,[179.99339029],188.9727763900526,[8.9793861]
641,"(10, 7)","[52.42986866700368, 13.397187607499971]","[52.52930321784905, 13.365965735422947]",7,finished,39,[209.90634089],218.8151530756676,[8.90881219]
642,"(6, 29)","[52.435474710350086, 13.566836790395413]","[52.49234628548929, 13.357048907460005]",29,finished,49,[195.14830192],205.93763843114183,[10.78933651]
643,"(7, 65)","[52.53632139503439, 13.214522285245696]","[52.54360151873623, 13.206155292752642]",65,finished,62,[222.68123954],250.95619544096215,[28.2749559]
644,"(4, 69)","[52.54945728779154, 13.503888258817822]","[52.50808536335883, 13.472875424708048]",69,finished,71,[229.88624728],239.38173821703924,[9.49549093]
645,"(10, 50)","[52.462500218166454, 13.27879497330161]","[52.48189232441427, 13.33535030678273]",50,finished,49,[228.56647035],241.48793871899224,[12.92146836]
646,"(4, 80)","[52.50911953681063, 13.521933511948943]","[52.521916952236886, 13.471767629066957]",80,finished,71,[225.02171635],244.1170967749652,[19.09538043]
647,"(5, 19)","[52.47069869171343, 13.508216377943084]","[52.514789914985904, 13.393854289649038]",19,finished,42,[215.33880786],227.85659167845074,[12.51778381]
648,"(18, 53)","[52.496430173173536, 13.320951087230766]","[52.50454563723535, 13.31281541862474]",53,finished,53,[242.64019962],253.16458559636496,[10.52438597]
649,"(2, 2)","[52.40158820829709, 13.201058833673505]","[52.503732936208046, 13.284755112920227]",2,finished,52,195.99704228442434,219.41645163280904,23.419409348384704
650,"(9, 50)","[52.472093471660536, 13.301646588656064]","[52.52508044179554, 13.312157549762187]",50,finished,36,[225.23661721],239.86812405129916,[14.63150684]
651,"(5, 24)","[52.432861703659164, 13.324615148163774]","[52.46169073820288, 13.310627439599285]",24,finished,26,[236.38705304],247.6713824850818,[11.28432944]
652,"(10, 51)","[52.46190337276342, 13.336726022934913]","[52.46384364253335, 13.36566298490039]",51,finished,14,[244.79387611],251.8988663436065,[7.10499024]
653,"(14, 37)","[52.54572440617237, 13.313701507331883]","[52.556527919739914, 13.3916916746993]",37,finished,88,[233.85991135],241.58013152303437,[7.72022017]
654,"(8, 74)","[52.496281568977786, 13.488502513672918]","[52.53390731733779, 13.418140725698661]",74,finished,40,[234.27775555],239.25278815076146,[4.9750326]
655,"(8, 27)","[52.45463452673756, 13.347216542618453]","[52.478356871155825, 13.331976638282043]",27,finished,49,[244.87970202],249.8149644061,[4.93526238]
656,"(7, 27)","[52.44367299427011, 13.327144296672598]","[52.465044198502156, 13.333317936935867]",27,finished,51,[236.90127113],251.30474130076203,[14.40347018]
657,"(3, 28)","[52.43711583175298, 13.286437988301827]","[52.477530071522544, 13.266049537327856]",28,finished,54,[222.08849327],244.77482386326335,[22.68633059]
658,"(15, 37)","[52.551542015971144, 13.2997408017559]","[52.52984106415203, 13.321994496579876]",37,finished,45,[240.98501242],251.43943696911376,[10.45442455]
659,"(9, 27)","[52.46226029252132, 13.329393201965019]","[52.46362559628683, 13.345199964767035]",27,finished,27,[247.58808398],256.8751714293076,[9.28708745]
660,"(14, 36)","[52.520678374969314, 13.29701794032037]","[52.53074143589417, 13.389497940806622]",36,finished,44,[230.63353206],242.40963691876615,[11.77610486]
661,"(5, 62)","[52.55380895907658, 13.206311537737733]","[52.50974625614911, 13.455821856374287]",62,finished,71,[182.99031605],208.80320990290164,[25.81289386]
662,"(3, 69)","[52.53933718419504, 13.51023183350806]","[52.515800279278814, 13.423322186124068]",69,finished,40,[224.33979881],244.07504295372814,[19.73524415]
663,"(17, 73)","[52.504990543076175, 13.440812076635659]","[52.48555021088472, 13.366432535290945]",73,finished,16,[245.63081019],248.95529074042258,[3.32448055]
664,"(9, 88)","[52.56986111654546, 13.413019152639015]","[52.552558695988694, 13.42683405813882]",88,finished,83,[252.38613317],259.5278826827152,[7.14174951]
665,"(16, 73)","[52.4967273952618, 13.453922024454622]","[52.461263568177635, 13.46585547825503]",73,finished,23,[244.29653851],254.29302597120002,[9.99648746]
666,"(23, 77)","[52.502157269416756, 13.410400120789626]","[52.55055500277187, 13.37280168846195]",77,finished,44,[242.6684016],248.96724878921293,[6.29884719]
667,"(10, 27)","[52.4607609386693, 13.334787901673561]","[52.47302579747207, 13.357058225245133]",27,finished,18,[254.07141508],261.2359364539532,[7.16452137]
668,"(6, 59)","[52.56152286594505, 13.340272469315494]","[52.48409912442342, 13.415723795272877]",59,finished,17,[232.61440332],237.31760729362549,[4.70320397]
669,"(19, 43)","[52.53789005035024, 13.337186440126052]","[52.543665018172156, 13.3497316204399]",43,finished,43,[259.70148048],264.42239077813844,[4.7209103]
670,"(10, 44)","[52.54309721947386, 13.400419756631633]","[52.50312874979088, 13.322484892684178]",44,finished,53,[239.94762003],247.23164141212527,[7.28402139]
671,"(11, 51)","[52.47248192544193, 13.322786710570446]","[52.45878711432994, 13.313815826451236]",51,finished,51,[252.92652856],263.5928488001853,[10.66632024]
672,"(19, 17)","[52.49307861703334, 13.417120947697752]","[52.473415734764465, 13.441939565493376]",17,finished,13,[256.52855918],261.2820646727211,[4.75350549]
673,"(10, 88)","[52.554687588826056, 13.408965908869384]","[52.58029409840311, 13.39702115653001]",88,finished,58,[257.77975616],261.6750889616798,[3.8953328]
674,"(11, 83)","[52.558742892658216, 13.4293073962824]","[52.511699012449256, 13.383210416517045]",83,finished,42,[245.27409874],252.5055772843399,[7.23147854]
675,"(7, 12)","[52.468772041196054, 13.378954956744746]","[52.44381967570947, 13.379306240373422]",12,finished,14,[257.27428446],263.94353572644195,[6.66925127]
676,"(34, 71)","[52.50740749146805, 13.45458450437935]","[52.58937133426823, 13.427634734921606]",71,finished,87,[240.45303479],245.3946833681488,[4.94164858]
677,"(6, 19)","[52.46627906368726, 13.503963745350612]","[52.51842810687438, 13.379764405772029]",19,finished,42,[228.4722344],242.7508366035112,[14.2786022]
678,"(5, 54)","[52.49188972680269, 13.264246332527868]","[52.51630356984095, 13.362526699515314]",54,finished,41,[237.69766149],252.05946002699605,[14.36179854]
679,"(9, 35)","[52.515250263830545, 13.271351762048312]","[52.52363334180282, 13.266283371805942]",35,finished,35,[262.30894866],271.20169539753994,[8.89274674]
680,"(7, 29)","[52.426585876433315, 13.553524294959312]","[52.4253191140572, 13.550821190863017]",29,finished,29,[245.96120391],275.24221459530054,[29.28101068]
681,"(1, 67)","[52.553097754347256, 13.540207784819318]","[52.54385406271867, 13.519565477510055]",67,finished,67,252.5082352956081,270.78485132930183,18.276616033693728
682,"(16, 16)","[52.48495972654163, 13.390540862030441]","[52.548104117401024, 13.422139205028332]",16,finished,85,[245.06964235],254.087419703258,[9.01777736]
683,"(24, 77)","[52.51785330053709, 13.417763779781477]","[52.51329507399678, 13.443904649376426]",77,finished,77,[266.2322122],271.03630729415033,[4.8040951]
684,"(6, 38)","[52.54168777047911, 13.23277566740224]","[52.56007655776318, 13.322547591104978]",38,finished,59,[239.77006585],258.1288815785327,[18.35881573]
685,"(17, 16)","[52.49540538626281, 13.38615079275056]","[52.505176174418054, 13.391654547053191]",16,finished,42,[267.88284756],274.2495376657473,[6.36669011]
686,"(10, 10)","[52.40203993535116, 13.5096929946984]","[52.47583985698588, 13.457266716598784]",10,finished,21,[224.2950299],251.4252340896772,[27.13020419]
687,"(4, 54)","[52.48349477228856, 13.257006324706753]","[52.51257306592766, 13.391691713688855]",54,finished,42,[233.44972829],249.4566842078388,[16.00695592]
688,"(11, 27)","[52.45455805793904, 13.360447395161648]","[52.446365659076726, 13.353289330667797]",27,finished,27,[267.14201842],275.4799586804475,[8.33794026]
689,"(9, 21)","[52.47688954102104, 13.483209303827465]","[52.482132427783874, 13.420709008951478]",21,finished,17,[252.13439214],265.8590688482194,[13.72467671]
690,"(11, 39)","[52.53228449343842, 13.36191443789129]","[52.55500213040327, 13.403424650048759]",39,finished,88,[262.21186066],268.04991689744287,[5.83805623]
691,"(7, 58)","[52.56561481942546, 13.399001790123117]","[52.57712125672684, 13.382246247602056]",58,finished,58,[268.94808484],274.38817208258223,[5.44008724]
692,"(8, 65)","[52.52169167938721, 13.225891881287472]","[52.45800602866918, 13.336262087932134]",65,finished,51,[223.52318154],248.88957007939695,[25.36638854]
693,"(6, 11)","[52.41880152640815, 13.520330345978108]","[52.488294925662395, 13.332618968683695]",11,finished,49,[207.56542752],235.11592782342817,[27.55050031]
694,"(6, 58)","[52.565509071624994, 13.400506441665792]","[52.51548514392197, 13.48593877472767]",58,finished,72,[251.70814967],256.1773859056791,[4.46923624]
695,"(6, 15)","[52.45022245640822, 13.425108890326118]","[52.481003768789414, 13.413075999483056]",15,finished,13,[262.83336508],270.2769117104417,[7.44354663]
696,"(8, 59)","[52.552436991087234, 13.34748321971973]","[52.54171502100857, 13.360944119489623]",59,finished,43,[273.36934608],276.67092581088457,[3.30157974]
697,"(23, 85)","[52.535175106443454, 13.430545202543419]","[52.55138362924199, 13.397917097148994]",85,finished,44,[267.40629555],272.8137014246275,[5.40740588]
698,"(5, 34)","[52.532316338314985, 13.327796977793685]","[52.512855202595176, 13.355472217069874]",34,finished,41,[266.57077127],272.97618468255183,[6.40541341]
699,"(8, 81)","[52.52288148767879, 13.561127225554468]","[52.56937310142282, 13.426304600623663]",81,finished,87,[229.78189137],250.42261616392005,[20.64072479]
700,"(18, 73)","[52.49422180454973, 13.462031062741314]","[52.493658897488, 13.374616491492848]",73,finished,16,[255.29277046],264.5683194147549,[9.27554895]
701,"(11, 7)","[52.42869844513097, 13.403805306899608]","[52.54598777649912, 13.338304703657212]",7,finished,43,[230.995621],241.05652651574312,[10.06090552]
702,"(18, 43)","[52.54623486801783, 13.352260349352044]","[52.467128540385865, 13.44024881442147]",43,finished,23,[244.28192427],250.5988514659637,[6.3169272]
703,"(7, 62)","[52.538556193776735, 13.185079736971964]","[52.50831515193696, 13.311935863055545]",62,finished,53,[220.99590467],254.95390095259657,[33.95799628]
704,"(15, 49)","[52.48957770488608, 13.343225352731057]","[52.55022840215941, 13.206237632790614]",49,finished,62,[240.80694072],248.31925658658474,[7.51231587]
705,"(7, 19)","[52.46283281520973, 13.5166273841073]","[52.51689723374481, 13.389250832861187]",19,finished,42,[231.08066401],251.49879073972298,[20.41812673]
706,"(10, 83)","[52.56799458245097, 13.449125224820175]","[52.46605242534583, 13.465685173330384]",83,finished,21,[238.45202415],249.67683725595862,[11.22481311]
707,"(29, 13)","[52.48381450979015, 13.423430563393074]","[52.5057797608012, 13.469939565345301]",13,finished,71,[266.42755174],272.6257745558835,[6.19822281]
708,"(4, 28)","[52.42609774568089, 13.304314847069024]","[52.530520741511936, 13.36018488363066]",28,finished,39,[233.79432369],247.9618841781629,[14.16756049]
709,"(8, 22)","[52.473640286434616, 13.497538394429194]","[52.52051411896041, 13.465716204102252]",22,finished,71,[257.34376323],267.97515376582027,[10.63139054]
710,"(20, 17)","[52.490721211479375, 13.404945460442349]","[52.51959643213018, 13.424462599839698]",17,finished,77,[267.28464221],276.13175428397705,[8.84711207]
711,"(9, 74)","[52.49995798354359, 13.487737758506773]","[52.521926577438045, 13.459507638876698]",74,finished,71,[272.91757773],277.79124189667704,[4.87366417]
712,"(14, 42)","[52.51549253550202, 13.388105739332158]","[52.486012327885945, 13.463716443212114]",42,finished,73,[264.25895457],269.1940189874961,[4.93506441]
713,"(10, 61)","[52.56548143659024, 13.304786846930977]","[52.57230880088754, 13.326389298305589]",61,finished,61,[270.05443485],283.1510032577957,[13.0965684]
714,"(6, 87)","[52.58059669086045, 13.43164917637074]","[52.5451420056135, 13.378106791905589]",87,finished,44,[261.78021752],272.5548385524748,[10.77462103]
715,"(20, 43)","[52.532535721135815, 13.337079376384569]","[52.54816470946292, 13.384993365865887]",43,finished,60,[272.87120225],277.6402113918725,[4.76900914]
716,"(12, 51)","[52.46078662742329, 13.335966774926247]","[52.48249703547332, 13.457916194414706]",51,finished,21,[254.74133252],263.9555480953264,[9.21421558]
717,"(9, 3)","[52.458692200997504, 13.260095879392896]","[52.52293433334785, 13.474935335439433]",3,finished,71,[219.63651387],242.02285340327387,[22.38633953]
718,"(17, 36)","[52.52769952987201, 13.316615311719799]","[52.51151373592218, 13.291374048434406]",36,finished,52,[277.02951381],283.9686227640403,[6.93910896]
719,"(7, 59)","[52.545356380675734, 13.336691355700854]","[52.53378534474328, 13.436443739396164]",59,finished,85,[265.3589592],270.7681926676772,[5.40923347]
720,"(18, 41)","[52.50030759413186, 13.359332579861363]","[52.44011862310079, 13.243694461168413]",41,finished,4,[254.79688614],260.61160493083753,[5.81471879]
721,"(24, 85)","[52.55389237475234, 13.417113067975025]","[52.5387015315125, 13.454552361924542]",85,finished,75,[277.71733205],282.771353743657,[5.0540217]
722,"(16, 37)","[52.551406840654806, 13.315264117875614]","[52.52681551257827, 13.333739737157355]",37,finished,45,[275.90217739],283.89470967389065,[7.99253228]
723,"(4, 32)","[52.594288441255806, 13.44077920326214]","[52.55599920713313, 13.192383067035728]",32,finished,62,[224.89426784],241.38500265279833,[16.49073481]
724,"(9, 65)","[52.51969807762808, 13.196843907401101]","[52.54616661521267, 13.201725650165296]",65,finished,62,[268.14389942],284.91602011638025,[16.7721207]
725,"(7, 72)","[52.50777348738867, 13.482700719690438]","[52.52394713467119, 13.375154367260949]",72,finished,39,[262.25355157],271.2876432417117,[9.03409167]
726,"(6, 24)","[52.43012058097774, 13.314399272478388]","[52.483131666459265, 13.425696301159752]",24,finished,17,[252.02110581],265.6069009300055,[13.58579512]
727,"(21, 43)","[52.52850342614546, 13.365089369938314]","[52.51053684784325, 13.336815835394978]",43,finished,45,[279.72380604],286.5857760959094,[6.86197006]
728,"(30, 13)","[52.469488157211366, 13.448287757435715]","[52.50896679927265, 13.452591426606004]",13,finished,71,[274.95266768],282.58290656696306,[7.63023889]
729,"(3, 25)","[52.42892637042235, 13.345657017889128]","[52.454902019578874, 13.388383528896567]",25,finished,14,[267.11549366],283.82458809070084,[16.70909443]
730,"(16, 36)","[52.521984330575194, 13.29355602542865]","[52.48824431920588, 13.385676062352774]",36,finished,16,[264.58383579],274.3567100101614,[9.77287422]
731,"(8, 26)","[52.44994757099143, 13.321456323191912]","[52.4674152831147, 13.314281373792001]",26,finished,51,[279.35824104],291.91198608802955,[12.55374505]
732,"(15, 36)","[52.516140875304906, 13.306806167244213]","[52.42933133044523, 13.389236985727365]",36,finished,9,[255.26317379],264.5278509680061,[9.26467718]
733,"(7, 26)","[52.45206742065754, 13.294643958300915]","[52.50967769598964, 13.313093534681581]",26,finished,53,[261.22978149],278.7359307774832,[17.50614929]
734,"(11, 50)","[52.4641355737869, 13.307120989025886]","[52.507304719308195, 13.374016435401513]",50,finished,41,[267.70291209],278.74274365068834,[11.03983156]
735,"(3, 9)","[52.422799306472, 13.378988565986663]","[52.45194993156665, 13.36290698662843]",9,finished,14,[275.78844775],288.3832020061372,[12.59475426]
736,"(6, 34)","[52.534403586951186, 13.313316374564078]","[52.51197195393523, 13.33928803308555]",34,finished,53,[281.87139657],289.4871413962007,[7.61574482]
737,"(9, 59)","[52.559521254464286, 13.321547600469017]","[52.52970368948552, 13.250099686147744]",59,finished,38,[274.48697173],281.1323349294711,[6.6453632]
738,"(13, 10)","[52.39824066814608, 13.527763840398222]","[52.476646788196476, 13.442481401045523]",10,finished,13,[240.44221532],267.97469282232925,[27.53247751]
739,"(14, 51)","[52.475853241375155, 13.338668780089952]","[52.47732081467118, 13.314952928081633]",51,finished,51,[286.74714576],294.63425499781437,[7.88710924]
740,"(10, 21)","[52.466702763258894, 13.482468351942819]","[52.51282308104897, 13.374680300010366]",21,finished,39,[258.80059993],272.6973000916143,[13.89670016]
741,"(15, 51)","[52.473203808607565, 13.337611486641388]","[52.47555509957389, 13.333666708547897]",51,finished,51,[290.02514671],298.6144477448479,[8.58930103]
742,"(9, 11)","[52.433472676983456, 13.517009718471073]","[52.4315592842097, 13.5347846973091]",11,finished,11,[272.57356525],296.3027556006707,[23.72919035]
743,"(14, 76)","[52.5282896140454, 13.480850108417073]","[52.53047640330803, 13.515809739788622]",76,finished,68,[285.21309788],292.841859577749,[7.6287617]
744,"(6, 86)","[52.54095314884424, 13.46175404520243]","[52.54593965138596, 13.305927550014703]",86,finished,34,[259.17911704],268.63714663740944,[9.4580296]
745,"(15, 42)","[52.50477937240438, 13.405283735730105]","[52.4904714949755, 13.33150791566678]",42,finished,49,[278.50395835],284.72245210235167,[6.21849375]
746,"(18, 16)","[52.50059115104447, 13.363865908348778]","[52.4913153051381, 13.433031256800424]",16,finished,73,[281.25744715],286.55103923585665,[5.29359209]
747,"(12, 50)","[52.472712560840144, 13.285050937892125]","[52.46033419508029, 13.293656618119702]",50,finished,26,[286.89621379],297.08706745556276,[10.19085366]
748,"(16, 42)","[52.505825697458796, 13.396614565170985]","[52.476526056387826, 13.417560746861625]",42,finished,13,[286.79619237],290.97589409160963,[4.17970172]
749,"(19, 73)","[52.489589823930636, 13.434564323914662]","[52.55142853490852, 13.443090218433005]",73,finished,85,[274.03395073],280.981953829359,[6.9480031]
750,"(7, 86)","[52.543518374578866, 13.444102198157829]","[52.5376934706938, 13.45478384002766]",86,finished,75,[293.16214424],299.52052351567323,[6.35837927]
751,"(19, 41)","[52.494281248761965, 13.33960700142169]","[52.52948801336481, 13.348729668140864]",41,finished,43,[283.70191046],290.9270798161491,[7.22516936]
752,"(7, 34)","[52.526564557164185, 13.325836111911126]","[52.49702576057083, 13.277278891156504]",34,finished,52,[283.97102177],289.0644475608257,[5.09342579]
753,"(5, 32)","[52.58530075689307, 13.444951907570514]","[52.545319078936025, 13.426708365472628]",32,finished,85,[274.67989247],289.49872606430876,[14.8188336]
754,"(7, 11)","[52.43805507167876, 13.517342592895119]","[52.494790968127774, 13.404579318122089]",11,finished,17,[248.53566951],273.95253083285365,[25.41686132]
755,"(13, 51)","[52.45840040956525, 13.341787077171423]","[52.48843692713872, 13.373613105604976]",51,finished,16,[285.48938508],293.596701316007,[8.10731623]
756,"(19, 16)","[52.483010117183746, 13.359881650020556]","[52.48315543805658, 13.374363204153667]",16,finished,16,[296.9145367],303.4078050721446,[6.49326838]
757,"(10, 74)","[52.49024912228617, 13.47444552813718]","[52.49935310518307, 13.395987633308977]",74,finished,42,[278.5417943],290.60710913169265,[12.06531483]
758,"(11, 21)","[52.47782208605581, 13.475108084109406]","[52.53163593446108, 13.364997679750303]",21,finished,43,[268.97977854],278.14518093677106,[9.1654024]
759,"(25, 85)","[52.550507350770076, 13.411986019078677]","[52.53408931756125, 13.476803792198558]",85,finished,76,[287.91054308],292.8778633525684,[4.96732028]
760,"(22, 43)","[52.54230845053393, 13.33696160484488]","[52.53182231882699, 13.412490366896169]",43,finished,40,[286.17840072],292.13129671728285,[5.952896]
761,"(12, 10)","[52.40345263504864, 13.531418839438976]","[52.53307816882856, 13.48897437494225]",10,finished,76,[231.61855966],263.8498114633915,[32.2312518]
762,"(12, 74)","[52.48559514775944, 13.49824062689834]","[52.51922393397869, 13.478517357143355]",74,finished,76,[282.17376616],296.28812663395604,[14.11436048]
763,"(4, 63)","[52.556311633199925, 13.224455532964512]","[52.443525356882525, 13.35186962468512]",63,finished,25,[237.21104625],262.6244452034258,[25.41339895]
764,"(9, 61)","[52.57822227076894, 13.324799775211835]","[52.49661447511451, 13.316236266732647]",61,finished,53,[269.41780229],281.5195085060722,[12.10170622]
765,"(24, 43)","[52.54178934540739, 13.364143390362909]","[52.55552215180502, 13.393784356987048]",43,finished,88,[297.89031302],301.91826851098165,[4.0279555]
766,"(8, 58)","[52.579472761877454, 13.396256953915435]","[52.54225928655786, 13.457109459506107]",58,finished,86,[283.27830892],292.7967358043959,[9.51842689]
767,"(11, 10)","[52.39543207184103, 13.537303782887445]","[52.49477492756388, 13.343745154233007]",10,finished,49,[226.11453446],259.1040702327812,[32.98953577]
768,"(16, 75)","[52.52951660978465, 13.440293321266077]","[52.51024032757791, 13.378131458270682]",75,finished,42,[289.75147483],296.62141968455296,[6.86994485]
769,"(19, 53)","[52.49749176975378, 13.305582997477138]","[52.49590635952157, 13.359899266176248]",53,finished,16,[287.27904425],300.4019587595896,[13.12291451]
770,"(4, 79)","[52.476245228717836, 13.532154225508732]","[52.48697163121477, 13.329190818974121]",79,finished,49,[254.62180985],270.0316913777173,[15.40988153]
771,"(17, 37)","[52.55572745212041, 13.298457165273414]","[52.53170043628505, 13.414049113682818]",37,finished,40,[278.79911448],287.1120193167647,[8.31290484]
772,"(7, 87)","[52.575025736132666, 13.42888976950488]","[52.57951178586752, 13.380728658106351]",87,finished,58,[292.91203378],302.76265836814457,[9.85062459]
773,"(12, 39)","[52.517584557540566, 13.370471736917024]","[52.513130302110255, 13.29305536169605]",39,finished,36,[292.33136957],297.18075882436034,[4.84938925]
774,"(23, 43)","[52.54510582775975, 13.34998392841861]","[52.55479336875318, 13.291231023871312]",43,finished,37,[294.6757673],300.66639357781645,[5.99062628]
775,"(23, 17)","[52.50183030752084, 13.399263643622156]","[52.507714960986185, 13.390744130272353]",17,finished,42,[300.81860354],310.5929527138939,[9.77434917]
776,"(20, 41)","[52.51628620011649, 13.362119271886417]","[52.487014534029974, 13.40171342326326]",41,finished,17,[295.20590997],300.8234229786852,[5.61751301]
777,"(9, 10)","[52.39928986630472, 13.538596440887488]","[52.510412224012526, 13.305692283694073]",10,finished,36,[220.44036738],253.3229070882991,[32.88253971]
778,"(8, 19)","[52.47378419139019, 13.520695151075975]","[52.482795038866406, 13.425306329021792]",19,finished,13,[275.75834775],294.3940601806983,[18.63571243]
779,"(11, 4)","[52.42094159559759, 13.274130542256312]","[52.48095785688014, 13.345018828563425]",4,finished,49,[262.39624257],290.1943313212238,[27.79808875]
780,"(2, 9)","[52.41993117302495, 13.381918385730863]","[52.472272649961894, 13.272510536299352]",9,finished,54,[273.40369863],286.96504471824846,[13.56134609]
781,"(8, 86)","[52.53765558596458, 13.475097464335587]","[52.54261784673015, 13.431758402931115]",86,finished,85,[299.97165449],306.91453925981176,[6.94288477]
782,"(32, 13)","[52.477836259246764, 13.423357505157393]","[52.49262838261918, 13.418146299333687]",13,finished,17,[300.59453122],311.12792247311154,[10.53339125]
783,"(11, 74)","[52.496318847279234, 13.500478602317887]","[52.484338651641686, 13.397581772755846]",74,finished,17,[280.1739655],294.925150649728,[14.75118515]
784,"(12, 7)","[52.44156632449569, 13.406329495766212]","[52.43071415823885, 13.385602218157786]",7,finished,9,[304.57559314],310.79612864721264,[6.22053551]
785,"(6, 14)","[52.445555707378546, 13.372023684859547]","[52.461163085878184, 13.308958090681946]",14,finished,51,[292.24924891],302.70668511977306,[10.45743621]
786,"(27, 77)","[52.49892177756527, 13.42289456576876]","[52.503817436533105, 13.458470229754068]",77,finished,71,[302.37394308],309.2731795827225,[6.89923651]
787,"(30, 77)","[52.51357275904102, 13.425738979982178]","[52.51365019014837, 13.421148971425247]",77,finished,77,[313.23343472],316.71688283990255,[3.48344812]
788,"(20, 73)","[52.499987019006134, 13.45980231956]","[52.47821544106916, 13.32836008075237]",73,finished,49,[279.59273606],290.16433533777524,[10.57159928]
789,"(26, 85)","[52.54399915188497, 13.41501076998378]","[52.538021619333364, 13.435831349942632]",85,finished,85,[305.17230698],313.4414590261806,[8.26915205]
790,"(21, 73)","[52.4942748886724, 13.451152281238688]","[52.5312522940919, 13.421024800256879]",73,finished,40,[300.33997021],304.8704524935165,[4.53048229]
791,"(26, 77)","[52.50797566394149, 13.414007248985138]","[52.48047226170433, 13.449451262245805]",77,finished,21,[300.5482701],307.0594349867757,[6.51116489]
792,"(6, 32)","[52.60058377542798, 13.429437041963535]","[52.555274795680205, 13.334213319462604]",32,finished,59,[276.90006289],294.3064743991006,[17.40641151]
793,"(8, 11)","[52.42577396710529, 13.517854737524788]","[52.41458895409979, 13.36405294046405]",11,finished,9,[260.31875043],287.5619223526962,[27.24317192]
794,"(21, 17)","[52.50260793338202, 13.428732855400598]","[52.51971582663655, 13.259106962872446]",17,finished,35,[276.02214819],284.328317867781,[8.30616968]
795,"(20, 16)","[52.48533976358536, 13.37114386824162]","[52.53121272856857, 13.402170119692212]",16,finished,44,[297.19210025],302.9601146075314,[5.76801436]
796,"(21, 40)","[52.52209898196197, 13.41835669092312]","[52.5204312645907, 13.40977366586025]",40,finished,40,[313.7839876],318.2505644032444,[4.4665768]
797,"(22, 17)","[52.495129653228766, 13.398371435418042]","[52.512612274417734, 13.339630292042607]",17,finished,45,[298.01822138],307.5871977823945,[9.5689764]
798,"(12, 27)","[52.44357679882478, 13.339034464037686]","[52.48678238745823, 13.451513565118411]",27,finished,73,[288.25149134],295.18435279058986,[6.93286145]
799,"(8, 87)","[52.57546054498046, 13.412040055211408]","[52.56584876551852, 13.392812055808063]",87,finished,88,[309.43370558],317.2584490936173,[7.82474351]
800,"(17, 42)","[52.509828011692576, 13.394904124842679]","[52.4960072052088, 13.424746131039653]",42,finished,17,[310.49346414],314.90084014699227,[4.40737601]
801,"(8, 12)","[52.46752372896739, 13.397089056851181]","[52.470362091534206, 13.286406738951143]",12,finished,50,[292.54028495],300.9593353878575,[8.41905043]
802,"(25, 77)","[52.51199121148766, 13.424028694417842]","[52.51038520978845, 13.332950151711682]",77,finished,45,[300.25921628],305.06378522407545,[4.80456894]
803,"(22, 16)","[52.481638139940856, 13.363854957783861]","[52.4583297194276, 13.3149654671766]",16,finished,51,[305.56087088],311.6489856329915,[6.08811475]
804,"(22, 73)","[52.49568916451965, 13.45339578780164]","[52.51116903088697, 13.459833404567195]",73,finished,71,[314.54026167],319.4779651129334,[4.93770345]
805,"(29, 77)","[52.500584645500815, 13.442979428687554]","[52.473213149560465, 13.483835576421296]",77,finished,21,[307.1947968],312.49337275081564,[5.29857596]
806,"(20, 53)","[52.49591424166682, 13.316522596925163]","[52.5094436202137, 13.323671933228383]",53,finished,53,[317.37767747],320.24092902226215,[2.86325156]
807,"(16, 49)","[52.49849115676497, 13.347594139192962]","[52.51441688701018, 13.319563962582333]",49,finished,53,[311.72718464],317.50428908283214,[5.77710444]
808,"(17, 75)","[52.51842648022051, 13.442334687077091]","[52.51356431080634, 13.426945652711952]",75,finished,77,[314.25027433],322.01757254557117,[7.76729822]
