,id,origin,destination,origin_zone,mode,destination_zone,arrival_time,pickup_time,waiting_time
31,"(4, 13)","[52.479152977902565, 13.443493309302356]","[52.48117606477928, 13.429981219219801]",13,finished,13,[18.97942094],25.00532367149801,[6.02590274]
32,"(2, 41)","[52.51325819335231, 13.370715466753268]","[52.493965442989136, 13.363049896085087]",41,finished,16,[13.04603624],21.542296984376378,[8.49626074]
33,"(5, 71)","[52.501005281207355, 13.474235234464205]","[52.50345685393293, 13.453287020496557]",71,finished,71,[19.71117028],24.34573796148249,[4.63456768]
34,"(2, 85)","[52.53390350429649, 13.416052814510678]","[52.521523131842464, 13.454959846029704]",85,finished,71,[11.16682589],19.975825107696547,[8.80899922]
35,"(1, 54)","[52.47815189939274, 13.26852986131034]","[52.512503070745815, 13.284370089392437]",54,finished,35,[11.5349336],17.214662612165206,[5.67972902]
36,"(1, 68)","[52.53021384742822, 13.532212908544995]","[52.547230562165176, 13.498203950231279]",68,finished,69,[14.1791716],20.846461328506546,[6.66728973]
37,"(4, 85)","[52.54388342186011, 13.436846275362402]","[52.550671398804056, 13.41020742159117]",85,finished,88,[17.16147184],25.165049631415325,[8.00357779]
38,"(1, 37)","[52.549188806629694, 13.295902921795413]","[52.51580939114628, 13.382834615657714]",37,finished,39,[4.39779364],10.213278962180553,[5.81548532]
39,"(3, 60)","[52.556654136563225, 13.388351182224667]","[52.540856933647134, 13.356659602662145]",60,finished,43,[17.06149748],23.55157448126797,[6.490077]
40,"(2, 75)","[52.530235503074906, 13.445051587697739]","[52.50544922133996, 13.479161385178786]",75,finished,71,[15.09304484],21.42767152476788,[6.33462669]
41,"(1, 12)","[52.48168220162742, 13.397743818671026]","[52.44906353911206, 13.412574996727754]",12,finished,15,[12.86153233],21.06370105198338,[8.20216873]
42,"(1, 17)","[52.48112436577724, 13.39815920496873]","[52.47443398874194, 13.434886737669778]",17,finished,13,[14.07160257],24.79352756791934,[10.721925]
43,"(2, 13)","[52.47955552546517, 13.430374112012812]","[52.51855723848291, 13.383592327044969]",13,finished,42,[11.11650333],16.815455663971083,[5.69895233]
44,"(3, 77)","[52.50842878601978, 13.4192531020028]","[52.51447701361409, 13.425938534137181]",77,finished,77,[22.35611592],31.083928590290878,[8.72781267]
45,"(3, 40)","[52.53666923151571, 13.396936578893444]","[52.535909004726655, 13.428288041535858]",40,finished,75,[21.126907],28.036906462661115,[6.90999946]
46,"(2, 36)","[52.50908409735588, 13.296351515546325]","[52.51253816577271, 13.379938388102923]",36,finished,42,[13.7188853],18.664029479341195,[4.94514417]
47,"(2, 60)","[52.563846181365264, 13.362515197926795]","[52.54275822412889, 13.43005213876721]",60,finished,85,[16.79822365],22.33251901387424,[5.53429536]
48,"(2, 77)","[52.51216918899552, 13.429044324075559]","[52.4893826553962, 13.363175325079823]",77,finished,16,[12.7925288],22.535581526359895,[9.74305272]
49,"(2, 40)","[52.52434099124065, 13.39396094416276]","[52.48770093720296, 13.40189736991714]",40,finished,17,[20.73314556],26.890346493110243,[6.15720093]
50,"(5, 53)","[52.51089919113993, 13.327468897557678]","[52.5235860880327, 13.347245538622023]",53,finished,45,[24.9720444],33.38614104390153,[8.41409664]
51,"(1, 21)","[52.48777788178779, 13.469133705705419]","[52.484299990971614, 13.389398720473748]",21,finished,16,[16.45993245],23.375725841536227,[6.91579339]
52,"(2, 38)","[52.529152058378784, 13.232534541251365]","[52.51581555829651, 13.346034150189363]",38,finished,41,[7.74451679],16.42043501040115,[8.67591822]
53,"(1, 9)","[52.41452775180972, 13.37236590597928]","[52.42775233571456, 13.403540676771897]",9,finished,7,[25.80137392],32.517010086738836,[6.71563616]
54,"(7, 13)","[52.47797387527149, 13.427788392988049]","[52.48629071574529, 13.433203355036849]",13,finished,13,[29.9698864],37.77890321439439,[7.80901681]
55,"(1, 79)","[52.47707017653746, 13.528794455072678]","[52.457938636549585, 13.515328406107711]",79,finished,19,[27.04862128],35.156480369729145,[8.10785909]
56,"(4, 40)","[52.523548802802864, 13.400693993638717]","[52.51558271750044, 13.386824793196972]",40,finished,39,[32.23653072],38.6102294887465,[6.37369877]
57,"(2, 49)","[52.480628627542494, 13.326671813597233]","[52.51098481754557, 13.295643247580609]",49,finished,36,[25.14193493],30.80141289762048,[5.65947796]
58,"(6, 13)","[52.482203252157234, 13.441263706934247]","[52.491911447130526, 13.394282500593393]",13,finished,16,[27.0116227],32.69160199308639,[5.67997929]
59,"(2, 87)","[52.56802896387486, 13.428487209486795]","[52.53274419899788, 13.409084109825924]",87,finished,40,[24.33265149],30.629156297208283,[6.29650481]
60,"(3, 73)","[52.49909532083602, 13.440314961170541]","[52.53879497165375, 13.432244611402762]",73,finished,75,[23.60427727],29.734273139126024,[6.12999587]
61,"(1, 35)","[52.52579583790047, 13.259117873877276]","[52.492842894260896, 13.356607202235372]",35,finished,49,[15.51788617],20.484581432675775,[4.96669526]
62,"(1, 87)","[52.58646855039022, 13.434276663851215]","[52.57462695237831, 13.340280706635957]",87,finished,57,[17.91683898],23.712081535225813,[5.79524255]
63,"(4, 53)","[52.49270378129566, 13.335048733704722]","[52.51472994133009, 13.413696424336333]",53,finished,40,[21.99205446],25.625217615686918,[3.63316316]
64,"(2, 17)","[52.49889573844934, 13.407263096412908]","[52.465650146675884, 13.438181420124948]",17,finished,13,[22.46010474],30.675213043529055,[8.2151083]
65,"(7, 53)","[52.49850656814342, 13.33418312669134]","[52.48809051487056, 13.323639847230744]",53,finished,49,[33.96622677],39.363331491356796,[5.39710472]
66,"(1, 72)","[52.522723676864075, 13.482511151645175]","[52.51650033440308, 13.450641928565775]",72,finished,75,[29.89859484],36.90413357114809,[7.00553873]
67,"(3, 85)","[52.53262857915749, 13.41926348653622]","[52.478001554090305, 13.37405031670691]",85,finished,16,[14.22756667],23.559737394223344,[9.33217073]
68,"(5, 13)","[52.470196065033214, 13.419707532363644]","[52.518406315224276, 13.405290181500924]",13,finished,42,[19.90958533],27.92190932529228,[8.012324]
69,"(1, 4)","[52.420446998903785, 13.2601546707623]","[52.469117545603254, 13.324510457408646]",4,finished,51,[17.95532892],23.75389822069892,[5.79856931]
70,"(1, 19)","[52.46030805137262, 13.524040352937034]","[52.51006607221894, 13.46873332750456]",19,finished,71,[20.13312003],24.651614770148043,[4.51849474]
71,"(3, 17)","[52.501755295393906, 13.39723389632846]","[52.490920808230925, 13.32944664575127]",17,finished,49,[22.73541575],30.744618413001135,[8.00920267]
72,"(3, 13)","[52.46558845939012, 13.418156767544689]","[52.51980625340342, 13.434851125428233]",13,finished,75,[18.71675546],26.924955817568364,[8.20820036]
73,"(4, 71)","[52.516127936104304, 13.476129995993487]","[52.492851366303086, 13.384006588670852]",71,finished,16,[18.56692128],25.17116604658711,[6.60424477]
74,"(2, 27)","[52.45556831716515, 13.35979473367087]","[52.47548293317577, 13.287132778257488]",27,finished,50,[25.26665168],29.2739684647871,[4.00731678]
75,"(1, 11)","[52.436507850155984, 13.528343786209135]","[52.453433649544245, 13.356385559673809]",11,finished,27,[3.09605743],9.986736681093225,[6.89067925]
76,"(1, 42)","[52.499427227099574, 13.384599115485159]","[52.46123716425407, 13.346159698996543]",42,finished,18,[23.57134289],32.120396727891865,[8.54905384]
77,"(6, 71)","[52.51921260415599, 13.478187605510563]","[52.515222508831485, 13.492594941996847]",71,finished,72,[36.93047875],44.116483862093986,[7.18600512]
78,"(4, 36)","[52.51325375102906, 13.297581705531151]","[52.543561830151084, 13.342563131705003]",36,finished,43,[25.31706292],33.87735543360134,[8.56029252]
79,"(1, 69)","[52.5556985718664, 13.508846447364055]","[52.535859800697025, 13.42347387329169]",69,finished,40,[20.5777224],29.66735733009547,[9.08963493]
80,"(2, 44)","[52.55050908411658, 13.37899962139859]","[52.51906109624258, 13.469317678518793]",44,finished,71,[22.052943],27.1161389125975,[5.06319592]
81,"(1, 25)","[52.43818096540123, 13.355291522304489]","[52.50129368271508, 13.343866768440492]",25,finished,41,[19.24814783],27.65327386217695,[8.40512603]
82,"(1, 32)","[52.60414920874715, 13.457246319933489]","[52.52946002305433, 13.427638498409504]",32,finished,75,[10.88179519],23.24430287553963,[12.36250768]
83,"(4, 73)","[52.49044473261806, 13.432304411341303]","[52.51277095828668, 13.452992380098687]",73,finished,71,[32.52798449],40.41427314503639,[7.88628866]
84,"(2, 18)","[52.46024225294853, 13.35162724039636]","[52.48336910469176, 13.372113829907022]",18,finished,16,[34.21163828],40.380939209481625,[6.16930093]
85,"(4, 77)","[52.513860590090395, 13.435570645027697]","[52.49724784142356, 13.43197750344703]",77,finished,73,[33.14245041],43.772361674404785,[10.62991127]
86,"(2, 9)","[52.41360840576489, 13.378804729055034]","[52.46283353953233, 13.361227474185956]",9,finished,14,[26.2538722],33.45141863917289,[7.19754644]
87,"(4, 52)","[52.50417626386351, 13.290193875668844]","[52.502013656521456, 13.316004048512466]",52,finished,53,[36.32296744],45.36562142151109,[9.04265398]
88,"(7, 85)","[52.54352345309813, 13.423352453434578]","[52.52859546972532, 13.409294643467264]",85,finished,40,[40.19354821],45.38731788470848,[5.19376967]
89,"(2, 45)","[52.5150568207594, 13.324002303035888]","[52.493242315908766, 13.411628653572135]",45,finished,17,[22.6105304],32.00123062518746,[9.39070023]
90,"(7, 71)","[52.50357153005307, 13.4636112574933]","[52.515251069928176, 13.469073912960468]",71,finished,71,[40.38663776],47.59486864243673,[7.20823088]
91,"(3, 49)","[52.49273392830832, 13.335833466987152]","[52.52421201045548, 13.384777531050942]",49,finished,39,[33.67341323],37.728019328736515,[4.0546061]
92,"(5, 52)","[52.493058505300695, 13.287975817593063]","[52.49812723701023, 13.276100299856115]",52,finished,52,[40.76092288],49.46226810547431,[8.70134522]
93,"(3, 16)","[52.49537071682731, 13.390168843557095]","[52.46723742552967, 13.305938108514038]",16,finished,50,[22.91595859],33.0386030294712,[10.12264444]
94,"(3, 52)","[52.50282015664561, 13.284195588543245]","[52.54710890011762, 13.339401871073164]",52,finished,43,[26.58429606],34.157236699363146,[7.57294064]
95,"(9, 53)","[52.49633546951824, 13.3234779519842]","[52.504481455363035, 13.275237777193768]",53,finished,52,[36.64810807],42.93687182482107,[6.28876376]
96,"(8, 53)","[52.506767169850754, 13.309372986126572]","[52.515481840773106, 13.345677779718905]",53,finished,41,[34.90706891],45.424415952605216,[10.51734705]
97,"(5, 85)","[52.542586770310294, 13.414856510939268]","[52.498948347798425, 13.369491035027757]",85,finished,16,[30.58772214],37.116839812102086,[6.52911767]
98,"(11, 53)","[52.50402766795902, 13.313261827451958]","[52.5137659704297, 13.310137438370408]",53,finished,36,[41.35766767],51.748815682725684,[10.39114802]
99,"(2, 21)","[52.48214934813519, 13.480346811211062]","[52.50262503832658, 13.412336145377154]",21,finished,17,[30.96805187],39.77276675579937,[8.80471489]
100,"(3, 38)","[52.541836199769065, 13.251070434362157]","[52.521224812782684, 13.319998452274989]",38,finished,36,[29.40519036],39.75626091540495,[10.35107055]
101,"(3, 75)","[52.531627345907914, 13.443368013356874]","[52.52375598928926, 13.402246203605687]",75,finished,40,[40.49969591],47.38634593654538,[6.88665003]
102,"(2, 39)","[52.53018810029185, 13.370772875367763]","[52.49972012435201, 13.389954457525477]",39,finished,42,[36.28947316],45.305704494723685,[9.01623134]
103,"(3, 41)","[52.506641784857514, 13.360480646029375]","[52.494291405971424, 13.40432831398314]",41,finished,17,[36.05031389],47.17121463570787,[11.12090075]
104,"(1, 33)","[52.53075911835445, 13.274241491841574]","[52.45845947223705, 13.257148323078319]",33,finished,3,[26.84706195],32.70584260507178,[5.85878066]
105,"(5, 36)","[52.52835845677407, 13.315144728374596]","[52.52207011863768, 13.387623480878888]",36,finished,39,[35.55951735],42.20615513127346,[6.64663778]
106,"(2, 11)","[52.42710022185417, 13.511845672560515]","[52.552956970734066, 13.418329780151502]",11,finished,85,[4.30665976],11.634701706310908,[7.32804195]
107,"(4, 75)","[52.53675325780963, 13.430775876164208]","[52.53454119933368, 13.430603444052277]",75,finished,75,[53.67665181],57.51604610001255,[3.83939429]
108,"(14, 53)","[52.492572551524795, 13.33818840585039]","[52.50250479976975, 13.338874749424686]",53,finished,53,[47.85121498],55.20180929729445,[7.35059432]
109,"(1, 34)","[52.52904005385504, 13.312338707444562]","[52.50748779701827, 13.355371946773806]",34,finished,41,[39.01227779],47.403339995306034,[8.39106221]
110,"(5, 40)","[52.52043830520153, 13.414233089738067]","[52.50442731622608, 13.353661151490412]",40,finished,41,[40.80818084],46.06152479065844,[5.25334395]
111,"(6, 53)","[52.49501757228103, 13.32914955395315]","[52.499097528523244, 13.434534390135997]",53,finished,77,[32.51829877],38.13661127396851,[5.6183125]
112,"(10, 53)","[52.50994769646516, 13.32243011207892]","[52.47901032058141, 13.317141539369295]",53,finished,51,[39.83144352],49.60677213821748,[9.77532862]
113,"(7, 36)","[52.52443940294306, 13.320744299023977]","[52.509150806927614, 13.292307800685258]",36,finished,36,[45.17194473],52.525514586266944,[7.35356986]
114,"(4, 17)","[52.50102576377665, 13.42400554655936]","[52.49603668006924, 13.368201665124772]",17,finished,16,[38.37512367],49.34064603172689,[10.96552237]
115,"(9, 71)","[52.519029951809735, 13.47082009550321]","[52.522276896236896, 13.447069187007822]",71,finished,71,[47.54209249],56.554291866912635,[9.01219938]
116,"(1, 38)","[52.53378454252844, 13.234825171869481]","[52.5129744131209, 13.460853940568382]",38,finished,71,[5.40046818],15.072154366596134,[9.67168619]
117,"(8, 40)","[52.534250291490785, 13.419532637960529]","[52.53239747916898, 13.372119046070937]",40,finished,39,[47.61297876],52.99963847981375,[5.38665972]
118,"(8, 13)","[52.48377371772093, 13.41771354883151]","[52.5144267104459, 13.374505810939466]",13,finished,41,[39.56718256],49.19161203106482,[9.62442947]
119,"(10, 40)","[52.518687976262086, 13.392408385619499]","[52.53675214843905, 13.413518655813048]",40,finished,85,[51.08567498],55.38844320736575,[4.30276822]
120,"(4, 60)","[52.54852398473065, 13.3565541161176]","[52.514295448781404, 13.367689569290649]",60,finished,39,[44.59541345],51.50600315812944,[6.91058971]
121,"(8, 36)","[52.526112238484345, 13.297350189417488]","[52.516562889245385, 13.320526999381565]",36,finished,36,[49.947285],57.57227320023854,[7.6249882]
122,"(9, 40)","[52.52326467911662, 13.420170481571406]","[52.545270252122464, 13.43934431470089]",40,finished,85,[50.26657428],56.408870134136805,[6.14229585]
123,"(5, 73)","[52.48804338579673, 13.432626565152562]","[52.50069567347452, 13.473107797456915]",73,finished,71,[41.46971379],55.595476441315654,[14.12576266]
124,"(6, 85)","[52.537285476301804, 13.423571735241417]","[52.51059436780419, 13.32372891874354]",85,finished,45,[34.27485194],42.8539847620368,[8.57913283]
125,"(2, 72)","[52.52535751241818, 13.501416092178408]","[52.533780905299345, 13.415711239908706]",72,finished,40,[38.68017008],47.62259591040113,[8.94242583]
126,"(2, 35)","[52.524540892551585, 13.257206150130543]","[52.52778539755062, 13.257938604510482]",35,finished,35,[53.83996406],64.74614388901429,[10.90617983]
127,"(8, 71)","[52.51614888470098, 13.450782006295054]","[52.53195163241301, 13.390592074960141]",71,finished,39,[43.36835417],52.76242315402096,[9.39406899]
128,"(11, 40)","[52.53237815469303, 13.39872488070689]","[52.518904838261534, 13.368612869307242]",40,finished,39,[52.85348303],59.05440555171908,[6.20092252]
129,"(6, 40)","[52.53415987891232, 13.40590227739817]","[52.49196883273491, 13.444407170061087]",40,finished,73,[45.05808664],50.88106799651286,[5.82298135]
130,"(6, 17)","[52.48168120137689, 13.418358476876795]","[52.50630948837549, 13.421826803163928]",17,finished,77,[48.95089218],59.06187887147153,[10.11098669]
131,"(6, 77)","[52.504793381757594, 13.43955352492367]","[52.523308955446964, 13.418552088412854]",77,finished,40,[52.3481621],60.055048157294,[7.70688605]
132,"(1, 48)","[52.481779200669756, 13.298173743386698]","[52.48436894147729, 13.31007518083079]",48,finished,48,[55.39374652],65.01859111495939,[9.62484459]
133,"(9, 13)","[52.48191870089027, 13.438589961957481]","[52.459244634180365, 13.464344648924556]",13,finished,23,[45.7583447],58.39372264066811,[12.63537794]
134,"(5, 77)","[52.51084025507883, 13.437984877350425]","[52.534473042795426, 13.381404208643175]",77,finished,39,[43.71990992],53.71084132393198,[9.9909314]
135,"(7, 40)","[52.530281905438024, 13.40934010667272]","[52.53343683927001, 13.318316115224988]",40,finished,34,[45.14380647],49.514770234596014,[4.37096377]
136,"(5, 44)","[52.54989664384433, 13.388739341438551]","[52.51523667967841, 13.376876737827617]",44,finished,39,[49.76798821],56.37636471701731,[6.6083765]
137,"(11, 71)","[52.518609661274155, 13.459787996038791]","[52.51693306628548, 13.493713554496873]",71,finished,72,[50.47144624],61.481572120871164,[11.01012588]
138,"(2, 59)","[52.562451355035535, 13.342192748079299]","[52.54022888545458, 13.433413235920254]",59,finished,85,[43.43372173],48.645533049335604,[5.21181132]
139,"(3, 27)","[52.45142474026247, 13.348915102473896]","[52.456388152245964, 13.314149618823665]",27,finished,26,[56.54862847],61.66466583464871,[5.11603736]
140,"(4, 44)","[52.532029677595, 13.375177599510426]","[52.50565184977913, 13.398396523140942]",44,finished,42,[48.0266748],59.03800591802807,[11.01133112]
141,"(2, 25)","[52.43343703346009, 13.353465193649438]","[52.51019819222668, 13.332778257396763]",25,finished,53,[33.1972703],43.26711196774065,[10.06984166]
142,"(4, 59)","[52.56555846737512, 13.329976090332641]","[52.56873192294384, 13.325385580668732]",59,finished,61,[59.44174525],67.92571908860096,[8.48397383]
143,"(1, 3)","[52.439542874037514, 13.255814670117775]","[52.51992422634922, 13.361578852962985]",3,finished,39,[26.11049152],35.076444409919475,[8.96595289]
144,"(3, 45)","[52.51104146025519, 13.342350616244984]","[52.533176247522626, 13.443783135450909]",45,finished,75,[38.40854571],48.20522521343251,[9.7966795]
145,"(2, 37)","[52.55313089404233, 13.310268918734756]","[52.5127268192522, 13.356282505379045]",37,finished,41,[49.0075838],53.87709834628813,[4.86951454]
146,"(13, 71)","[52.501267168111355, 13.464236307327063]","[52.50029310720261, 13.420527934845888]",71,finished,77,[55.30419064],62.34840990184586,[7.04421926]
147,"(1, 23)","[52.45541343999068, 13.433626675619657]","[52.48452484193318, 13.439833967376698]",23,finished,73,[53.07246838],61.463825393598974,[8.39135702]
148,"(3, 18)","[52.472077845461534, 13.346474880593624]","[52.47500646663096, 13.316676782359847]",18,finished,48,[57.33438865],65.2578310682682,[7.92344242]
149,"(12, 71)","[52.515624750809536, 13.473008958623563]","[52.500163330251674, 13.456283258977065]",71,finished,73,[53.97832528],65.36243881545302,[11.38411354]
150,"(7, 17)","[52.49061656081872, 13.413057909481827]","[52.500965362406404, 13.422903921210564]",17,finished,17,[60.32721068],68.01149010937375,[7.68427943]
151,"(3, 72)","[52.52190723361122, 13.49678115506197]","[52.52638725105904, 13.54177936293029]",72,finished,80,[52.33959458],63.39676820932547,[11.05717363]
152,"(10, 13)","[52.47249258783099, 13.422205872972853]","[52.50008478413562, 13.37956278718884]",13,finished,42,[50.88000161],60.78164539789934,[9.90164379]
153,"(7, 73)","[52.50308469564848, 13.43315873447031]","[52.488360391279045, 13.44388372566504]",73,finished,73,[60.38067792],68.26173735899243,[7.88105943]
154,"(3, 44)","[52.53836973056826, 13.377916735705766]","[52.49825623055098, 13.486466975108527]",44,finished,74,[40.59256219],47.88574189182099,[7.2931797]
155,"(6, 16)","[52.48140004521042, 13.38023634520132]","[52.49814953149475, 13.360205932573828]",16,finished,41,[56.41777877],67.52034170571471,[11.10256294]
156,"(13, 53)","[52.50522229062514, 13.32482850961082]","[52.46997016297121, 13.374236747500715]",53,finished,18,[46.17451022],59.22594270297606,[13.05143249]
157,"(4, 16)","[52.48993326194152, 13.383033922281289]","[52.56438563215769, 13.415099752485721]",16,finished,88,[37.09196595],49.18095342995701,[12.08898748]
158,"(9, 85)","[52.550082423065554, 13.432886043350623]","[52.512702769689945, 13.393507469623765]",85,finished,42,[53.4875883],60.25445398838064,[6.76686568]
159,"(10, 85)","[52.55538055759337, 13.427303465501732]","[52.54121982703775, 13.398217347969018]",85,finished,44,[62.21879775],67.99718774859707,[5.77839]
160,"(1, 56)","[52.57139007467659, 13.271852234860948]","[52.55436031495971, 13.185450149504991]",56,finished,62,[51.1919815],57.1176126706391,[5.92563117]
161,"(4, 49)","[52.480729873542835, 13.35732258538343]","[52.50515028516729, 13.365287025839535]",49,finished,41,[61.87853497],67.3015990879321,[5.42306412]
162,"(1, 1)","[52.405951395480685, 13.187559998365549]","[52.55127118328633, 13.28468553255238]",1,finished,37,[4.80417655],23.466219425460753,[18.66204288]
163,"(1, 59)","[52.55614550178029, 13.338880489380605]","[52.54790421044049, 13.198750707106306]",59,finished,62,[40.5097438],47.239712769078565,[6.72996897]
164,"(3, 33)","[52.53417540168776, 13.280516567629041]","[52.51190581835943, 13.296846188439856]",33,finished,52,[56.6701376],69.09186489765712,[12.4217273]
165,"(9, 17)","[52.496162800021644, 13.40201967148237]","[52.50777619185949, 13.413750257140332]",17,finished,77,[63.44989585],72.7670084819774,[9.31711263]
166,"(8, 85)","[52.549553292425756, 13.428390091159047]","[52.505737031300164, 13.478894427168974]",85,finished,71,[53.38446757],59.45928255275308,[6.07481498]
167,"(1, 65)","[52.52428650667407, 13.221699563906792]","[52.4608917758721, 13.274406569808441]",65,finished,50,[42.47645826],53.776743665186416,[11.3002854]
168,"(3, 74)","[52.497304035856295, 13.490005353582319]","[52.51082256747785, 13.499466990272165]",74,finished,72,[61.57898795],72.84134671742436,[11.26235877]
169,"(1, 7)","[52.447667681017705, 13.4157881764835]","[52.42342745925989, 13.390425620569932]",7,finished,9,[60.13534345],68.5372420561368,[8.4018986]
170,"(15, 53)","[52.501420088045265, 13.328469152949037]","[52.49250022787655, 13.270304174212098]",53,finished,52,[61.37746584],66.15055032969647,[4.77308449]
171,"(3, 39)","[52.5203924825077, 13.375806379385002]","[52.528797710040905, 13.296946455328493]",39,finished,36,[56.37209623],62.22776384001786,[5.85566761]
172,"(12, 40)","[52.53057443019779, 13.403745265874468]","[52.55153575719621, 13.389675990262612]",40,finished,44,[66.9246675],71.94126591518952,[5.01659842]
173,"(2, 48)","[52.48685228448929, 13.309256695926972]","[52.50179079889038, 13.333027571231085]",48,finished,53,[66.86537566],73.07176848982463,[6.20639283]
174,"(6, 36)","[52.50884919548297, 13.296572236986343]","[52.522103827667486, 13.449313484788199]",36,finished,71,[38.38601937],48.630317698788744,[10.24429833]
175,"(5, 27)","[52.45209685491319, 13.333445435331415]","[52.46759079699762, 13.321826689407738]",27,finished,51,[65.50694631],74.55480339979403,[9.04785709]
176,"(1, 82)","[52.489989630934936, 13.509217386431335]","[52.51496210389266, 13.508764511776198]",82,finished,72,[58.36300525],72.06397393829629,[13.70096868]
177,"(4, 38)","[52.54113442890578, 13.25755610810477]","[52.51809414900968, 13.260004488870472]",38,finished,35,[60.73623048],72.73259112411164,[11.99636065]
