,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,2,1,3,2,1,1,1,1,4,1,3,,,,
2,-1.4063053661251053,10.399372640715683,4.909904023758061,9.752911586535637,1.164822387775521,-3.7977643597474486,-0.0,20.044219598568773,31.03768585714424,16.488210081708807,29.4336925709079,,,,
0,"(7, 0, 72, 3, 0, 0)","(4, 1, 71, 3, 0, 0)","(3, 2, 39, 3, 1, 0)","(9, 6, 75, 3, 0, 0)","(4, 9, 73, 3, 1, 1)","(9, 10, 41, 3, 0, 1)",,,,,,,,,
1,3,1,0,3,2,3,,,,,,,,,
2,6.580863944610103,27.69568727347818,5.60606720957917,26.328909245904356,0.29844669546227465,5.535200727408091,,,,,,,,,
0,"(6, 0, 52, 2, 0, 0)","(7, 1, 52, 3, 0, 0)","(9, 3, 54, 3, 0, 0)","(9, 3, 61, 3, 0, 0)","(9, 5, 17, 3, 0, 0)","(4, 6, 17, 3, 1, 0)","(4, 6, 44, 3, 1, 1)","(9, 8, 85, 3, 1, 1)","(9, 8, 41, 3, 0, 1)","(9, 9, 45, 3, 1, 0)","(9, 9, 40, 3, 1, 1)","(9, 10, 39, 3, 0, 1)","(9, 10, 13, 3, 0, 1)","(9, 11, 69, 3, 0, 1)",
1,0,0,3,1,3,3,2,0,2,4,1,1,1,4,
2,2.026434421461385,-3.444723090042469,31.89897253085826,29.853990785974748,13.67285866529524,14.460783430126481,-3.3122482034620333,15.274570917849717,-4.253729172912735,9.632346288522877,11.038632230805524,13.192081411515357,3.0230498809677737,8.41472982378372,
0,"(7, 0, 59, 3, 0, 1)","(9, 1, 88, 3, 0, 0)","(9, 2, 16, 3, 1, 0)","(4, 4, 52, 3, 0, 0)","(9, 8, 42, 3, 0, 1)","(8, 9, 71, 3, 0, 1)","(8, 9, 83, 3, 0, 0)","(7, 10, 42, 3, 0, 1)",,,,,,,
1,2,1,3,0,4,4,2,0,,,,,,,
2,1.6331382195532145,16.702155546421114,23.01482754569423,8.629661677638037,7.46076547217954,17.331296156916725,8.004922530551184,7.594556866940154,,,,,,,
0,"(6, 0, 37, 3, 0, 0)","(9, 2, 59, 3, 0, 0)","(4, 3, 60, 3, 0, 0)","(9, 4, 17, 3, 0, 1)","(9, 5, 83, 3, 0, 1)","(9, 6, 67, 1, 0, 0)","(9, 8, 42, 3, 0, 0)","(9, 8, 51, 3, 0, 1)","(9, 10, 77, 3, 0, 1)","(8, 10, 83, 3, 0, 0)","(8, 11, 73, 3, 0, 0)",,,,
1,2,2,1,1,1,2,3,1,2,1,2,,,,
2,-8.591807016437482,18.68947608008719,16.86850915853576,12.53586225196763,5.822053721794408,0.602402216277194,23.797295288721543,14.614443147162316,10.96890326932918,16.576013234084183,15.737658812171189,,,,
0,"(6, 1, 77, 3, 0, 0)","(6, 1, 17, 3, 1, 1)","(9, 2, 41, 3, 1, 0)","(9, 3, 52, 3, 0, 0)","(9, 4, 45, 3, 0, 0)","(9, 5, 85, 3, 0, 0)","(9, 6, 17, 3, 1, 0)","(8, 6, 77, 3, 1, 1)","(8, 7, 40, 3, 1, 2)","(9, 8, 36, 3, 0, 1)","(8, 9, 53, 3, 0, 1)","(8, 10, 61, 3, 0, 0)","(9, 10, 57, 1, 0, 0)",,
1,3,1,2,2,4,4,0,4,0,2,4,1,2,,
2,11.040295372927307,-1.016064098523362,9.85124603848181,-5.365660891657224,11.960171414839749,15.621478940824728,11.77472564901032,8.117907266844535,10.683561855621146,12.95131978145591,19.49477154874444,7.391273084935714,10.413565051275096,,
0,"(6, 0, 41, 3, 0, 0)","(9, 1, 85, 3, 1, 0)","(4, 5, 40, 3, 0, 0)","(9, 7, 40, 3, 1, 0)","(9, 8, 76, 1, 0, 1)",,,,,,,,,,
1,1,3,0,0,1,,,,,,,,,,
2,18.114607903710564,0.3296253093218322,-9.93143844403923,14.748647947904741,24.942411316741726,,,,,,,,,,
0,"(6, 0, 23, 3, 0, 1)","(9, 3, 15, 3, 0, 0)","(9, 3, 73, 3, 1, 0)","(3, 7, 16, 3, 0, 0)","(9, 8, 14, 3, 0, 1)","(9, 8, 48, 3, 0, 1)","(9, 9, 75, 3, 1, 1)",,,,,,,,
1,1,1,3,1,4,2,2,,,,,,,,
2,-7.46121435882901,13.135792043698254,41.783360806980085,-10.266089953174552,21.750650988555087,6.4262541466221945,26.430630602824248,,,,,,,,
0,"(6, 1, 71, 2, 0, 0)","(9, 2, 17, 3, 1, 0)","(9, 4, 40, 3, 0, 0)","(9, 5, 40, 3, 0, 0)","(9, 6, 44, 3, 1, 1)","(9, 8, 58, 3, 1, 1)","(9, 9, 40, 3, 0, 1)","(8, 10, 13, 3, 0, 1)",,,,,,,
1,2,0,3,2,2,0,1,3,,,,,,,
2,-2.214641524687554,-3.5801776357957955,-0.0,11.127047704924909,10.346310781228073,14.205030091689778,12.385340243867077,12.236615145895593,,,,,,,
0,"(7, 1, 85, 3, 0, 0)","(8, 3, 58, 3, 0, 0)","(8, 4, 60, 3, 0, 1)","(4, 6, 40, 3, 1, 0)","(4, 6, 77, 3, 1, 0)","(9, 8, 76, 3, 0, 0)","(4, 10, 16, 3, 0, 2)",,,,,,,,
1,0,4,3,4,2,3,0,,,,,,,,
2,7.799986438811628,11.960878547254651,14.445190278833753,12.602968592145578,-2.6939958351018434,28.32696980614876,14.207094999348023,,,,,,,,
0,"(6, 1, 53, 3, 0, 1)","(9, 2, 48, 1, 0, 0)","(9, 2, 42, 3, 0, 0)","(9, 4, 40, 3, 0, 0)","(9, 5, 40, 3, 0, 0)","(9, 6, 85, 3, 1, 1)","(9, 6, 40, 3, 1, 0)","(8, 7, 44, 3, 1, 1)","(4, 9, 39, 3, 1, 2)","(9, 10, 77, 3, 0, 2)","(4, 11, 71, 3, 0, 1)",,,,
1,2,1,4,1,2,4,1,3,2,3,0,,,,
2,7.394799038579061,11.072221455317472,-0.0,-0.0,8.590208910466789,5.0,11.601911730131109,22.865610354533715,-8.153668493904139,19.90374273766996,7.4138459063475315,,,,
0,"(7, 1, 55, 3, 0, 0)","(7, 2, 55, 3, 0, 0)","(6, 2, 35, 3, 0, 0)","(7, 4, 54, 3, 0, 0)","(7, 4, 47, 1, 0, 0)","(9, 7, 34, 3, 1, 0)","(9, 7, 58, 2, 0, 1)","(9, 8, 60, 3, 0, 0)","(9, 9, 59, 3, 0, 1)","(9, 9, 75, 3, 1, 1)",,,,,
1,3,4,0,1,1,1,2,1,0,1,,,,,
2,-0.0,23.746621493583383,-4.866354244214145,6.889844542836467,4.387418731271193,10.25233811768338,9.761364172329245,3.7545467109256307,14.366912386170686,3.904603910387514,,,,,
0,"(6, 1, 41, 3, 0, 0)","(9, 2, 35, 2, 0, 0)","(9, 2, 43, 3, 0, 0)","(9, 3, 48, 2, 0, 0)","(9, 4, 37, 2, 0, 0)","(9, 5, 85, 3, 1, 0)","(8, 6, 48, 3, 1, 0)","(9, 7, 27, 3, 0, 1)","(9, 8, 71, 3, 0, 0)","(8, 9, 85, 3, 0, 2)","(9, 10, 57, 3, 0, 0)","(9, 11, 51, 3, 0, 0)",,,
1,0,2,1,1,2,1,2,0,4,0,0,2,,,
2,5.361347286523705,-0.12240396432769707,15.482542143452328,11.923863912423215,10.890686812245882,23.579763522186955,4.973049644450029,32.04025440567012,9.189780994784819,3.6685186481076366,27.124504930262113,5.055113250365006,,,
0,"(7, 1, 30, 3, 0, 0)","(6, 1, 73, 3, 0, 1)","(9, 3, 73, 3, 0, 0)","(9, 4, 73, 3, 1, 0)","(9, 4, 71, 2, 0, 0)","(9, 6, 53, 3, 0, 0)","(9, 7, 45, 3, 0, 0)","(9, 7, 17, 3, 0, 1)","(9, 8, 26, 3, 0, 0)","(9, 9, 26, 3, 0, 0)","(9, 10, 35, 3, 0, 1)",,,,
1,3,2,4,0,1,0,3,1,1,4,0,,,,
2,9.18297675703254,-6.324038617992358,7.677460095501625,16.346707277314657,22.655749460356652,-3.200119481253754,12.197403208976649,22.875643902692442,3.7894243327999115,16.258349567321265,34.31053021349498,,,,
0,"(7, 1, 31, 2, 0, 0)","(6, 2, 31, 2, 0, 0)","(6, 3, 31, 1, 0, 0)","(6, 4, 31, 1, 0, 0)","(9, 4, 33, 3, 0, 1)","(9, 6, 48, 2, 1, 1)","(9, 6, 26, 3, 0, 0)","(8, 6, 27, 3, 0, 0)","(8, 7, 16, 3, 0, 0)","(9, 7, 53, 3, 1, 0)","(8, 9, 12, 3, 0, 1)","(8, 11, 49, 3, 0, 0)",,,
1,1,4,2,0,0,4,4,1,0,1,0,1,,,
2,-0.0,-0.0,-0.0,-4.2028806846376945,18.270316282594848,5.0,8.991449776470871,17.554613911305573,2.856905251067964,25.48961682248993,34.565083719125106,17.457028173485796,,,
0,"(7, 1, 9, 3, 0, 0)","(9, 3, 3, 3, 0, 0)","(9, 4, 14, 3, 0, 0)","(4, 7, 13, 3, 0, 1)","(4, 7, 77, 3, 1, 0)","(3, 8, 35, 1, 0, 0)",,,,,,,,,
1,0,2,3,4,0,1,,,,,,,,,
2,-1.495928161463505,-1.8057525244429051,13.767530410887698,8.918803622942075,23.90595731395962,-3.147776942709177,,,,,,,,,
0,"(7, 0, 17, 3, 0, 0)","(9, 2, 60, 3, 0, 0)","(9, 3, 60, 3, 0, 0)","(9, 3, 34, 3, 0, 0)","(8, 3, 33, 3, 0, 0)","(8, 4, 75, 3, 0, 0)","(9, 5, 40, 3, 1, 0)","(9, 6, 52, 3, 0, 0)","(8, 7, 48, 3, 0, 0)","(8, 7, 53, 3, 1, 1)","(9, 8, 41, 3, 0, 1)","(9, 9, 73, 3, 1, 0)","(8, 9, 39, 3, 0, 1)","(8, 10, 42, 3, 0, 2)","(7, 10, 48, 3, 0, 1)"
1,0,4,2,4,2,2,2,4,4,2,4,4,3,0,1
2,6.898534404847979,-0.0,13.582683382328405,6.139579884467403,20.888529517876695,7.4714983164472155,18.627392397773548,7.0114086917119725,7.308765671349436,6.331516713927137,22.42769855488384,18.703676510749904,11.779325217556517,8.66272560996569,17.060870690967004
0,"(7, 1, 20, 3, 0, 0)","(6, 1, 27, 3, 1, 0)","(9, 4, 51, 3, 0, 0)","(9, 5, 41, 3, 0, 1)","(8, 6, 21, 1, 0, 0)","(4, 8, 74, 3, 0, 0)","(9, 11, 40, 3, 0, 1)",,,,,,,,
1,3,0,1,4,3,0,0,,,,,,,,
2,20.565476353321458,-2.308028995052473,19.221624749368967,20.511441124411597,9.458304325300652,3.1281772304466067,16.825069303859927,,,,,,,,
0,"(6, 1, 39, 3, 0, 0)","(6, 1, 75, 3, 0, 1)","(5, 2, 13, 3, 0, 0)","(5, 2, 77, 3, 0, 1)","(4, 3, 41, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 5, 40, 3, 1, 1)","(9, 8, 40, 3, 1, 0)","(9, 8, 60, 3, 1, 1)","(8, 9, 22, 3, 0, 0)","(9, 10, 40, 3, 1, 2)","(9, 10, 77, 3, 0, 2)","(8, 11, 51, 3, 0, 0)",,
1,1,4,0,4,0,1,2,1,0,2,4,3,4,,
2,11.085863151226611,20.48932363442085,13.451455464451577,15.620819629371011,-10.429650178544978,12.96052227694003,-5.764520951275644,17.78148766525352,27.911538837001526,6.831869357684756,7.0836237427661715,11.373134864302866,10.527935784636725,,
0,"(6, 0, 77, 3, 0, 1)","(6, 0, 40, 3, 0, 0)","(6, 0, 71, 3, 0, 1)","(9, 2, 17, 3, 1, 0)","(9, 3, 71, 3, 1, 0)","(9, 4, 77, 3, 1, 0)","(9, 4, 82, 2, 0, 0)","(8, 5, 77, 3, 0, 0)","(9, 6, 21, 3, 0, 0)","(9, 7, 71, 2, 1, 1)","(9, 7, 39, 3, 1, 1)","(4, 8, 58, 3, 1, 1)","(9, 9, 59, 3, 0, 1)",,
1,3,4,1,1,4,2,4,2,1,4,3,1,0,,
2,8.862432438125824,10.872630551734517,-2.4766202824539665,8.10447272964488,-0.0,10.696217064121695,32.52237276748344,3.4791501031988226,5.092627064370863,18.836316230386146,14.601796361481766,-7.11290846566984,29.85156326182379,,
0,"(7, 1, 5, 2, 0, 0)","(7, 2, 5, 1, 1, 0)","(9, 4, 16, 3, 0, 0)","(8, 5, 49, 3, 0, 1)","(4, 6, 40, 3, 1, 1)","(9, 9, 42, 3, 0, 0)","(9, 9, 39, 3, 0, 0)","(8, 10, 45, 3, 0, 1)",,,,,,,
1,1,0,1,3,1,3,4,1,,,,,,,
2,-0.0,26.775572467161673,6.427414412786324,15.893469959122836,-8.013337104159005,10.740046739015455,13.189163116826002,20.607424282227164,,,,,,,
0,"(6, 0, 39, 2, 0, 1)","(9, 1, 16, 3, 0, 0)","(9, 3, 27, 3, 0, 1)","(8, 3, 43, 3, 0, 0)","(9, 5, 88, 3, 0, 1)","(4, 7, 41, 3, 1, 1)","(9, 8, 49, 3, 0, 0)","(9, 9, 75, 3, 0, 1)","(4, 10, 36, 3, 0, 2)",,,,,,
1,0,2,4,2,3,0,0,3,2,,,,,,
2,6.3393011430264385,8.832262787068704,31.295622344621105,11.62162426235017,29.217992064101896,-4.8701389480236985,19.033088694159762,22.44649587818277,0.36637080047145787,,,,,,
0,"(7, 1, 24, 3, 0, 0)","(7, 1, 26, 3, 0, 0)","(7, 2, 26, 3, 1, 0)","(4, 3, 45, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 5, 49, 2, 0, 1)","(9, 6, 7, 3, 0, 1)","(4, 9, 16, 3, 1, 1)",,,,,,,
1,4,4,2,0,1,2,3,3,,,,,,,
2,5.0,-0.0,20.282802270643206,-9.930084423534298,13.808204293409977,2.5564384223822016,19.613782565666074,21.689571236310734,,,,,,,
0,"(6, 0, 36, 3, 0, 0)","(9, 2, 45, 3, 0, 0)","(9, 3, 45, 3, 0, 0)","(9, 4, 45, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(4, 6, 45, 3, 0, 0)","(4, 6, 44, 3, 1, 0)","(9, 8, 45, 3, 1, 0)","(9, 9, 45, 3, 0, 1)","(9, 9, 43, 3, 0, 1)","(9, 10, 60, 3, 0, 1)","(9, 10, 36, 3, 0, 1)",,,
1,1,0,4,1,2,1,1,0,1,1,2,2,,,
2,4.518960102809583,-1.276526720372849,-0.0,-0.0,8.148066127106112,8.59627775276247,-15.763101339472406,9.496640198154301,7.229499439357095,12.235102625204306,9.5982261249133,8.67976901144977,,,
0,"(7, 1, 32, 3, 0, 0)","(9, 3, 87, 3, 0, 0)","(9, 3, 17, 3, 0, 0)","(9, 5, 40, 3, 0, 0)","(9, 5, 85, 3, 0, 0)","(8, 6, 74, 3, 0, 0)","(9, 7, 73, 3, 0, 0)","(3, 9, 51, 3, 0, 1)","(9, 10, 61, 2, 0, 0)",,,,,,
1,0,0,0,2,1,0,3,2,3,,,,,,
2,-9.545242681062767,15.213188620503892,-2.5453164001110564,14.780079686217196,18.450284727922387,6.013902293678035,45.38712431438409,8.905626877390404,14.065961853085428,,,,,,
0,"(6, 1, 71, 3, 0, 1)","(6, 1, 44, 3, 1, 0)","(5, 2, 44, 3, 0, 0)","(9, 4, 83, 3, 0, 0)","(9, 5, 83, 3, 0, 0)","(9, 6, 71, 2, 0, 1)","(8, 8, 37, 3, 0, 0)",,,,,,,,
1,3,4,1,4,0,1,2,,,,,,,,
2,16.235221103296155,6.284095791595149,1.4507107203273997,11.46708417917593,2.649168532630739,47.59221961389882,25.80305772556813,,,,,,,,
0,"(6, 1, 68, 2, 1, 1)","(8, 4, 64, 1, 0, 0)","(8, 6, 77, 3, 1, 0)","(9, 7, 71, 3, 0, 1)","(9, 8, 16, 3, 1, 0)","(9, 8, 45, 3, 0, 1)","(9, 8, 39, 3, 1, 1)","(9, 9, 17, 3, 1, 1)",,,,,,,
1,2,1,1,2,4,4,2,4,,,,,,,
2,43.21369788419754,22.80888840515054,2.334529099823321,11.154812447567949,14.251389863433992,8.06673657163962,9.39515898301346,17.38502432644467,,,,,,,
0,"(7, 1, 68, 3, 0, 0)","(7, 1, 71, 3, 0, 1)","(4, 3, 72, 2, 0, 1)","(9, 6, 71, 3, 0, 0)","(9, 6, 13, 3, 0, 1)","(4, 9, 77, 3, 0, 2)",,,,,,,,,
1,1,3,1,0,3,2,,,,,,,,,
2,9.43799178879956,7.625775283069458,-1.9000659720563071,10.788663588326267,17.75941581784754,18.39833674428551,,,,,,,,,
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 0, 0)","(7, 2, 3, 3, 1, 1)","(4, 4, 62, 1, 0, 0)","(8, 8, 87, 1, 1, 0)","(9, 9, 71, 3, 1, 1)","(9, 10, 77, 3, 0, 2)","(9, 11, 17, 3, 0, 1)",,,,,,,
1,3,2,3,1,2,1,0,1,,,,,,,
2,-0.0,2.2175855794791106,8.202113956737158,30.770770304901216,12.664807664713612,20.201733719697724,6.448270344494048,12.191895930433162,,,,,,,
0,"(6, 1, 17, 3, 1, 1)","(9, 3, 73, 3, 0, 0)","(9, 3, 73, 3, 1, 1)","(4, 6, 75, 3, 1, 1)","(6, 8, 71, 3, 1, 1)",,,,,,,,,,
1,2,1,3,1,2,,,,,,,,,,
2,-7.734464688001915,8.883028081814592,24.297799634885607,4.159136064480313,-2.967767105415933,,,,,,,,,,
0,"(7, 0, 17, 3, 0, 0)","(6, 1, 60, 3, 0, 0)","(5, 1, 41, 3, 0, 0)","(9, 3, 39, 3, 1, 0)","(9, 4, 45, 3, 1, 0)","(9, 5, 45, 3, 0, 0)","(9, 6, 33, 3, 1, 0)","(9, 7, 85, 3, 0, 1)","(8, 8, 26, 3, 0, 1)","(9, 9, 23, 2, 0, 0)",,,,,
1,4,4,2,0,0,1,2,2,2,1,,,,,
2,20.3592727524005,21.688982711090333,2.0881636012592057,13.361217552981815,-2.1094106700734403,14.537446659708612,12.30466736281057,25.831071277036163,15.07307797575093,27.9147361385353,,,,,
0,"(6, 1, 40, 3, 0, 1)","(6, 1, 40, 3, 1, 0)","(9, 2, 74, 3, 1, 0)","(9, 2, 77, 3, 0, 0)","(4, 4, 41, 3, 0, 1)","(9, 7, 17, 3, 0, 0)","(9, 7, 42, 3, 0, 1)","(9, 8, 42, 3, 1, 1)","(9, 8, 40, 3, 1, 1)","(9, 8, 75, 3, 0, 0)",,,,,
1,4,0,2,3,0,2,4,4,4,4,,,,,
2,9.574601991736166,6.380886803271108,12.48170812018724,18.952478269158497,-6.887646870272333,7.155610410662822,7.80694205178893,7.010199851106236,11.709840065363663,50.545088072099006,,,,,
0,"(7, 1, 9, 3, 0, 0)","(9, 3, 24, 3, 0, 0)","(4, 5, 41, 3, 1, 1)","(9, 7, 43, 3, 0, 0)","(9, 8, 52, 3, 0, 1)","(9, 9, 49, 3, 0, 1)",,,,,,,,,
1,0,2,1,2,2,3,,,,,,,,,
2,-9.545659260527692,24.02499626497358,-8.12853655003784,18.914949932464328,12.093388031877836,33.28259241199436,,,,,,,,,
0,"(6, 0, 88, 2, 0, 0)","(9, 2, 44, 3, 0, 0)","(9, 4, 16, 3, 0, 1)","(9, 5, 40, 3, 0, 0)","(9, 6, 43, 3, 0, 1)","(9, 6, 44, 3, 1, 1)","(9, 7, 45, 3, 0, 0)","(9, 7, 13, 3, 0, 1)","(9, 8, 13, 3, 0, 0)","(8, 9, 23, 3, 0, 1)","(9, 11, 51, 3, 0, 0)",,,,
1,0,0,0,2,4,1,1,3,1,0,4,,,,
2,1.388005954827122,10.724897381335374,-2.8133864952709486,11.808524982720076,6.29799018320299,-5.068895272244004,21.826362724678,6.409103667391733,16.27829094461611,7.766379209190868,9.140004259917497,,,,
0,"(7, 0, 17, 3, 0, 0)","(9, 1, 77, 3, 0, 0)","(9, 1, 86, 3, 1, 0)","(9, 1, 76, 3, 1, 1)","(8, 2, 17, 3, 0, 1)","(8, 3, 71, 3, 0, 0)","(6, 4, 37, 1, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 6, 53, 3, 0, 0)","(9, 7, 82, 1, 0, 0)","(9, 8, 21, 3, 1, 1)","(8, 9, 42, 3, 1, 1)","(8, 10, 40, 3, 0, 1)","(7, 10, 59, 3, 0, 1)",
1,1,1,4,1,1,2,2,4,2,1,4,2,3,3,
2,5.178002731309358,8.93017793257492,5.0037981296860785,0.4200468184109083,1.5890163846297478,37.04413850047891,-0.31063941178032906,16.688882812955384,29.17129473277022,1.5946913705184178,29.833249899851765,5.510572705615053,17.61402963372089,22.582731003260207,
0,"(6, 0, 17, 3, 0, 1)","(6, 0, 40, 3, 0, 1)","(5, 1, 43, 3, 0, 0)","(9, 2, 40, 3, 0, 0)","(9, 2, 85, 3, 1, 0)","(9, 4, 86, 3, 0, 0)","(9, 4, 85, 3, 0, 0)","(9, 5, 83, 3, 0, 0)","(9, 6, 84, 3, 0, 0)","(4, 8, 77, 3, 1, 0)","(9, 10, 85, 3, 0, 1)",,,,
1,3,3,2,1,1,3,0,0,3,1,0,,,,
2,10.536541982718433,18.646179354701594,10.016688376152215,6.041458969963524,-3.2888519524914956,11.212302838148853,7.349362680737332,11.819174965128717,20.421124544086425,4.734298924919582,8.34263006311437,,,,
0,"(6, 0, 51, 3, 0, 0)","(9, 1, 25, 3, 0, 0)","(9, 2, 7, 1, 0, 0)","(9, 3, 15, 3, 0, 0)","(4, 6, 71, 3, 0, 0)","(2, 7, 53, 3, 0, 0)","(6, 10, 47, 3, 0, 0)",,,,,,,,
1,0,4,0,2,4,1,2,,,,,,,,
2,5.586192296461343,-0.0,-4.775848107221839,27.621843175872545,47.81817603300149,11.594840853453189,-9.286498519778135,,,,,,,,
0,"(6, 0, 48, 3, 0, 0)","(9, 2, 60, 3, 0, 0)","(9, 2, 88, 3, 0, 0)","(9, 3, 43, 2, 0, 0)","(9, 4, 40, 3, 1, 0)","(4, 6, 44, 3, 1, 1)","(9, 8, 36, 3, 0, 0)","(9, 8, 36, 3, 0, 1)","(9, 9, 45, 3, 1, 0)","(9, 9, 85, 3, 0, 0)","(9, 9, 41, 3, 0, 2)","(8, 10, 27, 3, 0, 0)","(9, 11, 39, 3, 0, 0)",,
1,2,2,1,4,3,2,1,2,4,2,4,2,2,,
2,-3.652263444502983,9.459416622923825,8.811914406555637,12.881378387703435,22.10102067710384,4.561583621803457,4.557533588973819,-4.174945600880847,16.493902598186686,7.288438511323492,21.327760014129428,8.785929291730262,7.5248099350198165,,
0,"(6, 1, 26, 3, 0, 0)","(9, 3, 51, 2, 0, 1)","(4, 4, 4, 2, 0, 0)","(9, 8, 51, 3, 0, 0)","(9, 9, 35, 3, 0, 0)","(9, 9, 41, 3, 0, 2)","(9, 10, 41, 3, 0, 1)",,,,,,,,
1,1,3,0,2,2,4,1,,,,,,,,
2,7.050818765563202,25.467029643092076,-4.802708449924859,14.923156907839857,0.5890189827380965,15.742683794987094,10.894734742301415,,,,,,,,
0,"(7, 1, 32, 3, 0, 0)","(4, 2, 41, 3, 0, 0)","(9, 4, 45, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 6, 45, 3, 0, 0)","(9, 7, 51, 3, 1, 1)","(9, 7, 48, 2, 0, 0)","(4, 10, 83, 3, 0, 1)",,,,,,,
1,2,1,0,0,1,4,3,0,,,,,,,
2,12.21388530385429,-9.72360185105859,-0.7304996688354893,-0.1494338728938861,14.281300212012646,5.0523631791409604,34.95634823660213,16.11122939974079,,,,,,,
0,"(6, 0, 27, 2, 0, 0)","(6, 1, 17, 3, 0, 0)","(5, 1, 36, 3, 0, 0)","(5, 2, 39, 3, 1, 1)","(9, 5, 43, 3, 0, 0)","(9, 5, 53, 3, 0, 0)","(9, 7, 45, 3, 0, 0)","(9, 7, 36, 3, 0, 0)","(8, 8, 33, 3, 0, 1)","(8, 9, 77, 3, 0, 1)","(7, 9, 54, 3, 0, 1)","(9, 11, 42, 3, 0, 2)",,,
1,3,4,3,1,4,1,4,2,4,4,2,4,,,
2,18.178296096588127,19.328715215054302,23.953439519158707,-0.03753198076058742,16.509227892389195,-3.2820830001133547,9.135050892258425,17.37038286842547,25.29908870061559,24.23932142727734,14.39039834523401,24.780774983610925,,,
0,"(6, 0, 62, 1, 0, 0)","(6, 1, 62, 1, 0, 0)","(6, 1, 65, 1, 0, 0)","(9, 4, 16, 3, 0, 1)","(9, 4, 17, 3, 0, 0)","(9, 5, 17, 3, 0, 0)","(9, 6, 27, 3, 0, 0)","(9, 7, 18, 3, 0, 0)","(9, 8, 18, 3, 0, 0)","(8, 8, 16, 3, 0, 1)","(9, 10, 10, 1, 0, 0)",,,,
1,3,2,1,4,4,0,0,4,4,1,0,,,,
2,-0.0,11.383629873840082,24.057113292636725,7.560501156132385,-0.0,27.39529280672053,6.659602721933317,11.44151421776216,15.56628687058533,36.22452863412826,-1.506951191054509,,,,
0,"(7, 1, 67, 3, 0, 0)","(4, 3, 39, 3, 1, 0)","(9, 4, 85, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 6, 45, 3, 0, 0)","(9, 6, 65, 3, 0, 0)","(8, 8, 13, 3, 0, 1)","(4, 9, 15, 3, 0, 1)","(4, 9, 18, 3, 0, 1)","(3, 9, 61, 3, 0, 1)",,,,,
1,2,0,4,1,1,2,3,3,3,0,,,,,
