,0
39,"{'vehicle_id': 64, 'time_send': 71.33792758030505, 'time_enter': 78.14827231468193, 'time_start': 98.18392911944602, 'SOC_end': 100.0, 'SOC_send': 69.532414483939, 'lat': 52.56873192294384, 'long': 13.325385580668732, 'v_hex': '871f1d4aeffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 61, 'CS_position': 59, 'distance': 2.4051723671884435}"
40,"{'vehicle_id': 273, 'time_send': 59.11241137389713, 'time_enter': 65.64716109498613, 'time_start': 65.64716109498613, 'SOC_end': 100.0, 'SOC_send': 68.17751772522058, 'lat': 52.52207011863768, 'long': 13.387623480878888, 'v_hex': '871f1d488ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 39, 'CS_position': 40, 'distance': 2.2673748605445008}"
41,"{'vehicle_id': 11, 'time_send': 45.98976746695433, 'time_enter': 51.70071238624188, 'time_start': 51.70071238624188, 'SOC_end': 100.0, 'SOC_send': 68.80204650660913, 'lat': 52.478001554090305, 'long': 13.37405031670691, 'v_hex': '871f18b26ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 18, 'CS_position': 18, 'distance': 1.8554724596437735}"
42,"{'vehicle_id': 243, 'time_send': 79.23588553991186, 'time_enter': 90.25518826774673, 'time_start': 90.25518826774673, 'SOC_end': 100.0, 'SOC_send': 68.55282289201763, 'lat': 52.51190581835943, 'long': 13.296846188439856, 'v_hex': '871f1d483ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 36, 'CS_position': 45, 'distance': 4.509651363917432}"
43,"{'vehicle_id': 22, 'time_send': 46.72554541729221, 'time_enter': 55.79229102964931, 'time_start': 55.982851985555826, 'SOC_end': 100.0, 'SOC_send': 67.85489091654156, 'lat': 52.51006607221894, 'long': 13.46873332750456, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 3.5333728061785505}"
44,
45,
46,"{'vehicle_id': 60, 'time_send': 90.73930475153496, 'time_enter': 96.3037162727246, 'time_start': 96.3037162727246, 'SOC_end': 100.0, 'SOC_send': 90.8419599547402, 'lat': 52.49931431259544, 'long': 13.269298091497324, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 1.7822057605948203}"
47,"{'vehicle_id': 287, 'time_send': 88.11673492311753, 'time_enter': 96.64751663137295, 'time_start': 96.64751663137295, 'SOC_end': 100.0, 'SOC_send': 65.5766530153765, 'lat': 52.53408319912881, 'long': 13.36274469419841, 'v_hex': '871f1d48cffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 43, 'CS_position': 45, 'distance': 3.265390854127709}"
48,"{'vehicle_id': 13, 'time_send': 86.46618979939689, 'time_enter': 92.8712332816895, 'time_start': 92.8712332816895, 'SOC_end': 100.0, 'SOC_send': 67.30676204012062, 'lat': 52.486176811329145, 'long': 13.464989525200057, 'v_hex': '871f18b2cffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 21, 'CS_position': 73, 'distance': 2.2025217411463065}"
49,
50,
51,"{'vehicle_id': 160, 'time_send': 26.916447164524634, 'time_enter': 38.64284134308802, 'time_start': 38.64284134308802, 'SOC_end': 100.0, 'SOC_send': 68.81671056709507, 'lat': 52.46377275562491, 'long': 13.460692106014024, 'v_hex': '871f18b2effffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 23, 'CS_position': 15, 'distance': 4.863197089281696}"
52,"{'vehicle_id': 197, 'time_send': 25.04056945295022, 'time_enter': 30.817553911235386, 'time_start': 30.817553911235386, 'SOC_end': 100.0, 'SOC_send': 67.19188610940996, 'lat': 52.458937289793376, 'long': 13.279396969451891, 'v_hex': '871f1d49affffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 50, 'CS_position': 3, 'distance': 1.888492229142583}"
53,"{'vehicle_id': 42, 'time_send': 130.32837474301314, 'time_enter': 134.82508404374158, 'time_start': 134.82508404374158, 'SOC_end': 100.0, 'SOC_send': 96.73432505139736, 'lat': 52.45201082818449, 'long': 13.331408571894608, 'v_hex': '871f18b35ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 27, 'CS_position': 27, 'distance': 1.248354650364218}"
54,"{'vehicle_id': 168, 'time_send': 44.74556637692096, 'time_enter': 49.87445898359301, 'time_start': 49.87445898359301, 'SOC_end': 100.0, 'SOC_send': 69.05088672461581, 'lat': 52.51098481754557, 'long': 13.295643247580609, 'v_hex': '871f1d483ffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 36, 'CS_position': 36, 'distance': 1.564446303336023}"
55,"{'vehicle_id': 166, 'time_send': 15.95081672231096, 'time_enter': 22.253882658571587, 'time_start': 22.253882658571587, 'SOC_end': 100.0, 'SOC_send': 72.6098366555378, 'lat': 52.55481830489448, 'long': 13.476490626662184, 'v_hex': '871f1d4f1ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 84, 'CS_position': 86, 'distance': 2.151532968130314}"
56,"{'vehicle_id': 86, 'time_send': 130.3846893506546, 'time_enter': 138.776878429395, 'time_start': 138.8352545002085, 'SOC_end': 100.0, 'SOC_send': 63.266092950152775, 'lat': 52.488495600655035, 'long': 13.416792261660891, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 3.1960945393701925}"
57,"{'vehicle_id': 67, 'time_send': 88.575141030917, 'time_enter': 96.3429031972387, 'time_start': 98.0631921882918, 'SOC_end': 100.0, 'SOC_send': 59.74729466430963, 'lat': 52.50694364461374, 'long': 13.464919923878261, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 2.8838810831608512}"
58,"{'vehicle_id': 62, 'time_send': 91.35316876542029, 'time_enter': 97.68214355531818, 'time_start': 98.95931873124123, 'SOC_end': 100.0, 'SOC_send': 68.47584845549538, 'lat': 52.560978751657444, 'long': 13.355113714183116, 'v_hex': '871f1d4abffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 60, 'CS_position': 59, 'distance': 2.1644873949489414}"
59,"{'vehicle_id': 194, 'time_send': 55.134072416682905, 'time_enter': 59.72502203454045, 'time_start': 59.72502203454045, 'SOC_end': 100.0, 'SOC_send': 69.46328625676965, 'lat': 52.504481455363035, 'long': 13.275237777193768, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 1.2954748089287742}"
60,"{'vehicle_id': 75, 'time_send': 137.69064258826074, 'time_enter': 148.0748149864095, 'time_start': 157.24218991306049, 'SOC_end': 100.0, 'SOC_send': 93.65033827507912, 'lat': 52.570574286910215, 'long': 13.368910081887105, 'v_hex': '871f1d4a8ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 57, 'CS_position': 59, 'distance': 4.192086199074375}"
61,"{'vehicle_id': 103, 'time_send': 126.63474386100799, 'time_enter': 136.68746437552684, 'time_start': 136.68746437552684, 'SOC_end': 100.0, 'SOC_send': 62.273051227798405, 'lat': 52.573105882043635, 'long': 13.363133299743554, 'v_hex': '871f1d4a8ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 57, 'CS_position': 59, 'distance': 4.026360257259429}"
62,"{'vehicle_id': 238, 'time_send': 122.6990570647105, 'time_enter': 134.25378386664815, 'time_start': 134.25378386664815, 'SOC_end': 100.0, 'SOC_send': 64.06018858705791, 'lat': 52.5573802169545, 'long': 13.288761070102597, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 4.777363400968826}"
63,"{'vehicle_id': 270, 'time_send': 77.86217573513508, 'time_enter': 90.3385533750261, 'time_start': 95.66143435450603, 'SOC_end': 100.0, 'SOC_send': 59.427564852972985, 'lat': 52.55127118328633, 'long': 13.28468553255238, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 5.238188819945509}"
64,"{'vehicle_id': 284, 'time_send': 127.32020850233734, 'time_enter': 137.05739795466923, 'time_start': 141.72670202161171, 'SOC_end': 100.0, 'SOC_send': 66.53595829953254, 'lat': 52.55687705834776, 'long': 13.297662773030057, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 3.8685947261659424}"
65,"{'vehicle_id': 200, 'time_send': 35.51926571988335, 'time_enter': 42.61498069756094, 'time_start': 45.77119178482401, 'SOC_end': 100.0, 'SOC_send': 69.49614685602333, 'lat': 52.51447701361409, 'long': 13.425938534137181, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 77, 'CS_position': 40, 'distance': 2.547857488838792}"
66,"{'vehicle_id': 262, 'time_send': 51.366301351245184, 'time_enter': 56.67774213756877, 'time_start': 56.67774213756877, 'SOC_end': 100.0, 'SOC_send': 67.32673972975097, 'lat': 52.49724784142356, 'long': 13.43197750344703, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.655720393161793}"
67,"{'vehicle_id': 39, 'time_send': 22.008350491982355, 'time_enter': 27.726118668530475, 'time_start': 27.726118668530475, 'SOC_end': 100.0, 'SOC_send': 67.59832990160353, 'lat': 52.50294081443515, 'long': 13.43726544919946, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 1.8588840882740598}"
68,"{'vehicle_id': 76, 'time_send': 60.010999999999974, 'time_enter': 78.14223789761841, 'time_start': 78.14223789761841, 'SOC_end': 100.0, 'SOC_send': 72, 'lat': 52.55879148790351, 'long': 13.537365306863972, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 8.06561894880922}"
69,"{'vehicle_id': 214, 'time_send': 41.2306821745624, 'time_enter': 45.19113586986696, 'time_start': 45.19113586986696, 'SOC_end': 100.0, 'SOC_send': 71.00642755307571, 'lat': 52.5235860880327, 'long': 13.347245538622023, 'v_hex': '871f1d48effffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 45, 'CS_position': 45, 'distance': 0.9802268476522797}"
70,"{'vehicle_id': 227, 'time_send': 41.66675886133373, 'time_enter': 51.1388848147982, 'time_start': 51.1388848147982, 'SOC_end': 100.0, 'SOC_send': 67.06664822773325, 'lat': 52.484299990971614, 'long': 13.389398720473748, 'v_hex': '871f18b24ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 16, 'CS_position': 18, 'distance': 3.7360629767322373}"
71,"{'vehicle_id': 174, 'time_send': 169.15131258972633, 'time_enter': 175.77989213054832, 'time_start': 175.77989213054832, 'SOC_end': 100.0, 'SOC_send': 92.56973748205473, 'lat': 52.51133368146247, 'long': 13.414517319285453, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 77, 'CS_position': 42, 'distance': 2.3142897704109973}"
72,"{'vehicle_id': 28, 'time_send': 57.38512707080335, 'time_enter': 63.11207431468893, 'time_start': 63.11207431468893, 'SOC_end': 100.0, 'SOC_send': 69.32297458583933, 'lat': 52.521224812782684, 'long': 13.319998452274989, 'v_hex': '871f1d483ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 36, 'CS_position': 45, 'distance': 1.8634736219427928}"
73,"{'vehicle_id': 252, 'time_send': 131.6328978807055, 'time_enter': 138.70249116646627, 'time_start': 138.70249116646627, 'SOC_end': 100.0, 'SOC_send': 48.873420423858896, 'lat': 52.536184928950554, 'long': 13.427150119417677, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 85, 'CS_position': 40, 'distance': 2.534796642880382}"
74,"{'vehicle_id': 222, 'time_send': 54.60727879412822, 'time_enter': 65.69186945800216, 'time_start': 65.69186945800216, 'SOC_end': 100.0, 'SOC_send': 64.67854424117435, 'lat': 52.46723742552967, 'long': 13.305938108514038, 'v_hex': '871f1d49affffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 50, 'CS_position': 27, 'distance': 4.5422953319369705}"
75,"{'vehicle_id': 115, 'time_send': 60.02199999999995, 'time_enter': 82.58279870019823, 'time_start': 82.58279870019823, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.57585108289373, 'long': 13.549381112801667, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 10.280399350099135}"
76,"{'vehicle_id': 144, 'time_send': 19.51277723537586, 'time_enter': 21.77441041771992, 'time_start': 21.77441041771992, 'SOC_end': 100.0, 'SOC_send': 72.89744455292482, 'lat': 52.495690594453606, 'long': 13.483717624906994, 'v_hex': '871f1d4d3ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 74, 'CS_position': 74, 'distance': 0.13081659117203007}"
77,"{'vehicle_id': 29, 'time_send': 137.77538756605588, 'time_enter': 148.35798826825982, 'time_start': 149.8990311080198, 'SOC_end': 100.0, 'SOC_send': 71.04492248678882, 'lat': 52.576838859408916, 'long': 13.359773318722079, 'v_hex': '871f1d4a8ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 57, 'CS_position': 59, 'distance': 4.291300351101967}"
78,"{'vehicle_id': 183, 'time_send': 89.47777664385275, 'time_enter': 98.77236487644734, 'time_start': 98.77236487644734, 'SOC_end': 100.0, 'SOC_send': 67.9857101695217, 'lat': 52.44199929338174, 'long': 13.307156150829998, 'v_hex': '871f18b34ffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 26, 'CS_position': 3, 'distance': 3.6472941162972963}"
79,"{'vehicle_id': 55, 'time_send': 46.64214487503022, 'time_enter': 55.89352426194567, 'time_start': 55.89352426194567, 'SOC_end': 100.0, 'SOC_send': 65.07157102499396, 'lat': 52.469117545603254, 'long': 13.324510457408646, 'v_hex': '871f1d49bffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 51, 'CS_position': 18, 'distance': 3.625689693457724}"
80,"{'vehicle_id': 218, 'time_send': 64.67173513477728, 'time_enter': 74.4726281801526, 'time_start': 80.5032701879052, 'SOC_end': 100.0, 'SOC_send': 65.04789644429341, 'lat': 52.53239747916898, 'long': 13.372119046070937, 'v_hex': '871f1d488ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 39, 'CS_position': 45, 'distance': 3.900446522687661}"
81,"{'vehicle_id': 232, 'time_send': 80.52830258669692, 'time_enter': 91.30111937012445, 'time_start': 91.30111937012445, 'SOC_end': 100.0, 'SOC_send': 66.05172785880593, 'lat': 52.528797710040905, 'long': 13.296946455328493, 'v_hex': '871f1d483ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 36, 'CS_position': 45, 'distance': 4.386408391713766}"
82,"{'vehicle_id': 151, 'time_send': 91.0077922913754, 'time_enter': 100.26475380777742, 'time_start': 102.41063948677419, 'SOC_end': 100.0, 'SOC_send': 62.99844154172492, 'lat': 52.50299166304367, 'long': 13.35720276001391, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 3.628480758201016}"
83,"{'vehicle_id': 207, 'time_send': 148.50905702260363, 'time_enter': 159.38213141642882, 'time_start': 159.38213141642882, 'SOC_end': 100.0, 'SOC_send': 95.54072340911736, 'lat': 52.47224922999588, 'long': 13.502992605425584, 'v_hex': '871f18b2dffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 22, 'CS_position': 74, 'distance': 4.436537196912589}"
84,"{'vehicle_id': 32, 'time_send': 139.56911259765036, 'time_enter': 148.77890922466497, 'time_start': None, 'SOC_end': 89.94034883161532, 'SOC_send': 91.38230815701824, 'lat': 52.501280449462584, 'long': 13.480089673033985, 'v_hex': '871f1d4d3ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 74, 'CS_position': 73, 'distance': 3.604898313507304}"
85,"{'vehicle_id': 121, 'time_send': 150.89108837311852, 'time_enter': 157.99658670491127, 'time_start': 157.99658670491127, 'SOC_end': 100.0, 'SOC_send': 97.82178232537629, 'lat': 52.54976904547113, 'long': 13.38791641696614, 'v_hex': '871f1d48dffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 44, 'CS_position': 88, 'distance': 2.5527491658963664}"
86,"{'vehicle_id': 95, 'time_send': 132.80609288006914, 'time_enter': 140.0549176288646, 'time_start': 140.0549176288646, 'SOC_end': 100.0, 'SOC_send': 97.43878142398617, 'lat': 52.5467404091773, 'long': 13.39279636851344, 'v_hex': '871f1d48dffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 44, 'CS_position': 88, 'distance': 2.6244123743977195}"
87,"{'vehicle_id': 98, 'time_send': 45.05255507801314, 'time_enter': 56.11921775470351, 'time_start': 56.11921775470351, 'SOC_end': 100.0, 'SOC_send': 68.98948898439737, 'lat': 52.53274419899788, 'long': 13.409084109825924, 'v_hex': '871f1d489ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 40, 'CS_position': 42, 'distance': 4.533331338345183}"
88,"{'vehicle_id': 235, 'time_send': 240.15600000000026, 'time_enter': 245.28045990026746, 'time_start': None, 'SOC_end': 98.59812639256468, 'SOC_send': 99.22301837261813, 'lat': 52.51628195891379, 'long': 13.39796427190385, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.5622299501336043}"
89,"{'vehicle_id': 251, 'time_send': 103.98200639188948, 'time_enter': 111.93773360458178, 'time_start': 111.93773360458178, 'SOC_end': 100.0, 'SOC_send': 68.0035987216221, 'lat': 52.4482455020615, 'long': 13.388867235503053, 'v_hex': '871f18b22ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 14, 'CS_position': 15, 'distance': 2.977863606346146}"
90,"{'vehicle_id': 140, 'time_send': 60.027999999999935, 'time_enter': 66.2805999441339, 'time_start': 66.2805999441339, 'SOC_end': 100.0, 'SOC_send': 70, 'lat': 52.54955268022527, 'long': 13.317384460392327, 'v_hex': '871f1d485ffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 37, 'CS_position': 59, 'distance': 2.12629997206698}"
91,"{'vehicle_id': 149, 'time_send': 139.42238308545595, 'time_enter': 149.9396625299066, 'time_start': 149.9396625299066, 'SOC_end': 100.0, 'SOC_send': 64.41534062036789, 'lat': 52.47884617674358, 'long': 13.320207114661027, 'v_hex': '871f1d49bffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 51, 'CS_position': 18, 'distance': 4.258639722225325}"
92,"{'vehicle_id': 146, 'time_send': 115.8464120822797, 'time_enter': 125.2167559196299, 'time_start': 125.2167559196299, 'SOC_end': 100.0, 'SOC_send': 91.27307914849156, 'lat': 52.54687283151996, 'long': 13.42466254106097, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 85, 'CS_position': 86, 'distance': 3.6851719186751035}"
93,"{'vehicle_id': 124, 'time_send': 49.08435098278181, 'time_enter': 53.98209020457931, 'time_start': 53.98209020457931, 'SOC_end': 100.0, 'SOC_send': 67.78312980344364, 'lat': 52.46123716425407, 'long': 13.346159698996543, 'v_hex': '871f18b35ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 27, 'CS_position': 27, 'distance': 1.4488696108987507}"
94,"{'vehicle_id': 210, 'time_send': 87.88755996234943, 'time_enter': 98.23101690315823, 'time_start': 98.23101690315823, 'SOC_end': 100.0, 'SOC_send': 44.022488007530114, 'lat': 52.52262500960418, 'long': 13.474748944388221, 'v_hex': '871f1d4d5ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 76, 'CS_position': 86, 'distance': 4.1717284704044}"
95,"{'vehicle_id': 130, 'time_send': 157.7489438191205, 'time_enter': 167.91556007646417, 'time_start': 167.91556007646417, 'SOC_end': 100.0, 'SOC_send': 96.8502112361759, 'lat': 52.50473500020966, 'long': 13.308971217062119, 'v_hex': '871f1d49dffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 53, 'CS_position': 45, 'distance': 4.083308128671836}"
96,"{'vehicle_id': 208, 'time_send': 139.95939120021296, 'time_enter': 144.84548684953901, 'time_start': 144.84548684953901, 'SOC_end': 100.0, 'SOC_send': 95.44727847164317, 'lat': 52.498564443992834, 'long': 13.2729759531934, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 1.4430478246630236}"
97,"{'vehicle_id': 127, 'time_send': 53.64951861894751, 'time_enter': 62.72747658012637, 'time_start': 62.72747658012637, 'SOC_end': 100.0, 'SOC_send': 70.4700962762105, 'lat': 52.515251069928176, 'long': 13.469073912960468, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 71, 'CS_position': 74, 'distance': 3.5389789805894294}"
98,"{'vehicle_id': 65, 'time_send': 66.8623317272503, 'time_enter': 71.39514715479898, 'time_start': 71.39514715479898, 'SOC_end': 100.0, 'SOC_send': 66.82753365454994, 'lat': 52.50069567347452, 'long': 13.473107797456915, 'v_hex': '871f1d4d3ffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 74, 'CS_position': 74, 'distance': 1.2664077137743415}"
99,"{'vehicle_id': 186, 'time_send': 240.14700000000022, 'time_enter': 245.27145990026742, 'time_start': None, 'SOC_end': 98.59812639256468, 'SOC_send': 99.22301837261813, 'lat': 52.51628195891379, 'long': 13.39796427190385, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.5622299501336043}"
100,"{'vehicle_id': 35, 'time_send': 66.72762711699988, 'time_enter': 73.11558979336763, 'time_start': 73.11558979336763, 'SOC_end': 100.0, 'SOC_send': 97.85447457660001, 'lat': 52.545270252122464, 'long': 13.43934431470089, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 85, 'CS_position': 86, 'distance': 2.193981338183876}"
101,"{'vehicle_id': 234, 'time_send': 60.05199999999988, 'time_enter': 78.81224397228536, 'time_start': 78.81224397228536, 'SOC_end': 100.0, 'SOC_send': 71, 'lat': 52.40306239885017, 'long': 13.355937747380574, 'v_hex': '871f18b06ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 9, 'CS_position': 27, 'distance': 8.380121986142736}"
102,"{'vehicle_id': 99, 'time_send': 158.47971589743136, 'time_enter': 174.5228902032402, 'time_start': 174.5228902032402, 'SOC_end': 100.0, 'SOC_send': 62.17698765023825, 'lat': 52.451686165231315, 'long': 13.453953459414159, 'v_hex': '871f18b2effffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 23, 'CS_position': 73, 'distance': 7.021587152904423}"
103,"{'vehicle_id': 100, 'time_send': 200.49603136322702, 'time_enter': 206.16459896358302, 'time_start': 206.16459896358302, 'SOC_end': 100.0, 'SOC_send': 97.50079372735459, 'lat': 52.483504816193, 'long': 13.439721265495937, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 1.8342838001780017}"
104,"{'vehicle_id': 143, 'time_send': 142.87836231814234, 'time_enter': 147.1755532403818, 'time_start': 148.44098721959833, 'SOC_end': 100.0, 'SOC_send': 47.511638995779634, 'lat': 52.49734497855382, 'long': 13.43765697892835, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.1485954611197273}"
105,"{'vehicle_id': 147, 'time_send': 187.2960065993843, 'time_enter': 197.89833790936783, 'time_start': 204.61906727952484, 'SOC_end': 100.0, 'SOC_send': 95.758341089292, 'lat': 52.467774664898016, 'long': 13.446558379747788, 'v_hex': '871f18b2effffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 23, 'CS_position': 73, 'distance': 4.301165654991765}"
106,"{'vehicle_id': 8, 'time_send': 174.14648548620914, 'time_enter': 182.01059627965026, 'time_start': 182.01059627965026, 'SOC_end': 100.0, 'SOC_send': 93.35154613540675, 'lat': 52.53338133104531, 'long': 13.383121536737555, 'v_hex': '871f1d48dffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 44, 'CS_position': 40, 'distance': 2.932055396720556}"
