,0
107,"{'vehicle_id': 50, 'time_send': 195.23047877240379, 'time_enter': 203.42600881931634, 'time_start': None, 'SOC_end': 94.40353912857334, 'SOC_send': 95.64264513795585, 'lat': 52.5460138576317, 'long': 13.361564145265328, 'v_hex': '871f1d48cffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 43, 'CS_position': 59, 'distance': 3.0977650234562724}"
108,"{'vehicle_id': 293, 'time_send': 180.1200000000001, 'time_enter': 189.57664651539403, 'time_start': 189.57664651539403, 'SOC_end': 100.0, 'SOC_send': 72, 'lat': 52.57536947598907, 'long': 13.43317057128934, 'v_hex': '871f1d4f4ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 87, 'CS_position': 88, 'distance': 3.7283232576969674}"
109,"{'vehicle_id': 40, 'time_send': 239.74350334719048, 'time_enter': 246.13143286003162, 'time_start': 246.13143286003162, 'SOC_end': 100.0, 'SOC_send': 97.25129933056192, 'lat': 52.51725983182884, 'long': 13.425515912646723, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 77, 'CS_position': 40, 'distance': 2.1939647564205647}"
110,"{'vehicle_id': 69, 'time_send': 221.69026316910714, 'time_enter': 227.25201815213967, 'time_start': 227.25201815213967, 'SOC_end': 100.0, 'SOC_send': 97.66194736617857, 'lat': 52.52845566266624, 'long': 13.392141972124861, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 1.780877491516259}"
111,"{'vehicle_id': 37, 'time_send': 76.87872077034501, 'time_enter': 81.15132579287392, 'time_start': 81.15132579287392, 'SOC_end': 100.0, 'SOC_send': 63.024255845931, 'lat': 52.56438563215769, 'long': 13.415099752485721, 'v_hex': '871f1d4f6ffffff', 'CS_location': [52.56008239238105, 13.406443921362142], 'v_position': 88, 'CS_position': 88, 'distance': 1.1363025112644558}"
112,"{'vehicle_id': 131, 'time_send': 189.92409853570547, 'time_enter': 197.72525933064182, 'time_start': 197.72525933064182, 'SOC_end': 100.0, 'SOC_send': 50.14572678141282, 'lat': 52.509100976565236, 'long': 13.417237311209979, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 77, 'CS_position': 40, 'distance': 2.900580397468178}"
113,"{'vehicle_id': 5, 'time_send': 275.08836970851286, 'time_enter': 286.211658287538, 'time_start': 286.211658287538, 'SOC_end': 100.0, 'SOC_send': 95.78232605829743, 'lat': 52.494178465645525, 'long': 13.334673548877158, 'v_hex': '871f1d499ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 49, 'CS_position': 45, 'distance': 4.561644289512566}"
114,"{'vehicle_id': 223, 'time_send': 259.1330237490605, 'time_enter': 267.92109488476336, 'time_start': 267.92109488476336, 'SOC_end': 100.0, 'SOC_send': 79.00704925668094, 'lat': 52.50629059766015, 'long': 13.399379919515583, 'v_hex': '871f1d48bffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 42, 'CS_position': 40, 'distance': 3.394035567851443}"
115,"{'vehicle_id': 15, 'time_send': 264.04652238705984, 'time_enter': 272.83844971222914, 'time_start': 272.83844971222914, 'SOC_end': 100.0, 'SOC_send': 91.36575090168807, 'lat': 52.51258941541232, 'long': 13.368345199847859, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 3.3959636625846517}"
116,"{'vehicle_id': 108, 'time_send': 146.127049548528, 'time_enter': 150.63692870873123, 'time_start': 150.63692870873123, 'SOC_end': 100.0, 'SOC_send': 57.183955636734865, 'lat': 52.50151293781504, 'long': 13.29886970613316, 'v_hex': '871f1d49cffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 52, 'CS_position': 52, 'distance': 1.254939580101626}"
117,"{'vehicle_id': 230, 'time_send': 70.94589887873772, 'time_enter': 79.07666480645645, 'time_start': 79.07666480645645, 'SOC_end': 100.0, 'SOC_send': 64.30766197274353, 'lat': 52.456388152245964, 'long': 13.314149618823665, 'v_hex': '871f18b34ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 26, 'CS_position': 27, 'distance': 3.0653829638593653}"
118,"{'vehicle_id': 220, 'time_send': 180.11200000000005, 'time_enter': 185.35609628605528, 'time_start': 185.35609628605528, 'SOC_end': 100.0, 'SOC_send': 99.35118074278896, 'lat': 52.542294209747006, 'long': 13.475496720443639, 'v_hex': '871f1d4f3ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 86, 'CS_position': 86, 'distance': 1.6220481430276115}"
119,"{'vehicle_id': 204, 'time_send': 60.044999999999895, 'time_enter': 79.11628576821077, 'time_start': 79.11628576821077, 'SOC_end': 100.0, 'SOC_send': 72, 'lat': 52.56662819091514, 'long': 13.537729066125769, 'v_hex': '871f1d4c0ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 67, 'CS_position': 86, 'distance': 8.535642884105439}"
120,"{'vehicle_id': 188, 'time_send': 120.08599999999994, 'time_enter': 124.81855285813887, 'time_start': 125.46136554409216, 'SOC_end': 100.0, 'SOC_send': 49.453489428372215, 'lat': 52.48614229711626, 'long': 13.452787170588078, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.366276429069466}"
121,"{'vehicle_id': 192, 'time_send': 267.85772673383826, 'time_enter': 274.6479344291795, 'time_start': 274.6479344291795, 'SOC_end': 100.0, 'SOC_send': 86.16784983808411, 'lat': 52.50419215740599, 'long': 13.431296741189017, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 2.395103847670601}"
122,"{'vehicle_id': 193, 'time_send': 227.7877452135905, 'time_enter': 235.08020777920444, 'time_start': 235.08020777920444, 'SOC_end': 100.0, 'SOC_send': 50.73074292869081, 'lat': 52.48733186751497, 'long': 13.423155824564871, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 2.6462312828069585}"
123,"{'vehicle_id': 199, 'time_send': 101.72324391104443, 'time_enter': 111.99379911866502, 'time_start': 121.2502416858782, 'SOC_end': 100.0, 'SOC_send': 66.00434435080227, 'lat': 52.51728469807505, 'long': 13.458646287099427, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 4.135277603810292}"
124,"{'vehicle_id': 138, 'time_send': 204.71261420466993, 'time_enter': 208.95192893085965, 'time_start': 223.20949456047657, 'SOC_end': 100.0, 'SOC_send': 92.30475840746962, 'lat': 52.50637639971009, 'long': 13.40352097325913, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.1196573630948565}"
125,"{'vehicle_id': 201, 'time_send': 174.81600121081087, 'time_enter': 183.39344646829431, 'time_start': 184.70551789305566, 'SOC_end': 100.0, 'SOC_send': 96.23679975783783, 'lat': 52.483063788656565, 'long': 13.419718499191939, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 3.288722628741727}"
126,"{'vehicle_id': 136, 'time_send': 171.7158371041966, 'time_enter': 182.02103434933466, 'time_start': 182.02103434933466, 'SOC_end': 100.0, 'SOC_send': 88.58406759875615, 'lat': 52.56848280305643, 'long': 13.370714378488339, 'v_hex': '871f1d4abffffff', 'CS_location': [52.55574928705948, 13.335643865826528], 'v_position': 60, 'CS_position': 59, 'distance': 4.152598622569029}"
127,"{'vehicle_id': 31, 'time_send': 135.7861839543692, 'time_enter': 169.36798687520957, 'time_start': 170.78542728563988, 'SOC_end': 100.0, 'SOC_send': 41.24276320912616, 'lat': 52.5116348447441, 'long': 13.184053883778063, 'v_hex': '871f1d494ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 47, 'CS_position': 45, 'distance': 15.790901460420189}"
128,"{'vehicle_id': 248, 'time_send': 202.40824728212678, 'time_enter': 207.70177833581886, 'time_start': 219.63521132621466, 'SOC_end': 100.0, 'SOC_send': 96.31835054357464, 'lat': 52.50640066048363, 'long': 13.408750505581919, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.6467655268460364}"
129,
130,"{'vehicle_id': 263, 'time_send': 132.07614612751468, 'time_enter': 145.46914694532234, 'time_start': 160.35536715986245, 'SOC_end': 100.0, 'SOC_send': 91.98477077449706, 'lat': 52.460670172938066, 'long': 13.432024001637002, 'v_hex': '871f18b2effffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 23, 'CS_position': 73, 'distance': 5.696500408903834}"
131,"{'vehicle_id': 158, 'time_send': 103.93663414038289, 'time_enter': 114.85832962520163, 'time_start': 114.85832962520163, 'SOC_end': 100.0, 'SOC_send': 46.012673171923424, 'lat': 52.4848092019073, 'long': 13.397394497079965, 'v_hex': '871f18b25ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 17, 'CS_position': 18, 'distance': 4.460847742409367}"
132,"{'vehicle_id': 279, 'time_send': 77.59174932660933, 'time_enter': 89.24203457310843, 'time_start': 89.24203457310843, 'SOC_end': 100.0, 'SOC_send': 68.68165013467814, 'lat': 52.55436031495971, 'long': 13.185450149504991, 'v_hex': '871f1d4b0ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 62, 'CS_position': 65, 'distance': 4.825142623249548}"
133,"{'vehicle_id': 233, 'time_send': 60.05099999999988, 'time_enter': 73.80444541142312, 'time_start': 73.80444541142312, 'SOC_end': 100.0, 'SOC_send': 75, 'lat': 52.46069774402941, 'long': 13.47589695562544, 'v_hex': '871f18b2effffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 23, 'CS_position': 74, 'distance': 5.876722705711618}"
134,"{'vehicle_id': 53, 'time_send': 201.87429426848817, 'time_enter': 207.61255357883581, 'time_start': 215.78446533565705, 'SOC_end': 100.0, 'SOC_send': 98.02514114630237, 'lat': 52.503103176579046, 'long': 13.375800667937536, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.8691296551738228}"
135,"{'vehicle_id': 72, 'time_send': 108.84923140409892, 'time_enter': 115.00149845550604, 'time_start': 115.00149845550604, 'SOC_end': 100.0, 'SOC_send': 63.87669888755939, 'lat': 52.50053865668832, 'long': 13.375784425526264, 'v_hex': '871f18b24ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 16, 'CS_position': 42, 'distance': 2.076133525703563}"
136,"{'vehicle_id': 125, 'time_send': 196.0162344379039, 'time_enter': 202.09755724243627, 'time_start': 202.09755724243627, 'SOC_end': 100.0, 'SOC_send': 93.03590982410498, 'lat': 52.43965599602016, 'long': 13.28702333165476, 'v_hex': '871f18b36ffffff', 'CS_location': [52.44833496005773, 13.27293171266307], 'v_position': 28, 'CS_position': 3, 'distance': 2.040661402266182}"
137,"{'vehicle_id': 162, 'time_send': 56.36687420389879, 'time_enter': 63.88587036237262, 'time_start': 63.88587036237262, 'SOC_end': 100.0, 'SOC_send': 64.93219936450173, 'lat': 52.498948347798425, 'long': 13.369491035027757, 'v_hex': '871f1d48affffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 41, 'CS_position': 42, 'distance': 2.759498079236915}"
138,"{'vehicle_id': 0, 'time_send': 150.05902483482447, 'time_enter': 158.59403686158862, 'time_start': 158.59403686158862, 'SOC_end': 100.0, 'SOC_send': 91.28690200166767, 'lat': 52.52788890003806, 'long': 13.449243182185766, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 3.26750601338207}"
139,"{'vehicle_id': 189, 'time_send': 29.123248769486125, 'time_enter': 32.417950260298014, 'time_start': 32.417950260298014, 'SOC_end': 100.0, 'SOC_send': 66.37535024610278, 'lat': 52.50862836530567, 'long': 13.386602959977406, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 0.647350745405945}"
140,"{'vehicle_id': 264, 'time_send': 102.09795560095642, 'time_enter': 113.673174106083, 'time_start': 113.673174106083, 'SOC_end': 100.0, 'SOC_send': 69.18040887980871, 'lat': 52.480371811457616, 'long': 13.315570833622779, 'v_hex': '871f1d498ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 48, 'CS_position': 18, 'distance': 4.787609252563286}"
141,"{'vehicle_id': 66, 'time_send': 97.5850914054224, 'time_enter': 104.73823761115949, 'time_start': 104.73823761115949, 'SOC_end': 100.0, 'SOC_send': 60.082981718915526, 'lat': 52.53095051858058, 'long': 13.465379195537336, 'v_hex': '871f1d4d5ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 76, 'CS_position': 86, 'distance': 2.5765731028685472}"
142,"{'vehicle_id': 44, 'time_send': 174.6039925849628, 'time_enter': 183.2654276383461, 'time_start': 183.2654276383461, 'SOC_end': 100.0, 'SOC_send': 94.67920148300743, 'lat': 52.49464968455085, 'long': 13.317592800330797, 'v_hex': '871f1d49dffffff', 'CS_location': [52.50097209442047, 13.286581684197895], 'v_position': 53, 'CS_position': 52, 'distance': 3.330717526691646}"
143,"{'vehicle_id': 96, 'time_send': 120.07499999999989, 'time_enter': 125.77757178065187, 'time_start': 125.77757178065187, 'SOC_end': 100.0, 'SOC_send': 64.5842552851476, 'lat': 52.53525544248011, 'long': 13.457351995402266, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 75, 'CS_position': 86, 'distance': 1.8512858903259892}"
144,"{'vehicle_id': 268, 'time_send': 183.60952577583328, 'time_enter': 192.94464254031664, 'time_start': 201.87250446101382, 'SOC_end': 100.0, 'SOC_send': 93.67809484483335, 'lat': 52.486099769128934, 'long': 13.413184411739891, 'v_hex': '871f18b25ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 17, 'CS_position': 73, 'distance': 3.667558382241686}"
145,"{'vehicle_id': 272, 'time_send': 180.11600000000007, 'time_enter': 184.84855285813902, 'time_start': 187.752731469251, 'SOC_end': 100.0, 'SOC_send': 49.453489428372215, 'lat': 52.48614229711626, 'long': 13.452787170588078, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.366276429069466}"
146,"{'vehicle_id': 280, 'time_send': 119.09882502133064, 'time_enter': 127.07231001749851, 'time_start': 127.07231001749851, 'SOC_end': 100.0, 'SOC_send': 65.58023499573387, 'lat': 52.50975910539975, 'long': 13.459443504045224, 'v_hex': '871f1d4d0ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 71, 'CS_position': 73, 'distance': 2.9867424980839323}"
147,"{'vehicle_id': 281, 'time_send': 88.63308097433935, 'time_enter': 94.1674582951607, 'time_start': 98.24809904143956, 'SOC_end': 100.0, 'SOC_send': 62.36997105676654, 'lat': 52.49163746444356, 'long': 13.429990196534987, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.767188660410673}"
148,"{'vehicle_id': 250, 'time_send': 70.07564875768479, 'time_enter': 77.78971136576021, 'time_start': 82.81368017448887, 'SOC_end': 100.0, 'SOC_send': 66.05164343214001, 'lat': 52.53343683927001, 'long': 13.318316115224988, 'v_hex': '871f1d481ffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 34, 'CS_position': 45, 'distance': 2.8570313040377138}"
149,"{'vehicle_id': 43, 'time_send': 244.78961643759575, 'time_enter': 252.98233931008093, 'time_start': 252.98233931008093, 'SOC_end': 100.0, 'SOC_send': 90.61642979146, 'lat': 52.53158134538893, 'long': 13.380189337009998, 'v_hex': '871f1d488ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 39, 'CS_position': 40, 'distance': 3.096361436242586}"
150,"{'vehicle_id': 155, 'time_send': 294.9419861315745, 'time_enter': 303.5406239294665, 'time_start': 303.5406239294665, 'SOC_end': 100.0, 'SOC_send': 89.05413758732318, 'lat': 52.5129137681415, 'long': 13.43370693916979, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 77, 'CS_position': 40, 'distance': 3.299318898946013}"
151,"{'vehicle_id': 183, 'time_send': 300.18899999999985, 'time_enter': 304.5626655575356, 'time_start': 304.5626655575356, 'SOC_end': 100.0, 'SOC_send': 47.036512572679996, 'lat': 52.52866467418872, 'long': 13.398430612440919, 'v_hex': '871f1d489ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 40, 'CS_position': 40, 'distance': 1.1868327787678523}"
152,"{'vehicle_id': 260, 'time_send': 120.09499999999998, 'time_enter': 136.57641420869237, 'time_start': 147.12428198746804, 'SOC_end': 100.0, 'SOC_send': 70, 'lat': 52.52226731477365, 'long': 13.53860900658206, 'v_hex': '871f1d4dcffffff', 'CS_location': [52.495678740098484, 13.482433686642096], 'v_position': 80, 'CS_position': 74, 'distance': 7.240707104346195}"
153,"{'vehicle_id': 92, 'time_send': 357.40803774207495, 'time_enter': 363.08542031870144, 'time_start': 363.08542031870144, 'SOC_end': 100.0, 'SOC_send': 97.31839245158501, 'lat': 52.51236833918313, 'long': 13.328002152078641, 'v_hex': '871f1d49dffffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 53, 'CS_position': 45, 'distance': 1.8386912883132323}"
154,"{'vehicle_id': 277, 'time_send': 234.4831953265217, 'time_enter': 244.88302356195592, 'time_start': 244.88302356195592, 'SOC_end': 100.0, 'SOC_send': 94.34434550313051, 'lat': 52.49525282877472, 'long': 13.349145556777309, 'v_hex': '871f1d499ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 49, 'CS_position': 18, 'distance': 4.199914117717119}"
155,"{'vehicle_id': 213, 'time_send': 120.08999999999996, 'time_enter': 132.9882747216058, 'time_start': 132.9882747216058, 'SOC_end': 100.0, 'SOC_send': 72.11934146867074, 'lat': 52.44136788779299, 'long': 13.473483276594573, 'v_hex': '871f18b2affffff', 'CS_location': [52.42903204694833, 13.522938242689461], 'v_position': 20, 'CS_position': 11, 'distance': 5.4491373608029114}"
156,"{'vehicle_id': 19, 'time_send': 228.6131638819225, 'time_enter': 234.85340015191125, 'time_start': 234.85340015191125, 'SOC_end': 100.0, 'SOC_send': 97.73085665198771, 'lat': 52.50512695561872, 'long': 13.438520721806649, 'v_hex': '871f1d4d6ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 77, 'CS_position': 73, 'distance': 2.1201181349943736}"
157,"{'vehicle_id': 245, 'time_send': 195.2729474109426, 'time_enter': 203.80666967168722, 'time_start': 203.80666967168722, 'SOC_end': 100.0, 'SOC_send': 83.52475565318501, 'lat': 52.54106625685586, 'long': 13.185733518888807, 'v_hex': '871f1d4b0ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 62, 'CS_position': 65, 'distance': 3.266861130372299}"
158,"{'vehicle_id': 17, 'time_send': 120.06599999999985, 'time_enter': 128.98524433830414, 'time_start': 145.6387910754509, 'SOC_end': 100.0, 'SOC_send': 68.17779882400794, 'lat': 52.48838011731897, 'long': 13.40581245572115, 'v_hex': '871f18b25ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 17, 'CS_position': 42, 'distance': 3.4596221691521514}"
159,"{'vehicle_id': 295, 'time_send': 120.10200000000002, 'time_enter': 124.83455285813895, 'time_start': 125.8061879274897, 'SOC_end': 100.0, 'SOC_send': 99.45348942837221, 'lat': 52.48614229711626, 'long': 13.452787170588078, 'v_hex': '871f1d4d2ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 73, 'CS_position': 73, 'distance': 1.366276429069466}"
160,"{'vehicle_id': 298, 'time_send': 133.67334625574674, 'time_enter': 142.40407914179747, 'time_start': 142.6401017003113, 'SOC_end': 100.0, 'SOC_send': 69.06533074885066, 'lat': 52.47339900503222, 'long': 13.44851030666374, 'v_hex': '871f18b21ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 13, 'CS_position': 73, 'distance': 3.3653664430253727}"
161,"{'vehicle_id': 291, 'time_send': 140.14474389841158, 'time_enter': 145.82430327424447, 'time_start': 145.82430327424447, 'SOC_end': 100.0, 'SOC_send': 97.97105122031769, 'lat': 52.51417312050264, 'long': 13.286878250736727, 'v_hex': '871f1d483ffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 36, 'CS_position': 36, 'distance': 1.8397796879164496}"
162,"{'vehicle_id': 80, 'time_send': 160.74397601242237, 'time_enter': 167.44323507385383, 'time_start': 171.75229455180548, 'SOC_end': 100.0, 'SOC_send': 95.85120479751554, 'lat': 52.46943887691093, 'long': 13.425148266002397, 'v_hex': '871f18b21ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 13, 'CS_position': 15, 'distance': 2.3496295307157378}"
163,"{'vehicle_id': 47, 'time_send': 138.98398618077562, 'time_enter': 145.54166690877028, 'time_start': 145.54166690877028, 'SOC_end': 100.0, 'SOC_send': 43.50190973247743, 'lat': 52.53694664847508, 'long': 13.193088816507077, 'v_hex': '871f1d4b0ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 62, 'CS_position': 65, 'distance': 2.278840363997338}"
164,"{'vehicle_id': 198, 'time_send': 355.0267196501452, 'time_enter': 362.3310600060491, 'time_start': 362.3310600060491, 'SOC_end': 100.0, 'SOC_send': 96.59465606997095, 'lat': 52.5117558249114, 'long': 13.358975074014868, 'v_hex': '871f1d48affffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 41, 'CS_position': 45, 'distance': 2.652170177951948}"
165,"{'vehicle_id': 206, 'time_send': 180.11100000000005, 'time_enter': 185.23545990026724, 'time_start': 198.5689242017565, 'SOC_end': 100.0, 'SOC_send': 99.22301837261813, 'lat': 52.51628195891379, 'long': 13.39796427190385, 'v_hex': '871f1d48bffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 42, 'CS_position': 42, 'distance': 1.5622299501336043}"
166,"{'vehicle_id': 154, 'time_send': 254.26694912520355, 'time_enter': 260.20965918012644, 'time_start': 260.20965918012644, 'SOC_end': 100.0, 'SOC_send': 93.41402950589062, 'lat': 52.468639058388895, 'long': 13.417775241656894, 'v_hex': '871f18b21ffffff', 'CS_location': [52.45702172113452, 13.414291628298784], 'v_position': 13, 'CS_position': 15, 'distance': 1.9713550274614342}"
167,"{'vehicle_id': 153, 'time_send': 162.19687048083637, 'time_enter': 170.49767676215157, 'time_start': 170.49767676215157, 'SOC_end': 100.0, 'SOC_send': 63.10523120576693, 'lat': 52.465301491282446, 'long': 13.320596706799204, 'v_hex': '871f1d49bffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 51, 'CS_position': 27, 'distance': 3.1504031406575987}"
168,"{'vehicle_id': 217, 'time_send': 240.15200000000024, 'time_enter': 246.62638496854677, 'time_start': 246.62638496854677, 'SOC_end': 100.0, 'SOC_send': 98.84098456843485, 'lat': 52.45393869979602, 'long': 13.36544333815154, 'v_hex': '871f18b22ffffff', 'CS_location': [52.45269901504103, 13.34359835695238], 'v_position': 14, 'CS_position': 27, 'distance': 2.2371924842732707}"
169,"{'vehicle_id': 221, 'time_send': 188.58034264314531, 'time_enter': 195.575475235989, 'time_start': 195.575475235989, 'SOC_end': 100.0, 'SOC_send': 66.88393147137094, 'lat': 52.53935015047812, 'long': 13.438986626196966, 'v_hex': '871f1d4f2ffffff', 'CS_location': [52.546138630910846, 13.460857629288629], 'v_position': 85, 'CS_position': 86, 'distance': 2.497566296421841}"
170,"{'vehicle_id': 20, 'time_send': 360.0320318389193, 'time_enter': 369.21511578517925, 'time_start': 369.21511578517925, 'SOC_end': 100.0, 'SOC_send': 93.95093647600483, 'lat': 52.489986396184655, 'long': 13.376442055311145, 'v_hex': '871f18b24ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 16, 'CS_position': 18, 'distance': 3.5915419731299876}"
171,"{'vehicle_id': 165, 'time_send': 134.88412212168691, 'time_enter': 142.47591877355697, 'time_start': 142.47591877355697, 'SOC_end': 100.0, 'SOC_send': 53.83780253592013, 'lat': 52.50609742738165, 'long': 13.319952550391037, 'v_hex': '871f1d49dffffff', 'CS_location': [52.51923755026085, 13.302925854602039], 'v_position': 53, 'CS_position': 36, 'distance': 2.7958983259350325}"
172,"{'vehicle_id': 212, 'time_send': 53.13395687576499, 'time_enter': 62.94829832553861, 'time_start': 62.94829832553861, 'SOC_end': 100.0, 'SOC_send': 67.01852372126595, 'lat': 52.52859546972532, 'long': 13.409294643467264, 'v_hex': '871f1d489ffffff', 'CS_location': [52.50749500767846, 13.392681631628767], 'v_position': 40, 'CS_position': 42, 'distance': 3.9071707248868117}"
173,"{'vehicle_id': 35, 'time_send': 348.4118569820265, 'time_enter': 353.5859111593903, 'time_start': 353.5859111593903, 'SOC_end': 100.0, 'SOC_send': 47.117628603594696, 'lat': 52.52956720316265, 'long': 13.330267687677162, 'v_hex': '871f1d48effffff', 'CS_location': [52.52141790152521, 13.33829806832828], 'v_position': 45, 'CS_position': 45, 'distance': 1.5870270886819142}"
174,"{'vehicle_id': 167, 'time_send': 369.66931297628923, 'time_enter': 377.36670609610456, 'time_start': 380.9511887748533, 'SOC_end': 100.0, 'SOC_send': 95.26613740474215, 'lat': 52.52029683917641, 'long': 13.43557704977743, 'v_hex': '871f1d4d4ffffff', 'CS_location': [52.5257475440694, 13.409062493613757], 'v_position': 75, 'CS_position': 40, 'distance': 2.8486965599076663}"
175,"{'vehicle_id': 62, 'time_send': 347.81864022061046, 'time_enter': 356.15128687294566, 'time_start': 356.15128687294566, 'SOC_end': 100.0, 'SOC_send': 32.285850489543975, 'lat': 52.48230252495574, 'long': 13.38486439276269, 'v_hex': '871f18b24ffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 16, 'CS_position': 18, 'distance': 3.166323326167589}"
176,"{'vehicle_id': 2, 'time_send': 333.510387335413, 'time_enter': 349.5466247769816, 'time_start': None, 'SOC_end': 88.93165961303852, 'SOC_send': 91.73890710135225, 'lat': 52.52941962760349, 'long': 13.48298508716988, 'v_hex': '871f1d4d5ffffff', 'CS_location': [52.49354154204223, 13.447052745473286], 'v_position': 76, 'CS_position': 73, 'distance': 7.018118720784322}"
177,"{'vehicle_id': 58, 'time_send': 383.2259589968698, 'time_enter': 394.4027932275007, 'time_start': 394.4027932275007, 'SOC_end': 100.0, 'SOC_send': 89.19889338740998, 'lat': 52.469778942330784, 'long': 13.31497819916393, 'v_hex': '871f1d49bffffff', 'CS_location': [52.47097073792449, 13.35994956957977], 'v_position': 51, 'CS_position': 18, 'distance': 4.588417115315452}"
178,"{'vehicle_id': 34, 'time_send': 277.316253282646, 'time_enter': 284.4279695416487, 'time_start': 284.4279695416487, 'SOC_end': 100.0, 'SOC_send': 98.9367493434708, 'lat': 52.54384022408856, 'long': 13.19972492141941, 'v_hex': '871f1d4b0ffffff', 'CS_location': [52.53090638564868, 13.213166795881953], 'v_position': 62, 'CS_position': 65, 'distance': 2.555858129501338}"
