,vehicle_id,time_send,time_enter,time_start,SOC_end,SOC_send,lat,long,v_hex,CS_location,v_position,CS_position,distance
0,197,15.252498876491762,19.13310909140694,19.13310909140694,100.0,73.54950022470165,52.47655892701682,13.361116690916562,871f18b26ffffff,"[52.47097073792449, 13.35994956957977]",18,18,0.9403051074575892
1,246,17.687790002955808,27.59575783027123,27.59575783027123,100.0,72.06244199940883,52.48942317303191,13.335619984935928,871f1d499ffffff,"[52.47097073792449, 13.35994956957977]",49,18,3.95398391365771
2,2,21.323100643770967,28.74678612240235,28.74678612240235,100.0,67.7353798712458,52.50653360686384,13.327622960928787,871f1d49dffffff,"[52.52141790152521, 13.33829806832828]",53,45,2.711842739315692
3,161,23.396544265227888,32.51733008722199,32.51733008722199,100.0,70.12069114695443,52.53089394959172,13.375121280441252,871f1d488ffffff,"[52.5257475440694, 13.409062493613757]",39,40,3.560392910997054
4,145,24.308362595219258,33.250978936961815,33.250978936961815,100.0,70.93832748095615,52.52347896431137,13.375169497724105,871f1d488ffffff,"[52.5257475440694, 13.409062493613757]",39,40,3.4713081708712776
5,175,22.586440248703312,31.278864081784363,31.278864081784363,100.0,67.08271195025934,52.47471793815941,13.327699015837478,871f1d49bffffff,"[52.47097073792449, 13.35994956957977]",51,18,3.3462119165405264
6,62,23.46790631666039,33.39317517487747,33.39317517487747,100.0,69.50641873666792,52.5146713401245,13.464788839860313,871f1d4d0ffffff,"[52.49354154204223, 13.447052745473286]",71,73,3.962634429108542
7,279,16.141010975241272,35.54543564473211,35.54543564473211,100.0,73.17179780495175,52.53065251995644,13.254170589874793,871f1d486ffffff,"[52.52141790152521, 13.33829806832828]",38,45,8.702212334745418
8,199,30.80274263272306,34.34974572269325,34.34974572269325,100.0,66.43945147345538,52.525871435227614,13.340398082589504,871f1d48effffff,"[52.52141790152521, 13.33829806832828]",45,45,0.7735015449850935
9,200,33.85157772436047,38.85304599546052,38.85304599546052,100.0,73.0296844551279,52.53396464854296,13.415046042798506,871f1d489ffffff,"[52.5257475440694, 13.409062493613757]",40,40,1.500734135550025
