,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,"(6, 0, 88, 3, 0, 1)","(6, 0, 88, 3, 0, 1)","(6, 1, 88, 3, 0, 0)","(6, 1, 76, 3, 1, 0)","(9, 4, 87, 3, 0, 1)","(4, 7, 13, 3, 0, 1)","(4, 7, 71, 3, 0, 0)","(9, 9, 75, 3, 0, 0)",,,,,,,,
1,3,3,1,1,3,3,0,1,,,,,,,,
2,8.566161199597737,7.822295982789748,13.125987099336173,19.909542617519566,26.73922016428375,10.021587856564704,-1.5842255011328774,11.541847482156854,,,,,,,,
0,"(7, 1, 84, 3, 0, 0)","(4, 2, 74, 3, 0, 0)","(4, 3, 40, 3, 0, 0)","(9, 5, 39, 3, 0, 0)","(9, 6, 39, 3, 1, 0)","(9, 7, 39, 3, 1, 0)","(9, 7, 77, 3, 1, 0)","(9, 8, 61, 1, 0, 0)","(8, 9, 17, 3, 1, 1)","(7, 10, 10, 1, 0, 0)",,,,,,
1,2,3,0,4,1,3,2,4,0,4,,,,,,
2,12.33290615566036,17.093704385753522,-10.521379343871885,-0.0,-0.0,11.335093907566305,22.43070490260576,29.026692000217032,42.185890975630144,13.89013897097357,,,,,,
0,"(7, 1, 5, 3, 0, 0)","(7, 2, 5, 3, 0, 0)","(5, 3, 42, 3, 1, 0)","(5, 4, 71, 3, 0, 1)","(6, 5, 71, 3, 0, 1)","(9, 6, 13, 3, 0, 1)","(9, 7, 16, 3, 1, 0)","(8, 7, 14, 3, 0, 1)","(4, 10, 42, 3, 1, 2)","(4, 10, 71, 3, 0, 1)",,,,,,
1,1,1,4,1,2,4,0,3,0,0,,,,,,
2,-0.0,42.42089142060636,19.771872988118975,9.286579558383774,10.323851938887485,7.120530947018208,8.070413548781508,20.126645480737416,11.666592079201479,5.94493058410365,,,,,,
0,"(6, 1, 77, 3, 0, 1)","(6, 1, 73, 3, 1, 1)","(9, 3, 42, 3, 1, 0)","(8, 3, 73, 3, 0, 1)","(8, 4, 16, 3, 1, 1)","(4, 6, 43, 3, 0, 1)","(9, 8, 73, 3, 1, 1)","(9, 8, 41, 3, 0, 1)","(9, 9, 43, 3, 1, 1)","(9, 9, 53, 3, 0, 2)","(9, 10, 49, 3, 0, 1)",,,,,
1,1,2,4,4,3,0,2,2,1,2,3,,,,,
2,11.320833229246727,6.96742716486595,14.271065015183154,16.880484109839955,17.326836090722654,5.921912070160406,10.675059507820365,6.774696158632286,13.94172415130896,13.379492936315899,16.31647044003077,,,,,
0,"(7, 1, 60, 3, 0, 0)","(6, 1, 45, 3, 0, 0)","(6, 2, 45, 3, 0, 0)","(5, 2, 44, 3, 0, 0)","(9, 5, 40, 3, 0, 1)","(9, 5, 40, 3, 0, 0)","(9, 6, 75, 3, 0, 0)","(9, 6, 88, 3, 1, 1)","(8, 7, 40, 3, 0, 0)","(9, 7, 71, 3, 1, 0)","(9, 8, 73, 3, 0, 1)","(4, 8, 17, 3, 0, 1)","(9, 9, 15, 3, 0, 1)","(9, 10, 74, 3, 0, 0)",,
1,1,3,3,0,4,1,4,0,0,0,3,1,0,1,,
2,22.811418640313388,-0.0,17.807589902566043,-0.415707008152582,8.210239555529718,3.661246363477765,12.866162505641679,13.141498835548306,6.813419954303962,11.80210921855285,13.239813326868001,-0.27344826699355546,11.090185560617495,4.2624196389577556,,
0,"(7, 1, 15, 3, 0, 0)","(4, 3, 16, 3, 0, 0)","(9, 4, 51, 3, 0, 0)","(3, 7, 23, 1, 0, 0)","(3, 8, 39, 3, 0, 1)","(2, 8, 88, 3, 0, 1)",,,,,,,,,,
1,2,2,3,3,3,1,,,,,,,,,,
2,21.84363025921659,-2.13809784310404,43.91535182149757,19.087200402650215,13.7944624724695,13.162927696842972,,,,,,,,,,
0,"(7, 1, 84, 3, 0, 0)","(4, 2, 88, 3, 0, 0)","(4, 3, 88, 3, 0, 0)","(4, 3, 39, 3, 0, 0)","(4, 4, 88, 3, 0, 0)","(6, 6, 73, 3, 0, 0)","(6, 7, 77, 3, 0, 0)","(8, 9, 53, 3, 0, 0)","(3, 10, 52, 3, 0, 1)","(3, 10, 36, 3, 0, 1)","(2, 11, 17, 3, 1, 1)",,,,,
1,2,3,3,4,1,4,0,3,0,3,4,,,,,
2,10.409930027437358,-0.0,10.890974053745886,12.44043989902199,15.812083853599345,9.174847762194757,28.782406936536507,38.062254918756686,6.5035948642837385,15.107748833326792,12.762721187223601,,,,,
0,"(7, 1, 30, 3, 0, 0)","(6, 1, 77, 3, 1, 0)","(5, 2, 13, 3, 0, 1)","(9, 4, 72, 3, 0, 0)","(9, 5, 39, 3, 0, 0)","(8, 6, 77, 3, 0, 0)","(9, 7, 75, 3, 0, 0)","(8, 7, 39, 3, 0, 1)","(8, 7, 39, 3, 0, 1)","(9, 8, 16, 3, 0, 0)","(9, 9, 71, 3, 1, 1)","(9, 10, 13, 3, 0, 1)","(8, 10, 40, 3, 0, 2)","(8, 11, 86, 3, 0, 0)",,
1,4,3,2,0,4,0,1,4,0,4,0,2,4,4,,
2,23.72547742791537,15.742840112201904,3.400400895256159,24.539717763016455,14.124258316857535,4.788249653695555,16.301725322859646,5.0,6.66614369941366,20.687563848458012,14.496628357710543,10.966375018754011,11.980791814109716,22.090836493989148,,
0,"(6, 0, 52, 3, 0, 0)","(6, 0, 43, 3, 0, 0)","(9, 2, 59, 3, 0, 0)","(9, 2, 85, 3, 0, 1)","(9, 4, 88, 3, 1, 0)","(9, 4, 42, 3, 0, 0)","(9, 5, 77, 3, 0, 0)","(4, 6, 40, 3, 0, 0)","(4, 6, 85, 3, 0, 1)","(9, 9, 21, 3, 0, 1)",,,,,,
1,4,0,4,1,3,2,3,3,0,0,,,,,,
2,15.748466862382973,-8.074497425997501,15.188723074521965,-3.429634224701936,18.444934383037545,1.942310474411265,11.489944111448251,5.261335856463426,6.207761803713197,18.06578235643422,,,,,,
0,"(5, 2, 56, 3, 0, 0)","(5, 3, 64, 2, 0, 0)","(9, 6, 62, 1, 0, 0)","(8, 7, 62, 1, 0, 0)","(8, 9, 17, 3, 0, 1)","(4, 10, 73, 3, 0, 1)",,,,,,,,,,
1,4,0,4,0,3,0,,,,,,,,,,
2,16.940184954906854,-6.1425628871805635,8.783629008755401,43.16157001506791,14.022665253740247,19.05067045753789,,,,,,,,,,
0,"(7, 1, 20, 3, 0, 0)","(7, 2, 20, 3, 0, 0)","(6, 2, 14, 3, 0, 0)","(8, 5, 68, 2, 0, 1)","(9, 6, 68, 1, 0, 0)","(9, 7, 77, 3, 0, 1)","(9, 8, 71, 3, 0, 1)","(9, 8, 75, 3, 0, 1)","(9, 9, 52, 3, 0, 1)","(9, 9, 36, 3, 1, 1)","(9, 11, 18, 3, 0, 1)",,,,,
1,1,1,1,0,0,0,1,1,4,1,0,,,,,
2,-0.0,28.58253169488057,33.20972179088214,7.025602279081637,7.434134830642213,0.7575947578829609,4.248455389438919,22.330557559836645,5.244880142868949,20.73941713721029,5.222667801894441,,,,,
0,"(7, 0, 60, 3, 0, 0)","(4, 0, 57, 3, 0, 0)","(9, 2, 43, 3, 0, 0)","(9, 3, 45, 3, 0, 0)","(9, 4, 45, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 6, 45, 3, 0, 0)","(9, 7, 45, 3, 0, 1)","(9, 7, 60, 3, 0, 0)","(8, 9, 10, 1, 0, 0)",,,,,,
1,3,0,2,3,3,1,4,4,2,3,,,,,,
2,10.59030900248734,-0.5076414569204282,-2.4551646653897343,-0.0,-0.0,-0.0,-0.0,10.506016293203086,55.001454038961526,30.105933766904798,,,,,,
0,"(6, 0, 45, 3, 0, 0)","(9, 1, 40, 3, 0, 0)","(9, 2, 40, 3, 1, 0)","(9, 2, 88, 3, 0, 0)","(9, 3, 88, 3, 0, 0)","(9, 3, 44, 3, 0, 1)","(9, 3, 75, 3, 1, 0)","(8, 4, 77, 3, 0, 1)","(9, 5, 77, 3, 0, 0)","(9, 5, 53, 3, 0, 0)","(9, 6, 45, 3, 0, 0)","(9, 6, 35, 3, 0, 0)","(9, 6, 17, 3, 1, 1)","(9, 8, 22, 1, 0, 0)","(8, 10, 40, 3, 0, 2)","(8, 10, 71, 3, 0, 0)"
1,2,0,0,4,1,4,4,0,4,1,4,4,0,0,4,2
2,15.862069362857481,3.7028226733728786,10.26647396202132,-0.0,7.747233084764327,5.506968301008458,19.367399043024243,-4.231478988414077,18.673127715817586,-2.4670540625091597,11.006823999416234,28.963713690281363,11.526877077953971,34.84632290779873,15.458621548680437,5.978373571787947
0,"(7, 1, 67, 2, 0, 0)","(6, 2, 38, 1, 0, 0)","(9, 5, 35, 2, 0, 0)","(9, 6, 52, 3, 0, 0)","(9, 7, 52, 3, 0, 0)","(9, 8, 53, 3, 0, 1)","(9, 9, 16, 3, 0, 0)","(4, 9, 42, 3, 1, 2)","(4, 10, 44, 3, 1, 2)",,,,,,,
1,0,1,0,0,0,0,3,0,4,,,,,,,
2,31.572271385409493,-9.707839452980078,-4.103204888374832,-1.3017092895340758,12.668966702726363,12.364580071757546,12.289557454254354,10.081231988941457,11.99560050467248,,,,,,,
0,"(7, 1, 36, 2, 0, 0)","(6, 1, 49, 3, 0, 0)","(9, 3, 16, 3, 0, 0)","(9, 4, 16, 3, 0, 0)","(4, 5, 16, 3, 0, 1)","(9, 6, 37, 2, 0, 0)","(9, 7, 43, 3, 0, 1)","(9, 7, 57, 3, 0, 0)","(4, 8, 59, 3, 0, 1)","(9, 9, 60, 3, 0, 2)","(9, 10, 53, 3, 0, 1)",,,,,
1,1,2,4,2,0,2,0,3,0,2,0,,,,,
2,18.87796781938511,-7.436243448267833,-0.0,17.12081025974398,9.919499040679115,7.853681710034849,3.228678147891034,18.635198253178288,-7.808597037306834,19.72753218325004,4.397974775904934,,,,,
0,"(7, 1, 5, 3, 0, 0)","(7, 2, 5, 3, 0, 0)","(7, 3, 5, 2, 0, 0)","(4, 5, 54, 2, 0, 0)","(9, 8, 52, 3, 0, 0)","(9, 9, 49, 3, 0, 2)","(9, 10, 16, 3, 0, 1)",,,,,,,,,
1,1,1,2,0,0,1,3,,,,,,,,,
2,-0.0,-0.0,25.429000096725062,6.932573330461896,10.190349039622498,14.37549244591432,21.635813443968228,,,,,,,,,
0,"(6, 0, 35, 1, 0, 0)","(6, 1, 35, 2, 0, 0)","(8, 4, 71, 3, 0, 1)","(9, 5, 17, 3, 1, 0)","(9, 6, 14, 3, 0, 1)","(9, 7, 77, 3, 1, 0)","(8, 7, 40, 3, 1, 0)","(8, 8, 60, 3, 0, 0)","(8, 9, 13, 3, 0, 1)","(8, 10, 16, 3, 0, 1)","(9, 10, 49, 3, 0, 2)",,,,,
1,3,0,2,4,1,1,4,1,0,1,2,,,,,
2,10.00296534104535,40.48791657417298,16.341891660223137,5.0,13.921958049094286,5.894813961573086,11.36767040793074,22.231567455134535,12.308658927231521,7.9236461543773125,6.712344558178929,,,,,
0,"(6, 1, 22, 1, 0, 0)","(9, 2, 73, 3, 0, 1)","(9, 3, 14, 3, 0, 0)","(9, 4, 48, 2, 1, 0)","(8, 5, 53, 3, 0, 0)","(9, 6, 42, 3, 1, 0)","(4, 7, 36, 3, 0, 0)","(9, 8, 35, 3, 0, 0)","(8, 9, 1, 1, 0, 0)","(9, 11, 44, 3, 1, 2)",,,,,,
1,2,1,2,2,0,3,2,0,0,4,,,,,,
2,-3.1914830190467223,15.135494668300815,5.608969516087725,16.231634043618598,11.47117121679016,17.514375336661992,1.1473468519771934,39.82082755083581,8.403127738685948,6.583876612866581,,,,,,
0,"(6, 1, 75, 3, 1, 0)","(6, 1, 36, 3, 0, 0)","(5, 2, 53, 3, 0, 1)","(5, 3, 53, 3, 0, 0)","(5, 3, 37, 3, 0, 0)","(9, 4, 75, 3, 0, 1)","(8, 5, 71, 3, 0, 0)","(4, 7, 74, 3, 1, 1)","(3, 8, 73, 3, 1, 0)","(9, 9, 17, 3, 1, 2)","(8, 10, 48, 3, 0, 1)",,,,,
1,3,4,3,1,0,4,3,0,2,0,0,,,,,
2,24.308296635571118,14.815094838099663,-0.0,19.87213380697589,10.70290928155067,20.234315318881055,19.324347509912407,13.411952682626609,-4.041307660624183,20.134923443609143,9.03627857455951,,,,,
0,"(6, 0, 73, 3, 0, 0)","(6, 1, 77, 3, 1, 1)","(5, 1, 39, 3, 1, 1)","(5, 2, 39, 3, 1, 0)","(5, 2, 40, 3, 1, 1)","(5, 2, 72, 3, 1, 0)","(9, 3, 71, 3, 0, 0)","(9, 4, 32, 1, 0, 1)","(4, 7, 57, 1, 0, 1)","(9, 8, 59, 3, 0, 0)","(9, 8, 77, 3, 0, 1)","(9, 8, 71, 3, 0, 0)",,,,
1,3,0,3,1,3,1,4,3,1,3,4,3,,,,
2,11.540092696364017,14.79184420997977,-0.0,5.0,21.082947448157178,-3.9166745592512915,26.759116547399636,11.658872627223623,-15.706296604898256,16.41866831119834,14.428365729490487,23.82349348254782,,,,
0,"(7, 1, 9, 3, 0, 0)","(6, 2, 49, 3, 0, 0)","(6, 3, 51, 3, 0, 0)","(9, 6, 71, 2, 1, 0)","(9, 7, 77, 3, 1, 0)","(9, 8, 76, 3, 0, 1)","(9, 8, 40, 3, 1, 0)",,,,,,,,,
1,1,3,1,1,1,2,4,,,,,,,,,
2,21.589133108983166,11.924395040583981,25.63062075715557,5.209142391796006,6.457802668446591,1.478679673201725,5.0,,,,,,,,,
0,"(6, 0, 34, 3, 0, 1)","(9, 1, 41, 3, 0, 1)","(4, 2, 45, 3, 0, 0)","(4, 3, 45, 3, 0, 0)","(9, 4, 45, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 6, 45, 3, 0, 0)","(9, 7, 45, 3, 0, 1)","(9, 8, 45, 3, 0, 1)","(9, 9, 41, 3, 1, 2)","(4, 10, 51, 3, 0, 2)","(4, 10, 16, 3, 0, 2)",,,,
1,1,3,3,0,4,1,4,4,3,3,4,0,,,,
2,-2.0684976835023487,4.560711878406893,-0.0,-8.564190243978093,-0.0,-0.0,-0.0,-0.0,14.885227934867455,20.74472424656725,19.20817892996183,22.171875163447393,,,,
0,"(7, 1, 6, 2, 0, 0)","(7, 2, 6, 2, 0, 0)","(7, 3, 6, 2, 0, 0)","(4, 5, 51, 3, 1, 0)","(3, 6, 37, 2, 0, 0)","(9, 7, 37, 3, 0, 0)","(4, 8, 57, 3, 0, 0)","(9, 9, 45, 3, 0, 1)","(8, 11, 17, 3, 0, 1)","(8, 11, 77, 3, 1, 1)",,,,,,
1,4,4,2,4,0,3,2,0,4,4,,,,,,
2,-0.0,-0.0,11.563438791243938,30.039619129065994,-11.127289364918866,18.955002212773902,-2.284043936482064,40.27004294586379,9.488944605325557,10.038962095254963,,,,,,
0,"(7, 1, 56, 3, 0, 0)","(6, 1, 34, 3, 0, 0)","(9, 3, 42, 3, 1, 0)","(9, 3, 77, 3, 1, 0)","(8, 4, 13, 3, 0, 0)","(8, 4, 16, 3, 0, 0)","(9, 6, 14, 3, 0, 1)","(8, 7, 40, 3, 1, 1)","(4, 8, 49, 3, 0, 0)","(9, 9, 82, 3, 0, 1)","(8, 10, 75, 3, 0, 1)","(8, 10, 72, 2, 0, 0)",,,,
1,4,2,4,4,4,0,1,3,2,4,4,2,,,,
2,7.472299340060687,8.574129394985317,8.18360492853849,11.067233356487446,18.02778687958181,11.939628270590639,25.343121470784997,13.285949889405856,5.101986052214459,13.003218868022325,18.241531842718956,2.555511682617305,,,,
0,"(7, 1, 48, 3, 0, 0)","(6, 1, 49, 3, 0, 1)","(9, 3, 16, 3, 0, 0)","(9, 3, 17, 3, 1, 0)","(7, 5, 76, 3, 0, 0)","(7, 5, 42, 3, 1, 0)","(9, 6, 77, 3, 0, 0)","(9, 7, 85, 3, 0, 0)","(4, 9, 83, 3, 0, 1)","(4, 10, 83, 3, 0, 1)","(3, 10, 71, 3, 1, 2)",,,,,
1,3,1,4,0,4,2,1,3,1,1,0,,,,,
2,7.52824560980735,-8.794212846293442,14.484081425856091,37.15893697301872,21.718832768756307,0.745903723033531,4.735755557379117,19.11827821144236,4.9291213657301345,11.994241711795816,-7.093306410646554,,,,,
