,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 1, 0)","(7, 3, 28, 3, 0, 0)","(7, 4, 28, 3, 0, 0)","(6, 4, 26, 3, 0, 0)","(5, 5, 85, 3, 1, 1)","(5, 6, 88, 2, 0, 0)","(4, 6, 45, 3, 0, 1)","(9, 7, 42, 3, 1, 1)","(9, 8, 51, 3, 0, 0)","(8, 8, 45, 3, 0, 1)","(7, 9, 68, 1, 1, 0)",,,,,
1,1,3,1,3,1,3,3,2,4,4,4,3,,,,,
2,-0.0,-0.0,-0.0,8.990381378950694,38.04196777377327,19.464822375207962,16.4409633137878,1.301041069135259,13.88195568670368,17.26874698517456,35.1783160523727,18.451680582883906,,,,,
0,"(7, 0, 17, 3, 0, 0)","(4, 2, 39, 3, 0, 0)","(9, 3, 40, 3, 0, 0)","(9, 4, 34, 3, 0, 0)","(9, 4, 35, 3, 0, 0)","(8, 5, 47, 1, 0, 0)","(8, 7, 42, 3, 1, 0)","(4, 8, 52, 3, 0, 1)","(4, 8, 71, 3, 0, 1)",,,,,,,,
1,3,1,2,4,4,0,3,3,0,,,,,,,,
2,15.855569238094557,7.515231333459074,16.286916527387422,10.399404827183693,17.952251005283422,28.81853494116971,7.984103071957129,29.054315617130577,29.122223348864605,,,,,,,,
0,"(7, 1, 57, 1, 0, 0)","(4, 2, 62, 2, 0, 1)","(9, 6, 48, 3, 0, 1)","(8, 6, 49, 2, 0, 0)","(4, 7, 41, 3, 1, 1)","(4, 7, 48, 3, 0, 0)","(3, 8, 88, 3, 0, 0)","(2, 9, 26, 3, 0, 0)","(2, 10, 49, 3, 0, 2)",,,,,,,,
1,2,1,4,3,3,3,3,4,0,,,,,,,,
2,3.819910849713674,13.79554113708991,6.225312233968991,15.109813007514145,9.691931097611494,25.59461140416876,37.22483783429649,7.066438254472786,5.254465619318687,,,,,,,,
0,"(7, 1, 75, 3, 0, 0)","(4, 1, 39, 3, 0, 1)","(9, 3, 25, 3, 0, 1)","(9, 4, 49, 3, 0, 1)","(9, 4, 16, 3, 0, 0)","(9, 5, 9, 1, 0, 0)","(9, 6, 62, 1, 0, 0)","(4, 9, 42, 3, 1, 2)","(3, 9, 23, 3, 0, 1)","(9, 11, 35, 1, 1, 1)",,,,,,,
1,3,2,1,4,2,2,3,0,2,4,,,,,,,
2,12.480781933957688,10.073938915507055,14.008847019967106,6.2746548006804925,2.341846277208009,33.46358777903315,42.413735136255966,9.641123497138384,14.927954809725037,17.717476673890772,,,,,,,
0,"(5, 1, 40, 3, 1, 0)","(5, 2, 85, 3, 0, 0)","(9, 5, 41, 3, 0, 1)","(9, 6, 23, 3, 0, 0)","(4, 9, 13, 3, 0, 2)","(3, 10, 7, 3, 0, 1)",,,,,,,,,,,
1,1,1,1,3,3,2,,,,,,,,,,,
2,17.78923853320561,20.64515139166206,26.296706329537827,24.193561751758104,20.387634586635624,0.9750290118849705,,,,,,,,,,,
0,"(7, 1, 87, 3, 0, 0)","(9, 2, 88, 3, 0, 0)","(9, 3, 43, 3, 0, 0)","(9, 3, 57, 3, 0, 0)","(9, 4, 61, 1, 0, 0)","(8, 5, 55, 1, 0, 0)","(4, 6, 17, 3, 1, 0)","(9, 7, 73, 3, 0, 0)","(8, 8, 21, 3, 1, 1)",,,,,,,,
1,0,4,0,4,4,2,2,2,3,,,,,,,,
2,0.26041871461243815,8.212223660722943,4.5436821528172215,5.0,-0.0,20.71553766917205,1.4626044540814767,13.370713557798807,33.43927452971635,,,,,,,,
0,"(7, 1, 30, 3, 0, 0)","(5, 2, 27, 3, 0, 0)","(9, 6, 3, 2, 0, 0)","(9, 7, 48, 3, 0, 0)","(9, 7, 45, 3, 0, 0)","(4, 8, 60, 3, 0, 1)","(9, 9, 88, 3, 0, 0)","(8, 10, 39, 3, 1, 1)","(9, 11, 21, 3, 0, 1)",,,,,,,,
1,4,1,0,2,3,1,4,2,1,,,,,,,,
2,42.16305932524882,5.027200357812861,10.586980880576489,-1.188786042301194,24.24484675184695,-3.677715834865822,8.606010834177752,8.250514935681156,14.803400982274033,,,,,,,,
0,"(7, 1, 56, 3, 0, 0)","(6, 1, 18, 3, 0, 0)","(9, 2, 27, 3, 1, 0)","(9, 3, 40, 3, 0, 0)","(9, 4, 42, 3, 0, 0)",,,,,,,,,,,,
1,4,2,1,2,2,,,,,,,,,,,,
2,32.03515794730351,2.884131793172916,17.189121649361773,-1.7798698887467432,38.58143720791402,,,,,,,,,,,,
0,"(7, 1, 55, 3, 0, 0)","(4, 2, 35, 3, 0, 1)","(9, 3, 42, 3, 0, 1)","(9, 4, 42, 3, 0, 0)","(4, 7, 88, 3, 1, 0)","(3, 8, 53, 3, 0, 1)",,,,,,,,,,,
1,2,2,1,2,0,1,,,,,,,,,,,
2,13.679386588710836,-5.491319408957915,-2.1763496411364165,16.718639287124503,28.379801301172222,-2.0515225031162316,,,,,,,,,,,
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 1, 0)","(7, 3, 28, 3, 0, 0)","(7, 4, 28, 3, 0, 0)","(6, 4, 51, 3, 0, 0)","(9, 6, 14, 3, 0, 1)","(3, 9, 42, 3, 1, 3)","(9, 10, 76, 3, 0, 0)",,,,,,,,,
1,1,3,1,3,2,2,2,1,,,,,,,,,
2,-0.0,-0.0,-0.0,19.38362795808583,-8.95377724849779,39.90360906462171,-1.0501991640478716,9.181444136896975,,,,,,,,,
0,"(6, 0, 51, 2, 0, 0)","(9, 2, 14, 3, 0, 0)","(9, 2, 26, 3, 0, 0)","(4, 5, 27, 3, 0, 0)","(9, 7, 18, 3, 0, 0)","(4, 8, 18, 3, 0, 1)","(9, 9, 15, 3, 0, 1)","(8, 10, 42, 3, 1, 2)","(8, 10, 16, 3, 1, 1)",,,,,,,,
1,2,1,3,0,3,0,0,2,1,,,,,,,,
2,-8.72114453114844,12.02261621144107,3.6973844756462846,4.040099001408596,14.262389295492031,-0.2721485113556632,22.208945223180542,6.10676694359959,18.141204500316437,,,,,,,,
0,"(7, 1, 69, 3, 0, 0)","(6, 2, 61, 3, 0, 1)","(8, 3, 23, 3, 0, 0)","(9, 4, 13, 3, 1, 0)","(9, 5, 75, 3, 0, 0)","(9, 5, 40, 3, 1, 1)","(9, 6, 74, 3, 0, 1)","(9, 7, 75, 3, 0, 1)","(9, 8, 39, 3, 0, 1)","(4, 9, 43, 3, 0, 1)","(8, 11, 9, 1, 0, 0)",,,,,,
1,1,0,0,2,2,1,0,1,3,0,4,,,,,,
2,33.6213270564162,33.97700786899941,-0.40389688294686366,7.546416285849354,1.4011250290160921,15.537684279378073,9.274900335020067,23.67252098794416,16.736748902330664,27.03376512511464,17.21568469697307,,,,,,
0,"(6, 1, 76, 3, 0, 1)","(9, 2, 48, 3, 0, 0)","(9, 4, 43, 3, 0, 0)","(9, 4, 38, 2, 0, 0)","(9, 6, 13, 3, 1, 1)","(8, 6, 11, 2, 0, 0)","(9, 8, 17, 3, 1, 0)","(8, 8, 39, 3, 1, 1)","(8, 9, 75, 3, 0, 1)",,,,,,,,
1,2,2,2,0,4,1,0,2,3,,,,,,,,
2,11.270104063511647,22.553698266228572,13.352916363156211,19.60858172206329,29.47386055908575,32.29782048017966,3.2996180239832453,5.67286091249038,27.36396272984,,,,,,,,
0,"(7, 1, 55, 3, 0, 0)","(4, 2, 34, 3, 0, 0)","(4, 2, 36, 3, 0, 0)","(9, 5, 36, 3, 0, 0)","(8, 6, 51, 2, 1, 1)","(9, 7, 18, 3, 0, 0)","(4, 7, 49, 3, 0, 0)",,,,,,,,,,
1,2,3,1,4,1,3,0,,,,,,,,,,
2,-1.8995756054273452,7.669269990327644,9.15435338229018,14.389857630134903,5.1404943040087385,20.38693074024154,9.205591783121012,,,,,,,,,,
0,"(6, 1, 80, 2, 0, 0)","(6, 1, 85, 3, 0, 0)","(6, 2, 85, 3, 0, 0)","(4, 3, 10, 1, 0, 0)","(8, 7, 49, 3, 0, 1)","(4, 8, 51, 3, 0, 1)",,,,,,,,,,,
1,1,3,3,0,3,1,,,,,,,,,,,
2,8.835406957509596,-0.0,51.26069631038946,23.67234416238269,11.4593022858453,6.388300245961538,,,,,,,,,,,
0,"(7, 0, 40, 3, 0, 1)","(9, 1, 53, 3, 0, 1)","(9, 1, 52, 2, 0, 0)","(9, 2, 49, 3, 0, 0)","(4, 4, 45, 3, 0, 0)","(9, 5, 42, 3, 1, 0)","(9, 5, 45, 3, 0, 0)","(9, 7, 45, 3, 1, 0)","(9, 7, 49, 3, 0, 0)","(9, 8, 53, 3, 0, 1)","(8, 9, 2, 1, 0, 0)","(9, 10, 48, 3, 0, 1)",,,,,
1,1,4,0,3,1,2,1,4,2,0,1,2,,,,,
2,15.839350560456094,6.301959605935783,12.75138032790727,30.291337138858417,7.516224270275604,9.78064837669197,-3.034909486206594,19.098525322852637,8.949424132001676,36.984567595765654,-1.211840470254545,11.181470727856173,,,,,
0,"(6, 1, 18, 3, 0, 1)","(9, 2, 23, 3, 0, 0)","(9, 3, 16, 3, 0, 0)","(9, 4, 53, 3, 0, 0)","(9, 5, 35, 3, 0, 0)","(9, 5, 62, 2, 0, 0)","(9, 6, 57, 1, 0, 0)","(9, 7, 52, 3, 1, 0)","(9, 8, 52, 3, 0, 0)","(9, 8, 53, 3, 0, 1)","(8, 9, 36, 3, 0, 1)","(9, 10, 38, 2, 0, 0)",,,,,
1,0,2,4,1,0,2,2,2,0,4,0,2,,,,,
2,7.354808434042331,10.824589010794957,13.91105299080062,-3.1820160725971895,8.42620244555478,-5.570162133942439,21.37340613848601,4.348700477514181,9.65675226413666,23.552865277894856,6.589293563366551,1.3126732439874846,,,,,
0,"(7, 1, 36, 3, 0, 1)","(6, 1, 60, 3, 1, 1)","(9, 2, 40, 3, 0, 0)","(9, 2, 18, 3, 0, 0)","(4, 4, 30, 2, 0, 0)","(4, 5, 30, 2, 0, 0)","(3, 5, 16, 3, 0, 0)","(9, 6, 27, 3, 1, 1)","(4, 7, 12, 3, 0, 0)","(4, 8, 14, 3, 0, 1)","(3, 9, 39, 3, 1, 1)",,,,,,
1,4,0,4,3,4,3,2,3,1,3,1,,,,,,
2,18.37633757562074,12.365204771335026,23.31508631983111,42.023012441602496,-0.0,30.014966219935317,-4.888193751762072,18.024339649184157,9.990999894711493,9.858862841382832,28.929920341802326,,,,,,
0,"(7, 1, 87, 3, 0, 0)","(6, 1, 45, 3, 0, 1)","(6, 2, 48, 3, 0, 0)","(5, 2, 35, 3, 0, 1)","(5, 3, 18, 3, 0, 0)","(5, 3, 41, 3, 1, 1)","(9, 4, 33, 3, 0, 1)","(9, 5, 52, 3, 0, 1)","(9, 6, 41, 3, 0, 1)","(9, 6, 49, 3, 0, 0)","(9, 6, 16, 3, 0, 1)","(9, 7, 75, 3, 0, 1)","(9, 8, 49, 3, 0, 1)","(9, 9, 18, 3, 0, 1)","(9, 10, 40, 3, 0, 2)","(9, 10, 75, 3, 1, 2)","(9, 11, 71, 3, 0, 1)"
1,1,3,3,3,3,2,1,1,4,4,1,1,2,0,1,1,2
2,31.713648064097153,10.1816196700643,10.633214806476992,25.326264140132764,8.789226727076185,0.7161948657759325,7.116657472440879,12.89599659766353,9.639292648628206,9.35036024779327,16.123204125083085,16.32072436215854,6.157458064073573,17.282717060067952,11.181200777014471,14.376206582546248,5.8095851318737735
0,"(6, 1, 61, 3, 0, 0)","(9, 2, 59, 3, 0, 1)","(4, 3, 34, 3, 0, 0)","(4, 3, 61, 3, 0, 0)","(9, 4, 71, 3, 0, 0)","(9, 5, 17, 3, 1, 0)","(9, 5, 85, 3, 0, 0)","(9, 6, 65, 2, 0, 1)","(9, 7, 62, 2, 0, 0)","(9, 8, 85, 3, 1, 1)",,,,,,,
1,2,3,2,0,2,4,2,4,2,3,,,,,,,
2,-1.7718365110653804,6.068001469861519,9.85083637283159,13.87065398869206,10.81147801443243,18.51869101643079,32.522487478512645,6.8070736030497265,-3.011597316149258,19.993125946192638,,,,,,,
0,"(6, 1, 74, 3, 0, 0)","(9, 3, 72, 2, 0, 1)","(4, 5, 76, 3, 0, 1)","(9, 9, 77, 3, 1, 2)",,,,,,,,,,,,,
1,1,3,1,3,,,,,,,,,,,,,
2,3.3143322624377314,17.21444443549637,-1.1911265673224758,14.991870706916224,,,,,,,,,,,,,
0,"(6, 1, 76, 3, 0, 0)","(9, 4, 86, 3, 0, 0)","(4, 7, 71, 3, 1, 0)","(3, 7, 40, 3, 0, 1)","(9, 8, 75, 3, 0, 1)","(8, 9, 49, 3, 0, 1)","(9, 10, 17, 3, 1, 1)","(9, 10, 53, 3, 0, 0)",,,,,,,,,
1,1,2,1,2,2,1,0,0,,,,,,,,,
2,-8.207500375381844,22.978239135143532,16.443430596303266,-1.006036625005189,16.15907790143231,2.6785456093735256,8.42025531394902,9.733210345228605,,,,,,,,,
0,"(6, 1, 71, 3, 1, 0)","(5, 1, 71, 3, 1, 0)","(9, 2, 40, 3, 0, 1)","(4, 4, 42, 3, 0, 0)","(4, 4, 71, 3, 0, 0)","(9, 7, 77, 3, 1, 1)","(9, 8, 73, 3, 1, 0)","(8, 8, 39, 3, 0, 1)",,,,,,,,,
1,2,1,3,3,0,1,2,3,,,,,,,,,
2,3.9504627197239675,8.760600633107687,6.0870110326182285,13.751651374071749,-4.182594313753489,10.078230410586649,15.227203901568878,16.92867032860184,,,,,,,,,
0,"(6, 1, 42, 3, 1, 0)","(9, 2, 49, 3, 0, 1)","(9, 4, 41, 3, 1, 0)","(9, 5, 45, 3, 0, 0)","(9, 5, 59, 3, 0, 0)","(9, 6, 37, 3, 0, 0)","(9, 6, 39, 3, 0, 1)","(9, 7, 12, 3, 0, 1)","(8, 7, 7, 3, 0, 0)","(9, 9, 52, 3, 0, 1)","(8, 9, 42, 3, 1, 2)","(9, 10, 51, 3, 0, 1)",,,,,
1,2,2,2,1,0,1,4,4,1,4,1,1,,,,,
2,8.65660493473522,19.619643224906394,-5.372063914393818,11.663249310280321,12.380631431416894,7.210477472719341,23.668621744999797,14.72159742646059,28.27540796307223,28.955004399218236,3.7269265448941056,11.456383678016756,,,,,
0,"(6, 1, 60, 3, 1, 0)","(9, 3, 40, 3, 0, 1)","(9, 5, 42, 3, 1, 0)","(4, 6, 42, 3, 1, 0)","(9, 9, 18, 3, 0, 1)","(9, 9, 73, 3, 1, 2)","(8, 10, 83, 3, 0, 1)","(9, 11, 43, 3, 0, 2)",,,,,,,,,
1,1,1,2,0,0,4,1,1,,,,,,,,,
2,2.9171895858581216,-1.8825675781402407,6.485656543108204,-3.721721379244009,19.727050698426734,17.553642487125884,13.526000459349184,6.481844352867155,,,,,,,,,
0,"(7, 0, 18, 3, 0, 0)","(9, 1, 14, 3, 0, 0)","(9, 1, 41, 3, 0, 1)","(4, 3, 13, 3, 1, 0)","(9, 6, 77, 3, 1, 0)","(8, 7, 81, 1, 1, 0)","(9, 9, 59, 3, 0, 1)","(8, 9, 85, 3, 0, 1)",,,,,,,,,
1,2,1,3,1,1,2,4,1,,,,,,,,,
2,-5.74682555065875,19.51251063706419,25.328494999017497,-3.1712872807283863,35.058183238236374,12.572139578567095,23.120176338513996,19.27302105490648,,,,,,,,,
0,"(7, 1, 32, 2, 0, 0)","(7, 2, 32, 2, 0, 0)","(5, 4, 64, 2, 0, 0)","(5, 4, 64, 2, 0, 0)","(4, 5, 36, 3, 0, 0)","(9, 8, 44, 3, 0, 1)","(8, 9, 26, 3, 0, 0)",,,,,,,,,,
1,4,1,3,3,0,2,1,,,,,,,,,,
2,-0.0,52.047427691338235,5.0,19.82069843126443,6.511246456051897,16.776305896776908,25.588221252641734,,,,,,,,,,
0,"(6, 1, 39, 3, 1, 1)","(6, 1, 16, 3, 0, 1)","(9, 4, 42, 3, 0, 0)","(4, 6, 12, 3, 0, 0)","(4, 7, 71, 3, 0, 1)","(3, 8, 40, 3, 0, 1)","(8, 9, 62, 1, 0, 0)",,,,,,,,,,
1,0,0,2,3,2,2,1,,,,,,,,,,
2,2.450550241942929,-7.207665374423428,19.97406084258646,19.61822351989108,15.161765798082694,24.537992811124724,18.82825351531599,,,,,,,,,,
0,"(6, 1, 44, 3, 0, 0)","(6, 2, 44, 3, 1, 0)","(5, 2, 71, 3, 0, 0)","(9, 4, 73, 3, 0, 0)","(9, 4, 13, 3, 0, 0)","(9, 5, 14, 3, 0, 0)","(9, 5, 12, 3, 0, 0)","(9, 6, 13, 3, 0, 1)","(9, 6, 12, 3, 0, 0)","(4, 9, 85, 3, 1, 0)","(3, 10, 69, 3, 0, 1)",,,,,,
1,4,2,0,4,1,4,0,4,3,0,3,,,,,,
2,-0.0,20.63978508079239,-9.567420163782932,6.405095015198439,-2.68054666863672,14.111969101059106,2.571821796254964,5.454777964379988,35.728115934035806,16.898891785305345,13.029351370513641,,,,,,
0,"(6, 1, 85, 3, 0, 0)","(6, 1, 71, 3, 1, 0)","(9, 2, 7, 3, 1, 0)","(9, 4, 14, 3, 0, 0)","(9, 4, 73, 3, 1, 0)","(9, 5, 75, 3, 0, 0)","(9, 8, 73, 3, 0, 0)","(9, 8, 39, 3, 1, 0)","(9, 8, 34, 3, 0, 1)","(9, 9, 43, 3, 0, 1)","(9, 10, 53, 3, 0, 2)",,,,,,
1,3,2,0,4,2,2,1,4,0,1,4,,,,,,
2,16.48495941874479,6.297959747142916,-2.809639490366715,16.477559610253802,18.18866934680903,-7.151231780734176,15.903467581906982,15.596280740964804,10.191977894161699,6.948239283834131,17.229007435477374,,,,,,
0,"(6, 0, 45, 3, 0, 0)","(9, 1, 44, 3, 0, 0)","(9, 2, 57, 2, 1, 1)","(9, 3, 34, 3, 0, 0)","(4, 4, 52, 3, 0, 0)","(3, 5, 27, 3, 0, 0)","(9, 6, 51, 3, 1, 0)","(9, 6, 34, 3, 0, 0)","(4, 9, 39, 3, 1, 2)","(4, 9, 39, 3, 0, 1)",,,,,,,
1,2,1,2,2,3,2,4,3,1,1,,,,,,,
2,5.068790322861778,7.084791616619342,-4.88649939315699,29.06574009121834,19.872711721122386,-4.893343059208091,17.667934103054822,24.731062860447587,4.998748760094105,6.802670551718146,,,,,,,
0,"(7, 1, 67, 2, 0, 0)","(9, 3, 75, 3, 0, 0)","(4, 4, 44, 3, 0, 0)","(9, 5, 42, 3, 1, 0)","(9, 6, 86, 3, 0, 1)","(9, 6, 59, 3, 0, 0)","(8, 7, 52, 3, 1, 0)","(4, 8, 40, 3, 1, 1)","(4, 9, 71, 3, 0, 2)","(3, 9, 42, 3, 1, 1)","(2, 10, 44, 3, 0, 2)","(2, 10, 73, 3, 0, 1)",,,,,
1,0,3,1,2,4,4,3,0,3,1,0,0,,,,,
2,-0.670527507019461,10.328204098792575,2.644935465218577,6.203985966041709,16.53393562540127,12.639340088245179,20.366097452332085,13.767962119114912,23.357967500169547,6.118126721680963,13.008194072944198,-6.820120846358105,,,,,
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 1, 0)","(7, 3, 28, 3, 0, 0)","(7, 4, 28, 3, 0, 0)","(7, 5, 28, 2, 0, 0)","(4, 7, 3, 1, 0, 0)","(3, 7, 42, 3, 1, 0)","(3, 8, 45, 3, 0, 0)","(9, 9, 48, 3, 0, 1)","(9, 10, 85, 3, 1, 1)","(8, 10, 44, 3, 0, 1)","(8, 11, 87, 3, 0, 0)",,,,,
1,1,3,1,3,2,3,3,0,2,2,0,0,,,,,
2,-0.0,-0.0,-0.0,-0.0,-2.8937752729260366,35.339061357082834,7.101588835030675,-6.4457433694782065,17.48612782238067,2.4699994460388863,4.459338219719048,22.268709165929028,,,,,
0,"(7, 1, 80, 2, 0, 0)","(6, 1, 85, 3, 0, 0)","(6, 2, 77, 3, 0, 0)","(5, 3, 60, 3, 0, 0)","(9, 4, 34, 3, 0, 0)","(8, 5, 13, 3, 0, 1)","(9, 7, 14, 3, 0, 0)","(9, 8, 14, 3, 0, 0)","(9, 9, 39, 3, 1, 1)","(4, 10, 42, 3, 1, 3)",,,,,,,
1,4,3,0,2,4,0,0,1,3,1,,,,,,,
2,24.733417523023597,15.417119040192464,20.40751563421883,-8.962374391256816,47.62279521168712,-5.255375507054049,8.600858667083646,9.32993429404314,23.03885319119991,-8.896690799513845,,,,,,,
0,"(7, 0, 13, 3, 0, 0)","(9, 1, 17, 3, 1, 1)","(9, 2, 73, 3, 1, 0)","(9, 2, 73, 3, 0, 1)","(9, 4, 73, 3, 0, 0)","(9, 4, 85, 3, 0, 0)","(9, 5, 44, 3, 1, 0)","(9, 5, 59, 3, 0, 0)","(9, 6, 58, 2, 0, 0)","(9, 7, 42, 3, 1, 0)","(4, 8, 85, 3, 1, 1)","(4, 8, 75, 3, 0, 1)",,,,,
1,1,0,0,1,4,1,4,0,2,3,2,1,,,,,
2,3.0844765921779835,-2.9538431085489667,8.716531911127785,-0.7928430153519237,20.63492182705494,10.149967241850655,8.92158580473799,10.805357907947734,14.394983095541757,14.711321431054209,11.098378146576486,-2.4904348081424903,,,,,
0,"(6, 1, 83, 3, 0, 0)","(9, 2, 13, 3, 0, 1)","(9, 4, 14, 3, 0, 0)","(9, 4, 27, 3, 0, 1)","(4, 7, 53, 3, 0, 1)","(9, 8, 45, 3, 0, 1)","(4, 10, 41, 3, 0, 2)","(9, 11, 17, 3, 1, 2)",,,,,,,,,
1,2,0,4,3,1,3,0,4,,,,,,,,,
2,5.1515733516200966,-2.7871448574214024,12.754231780584727,26.11780686457508,-10.207637908958162,26.891047414149508,-2.005460720405498,17.926102214004718,,,,,,,,,
0,"(7, 1, 55, 3, 0, 0)","(4, 2, 76, 2, 0, 0)","(9, 6, 71, 3, 1, 0)","(4, 8, 76, 3, 0, 1)","(9, 9, 58, 2, 0, 0)","(8, 11, 23, 3, 0, 0)",,,,,,,,,,,
1,2,0,3,2,1,2,,,,,,,,,,,
2,28.99605566513445,-1.3680130974211018,14.626511298428252,0.2970796988107897,41.63600870571245,2.1832833344534706,,,,,,,,,,,
0,"(7, 1, 55, 3, 0, 0)","(4, 2, 57, 2, 1, 0)","(8, 4, 72, 3, 0, 1)","(8, 4, 30, 1, 0, 0)","(7, 5, 82, 1, 0, 1)","(6, 6, 13, 3, 0, 0)","(6, 6, 21, 3, 1, 0)","(9, 9, 13, 3, 0, 1)","(8, 9, 60, 3, 0, 2)",,,,,,,,
1,2,0,4,4,0,3,1,0,3,,,,,,,,
2,14.841339227320603,29.112438530958464,14.582813787728647,26.786394937256066,23.924113912871206,9.464883858878238,2.4253230312691296,14.998084835211028,26.26927474397512,,,,,,,,
0,"(7, 1, 55, 3, 0, 0)","(4, 2, 34, 3, 0, 0)","(4, 3, 34, 3, 0, 1)","(9, 6, 52, 3, 0, 0)","(9, 7, 36, 3, 0, 0)","(9, 7, 42, 3, 1, 1)","(8, 7, 43, 3, 0, 1)","(8, 8, 44, 3, 0, 0)","(4, 10, 88, 3, 0, 1)","(3, 11, 19, 1, 0, 0)",,,,,,,
1,2,3,0,0,1,4,4,3,0,4,,,,,,,
2,8.08280256591787,10.284315428661218,3.098291039771391,6.3101106080420735,14.215073207336053,12.58240959079737,7.447090311744471,17.113440683987008,25.72754247154016,8.474217651296632,,,,,,,
0,"(6, 1, 75, 3, 0, 0)","(6, 1, 44, 3, 0, 0)","(6, 2, 88, 3, 1, 0)","(5, 2, 44, 3, 0, 1)","(9, 3, 40, 3, 0, 1)","(9, 4, 42, 3, 0, 0)",,,,,,,,,,,
1,3,3,3,1,1,2,,,,,,,,,,,
2,11.866357188124546,6.83044374631047,11.97815820327032,-4.0242185773270585,-0.9802112230006206,28.272770295154984,,,,,,,,,,,
0,"(5, 1, 11, 3, 0, 0)","(4, 3, 26, 3, 0, 0)","(9, 6, 36, 3, 0, 0)","(8, 6, 85, 3, 0, 0)","(9, 8, 77, 3, 0, 1)","(9, 8, 73, 3, 0, 1)","(4, 9, 42, 3, 1, 1)",,,,,,,,,,
1,3,1,0,0,2,3,0,,,,,,,,,,
2,48.28042350438389,7.369775695803348,27.13799086242356,11.353200204672186,11.1556397538624,24.596661933948752,14.690924072141074,,,,,,,,,,
0,"(7, 1, 58, 2, 0, 0)","(6, 1, 73, 3, 1, 0)","(6, 2, 17, 3, 0, 0)","(9, 2, 71, 3, 0, 0)","(4, 4, 73, 3, 0, 0)","(4, 4, 72, 2, 0, 1)","(3, 5, 77, 3, 1, 0)","(9, 9, 73, 3, 0, 1)","(8, 10, 51, 3, 0, 1)",,,,,,,,
1,3,3,0,3,3,0,0,0,2,,,,,,,,
2,25.438706310543786,6.368770879474711,-3.370909030472792,5.776568726084058,16.63214693561278,12.96463436580259,-4.466371131820684,41.78127408111482,6.95799504380569,,,,,,,,
0,"(7, 1, 58, 2, 0, 0)","(6, 1, 36, 3, 0, 1)","(9, 4, 52, 3, 0, 1)","(8, 4, 37, 3, 0, 0)","(9, 6, 21, 3, 1, 0)","(9, 7, 21, 3, 0, 0)","(9, 8, 72, 3, 0, 0)","(9, 8, 40, 3, 1, 2)",,,,,,,,,
1,1,0,4,0,0,0,4,1,,,,,,,,,
2,22.24326560244816,12.71320354219698,18.633041665104248,33.86670708223392,1.2919499579357072,2.856795296916985,12.55297148292273,4.158370207596587,,,,,,,,,
0,"(6, 0, 49, 3, 0, 0)","(9, 1, 40, 3, 0, 0)","(9, 2, 42, 3, 1, 0)","(9, 3, 42, 3, 1, 0)","(9, 4, 42, 3, 0, 0)",,,,,,,,,,,,
1,1,1,4,4,2,,,,,,,,,,,,
2,4.256124778942823,-1.4857736719207104,-0.0,-0.0,19.0832847753785,,,,,,,,,,,,
0,"(6, 0, 45, 3, 0, 1)","(6, 0, 17, 3, 0, 0)","(9, 3, 73, 3, 0, 1)","(9, 4, 73, 3, 0, 0)","(9, 4, 13, 3, 0, 0)","(9, 6, 17, 3, 1, 0)","(9, 6, 40, 3, 0, 0)","(9, 7, 45, 3, 0, 0)","(9, 7, 40, 3, 1, 1)","(4, 9, 49, 3, 0, 2)","(9, 10, 26, 3, 0, 1)","(8, 11, 36, 3, 0, 1)",,,,,
1,3,0,2,4,1,0,1,4,3,0,4,0,,,,,
2,11.130362611128731,6.6795979936486845,-1.9121458852831732,5.798472501940055,10.652133885567979,8.935300297296338,10.10701181733952,18.916932952434248,20.535560420563527,7.232754118257834,25.54326637723659,23.69166719021254,,,,,
0,"(6, 1, 73, 3, 0, 1)","(6, 2, 73, 3, 1, 0)","(6, 3, 73, 3, 0, 0)","(9, 3, 73, 3, 0, 0)","(9, 4, 73, 3, 0, 0)","(9, 5, 41, 3, 1, 1)","(9, 6, 14, 3, 0, 1)","(9, 7, 77, 3, 1, 1)","(9, 8, 87, 3, 1, 0)","(4, 11, 44, 3, 0, 1)",,,,,,,
1,3,3,0,4,4,1,1,1,3,3,,,,,,,
2,-0.0,-0.0,1.2010160422993428,-0.0,19.366807674239713,-5.087810736984524,29.269653827038276,0.6040882030605346,15.968602114201824,22.536072078827765,,,,,,,
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 1, 0)","(7, 3, 28, 3, 0, 0)","(7, 4, 28, 3, 0, 0)","(7, 5, 28, 2, 0, 0)","(6, 5, 14, 3, 0, 0)","(9, 6, 73, 3, 1, 0)","(9, 8, 17, 3, 1, 1)","(9, 9, 26, 3, 0, 1)","(8, 9, 53, 3, 0, 1)","(8, 9, 49, 3, 0, 1)","(9, 11, 76, 3, 0, 0)",,,,,
1,1,4,1,3,1,2,1,1,4,4,1,4,,,,,
2,-0.0,-0.0,-0.0,-0.0,15.853675191738887,9.554425246450435,18.28078013719078,2.304539106602603,16.705181584844468,15.070592300373505,30.784023039388746,14.679514873007069,,,,,
