,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,"(7, 1, 55, 3, 0, 0)","(4, 2, 33, 3, 0, 0)","(9, 5, 53, 3, 0, 1)","(9, 6, 45, 3, 0, 1)","(4, 7, 12, 3, 0, 0)","(9, 10, 26, 3, 0, 1)",,,,,,,,,,,
1,2,0,2,3,0,0,,,,,,,,,,,
2,17.481629642448574,-4.683061645129451,2.891419083055479,25.774585808752395,-4.535214339924689,28.88765024623564,,,,,,,,,,,
0,"(6, 1, 73, 3, 1, 1)","(9, 2, 73, 3, 1, 0)","(9, 3, 23, 2, 0, 0)","(9, 4, 51, 3, 0, 0)","(8, 4, 53, 3, 0, 0)","(9, 5, 51, 3, 0, 0)","(9, 6, 16, 3, 0, 1)","(9, 8, 10, 1, 0, 0)","(9, 9, 41, 3, 0, 3)","(9, 9, 45, 3, 0, 2)","(9, 9, 40, 3, 1, 2)","(8, 10, 39, 3, 0, 2)","(8, 10, 49, 3, 0, 1)",,,,
1,2,3,1,4,2,1,1,2,4,4,0,1,4,,,,
2,-6.391306168498379,9.88976993195177,24.477646657497104,10.324540365604427,6.0467760855234385,7.875877818917299,35.28639777190104,-2.345912117696834,9.292939686093188,11.56904227478514,7.119296816942846,16.48071896296113,19.38081796112653,,,,
0,"(7, 1, 7, 3, 0, 0)","(7, 2, 7, 2, 0, 0)","(9, 4, 14, 3, 0, 0)","(9, 5, 14, 3, 0, 0)","(9, 5, 51, 3, 0, 1)","(9, 7, 45, 3, 0, 1)","(9, 7, 39, 3, 1, 1)","(8, 7, 40, 3, 1, 0)","(7, 8, 65, 1, 0, 0)","(7, 9, 45, 3, 0, 1)","(7, 9, 52, 3, 0, 1)","(9, 10, 75, 3, 0, 1)","(8, 11, 48, 3, 1, 2)",,,,
1,3,0,4,4,2,4,0,4,4,4,2,2,4,,,,
2,-0.0,-8.027593640361118,-0.0,19.360308419979763,17.642160473324132,5.909757233256274,4.443563695290872,41.832810708074746,13.134084218723043,8.939383335377293,5.818170254517078,17.350418710974193,9.67609960330458,,,,
0,"(6, 0, 57, 2, 0, 1)","(9, 1, 59, 3, 1, 1)","(9, 2, 44, 3, 0, 0)","(9, 3, 48, 3, 0, 1)","(8, 3, 36, 3, 0, 0)","(8, 4, 17, 3, 1, 1)","(4, 5, 71, 2, 0, 0)","(9, 8, 75, 3, 0, 1)","(9, 9, 41, 3, 0, 1)","(9, 9, 58, 2, 1, 0)","(9, 10, 58, 3, 1, 0)","(9, 11, 51, 3, 0, 1)",,,,,
1,1,0,1,4,4,3,0,2,1,4,1,4,,,,,
2,0.906006410842739,7.803341204358832,26.71960695599427,9.532622126108311,24.74195280744565,9.074753239252544,0.5662120746260939,13.08691146706979,9.151380412782025,10.583841957791298,11.187807867702437,12.171920162552345,,,,,
0,"(7, 1, 87, 3, 0, 0)","(6, 1, 75, 3, 0, 0)","(6, 1, 75, 3, 0, 0)","(6, 2, 75, 3, 0, 0)","(9, 4, 86, 3, 0, 0)","(4, 7, 71, 3, 1, 1)","(3, 7, 77, 3, 1, 1)","(3, 8, 60, 3, 0, 0)","(9, 9, 75, 3, 0, 2)","(9, 10, 73, 3, 0, 1)",,,,,,,
1,1,3,3,0,2,2,0,0,1,1,,,,,,,
2,12.594193215315183,7.83705780401254,-0.0,-6.908083198815309,28.73215064828354,7.598032509323689,2.3793671450362543,3.372712170640611,10.611123320128742,27.24617577266074,,,,,,,
0,"(6, 1, 73, 3, 1, 1)","(9, 2, 73, 3, 1, 0)","(9, 3, 73, 3, 0, 0)","(9, 4, 73, 3, 0, 0)","(9, 5, 73, 3, 0, 0)","(9, 5, 13, 3, 1, 0)","(9, 5, 49, 3, 0, 1)","(9, 7, 52, 3, 0, 1)","(9, 8, 51, 3, 0, 1)","(9, 8, 27, 3, 1, 1)","(9, 8, 45, 3, 0, 1)","(4, 9, 45, 3, 0, 1)","(9, 10, 36, 3, 0, 1)",,,,
1,2,3,4,3,4,2,2,0,4,2,3,2,1,,,,
2,-6.575771012722597,-0.0,-0.0,-0.0,7.605493173979932,18.9803795260816,17.98890116590965,3.268139764190661,5.0,9.682238340357411,18.741041289073692,0.47604948450824836,18.53105414008166,,,,
0,"(6, 0, 40, 3, 1, 0)","(9, 2, 77, 3, 1, 0)","(4, 5, 17, 3, 1, 0)","(4, 5, 21, 3, 0, 0)","(9, 7, 13, 3, 0, 0)","(8, 8, 23, 3, 0, 0)","(9, 9, 11, 1, 0, 0)","(9, 10, 13, 3, 0, 1)",,,,,,,,,
1,1,3,2,2,4,0,1,1,,,,,,,,,
2,-1.8976009624846242,10.24041543611971,5.784181601106868,-3.2508695698424543,16.127419983126263,19.70664671673729,26.586082165995727,16.370443983322478,,,,,,,,,
0,"(7, 1, 8, 3, 0, 0)","(6, 2, 23, 3, 0, 0)","(6, 2, 23, 1, 0, 0)","(9, 4, 73, 3, 0, 0)","(9, 5, 73, 3, 0, 0)","(4, 6, 16, 3, 0, 0)","(9, 7, 51, 3, 0, 0)","(9, 8, 42, 3, 1, 0)","(4, 9, 40, 3, 1, 3)","(4, 9, 49, 3, 0, 2)","(4, 9, 77, 3, 1, 2)","(3, 10, 48, 3, 0, 2)",,,,,
1,3,0,2,4,2,1,1,3,3,3,3,4,,,,,
2,6.369468369863107,4.407014695002981,-11.716079968683157,-0.0,23.005025811181394,-1.9475339134184768,15.818010479800384,16.143188958451923,13.887475749258748,12.983483529691267,17.62996182089702,12.711130770769243,,,,,
0,"(6, 1, 74, 3, 0, 0)","(9, 3, 13, 3, 1, 0)","(9, 4, 73, 3, 0, 0)","(9, 5, 73, 3, 0, 0)","(4, 6, 40, 3, 0, 0)","(4, 6, 44, 3, 1, 1)","(9, 8, 75, 3, 0, 1)",,,,,,,,,,
1,1,2,4,2,3,2,3,,,,,,,,,,
2,5.34577512524241,-1.9526883010291654,-0.0,33.953994758544525,5.0,-6.913540345711107,18.614843254602036,,,,,,,,,,
0,"(6, 1, 39, 3, 0, 0)","(6, 1, 53, 3, 0, 0)","(5, 2, 51, 3, 0, 1)","(9, 4, 18, 3, 0, 0)","(9, 6, 14, 3, 0, 1)","(9, 7, 41, 3, 0, 0)","(9, 7, 39, 3, 0, 1)","(9, 8, 16, 3, 0, 0)","(9, 9, 17, 3, 1, 2)","(9, 9, 49, 3, 0, 1)","(9, 10, 49, 3, 0, 1)",,,,,,
1,1,3,1,2,1,4,1,1,0,2,1,,,,,,
2,5.133357156169231,14.789758307839351,0.5437499026033734,-1.635724213315652,7.80461686582373,13.96774778186644,18.58377827961505,4.6085778295832585,11.508910374304774,14.453220592139965,1.9505499727380213,,,,,,
0,"(7, 1, 84, 3, 0, 0)","(4, 2, 39, 3, 0, 1)","(4, 3, 39, 3, 0, 0)","(9, 4, 57, 3, 0, 0)","(9, 5, 17, 3, 1, 0)","(9, 5, 53, 3, 0, 0)","(9, 6, 53, 3, 0, 0)","(8, 7, 41, 3, 1, 0)","(4, 8, 13, 3, 1, 2)","(3, 10, 40, 3, 1, 3)",,,,,,,
1,2,3,0,2,4,1,0,3,3,1,,,,,,,
2,21.938895578166324,-0.0,4.608322655188822,17.632686025040307,16.193903476143255,2.668362335989861,30.101194502793405,31.470497693131474,34.89792823693777,7.9342604573167375,,,,,,,
0,"(7, 1, 69, 3, 0, 0)","(6, 2, 57, 2, 0, 1)","(9, 3, 34, 3, 0, 0)","(4, 4, 34, 3, 0, 0)","(9, 5, 34, 3, 0, 0)","(9, 5, 17, 3, 1, 1)","(9, 8, 72, 3, 0, 0)","(9, 8, 13, 3, 1, 1)","(8, 9, 51, 3, 0, 1)","(8, 10, 71, 3, 0, 0)","(9, 11, 77, 3, 1, 2)",,,,,,
1,1,0,2,0,1,2,4,4,2,2,0,,,,,,
2,29.07226094989144,-9.235790866411154,5.891885769248601,-9.18236746332982,31.072479460648445,3.3649696146993873,17.344304385114743,22.44682507620243,32.61977312047622,2.910313762380882,9.083698729948974,,,,,,
0,"(7, 1, 80, 2, 0, 0)","(6, 1, 17, 3, 1, 1)","(9, 2, 85, 3, 0, 1)","(9, 4, 16, 3, 1, 1)","(9, 5, 71, 3, 1, 0)","(8, 5, 43, 3, 0, 0)","(9, 6, 57, 1, 0, 0)","(9, 7, 51, 3, 0, 1)","(9, 8, 37, 3, 0, 1)","(9, 9, 43, 3, 0, 2)","(4, 10, 55, 1, 0, 0)",,,,,,
1,4,0,1,1,4,0,2,1,2,3,1,,,,,,
2,16.363472649301357,11.523478954828924,24.773960639690173,18.135336014365905,28.86080310333348,11.063463935119998,20.43087604008827,18.812641378139396,4.208513043662905,33.57962655047449,-5.037722953721378,,,,,,
0,"(7, 1, 80, 2, 0, 0)","(6, 2, 83, 3, 0, 0)","(6, 2, 41, 3, 0, 0)","(6, 3, 41, 3, 1, 0)","(5, 3, 58, 3, 0, 0)","(9, 6, 83, 3, 0, 0)","(9, 6, 88, 2, 0, 0)","(9, 6, 42, 3, 1, 0)","(9, 8, 44, 3, 0, 0)","(9, 8, 83, 3, 0, 0)","(8, 9, 59, 3, 0, 1)","(7, 9, 73, 3, 0, 3)","(4, 10, 44, 3, 0, 1)",,,,
1,4,1,3,2,0,4,4,2,4,2,4,3,3,,,,
2,15.424239968112385,18.9717479708675,-0.0,18.572430608721504,-8.710009849113298,5.387480214205329,21.24201915791329,6.059902006816587,16.27456131538519,1.9678620823783828,30.06368486123356,26.253436447474076,16.24102745383886,,,,
0,"(7, 1, 84, 3, 0, 0)","(4, 3, 68, 1, 0, 0)","(9, 5, 10, 1, 0, 0)","(8, 7, 14, 3, 0, 1)","(9, 8, 35, 3, 0, 0)",,,,,,,,,,,,
1,2,2,0,1,0,,,,,,,,,,,,
2,12.532217172756615,19.786984977920355,32.65457252205444,17.480009328164627,15.644305039903152,,,,,,,,,,,,
0,"(6, 0, 50, 2, 0, 0)","(6, 1, 21, 3, 1, 1)","(9, 3, 73, 3, 0, 0)","(9, 4, 73, 3, 0, 0)","(9, 4, 13, 3, 0, 0)","(9, 5, 72, 3, 0, 1)","(9, 6, 40, 3, 0, 0)","(9, 6, 40, 3, 0, 0)","(9, 7, 75, 3, 1, 1)","(9, 8, 71, 3, 0, 0)","(8, 8, 85, 3, 1, 1)",,,,,,
1,2,0,4,4,1,1,1,1,1,4,3,,,,,,
2,9.1200126592474,-9.103727992407103,-0.0,5.0,15.13491774327517,20.40035088716931,6.569714138086495,8.60338384166435,3.9890772410276263,22.23820279854382,24.08247939188339,,,,,,
0,"(7, 1, 28, 3, 0, 0)","(6, 1, 2, 1, 0, 0)","(5, 2, 52, 3, 0, 0)","(9, 5, 18, 3, 0, 0)","(4, 6, 14, 3, 0, 0)","(9, 7, 16, 3, 1, 1)","(9, 8, 49, 3, 0, 1)","(9, 8, 53, 3, 0, 1)","(9, 9, 52, 3, 0, 1)","(9, 9, 49, 3, 0, 1)","(9, 10, 18, 3, 0, 1)","(9, 10, 49, 3, 0, 1)",,,,,
1,1,0,1,3,1,2,2,0,4,2,1,3,,,,,
2,7.444895229060711,11.1578439930046,10.222565839173303,11.927083089991077,-3.357566902329907,1.5404512744288237,1.0958670321316832,4.687260757438864,16.2459252650131,6.918781400456243,4.737743858293884,17.22063377329136,,,,,
0,"(7, 1, 9, 1, 0, 0)","(9, 4, 36, 3, 1, 0)","(8, 5, 40, 3, 0, 0)","(7, 5, 17, 3, 1, 0)","(9, 7, 14, 3, 1, 0)","(9, 7, 3, 2, 0, 0)","(9, 8, 48, 3, 0, 0)","(9, 9, 39, 3, 1, 3)","(9, 9, 59, 3, 0, 1)","(8, 10, 71, 3, 0, 2)","(8, 10, 39, 3, 0, 1)",,,,,,
1,0,0,2,1,4,1,0,4,4,4,1,,,,,,
2,3.5722646395216966,27.09217568352183,12.440086355081863,-9.157096030104551,14.456934861335506,5.3376447353479275,14.348056280394706,10.258725701245385,10.21739527284311,13.698186718747682,21.338100727409763,,,,,,
0,"(7, 1, 55, 3, 0, 0)","(4, 2, 36, 3, 0, 0)","(9, 3, 53, 3, 0, 0)","(9, 3, 49, 3, 0, 0)","(9, 4, 63, 2, 0, 0)","(8, 6, 40, 3, 0, 0)","(8, 7, 44, 3, 0, 0)","(8, 7, 77, 3, 0, 1)","(9, 8, 77, 3, 0, 1)","(9, 8, 40, 3, 0, 1)","(9, 8, 17, 3, 1, 1)","(8, 9, 33, 3, 0, 0)",,,,,
1,2,2,1,2,1,4,4,2,2,0,0,4,,,,,
2,8.738155188388989,-0.32281484477260847,3.405213661767751,11.569927012163387,40.75581108923632,5.0,13.756665536142902,-0.672550498612881,3.5349643084789766,10.389661342114689,28.247318420405062,17.20449265461023,,,,,
0,"(7, 1, 20, 3, 0, 0)","(7, 1, 23, 3, 0, 0)","(9, 4, 7, 1, 0, 0)","(9, 5, 17, 3, 1, 0)","(9, 6, 17, 3, 1, 0)","(8, 8, 77, 3, 0, 1)","(4, 9, 17, 3, 1, 2)","(4, 9, 17, 3, 1, 1)","(3, 10, 49, 3, 0, 1)",,,,,,,,
1,1,0,1,4,0,3,3,0,0,,,,,,,,
2,5.0,1.1564848675646484,18.827653326203652,-0.0,17.695809726045923,18.191821964257898,7.049621580667349,13.413356561422038,10.462973201902994,,,,,,,,
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 1, 0)","(7, 3, 28, 3, 0, 0)","(7, 4, 28, 3, 0, 0)","(7, 5, 28, 2, 0, 0)","(7, 6, 28, 2, 0, 0)","(6, 7, 60, 3, 0, 0)","(5, 8, 35, 3, 0, 0)",,,,,,,,,
1,1,3,1,3,1,3,3,1,,,,,,,,,
2,-0.0,-0.0,-0.0,-0.0,-0.0,39.72086815828994,22.704961576807875,11.875430862485885,,,,,,,,,
0,"(6, 1, 42, 3, 0, 0)","(6, 1, 40, 3, 1, 0)","(9, 2, 85, 3, 0, 0)","(9, 4, 42, 3, 0, 0)",,,,,,,,,,,,,
1,1,0,2,2,,,,,,,,,,,,,
2,16.302512333613883,3.7263586792180288,-4.81752954717969,18.71911955721511,,,,,,,,,,,,,
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 1, 0)","(4, 4, 49, 3, 0, 0)","(9, 6, 14, 3, 0, 1)","(9, 7, 14, 3, 1, 0)","(9, 8, 76, 3, 0, 0)","(8, 8, 85, 3, 0, 0)","(9, 9, 44, 3, 0, 1)","(9, 10, 39, 3, 1, 2)",,,,,,,,
1,1,2,0,1,4,4,1,1,0,,,,,,,,
2,-0.0,13.309803694512986,-11.715270317274591,-0.0,34.21776708653158,7.538081967113824,1.6115385719046396,15.452414015928913,13.810708233517834,,,,,,,,
0,"(7, 1, 67, 2, 0, 0)","(9, 3, 75, 3, 0, 1)","(4, 5, 11, 2, 0, 0)","(3, 6, 49, 3, 0, 1)","(9, 8, 59, 2, 0, 1)","(4, 9, 42, 3, 1, 2)","(3, 9, 39, 3, 0, 1)","(3, 10, 49, 3, 0, 1)",,,,,,,,,
1,0,3,3,0,3,0,3,0,,,,,,,,,
2,-0.4885779466143596,39.229276196275585,36.4800405355098,-4.568860611459994,34.179368667163764,7.36831309196367,19.07133567859955,0.22341374435355554,,,,,,,,,
0,"(6, 0, 75, 3, 0, 0)","(9, 2, 42, 3, 1, 0)","(9, 3, 42, 3, 1, 0)",,,,,,,,,,,,,,
1,2,4,4,,,,,,,,,,,,,,
2,-7.33926823020429,-0.0,-0.0,,,,,,,,,,,,,,
0,"(6, 1, 7, 3, 0, 0)","(9, 2, 39, 3, 0, 1)","(9, 3, 51, 3, 0, 0)","(9, 4, 53, 3, 0, 0)","(9, 5, 45, 3, 0, 0)","(9, 6, 45, 3, 0, 0)","(9, 7, 49, 3, 0, 1)","(8, 7, 27, 3, 0, 1)","(9, 8, 16, 3, 1, 0)","(9, 9, 52, 3, 0, 1)","(9, 9, 18, 3, 0, 1)","(9, 10, 14, 3, 0, 1)",,,,,
1,2,1,4,1,3,4,0,2,1,4,0,1,,,,,
2,1.3099199902866427,17.493092551829857,10.681698038348147,-4.4294765732750365,-0.0,11.992537500611522,6.545699758853695,3.7923949132673904,12.818048800864991,14.806977038217624,18.25304738175341,7.028233979554969,,,,,
0,"(7, 1, 84, 3, 0, 0)","(4, 2, 77, 3, 0, 0)",,,,,,,,,,,,,,,
1,2,1,,,,,,,,,,,,,,,
2,8.093852024768655,-10.104441948688445,,,,,,,,,,,,,,,
0,"(7, 1, 80, 2, 0, 0)","(6, 2, 73, 3, 0, 0)","(6, 2, 83, 3, 0, 1)","(6, 3, 85, 3, 0, 0)","(9, 6, 16, 3, 1, 0)","(9, 6, 27, 3, 0, 1)","(9, 7, 16, 3, 0, 1)","(9, 8, 18, 3, 0, 0)","(9, 8, 53, 3, 0, 1)","(9, 9, 41, 3, 0, 1)","(9, 10, 84, 3, 0, 0)",,,,,,
1,3,3,3,1,1,2,2,0,0,1,2,,,,,,
2,21.300858404903458,18.55886328983158,7.9828392259337395,12.447973883760556,5.3162108965710075,7.987039895767988,10.260394602786377,9.79649902054727,12.361046444536228,23.62633142788807,13.258010068268906,,,,,,
0,"(6, 1, 73, 3, 0, 0)","(6, 1, 17, 3, 0, 0)","(9, 4, 45, 3, 0, 0)","(9, 4, 44, 3, 0, 1)","(8, 5, 42, 3, 1, 0)","(9, 6, 60, 3, 0, 0)","(8, 7, 73, 3, 1, 1)","(8, 7, 77, 3, 0, 1)","(9, 8, 49, 3, 0, 1)","(9, 9, 18, 3, 0, 1)","(9, 10, 53, 3, 0, 1)",,,,,,
1,0,1,4,2,2,4,2,2,2,0,0,,,,,,
2,9.972899694441677,2.0245166998553032,10.81183274206229,6.207964814776472,14.819984093888976,28.6609255274005,8.881483177653068,12.50761685745972,4.593578605984786,16.32105278986252,23.526918364672458,,,,,,
0,"(6, 0, 13, 3, 0, 0)","(9, 1, 37, 3, 0, 1)","(9, 2, 44, 3, 0, 0)","(9, 3, 44, 3, 1, 0)","(9, 3, 57, 1, 0, 1)","(8, 4, 57, 1, 0, 0)","(4, 5, 44, 2, 0, 0)","(9, 8, 88, 3, 1, 1)",,,,,,,,,
1,0,2,1,4,4,3,0,3,,,,,,,,,
2,29.26421551038167,6.7233753290704765,6.3188008301680725,13.001057519949185,11.297658111816451,9.83445142947397,-0.30944249714828587,33.68928888554854,,,,,,,,,
0,"(7, 1, 7, 3, 0, 0)","(7, 2, 7, 2, 0, 0)","(9, 4, 14, 3, 0, 0)","(9, 5, 14, 3, 0, 0)","(9, 5, 7, 3, 0, 0)","(9, 6, 27, 3, 1, 0)","(9, 7, 41, 3, 1, 1)","(8, 8, 73, 3, 1, 0)","(9, 9, 17, 3, 1, 1)","(9, 9, 22, 3, 1, 0)",,,,,,,
1,3,0,4,4,1,2,0,1,4,3,,,,,,,
2,-0.0,-8.778093640361117,-0.0,12.626364170796585,19.77005394339804,14.106600323674076,14.14742145071857,11.357888536750004,15.014048817399756,13.475246182312212,,,,,,,
0,"(7, 1, 57, 1, 0, 0)","(4, 2, 59, 3, 0, 0)","(8, 4, 23, 3, 0, 0)","(8, 6, 34, 3, 0, 1)","(9, 6, 48, 3, 0, 0)","(9, 7, 53, 3, 0, 0)","(9, 8, 61, 2, 0, 0)","(8, 8, 16, 3, 0, 1)","(7, 9, 64, 1, 0, 0)",,,,,,,,
1,2,2,1,2,1,1,4,4,0,,,,,,,,
2,5.340500901460686,34.92152593464969,32.222589121255304,4.781469538920678,6.81125783625381,4.9788093539967395,23.634901136671637,30.47265518316611,12.912631116457215,,,,,,,,
0,"(6, 0, 27, 3, 0, 0)","(9, 3, 36, 3, 0, 0)","(4, 5, 51, 3, 0, 1)","(4, 5, 53, 2, 0, 1)","(9, 9, 45, 3, 0, 2)","(9, 9, 39, 3, 0, 2)","(9, 10, 42, 3, 1, 3)",,,,,,,,,,
1,0,3,3,0,4,0,3,,,,,,,,,,
2,13.092542105238294,21.897717399613786,9.671454083952902,-2.1107036407000628,8.128199687474732,9.404226481098174,16.19352086554251,,,,,,,,,,
0,"(7, 0, 39, 3, 0, 1)","(6, 1, 41, 3, 0, 1)","(9, 1, 45, 3, 0, 0)","(9, 2, 53, 3, 0, 0)","(9, 3, 28, 3, 0, 0)","(9, 4, 3, 3, 0, 0)","(4, 6, 53, 3, 0, 0)","(9, 8, 73, 3, 1, 0)","(9, 9, 26, 3, 0, 0)","(8, 9, 50, 3, 0, 1)",,,,,,,
1,2,0,4,1,1,2,2,2,4,4,,,,,,,
2,11.71539145219836,-0.25311333420546944,8.628761039168817,22.784899306420627,-2.800360367806851,19.21184661554856,12.365887511683901,17.448933133208104,13.934440270858545,28.84623453249461,,,,,,,
0,"(7, 1, 28, 3, 0, 0)","(7, 2, 28, 3, 1, 0)","(7, 3, 28, 3, 0, 0)","(7, 4, 28, 3, 0, 0)","(7, 5, 28, 2, 0, 0)","(7, 6, 28, 2, 0, 0)","(7, 7, 28, 2, 0, 0)","(6, 7, 51, 3, 0, 1)","(9, 10, 53, 3, 0, 2)","(9, 10, 26, 2, 0, 1)","(9, 11, 50, 3, 0, 1)",,,,,,
1,1,3,1,3,3,3,3,0,4,2,4,,,,,,
2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.07123460978981,4.813914576445043,14.333268850327723,7.790276091625622,12.31840485516452,,,,,,
0,"(7, 0, 71, 3, 0, 1)","(9, 3, 80, 1, 0, 0)","(4, 5, 69, 3, 0, 0)","(9, 6, 73, 3, 1, 0)","(9, 7, 39, 3, 1, 2)","(8, 8, 88, 3, 1, 0)","(8, 8, 85, 3, 0, 1)","(7, 9, 40, 3, 1, 2)","(7, 9, 53, 3, 0, 2)","(6, 10, 73, 3, 1, 1)","(9, 11, 43, 3, 0, 2)",,,,,,
1,0,3,2,1,0,0,4,0,4,0,4,,,,,,
2,-2.2425434908293127,16.239366134282104,-8.300943362825263,15.257430978569145,3.8412736312235762,6.799697127565216,13.91472785466415,11.69948564268279,21.79428492584729,4.3629939220782274,13.876040099230622,,,,,,
0,"(7, 1, 87, 3, 0, 0)","(6, 1, 57, 3, 1, 0)","(9, 2, 88, 3, 0, 0)","(9, 3, 88, 3, 0, 0)","(9, 4, 83, 3, 0, 0)","(9, 4, 88, 2, 0, 0)","(9, 5, 73, 3, 1, 1)","(9, 6, 17, 3, 1, 1)","(8, 7, 17, 3, 1, 0)","(9, 8, 50, 3, 0, 1)","(9, 9, 48, 3, 0, 1)","(9, 10, 57, 2, 0, 1)",,,,,
1,1,0,4,1,4,0,4,0,2,0,2,3,,,,,
2,14.87620795162593,4.55552288578544,6.7837282136193915,-1.7249774603100305,14.642268836035143,22.550469916887554,5.0,8.914468684278315,-1.5395638593825218,3.735996126525169,21.005362278465373,26.775938536131605,,,,,
0,"(7, 1, 55, 3, 0, 0)","(3, 2, 53, 3, 1, 0)","(9, 4, 45, 3, 0, 0)","(9, 4, 73, 3, 1, 0)","(9, 5, 83, 3, 0, 0)","(9, 6, 44, 3, 0, 1)","(9, 6, 88, 3, 0, 1)","(9, 7, 40, 3, 0, 0)","(9, 7, 39, 3, 1, 1)","(9, 8, 88, 3, 1, 0)","(8, 8, 77, 3, 1, 1)","(4, 9, 60, 3, 0, 0)","(9, 10, 60, 3, 0, 1)",,,,
1,2,0,4,2,0,0,0,0,0,0,3,2,4,,,,
2,27.966591023483424,-12.573297860422366,21.030460033755368,15.943305940289424,6.937988297271178,3.9140965002392316,7.206906877815503,10.668113110084247,10.717524930439993,13.436308074763263,22.654933555689578,-4.507289070060089,11.81386572581946,,,,
0,"(6, 0, 35, 3, 0, 0)","(9, 2, 53, 3, 0, 1)","(9, 4, 45, 3, 0, 0)","(9, 4, 42, 3, 1, 0)","(4, 6, 42, 3, 1, 0)","(9, 8, 41, 3, 0, 2)","(9, 9, 17, 3, 1, 2)",,,,,,,,,,
1,1,2,3,3,0,0,0,,,,,,,,,,
2,2.6891505889562968,-3.9979843300757443,14.93863517541266,3.6716157068319846,-8.211277811035082,21.80077867731781,34.91007612195173,,,,,,,,,,
0,"(6, 1, 49, 3, 0, 0)","(5, 2, 18, 3, 0, 1)","(5, 3, 77, 3, 1, 0)","(9, 5, 42, 3, 1, 0)","(4, 6, 39, 3, 1, 0)","(4, 7, 73, 3, 1, 0)","(3, 7, 21, 3, 0, 0)","(2, 9, 42, 3, 1, 2)","(9, 10, 39, 3, 1, 1)",,,,,,,,
1,3,3,2,2,3,0,3,2,3,,,,,,,,
2,20.08850020244875,17.381589360064982,-9.977741575148467,15.462604080631678,18.568584070781583,10.172197052334056,38.251322224606504,-0.9597247298269453,19.58673063176204,,,,,,,,
0,"(7, 1, 7, 3, 0, 0)","(7, 2, 7, 2, 0, 0)","(9, 4, 14, 3, 0, 0)","(9, 5, 14, 3, 0, 0)","(9, 6, 14, 3, 0, 0)","(9, 6, 53, 3, 1, 0)","(8, 7, 48, 3, 0, 1)","(7, 8, 24, 2, 0, 0)","(8, 10, 45, 3, 0, 1)","(8, 10, 45, 3, 0, 1)",,,,,,,
1,3,0,4,4,3,2,0,0,4,4,,,,,,,
2,-0.0,-8.327793640361117,-0.0,-0.0,30.347203987194142,9.50653630187952,25.696906475716496,22.48968482590076,10.571925421300564,16.07011043328186,,,,,,,
0,"(7, 1, 56, 3, 0, 0)","(6, 1, 52, 3, 0, 0)","(5, 2, 49, 3, 0, 0)","(5, 3, 60, 3, 0, 0)","(9, 5, 34, 3, 0, 0)","(9, 6, 77, 3, 1, 0)","(9, 7, 71, 3, 1, 0)","(9, 7, 41, 3, 1, 1)","(8, 8, 75, 3, 0, 1)","(9, 8, 60, 3, 0, 2)","(4, 10, 25, 3, 0, 0)",,,,,,
1,4,3,4,2,1,1,4,0,2,3,2,,,,,,
2,22.91367795213433,16.71983809757186,18.369412478026046,-10.006588211588884,32.16306548798576,7.697156122099594,22.676793007084733,10.197768463472004,7.3246624516576775,41.32917145577075,6.253680345687341,,,,,,
0,"(7, 1, 67, 2, 0, 0)","(4, 3, 86, 3, 0, 0)","(9, 5, 21, 3, 1, 0)","(4, 8, 14, 3, 0, 1)","(4, 9, 34, 3, 0, 1)","(9, 10, 42, 3, 1, 1)",,,,,,,,,,,
1,2,0,3,3,1,0,,,,,,,,,,,
2,-3.4290884139565487,12.355389014448075,9.47991436111215,29.215776656900132,4.242157777442129,15.286094618642961,,,,,,,,,,,
0,"(7, 1, 30, 3, 0, 0)","(6, 2, 13, 3, 1, 1)","(6, 2, 69, 2, 0, 0)","(9, 5, 77, 3, 1, 0)","(8, 6, 33, 2, 0, 0)","(9, 7, 85, 3, 0, 0)","(9, 8, 88, 3, 0, 1)","(9, 8, 85, 3, 0, 0)","(9, 9, 85, 3, 0, 1)",,,,,,,,
1,4,1,1,1,2,1,0,0,3,,,,,,,,
2,20.790604353980555,16.381318724092257,8.286951108979213,33.22874050579726,11.093121637754178,6.986077901675421,7.276709866892784,4.500553312759046,17.453314794859764,,,,,,,,
0,"(6, 0, 15, 3, 0, 0)","(9, 2, 17, 3, 1, 0)","(8, 2, 60, 3, 0, 0)","(9, 3, 48, 3, 0, 0)","(4, 6, 50, 1, 0, 1)","(9, 9, 73, 3, 1, 2)",,,,,,,,,,,
1,2,4,2,3,1,4,,,,,,,,,,,
2,10.229353705198939,24.642097501575307,12.202998079738723,9.9317324990832,13.06948135952781,40.27192208347755,,,,,,,,,,,
0,"(7, 1, 87, 3, 0, 0)","(7, 2, 87, 3, 1, 0)","(6, 2, 71, 3, 0, 0)","(6, 3, 68, 2, 0, 1)","(5, 4, 86, 3, 0, 1)","(9, 6, 60, 3, 0, 0)","(8, 7, 71, 3, 1, 1)","(9, 8, 76, 3, 0, 1)","(8, 9, 22, 3, 0, 1)","(8, 10, 42, 3, 1, 3)","(7, 10, 39, 3, 1, 1)","(7, 10, 40, 3, 1, 1)",,,,,
1,1,4,3,1,1,4,1,2,1,2,4,0,,,,,
